subcarrier_1,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,timestamp
80.0,-23.0,1.0,-21.0,2.0,-19.0,-6.0,-19.0,1276.87
16.0,-18.0,-17.0,-19.0,-12.0,-12.0,-17.0,-12.0,1276.87
-64.0,-23.0,-10.0,-21.0,-5.0,-19.0,-9.0,-10.0,1276.88
32.0,-18.0,-13.0,-11.0,-11.0,-13.0,-13.0,-13.0,1276.88
-32.0,-5.0,21.0,-6.0,18.0,-9.0,18.0,-9.0,1276.89
-79.0,-18.0,-5.0,-18.0,-4.0,-15.0,-7.0,-16.0,1276.9
-95.0,-4.0,-13.0,8.0,6.0,7.0,3.0,0.0,1276.9
-31.0,2.0,-8.0,-1.0,3.0,9.0,3.0,-7.0,1276.91
-64.0,-19.0,-14.0,-14.0,-11.0,-12.0,-10.0,-11.0,1276.95
-95.0,-13.0,-17.0,-12.0,-13.0,-8.0,-14.0,-10.0,1276.95
-31.0,-18.0,12.0,-11.0,12.0,-11.0,10.0,-14.0,1276.96
32.0,-8.0,0.0,-3.0,-1.0,-4.0,-12.0,-10.0,1276.96
32.0,-15.0,2.0,-9.0,0.0,-14.0,-3.0,-3.0,1276.97
0.0,-3.0,-2.0,-3.0,1.0,0.0,3.0,0.0,1276.98
32.0,7.0,-3.0,3.0,-2.0,4.0,-6.0,9.0,1277.0
-96.0,1.0,5.0,-1.0,0.0,5.0,1.0,1.0,1277.03
32.0,12.0,18.0,10.0,16.0,7.0,16.0,2.0,1277.05
-32.0,10.0,-20.0,9.0,-14.0,11.0,-17.0,6.0,1277.05
32.0,5.0,19.0,7.0,21.0,1.0,16.0,3.0,1277.06
-32.0,9.0,-26.0,7.0,-22.0,7.0,-19.0,9.0,1277.07
0.0,23.0,6.0,20.0,-1.0,18.0,8.0,13.0,1277.07
97.0,-3.0,26.0,-6.0,15.0,-4.0,14.0,-5.0,1277.08
-64.0,20.0,10.0,19.0,7.0,15.0,9.0,14.0,1277.08
-32.0,20.0,13.0,17.0,16.0,14.0,10.0,11.0,1277.09
-64.0,-3.0,21.0,-7.0,20.0,0.0,19.0,-5.0,1277.09
-64.0,21.0,9.0,17.0,12.0,12.0,13.0,11.0,1277.1
0.0,-2.0,-8.0,-11.0,3.0,7.0,-4.0,8.0,1277.1
0.0,0.0,-11.0,5.0,2.0,-1.0,3.0,9.0,1277.11
80.0,4.0,6.0,5.0,3.0,6.0,6.0,-4.0,1277.11
-64.0,-2.0,-6.0,3.0,-1.0,-8.0,-17.0,7.0,1277.13
32.0,8.0,-7.0,9.0,-4.0,6.0,3.0,2.0,1277.14
-63.0,1.0,20.0,2.0,17.0,-2.0,17.0,-5.0,1277.15
-127.0,-9.0,-20.0,-7.0,-19.0,-5.0,-17.0,-4.0,1277.16
0.0,-16.0,15.0,-18.0,15.0,-17.0,13.0,-17.0,1277.16
0.0,-21.0,-8.0,-18.0,-10.0,-15.0,-9.0,-14.0,1277.17
80.0,12.0,-20.0,13.0,-17.0,12.0,-16.0,12.0,1277.17
-64.0,-3.0,22.0,-4.0,20.0,-3.0,18.0,-6.0,1277.18
-32.0,-11.0,20.0,-10.0,15.0,-10.0,17.0,-11.0,1277.19
-112.0,1.0,-3.0,-3.0,-2.0,1.0,8.0,4.0,1277.19
