subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,timestamp
69.0,81.0,20.0,-11.0,-17.0,-12.0,13.0,-17.0,3289.44
126.0,-32.0,7.0,-28.0,-32.0,-12.0,-28.0,-39.0,3289.45
94.0,-32.0,5.0,-13.0,4.0,-12.0,5.0,-13.0,3289.45
-39.0,-112.0,13.0,-19.0,-3.0,-7.0,-4.0,-17.0,3289.46
-51.0,-48.0,12.0,-12.0,8.0,-19.0,10.0,-15.0,3289.47
-51.0,-48.0,12.0,13.0,7.0,17.0,4.0,14.0,3289.47
-50.0,-32.0,12.0,18.0,-1.0,9.0,9.0,8.0,3289.48
-30.0,32.0,14.0,-10.0,-12.0,2.0,-19.0,-1.0,3289.48
90.0,-96.0,5.0,-8.0,0.0,-14.0,-2.0,-16.0,3289.49
9.0,-107.0,80.0,-1.0,-7.0,-8.0,-12.0,-2.0,3289.49
29.0,-43.0,81.0,-13.0,12.0,-7.0,10.0,-5.0,3289.5
-89.0,113.0,26.0,-7.0,17.0,-3.0,19.0,-8.0,3289.51
-109.0,49.0,25.0,-10.0,9.0,-17.0,-5.0,-14.0,3289.51
86.0,96.0,5.0,17.0,-11.0,13.0,-10.0,8.0,3289.52
9.0,-107.0,80.0,10.0,-6.0,11.0,-20.0,8.0,3289.52
29.0,-43.0,81.0,-9.0,42.0,-3.0,29.0,37.0,3289.53
-109.0,49.0,25.0,2.0,-10.0,1.0,-15.0,6.0,3289.53
98.0,32.0,6.0,1.0,-14.0,2.0,-15.0,5.0,3289.54
98.0,32.0,6.0,-7.0,-13.0,-1.0,-16.0,4.0,3289.58
98.0,32.0,6.0,27.0,30.0,10.0,20.0,23.0,3289.61
94.0,-32.0,5.0,46.0,-30.0,36.0,-22.0,19.0,3289.62
98.0,32.0,6.0,-23.0,-7.0,-12.0,5.0,-6.0,3289.65
-57.0,112.0,12.0,13.0,-4.0,4.0,-9.0,13.0,3289.66
-10.0,96.0,15.0,0.0,11.0,-13.0,23.0,3.0,3289.66
108.0,-64.0,6.0,4.0,7.0,-6.0,20.0,-4.0,3289.67
-108.0,64.0,9.0,18.0,4.0,15.0,-1.0,16.0,3289.68
-51.0,-48.0,12.0,-14.0,21.0,-11.0,6.0,-15.0,3289.68
-92.0,64.0,10.0,22.0,-4.0,15.0,9.0,19.0,3289.7
98.0,32.0,6.0,-16.0,-16.0,3.0,-19.0,1.0,3289.7
108.0,-64.0,6.0,3.0,-9.0,8.0,-9.0,11.0,3289.71
-108.0,64.0,9.0,8.0,-8.0,16.0,-7.0,15.0,3289.72
-51.0,-48.0,12.0,-5.0,24.0,-25.0,16.0,2.0,3289.72
-92.0,64.0,10.0,-32.0,22.0,-6.0,8.0,-21.0,3289.73
94.0,-32.0,5.0,0.0,-8.0,24.0,38.0,39.0,3289.73
-72.0,-128.0,11.0,-10.0,14.0,-42.0,-10.0,-32.0,3289.74
-92.0,64.0,10.0,-11.0,38.0,-4.0,58.0,1.0,3289.75
-72.0,-128.0,11.0,27.0,-21.0,-2.0,0.0,43.0,3289.75
94.0,-32.0,5.0,12.0,-1.0,22.0,-28.0,0.0,3289.76
98.0,32.0,6.0,-12.0,-16.0,-3.0,-11.0,-2.0,3289.76
98.0,32.0,6.0,-24.0,-14.0,-16.0,-7.0,-16.0,3289.77
120.0,-128.0,7.0,16.0,-12.0,15.0,-1.0,16.0,3289.78
-30.0,32.0,14.0,12.0,-2.0,10.0,-14.0,9.0,3289.8
-50.0,-32.0,12.0,-2.0,-18.0,0.0,-18.0,4.0,3289.81
-30.0,32.0,14.0,16.0,-4.0,9.0,-11.0,10.0,3289.82
-102.0,-96.0,9.0,-11.0,-19.0,-2.0,-21.0,1.0,3289.83
-82.0,-32.0,10.0,-3.0,17.0,-5.0,16.0,-9.0,3289.83
98.0,32.0,6.0,17.0,-4.0,15.0,9.0,15.0,3289.84
98.0,32.0,6.0,4.0,13.0,7.0,21.0,-2.0,3289.84
-51.0,-48.0,12.0,-4.0,-10.0,3.0,-12.0,4.0,3289.85
125.0,-48.0,7.0,-7.0,16.0,-1.0,15.0,-6.0,3289.91
94.0,-32.0,5.0,-5.0,-5.0,-24.0,-5.0,-10.0,3289.92
125.0,-48.0,7.0,8.0,-28.0,29.0,-28.0,9.0,3289.92
-111.0,16.0,9.0,-2.0,-13.0,-11.0,-16.0,-1.0,3289.93
-128.0,0.0,8.0,-8.0,-13.0,-10.0,-4.0,-8.0,3289.93
94.0,-32.0,5.0,30.0,-12.0,-8.0,-40.0,20.0,3289.94
94.0,-32.0,5.0,34.0,29.0,33.0,10.0,46.0,3289.94
98.0,32.0,6.0,12.0,-21.0,15.0,-14.0,10.0,3289.95
98.0,32.0,6.0,-1.0,18.0,-3.0,16.0,-4.0,3289.96
90.0,-96.0,5.0,-8.0,9.0,-21.0,-1.0,0.0,3289.96
98.0,32.0,6.0,17.0,-7.0,16.0,1.0,10.0,3289.98
-39.0,-112.0,13.0,3.0,19.0,1.0,15.0,7.0,3289.98
-39.0,-112.0,13.0,15.0,20.0,18.0,7.0,10.0,3290.02
94.0,-32.0,5.0,11.0,3.0,17.0,2.0,12.0,3290.03
94.0,-32.0,5.0,45.0,-2.0,43.0,-6.0,21.0,3290.03
-128.0,0.0,8.0,-33.0,55.0,8.0,37.0,-17.0,3290.04
-10.0,96.0,15.0,-4.0,-13.0,-44.0,-11.0,-31.0,3290.04
-128.0,0.0,8.0,-24.0,6.0,-27.0,17.0,-40.0,3290.05
-128.0,0.0,8.0,-1.0,-49.0,25.0,-36.0,-19.0,3290.05
108.0,-64.0,6.0,43.0,-6.0,53.0,-17.0,12.0,3290.06
93.0,-47.0,21.0,7.0,2.0,6.0,-10.0,7.0,3290.09
-50.0,-32.0,12.0,15.0,-5.0,15.0,-2.0,17.0,3290.12
-111.0,16.0,9.0,26.0,28.0,34.0,54.0,13.0,3290.13
125.0,-48.0,7.0,16.0,43.0,29.0,53.0,15.0,3290.13
-30.0,32.0,14.0,29.0,22.0,51.0,56.0,51.0,3290.14
-34.0,-32.0,13.0,20.0,25.0,6.0,33.0,23.0,3290.14
-14.0,32.0,15.0,-55.0,-16.0,-29.0,-3.0,-25.0,3290.15
-96.0,1.0,26.0,-15.0,22.0,16.0,38.0,41.0,3290.16
-76.0,65.0,27.0,30.0,29.0,22.0,12.0,41.0,3290.16
-51.0,-48.0,12.0,2.0,20.0,7.0,16.0,11.0,3290.17
98.0,32.0,6.0,0.0,21.0,3.0,22.0,2.0,3290.17
-2.0,-32.0,15.0,-14.0,-4.0,-22.0,1.0,-9.0,3290.18
-128.0,0.0,8.0,4.0,20.0,4.0,15.0,8.0,3290.18
-128.0,0.0,8.0,-8.0,-7.0,0.0,-19.0,-4.0,3290.19
-108.0,64.0,9.0,-11.0,-3.0,-3.0,-3.0,-12.0,3290.19
-10.0,96.0,15.0,-8.0,-10.0,-12.0,-12.0,-17.0,3290.2
-115.0,-48.0,8.0,17.0,-14.0,10.0,-9.0,8.0,3290.21
-66.0,-32.0,11.0,0.0,-10.0,-10.0,-23.0,3.0,3290.21
-46.0,32.0,13.0,21.0,1.0,20.0,-8.0,21.0,3290.22
98.0,32.0,6.0,10.0,10.0,17.0,6.0,8.0,3290.22
-46.0,32.0,13.0,18.0,-4.0,19.0,-16.0,17.0,3290.23
94.0,-32.0,5.0,-17.0,-11.0,-19.0,-1.0,-20.0,3290.23
-128.0,0.0,8.0,1.0,-35.0,4.0,-23.0,-2.0,3290.24
-51.0,-48.0,12.0,19.0,5.0,19.0,3.0,17.0,3290.24
115.0,48.0,7.0,8.0,10.0,19.0,12.0,15.0,3290.25
119.0,112.0,7.0,14.0,-15.0,6.0,-10.0,11.0,3290.26
-117.0,-80.0,8.0,20.0,-14.0,18.0,-6.0,20.0,3290.27
-79.0,16.0,11.0,10.0,13.0,14.0,14.0,3.0,3290.28
-108.0,64.0,9.0,4.0,10.0,1.0,19.0,-6.0,3290.28
-123.0,80.0,8.0,-14.0,-8.0,-18.0,-6.0,-16.0,3290.29
113.0,16.0,7.0,-10.0,-4.0,0.0,-6.0,-3.0,3290.3
119.0,112.0,7.0,-7.0,16.0,-11.0,10.0,-2.0,3290.3
-117.0,-80.0,8.0,17.0,-10.0,15.0,-2.0,18.0,3290.31
-51.0,-48.0,12.0,10.0,14.0,13.0,14.0,9.0,3290.31
-79.0,16.0,11.0,12.0,18.0,17.0,10.0,21.0,3290.32
-51.0,-48.0,12.0,22.0,-3.0,21.0,-13.0,18.0,3290.33
-128.0,0.0,8.0,17.0,-1.0,7.0,-12.0,26.0,3290.37
108.0,-64.0,6.0,-32.0,-3.0,-20.0,11.0,-26.0,3290.43
98.0,32.0,6.0,19.0,-5.0,16.0,1.0,29.0,3290.53
94.0,-32.0,5.0,31.0,25.0,18.0,20.0,36.0,3290.63
80.0,0.0,5.0,-64.0,41.0,-56.0,32.0,-29.0,3290.64
119.0,112.0,7.0,1.0,-14.0,-5.0,-15.0,0.0,3290.66
120.0,-128.0,7.0,16.0,4.0,12.0,9.0,12.0,3290.68
-116.0,-64.0,8.0,13.0,-17.0,8.0,-11.0,20.0,3290.68
-82.0,-32.0,10.0,22.0,3.0,9.0,8.0,8.0,3290.69
-62.0,32.0,12.0,-8.0,-12.0,-4.0,-15.0,-10.0,3290.69
108.0,-64.0,6.0,-6.0,-10.0,-20.0,-6.0,-16.0,3290.7
98.0,32.0,6.0,2.0,16.0,3.0,9.0,-7.0,3290.71
-48.0,0.0,13.0,7.0,-19.0,9.0,0.0,18.0,3290.71
90.0,-96.0,5.0,4.0,-15.0,18.0,-14.0,8.0,3290.72
125.0,-48.0,7.0,-19.0,3.0,-8.0,-8.0,-24.0,3290.72
-111.0,16.0,9.0,-4.0,-13.0,15.0,-16.0,24.0,3290.73
98.0,32.0,6.0,-11.0,-18.0,-11.0,-9.0,0.0,3290.73
-25.0,113.0,30.0,-5.0,-11.0,7.0,-14.0,19.0,3290.74
-116.0,-64.0,8.0,-4.0,23.0,-13.0,21.0,4.0,3290.74
-82.0,-32.0,10.0,-19.0,4.0,-22.0,24.0,-21.0,3290.75
-62.0,32.0,12.0,-20.0,8.0,-18.0,9.0,-11.0,3290.76
-66.0,-32.0,11.0,-5.0,-17.0,-10.0,-19.0,-8.0,3290.76
-5.0,-79.0,31.0,10.0,-15.0,10.0,-16.0,8.0,3290.77
-128.0,0.0,8.0,4.0,11.0,1.0,15.0,1.0,3290.79
-10.0,96.0,15.0,16.0,3.0,14.0,12.0,9.0,3290.82
120.0,-128.0,7.0,2.0,18.0,-1.0,24.0,-7.0,3290.83
98.0,32.0,6.0,4.0,-17.0,11.0,-21.0,19.0,3290.87
-21.0,-79.0,30.0,-22.0,-6.0,-20.0,-2.0,-24.0,3290.89
-55.0,-111.0,28.0,16.0,-1.0,17.0,-2.0,15.0,3290.91
-35.0,-47.0,29.0,5.0,23.0,1.0,20.0,3.0,3290.91
98.0,32.0,6.0,6.0,-13.0,1.0,-7.0,17.0,3290.93
98.0,32.0,6.0,-17.0,21.0,-7.0,17.0,-8.0,3290.94
-41.0,113.0,29.0,25.0,2.0,22.0,-2.0,17.0,3290.95
-21.0,-79.0,30.0,28.0,25.0,9.0,37.0,-2.0,3290.95
-55.0,-111.0,28.0,-38.0,-16.0,-47.0,-48.0,-55.0,3290.96
-35.0,-47.0,29.0,35.0,-26.0,52.0,3.0,52.0,3290.96
-98.0,-32.0,9.0,28.0,11.0,57.0,1.0,62.0,3290.97
94.0,-32.0,5.0,-1.0,-18.0,-3.0,-17.0,4.0,3290.97
-98.0,-32.0,9.0,17.0,4.0,15.0,-2.0,21.0,3290.98
-126.0,33.0,24.0,43.0,-41.0,0.0,-51.0,29.0,3290.98
98.0,32.0,6.0,-16.0,4.0,-10.0,2.0,-15.0,3291.01
-128.0,0.0,8.0,-9.0,-19.0,-2.0,-16.0,1.0,3291.02
-128.0,0.0,8.0,41.0,-41.0,7.0,-42.0,45.0,3291.04
-47.0,17.0,29.0,17.0,7.0,12.0,8.0,17.0,3291.05
-27.0,81.0,30.0,-24.0,68.0,-20.0,49.0,-35.0,3291.05
-34.0,-30.0,45.0,-11.0,-41.0,17.0,-46.0,-3.0,3291.06
94.0,-32.0,5.0,53.0,-8.0,67.0,-10.0,25.0,3291.07
-128.0,0.0,8.0,15.0,36.0,15.0,29.0,19.0,3291.07
-128.0,0.0,8.0,-57.0,3.0,-26.0,2.0,-35.0,3291.08
124.0,-64.0,7.0,-34.0,-10.0,-8.0,-39.0,-19.0,3291.08
86.0,96.0,5.0,-23.0,8.0,-20.0,9.0,-20.0,3291.09
-128.0,0.0,8.0,-20.0,7.0,-21.0,14.0,-23.0,3291.09
125.0,-48.0,7.0,-2.0,12.0,-5.0,2.0,-7.0,3291.1
-111.0,16.0,9.0,10.0,-3.0,13.0,-2.0,17.0,3291.11
-98.0,-32.0,9.0,4.0,20.0,0.0,22.0,4.0,3291.11
-128.0,0.0,8.0,19.0,-1.0,7.0,11.0,8.0,3291.12
121.0,-112.0,7.0,10.0,10.0,10.0,9.0,13.0,3291.12
73.0,-111.0,20.0,-10.0,8.0,-14.0,11.0,-16.0,3291.13
