subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_7,subcarrier_8,subcarrier_10,subcarrier_11,subcarrier_12,timestamp
5.0,-18.0,16.0,19.0,-20.0,-20.0,16.0,-25.0,2324.44
8.0,-19.0,-14.0,-18.0,-18.0,-15.0,-22.0,-15.0,2324.45
8.0,-3.0,5.0,6.0,-1.0,-4.0,-3.0,-14.0,2324.46
6.0,6.0,4.0,3.0,8.0,8.0,-1.0,6.0,2324.48
21.0,0.0,9.0,-1.0,-6.0,1.0,-11.0,9.0,2324.48
7.0,-4.0,0.0,-4.0,-7.0,-9.0,-2.0,-7.0,2324.5
7.0,0.0,9.0,3.0,-1.0,-12.0,6.0,3.0,2324.5
8.0,-5.0,4.0,-3.0,6.0,10.0,-4.0,3.0,2324.51
8.0,-6.0,24.0,16.0,-2.0,-3.0,26.0,-3.0,2324.55
20.0,-17.0,-13.0,-15.0,-15.0,-20.0,-15.0,-14.0,2324.57
21.0,-11.0,22.0,19.0,-10.0,-10.0,23.0,-11.0,2324.58
7.0,4.0,-27.0,-22.0,2.0,8.0,-22.0,11.0,2324.59
8.0,-15.0,-16.0,-15.0,-13.0,-12.0,-18.0,-16.0,2324.59
7.0,-11.0,-24.0,-21.0,-6.0,-6.0,-20.0,-6.0,2324.6
7.0,1.0,-3.0,2.0,-4.0,-12.0,6.0,0.0,2324.6
8.0,6.0,2.0,0.0,9.0,1.0,6.0,2.0,2324.61
24.0,5.0,-9.0,-7.0,-10.0,-10.0,0.0,-9.0,2324.63
6.0,-1.0,-22.0,-26.0,1.0,2.0,-21.0,0.0,2324.65
7.0,-16.0,20.0,14.0,-16.0,-22.0,13.0,-20.0,2324.65
12.0,6.0,14.0,17.0,6.0,10.0,27.0,5.0,2324.66
6.0,-43.0,5.0,9.0,-53.0,-68.0,0.0,-49.0,2324.67
5.0,-22.0,7.0,2.0,-22.0,-24.0,0.0,-25.0,2324.67
25.0,6.0,-23.0,-17.0,4.0,6.0,-24.0,2.0,2324.68
8.0,-18.0,14.0,13.0,-13.0,-18.0,12.0,-19.0,2324.68
8.0,-19.0,-7.0,-9.0,-17.0,-18.0,-13.0,-18.0,2324.69
8.0,13.0,-19.0,-17.0,8.0,10.0,-17.0,13.0,2324.69
12.0,21.0,6.0,6.0,20.0,16.0,6.0,20.0,2324.7
7.0,-11.0,-13.0,-21.0,-11.0,-9.0,-21.0,-10.0,2324.7
5.0,-8.0,-1.0,-3.0,3.0,3.0,-11.0,-2.0,2324.71
6.0,-8.0,6.0,1.0,7.0,19.0,3.0,2.0,2324.72
5.0,-17.0,10.0,9.0,-17.0,-21.0,9.0,-19.0,2324.75
5.0,-17.0,-18.0,-16.0,-15.0,-14.0,-20.0,-16.0,2324.76
5.0,5.0,-18.0,-20.0,4.0,4.0,-22.0,8.0,2324.76
5.0,1.0,-16.0,-22.0,-5.0,0.0,-25.0,-2.0,2324.77
5.0,17.0,7.0,-3.0,23.0,19.0,3.0,22.0,2324.77
7.0,1.0,-2.0,-8.0,-3.0,-10.0,-9.0,-6.0,2324.78
6.0,-7.0,2.0,9.0,1.0,-1.0,2.0,8.0,2324.78
11.0,2.0,-3.0,-8.0,-16.0,-4.0,-6.0,-12.0,2324.79
6.0,-2.0,6.0,-1.0,4.0,8.0,-3.0,9.0,2324.83
6.0,-3.0,1.0,11.0,-7.0,0.0,12.0,3.0,2324.85
5.0,-20.0,12.0,12.0,-20.0,-16.0,13.0,-21.0,2324.85
7.0,-17.0,-22.0,-16.0,-14.0,-15.0,-22.0,-12.0,2324.86
6.0,30.0,3.0,0.0,19.0,21.0,-2.0,19.0,2324.86
11.0,-1.0,23.0,20.0,-1.0,0.0,22.0,-1.0,2324.87
9.0,-11.0,-14.0,-15.0,-16.0,-20.0,-20.0,-20.0,2324.88
5.0,-16.0,15.0,9.0,-25.0,-17.0,14.0,-19.0,2324.88
5.0,-15.0,-17.0,-21.0,-16.0,-11.0,-19.0,-15.0,2324.89
5.0,15.0,-12.0,-15.0,15.0,22.0,-16.0,11.0,2324.89
9.0,20.0,8.0,6.0,18.0,19.0,10.0,20.0,2324.9
5.0,13.0,-14.0,-16.0,10.0,14.0,-21.0,14.0,2324.9
9.0,0.0,0.0,-2.0,-2.0,-11.0,-6.0,-11.0,2324.91
13.0,5.0,-5.0,-14.0,2.0,-7.0,-7.0,-6.0,2324.97
6.0,-1.0,-8.0,-2.0,2.0,-7.0,-11.0,-5.0,2324.98
12.0,7.0,0.0,4.0,3.0,3.0,2.0,5.0,2325.01
12.0,0.0,4.0,10.0,-6.0,10.0,10.0,9.0,2325.02
6.0,5.0,8.0,4.0,-3.0,14.0,-3.0,4.0,2325.02
6.0,7.0,-2.0,-1.0,9.0,-1.0,-7.0,1.0,2325.04
6.0,0.0,4.0,1.0,11.0,4.0,7.0,5.0,2325.04
11.0,-8.0,19.0,21.0,-10.0,-10.0,24.0,-9.0,2325.06
12.0,-6.0,-20.0,-19.0,-3.0,1.0,-23.0,-3.0,2325.06
13.0,16.0,-14.0,-17.0,16.0,15.0,-20.0,20.0,2325.07
6.0,6.0,-20.0,-20.0,9.0,13.0,-25.0,16.0,2325.07
5.0,14.0,-25.0,-19.0,13.0,9.0,-23.0,13.0,2325.08
