subcarrier_0,subcarrier_1,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,timestamp
94.0,-32.0,8.0,17.0,16.0,30.0,17.0,17.0,1091.71
-128.0,0.0,-7.0,-22.0,-10.0,-17.0,-17.0,-7.0,1091.71
-128.0,0.0,-8.0,-8.0,-2.0,-3.0,5.0,1.0,1091.72
94.0,-32.0,14.0,13.0,12.0,14.0,16.0,8.0,1091.73
-98.0,-32.0,-7.0,-10.0,8.0,-10.0,2.0,0.0,1091.74
-114.0,-31.0,9.0,22.0,9.0,15.0,14.0,1.0,1091.75
-114.0,-31.0,5.0,-1.0,-8.0,-10.0,8.0,1.0,1091.75
98.0,32.0,-19.0,-8.0,-23.0,-12.0,-12.0,-26.0,1091.76
94.0,-32.0,19.0,11.0,18.0,13.0,11.0,17.0,1091.77
-126.0,32.0,-7.0,22.0,-4.0,22.0,20.0,-6.0,1091.8
-91.0,80.0,12.0,-20.0,11.0,-20.0,-18.0,12.0,1091.8
-71.0,-112.0,-24.0,5.0,-24.0,3.0,5.0,-21.0,1091.81
-98.0,-32.0,0.0,23.0,-1.0,21.0,23.0,-2.0,1091.81
-114.0,-31.0,23.0,-4.0,23.0,-3.0,-8.0,20.0,1091.82
-94.0,33.0,19.0,-13.0,18.0,-10.0,-12.0,16.0,1091.83
98.0,32.0,22.0,17.0,20.0,15.0,10.0,13.0,1091.83
94.0,-32.0,-13.0,-23.0,-11.0,-22.0,-21.0,-8.0,1091.84
-126.0,32.0,13.0,-19.0,13.0,-17.0,-15.0,11.0,1091.84
-108.0,64.0,-22.0,9.0,-24.0,8.0,9.0,-19.0,1091.85
108.0,-64.0,-28.0,10.0,-25.0,14.0,7.0,-7.0,1091.88
86.0,96.0,-20.0,11.0,-16.0,18.0,-12.0,-11.0,1091.89
-118.0,-96.0,-20.0,-14.0,-24.0,-16.0,-12.0,-21.0,1091.89
-98.0,-32.0,24.0,-12.0,9.0,-4.0,-5.0,4.0,1091.9
-108.0,64.0,-3.0,4.0,-11.0,-11.0,11.0,5.0,1091.9
108.0,-64.0,-4.0,18.0,-4.0,26.0,13.0,-7.0,1091.91
94.0,-32.0,-14.0,11.0,-10.0,10.0,22.0,-23.0,1091.91
108.0,-64.0,-11.0,5.0,-13.0,2.0,2.0,-11.0,1091.92
-108.0,64.0,8.0,-14.0,11.0,-14.0,-13.0,10.0,1091.93
94.0,-32.0,-3.0,14.0,-1.0,14.0,13.0,-2.0,1091.93
94.0,-32.0,-14.0,7.0,-12.0,7.0,3.0,-12.0,1091.94
-108.0,64.0,16.0,11.0,19.0,14.0,11.0,19.0,1091.95
