subcarrier_0,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_11,timestamp
-128.0,-27.0,22.0,-37.0,21.0,-13.0,29.0,1.0,3316.58
-126.0,-4.0,16.0,-2.0,17.0,-4.0,9.0,9.0,3316.59
-92.0,4.0,16.0,-1.0,8.0,6.0,17.0,7.0,3316.59
-72.0,-8.0,27.0,-11.0,-10.0,-25.0,9.0,-2.0,3316.6
-20.0,-13.0,-9.0,-9.0,-21.0,2.0,-12.0,-8.0,3316.6
9.0,7.0,-18.0,6.0,-8.0,10.0,-16.0,-17.0,3316.62
9.0,-21.0,7.0,-19.0,2.0,-21.0,1.0,-2.0,3316.65
4.0,-32.0,5.0,-53.0,-20.0,-36.0,8.0,-25.0,3316.65
29.0,-31.0,-43.0,-6.0,-44.0,26.0,-48.0,-42.0,3316.66
-128.0,-5.0,-31.0,23.0,-36.0,1.0,-42.0,-50.0,3316.66
-6.0,-9.0,-2.0,-7.0,-13.0,-7.0,-15.0,-18.0,3316.69
80.0,-15.0,-22.0,-49.0,-8.0,-42.0,-7.0,-1.0,3316.75
98.0,-11.0,0.0,-21.0,-2.0,-10.0,0.0,-8.0,3316.79
98.0,-5.0,-23.0,-2.0,-17.0,0.0,-14.0,-18.0,3316.82
94.0,-16.0,-5.0,-10.0,-9.0,-8.0,-11.0,-10.0,3316.87
16.0,10.0,10.0,12.0,11.0,5.0,12.0,14.0,3316.89
98.0,9.0,12.0,7.0,18.0,-1.0,14.0,17.0,3316.91
36.0,-20.0,-8.0,-16.0,-3.0,-16.0,-11.0,-10.0,3316.91
98.0,-20.0,2.0,-20.0,4.0,-13.0,5.0,7.0,3316.92
94.0,-11.0,14.0,-15.0,5.0,-9.0,15.0,7.0,3316.95
16.0,-15.0,-9.0,-11.0,-10.0,-18.0,-11.0,-10.0,3316.96
94.0,5.0,-27.0,-35.0,-46.0,6.0,-31.0,-60.0,3316.96
36.0,19.0,-33.0,34.0,-4.0,43.0,-37.0,-31.0,3316.97
80.0,24.0,19.0,25.0,27.0,41.0,21.0,68.0,3316.98
-126.0,21.0,1.0,8.0,6.0,58.0,33.0,4.0,3316.98
-106.0,4.0,4.0,-27.0,41.0,-29.0,29.0,7.0,3316.99
90.0,-13.0,-16.0,-13.0,-13.0,-3.0,-15.0,-23.0,3317.02
98.0,-17.0,17.0,-15.0,12.0,-13.0,13.0,6.0,3317.03
-47.0,8.0,7.0,15.0,13.0,17.0,13.0,12.0,3317.04
-39.0,0.0,-14.0,-2.0,-16.0,-2.0,-21.0,-26.0,3317.05
86.0,-22.0,-11.0,-16.0,-14.0,-21.0,-10.0,-13.0,3317.06
94.0,-15.0,3.0,-28.0,6.0,-17.0,6.0,2.0,3317.06
94.0,-31.0,-48.0,-27.0,-36.0,-30.0,-53.0,-48.0,3317.07
-47.0,30.0,-21.0,30.0,-22.0,34.0,-26.0,-28.0,3317.08
-27.0,22.0,2.0,26.0,-2.0,15.0,5.0,0.0,3317.08
-55.0,7.0,45.0,0.0,45.0,-15.0,70.0,62.0,3317.09
-35.0,-37.0,-45.0,-37.0,-10.0,-67.0,-53.0,-29.0,3317.09
-8.0,-12.0,-16.0,-7.0,-17.0,-1.0,-18.0,-17.0,3317.12
-9.0,6.0,15.0,2.0,10.0,-1.0,14.0,24.0,3317.13
98.0,6.0,-9.0,15.0,-7.0,17.0,-6.0,2.0,3317.13
94.0,20.0,9.0,19.0,3.0,16.0,12.0,13.0,3317.16
-8.0,-2.0,-26.0,33.0,-34.0,50.0,-54.0,-26.0,3317.16
-9.0,-1.0,38.0,-25.0,9.0,-21.0,53.0,60.0,3317.17
94.0,-22.0,-62.0,-16.0,-58.0,8.0,-39.0,-57.0,3317.17
-128.0,39.0,-30.0,58.0,-21.0,45.0,-38.0,-17.0,3317.18
22.0,-16.0,14.0,-6.0,13.0,-11.0,18.0,13.0,3317.19
98.0,-8.0,15.0,-12.0,10.0,-15.0,18.0,17.0,3317.23
2.0,12.0,-4.0,7.0,-18.0,5.0,-14.0,-9.0,3317.26
22.0,-33.0,4.0,-35.0,-3.0,-46.0,-13.0,-14.0,3317.26
94.0,6.0,35.0,11.0,42.0,-4.0,52.0,19.0,3317.27
94.0,-15.0,-11.0,-34.0,12.0,-33.0,23.0,16.0,3317.28
102.0,-20.0,-7.0,-14.0,-1.0,-14.0,-4.0,-12.0,3317.28
122.0,-4.0,8.0,-14.0,13.0,-12.0,8.0,15.0,3317.35
102.0,7.0,-14.0,12.0,-18.0,21.0,-16.0,-15.0,3317.37
122.0,11.0,-7.0,14.0,-6.0,19.0,-7.0,-8.0,3317.38
90.0,-16.0,8.0,-12.0,9.0,-20.0,3.0,10.0,3317.38
124.0,20.0,7.0,13.0,5.0,14.0,7.0,12.0,3317.41
98.0,-8.0,-18.0,0.0,-12.0,3.0,-12.0,-17.0,3317.45
124.0,8.0,-18.0,11.0,-21.0,-2.0,-20.0,-15.0,3317.6
-128.0,-19.0,16.0,-14.0,6.0,-20.0,6.0,1.0,3317.63
124.0,-10.0,19.0,-1.0,16.0,-8.0,13.0,12.0,3317.65
124.0,-13.0,-2.0,-14.0,-10.0,-19.0,-5.0,-25.0,3317.67
-126.0,-19.0,46.0,-23.0,18.0,-48.0,54.0,23.0,3317.67
98.0,-12.0,-20.0,1.0,-12.0,7.0,-14.0,-23.0,3317.68
-106.0,12.0,14.0,9.0,2.0,5.0,21.0,9.0,3317.69
-6.0,8.0,27.0,9.0,18.0,-1.0,17.0,7.0,3317.7
-98.0,-1.0,-21.0,-1.0,-14.0,11.0,-18.0,-21.0,3317.73
98.0,13.0,13.0,7.0,16.0,6.0,10.0,14.0,3317.74
98.0,-4.0,16.0,-1.0,14.0,-5.0,10.0,18.0,3317.74
-6.0,14.0,-9.0,4.0,-2.0,17.0,-13.0,-15.0,3317.77
-98.0,7.0,12.0,1.0,10.0,0.0,13.0,13.0,3317.78
-117.0,17.0,-6.0,22.0,-1.0,13.0,5.0,1.0,3317.78
-98.0,-41.0,-31.0,-8.0,-37.0,-44.0,-25.0,-35.0,3317.79
94.0,-24.0,25.0,-46.0,-5.0,-7.0,16.0,17.0,3317.79
94.0,-25.0,-36.0,-30.0,0.0,-27.0,-43.0,-45.0,3317.8
-98.0,-2.0,-32.0,6.0,-46.0,30.0,-16.0,-62.0,3317.8
86.0,-13.0,18.0,-27.0,-7.0,-45.0,11.0,-25.0,3317.81
86.0,-42.0,0.0,-13.0,32.0,-45.0,25.0,0.0,3317.82
-128.0,-19.0,-1.0,-19.0,-11.0,-15.0,-4.0,-4.0,3317.82
98.0,-7.0,-14.0,-1.0,-21.0,4.0,-14.0,-18.0,3317.83
98.0,-18.0,-5.0,-15.0,2.0,-17.0,-5.0,-8.0,3317.83
-68.0,-16.0,6.0,-13.0,0.0,-14.0,-8.0,-9.0,3317.87
-108.0,-4.0,-11.0,-20.0,-17.0,-8.0,-15.0,-23.0,3317.88
116.0,36.0,16.0,9.0,24.0,3.0,18.0,61.0,3317.89
-128.0,-35.0,-30.0,-45.0,-13.0,-31.0,-3.0,-6.0,3317.89
94.0,-14.0,-61.0,6.0,-42.0,9.0,-37.0,-32.0,3317.9
94.0,51.0,-5.0,60.0,-15.0,56.0,-11.0,18.0,3317.9
-128.0,2.0,27.0,37.0,42.0,11.0,61.0,36.0,3317.91
94.0,6.0,49.0,-35.0,21.0,-5.0,41.0,39.0,3317.91
94.0,-44.0,29.0,-28.0,-14.0,-53.0,-13.0,-47.0,3317.92
94.0,-10.0,-45.0,11.0,-59.0,20.0,-59.0,-27.0,3317.93
-128.0,-17.0,9.0,-15.0,5.0,-19.0,5.0,13.0,3317.93
98.0,-11.0,1.0,-17.0,6.0,-7.0,0.0,-6.0,3317.94
125.0,-12.0,14.0,-11.0,14.0,-12.0,4.0,3.0,3317.95
-111.0,-2.0,15.0,-4.0,12.0,0.0,9.0,12.0,3317.96
-92.0,-2.0,14.0,-26.0,12.0,-5.0,12.0,5.0,3318.03
-17.0,-23.0,-6.0,-21.0,-7.0,-9.0,-14.0,-14.0,3318.04
-72.0,-12.0,-15.0,-18.0,-5.0,-11.0,-6.0,-6.0,3318.04
98.0,7.0,3.0,0.0,19.0,15.0,12.0,16.0,3318.05
