subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,timestamp
98.0,32.0,6.0,-1.0,4.0,-8.0,12.0,-6.0,3031.09
-34.0,-30.0,45.0,-5.0,-6.0,-1.0,-3.0,-3.0,3031.1
-128.0,0.0,8.0,7.0,5.0,7.0,6.0,-8.0,3031.11
98.0,32.0,6.0,-8.0,-8.0,-2.0,-9.0,1.0,3031.12
98.0,32.0,6.0,1.0,2.0,-3.0,15.0,2.0,3031.13
-66.0,-32.0,11.0,-22.0,-22.0,-18.0,-18.0,-26.0,3031.14
-46.0,32.0,13.0,-60.0,38.0,-64.0,37.0,-60.0,3031.14
-34.0,-30.0,45.0,14.0,33.0,19.0,36.0,16.0,3031.15
-98.0,-32.0,9.0,-71.0,20.0,-68.0,18.0,-65.0,3031.16
-128.0,0.0,8.0,-14.0,63.0,-43.0,81.0,-23.0,3031.16
94.0,-32.0,5.0,-78.0,18.0,-69.0,5.0,-77.0,3031.17
94.0,-32.0,5.0,-1.0,-41.0,16.0,-69.0,8.0,3031.17
94.0,-32.0,5.0,54.0,43.0,48.0,50.0,55.0,3031.18
94.0,-32.0,5.0,-19.0,51.0,-32.0,54.0,-3.0,3031.18
11.0,-79.0,16.0,8.0,-23.0,4.0,-25.0,-6.0,3031.24
-25.0,113.0,30.0,-9.0,25.0,-5.0,23.0,-7.0,3031.26
-5.0,-79.0,31.0,-10.0,43.0,6.0,45.0,9.0,3031.26
123.0,-80.0,7.0,37.0,-29.0,50.0,-17.0,45.0,3031.27
-113.0,-16.0,8.0,-23.0,60.0,-13.0,42.0,-24.0,3031.27
53.0,81.0,19.0,-13.0,5.0,-9.0,6.0,-12.0,3031.28
-98.0,-32.0,9.0,-2.0,6.0,4.0,6.0,-9.0,3031.29
-91.0,80.0,10.0,-6.0,-31.0,-13.0,-24.0,-15.0,3031.34
-71.0,-112.0,11.0,35.0,-47.0,12.0,-77.0,23.0,3031.34
94.0,-32.0,5.0,-26.0,-66.0,-21.0,-43.0,-17.0,3031.35
94.0,-32.0,5.0,18.0,-19.0,15.0,-19.0,15.0,3031.35
33.0,17.0,18.0,13.0,21.0,10.0,25.0,12.0,3031.36
53.0,81.0,19.0,47.0,-8.0,33.0,1.0,64.0,3031.37
94.0,-32.0,5.0,-40.0,-24.0,-36.0,-31.0,-41.0,3031.37
94.0,-32.0,5.0,30.0,-37.0,9.0,-49.0,17.0,3031.38
94.0,-32.0,5.0,54.0,11.0,65.0,37.0,47.0,3031.38
94.0,-32.0,5.0,-13.0,55.0,-25.0,53.0,6.0,3031.39
-126.0,32.0,8.0,3.0,12.0,1.0,9.0,-9.0,3031.39
-34.0,-30.0,45.0,8.0,33.0,23.0,19.0,27.0,3031.42
-126.0,32.0,8.0,-66.0,-19.0,-56.0,-12.0,-54.0,3031.45
94.0,-32.0,5.0,-22.0,44.0,13.0,51.0,-3.0,3031.45
