subcarrier_0,subcarrier_1,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_12,subcarrier_15,subcarrier_16,timestamp
-115.0,-48.0,27.0,19.0,7.0,12.0,18.0,9.0,3373.44
-61.0,48.0,18.0,5.0,19.0,27.0,7.0,25.0,3373.45
-91.0,80.0,14.0,20.0,27.0,20.0,9.0,20.0,3373.45
30.0,-32.0,-25.0,-24.0,5.0,4.0,-24.0,3.0,3373.46
30.0,-32.0,21.0,21.0,-9.0,-8.0,21.0,-7.0,3373.56
30.0,-32.0,-16.0,-15.0,16.0,15.0,-16.0,15.0,3375.61
30.0,-32.0,-18.0,-18.0,17.0,16.0,-19.0,15.0,3375.92
30.0,-32.0,-24.0,-24.0,5.0,5.0,-24.0,4.0,3376.1
-92.0,64.0,13.0,13.0,22.0,19.0,14.0,16.0,3376.11
30.0,-32.0,9.0,9.0,-17.0,-17.0,10.0,-16.0,3376.28
-95.0,16.0,-32.0,-14.0,1.0,-2.0,-19.0,-6.0,3376.52
-88.0,-128.0,18.0,2.0,12.0,0.0,11.0,8.0,3379.18
30.0,-32.0,11.0,12.0,28.0,28.0,10.0,27.0,3379.32
30.0,-32.0,19.0,18.0,17.0,17.0,18.0,16.0,3380.15
30.0,-32.0,-16.0,-15.0,17.0,17.0,-16.0,17.0,3380.34
30.0,-32.0,16.0,14.0,-20.0,-19.0,15.0,-18.0,3380.53
30.0,-32.0,-21.0,-21.0,10.0,10.0,-21.0,10.0,3380.67
30.0,-32.0,-16.0,-15.0,19.0,19.0,-16.0,18.0,3381.06
30.0,-32.0,21.0,21.0,9.0,9.0,20.0,9.0,3381.16
30.0,-32.0,5.0,4.0,25.0,24.0,3.0,24.0,3381.24
30.0,-32.0,17.0,16.0,16.0,16.0,15.0,17.0,3381.35
-46.0,32.0,4.0,-2.0,16.0,16.0,5.0,25.0,3381.96
-48.0,0.0,20.0,12.0,1.0,3.0,8.0,6.0,3382.56
10.0,-95.0,22.0,15.0,-5.0,-2.0,19.0,-4.0,3382.66
-108.0,64.0,-13.0,-9.0,-15.0,-6.0,-15.0,-11.0,3382.78
