subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,timestamp
109.0,-48.0,6.0,13.0,16.0,17.0,14.0,19.0,1850.82
-127.0,16.0,8.0,-16.0,-17.0,-18.0,-18.0,-17.0,1850.83
-128.0,0.0,8.0,-15.0,4.0,-21.0,10.0,-21.0,1850.83
94.0,-32.0,5.0,14.0,17.0,14.0,20.0,13.0,1850.84
94.0,-32.0,5.0,18.0,-5.0,19.0,-3.0,19.0,1850.84
94.0,-32.0,5.0,0.0,-24.0,5.0,-24.0,5.0,1850.85
94.0,-32.0,5.0,-21.0,0.0,-23.0,-5.0,-24.0,1850.85
-126.0,32.0,8.0,-11.0,26.0,-8.0,27.0,-11.0,1850.86
-126.0,32.0,8.0,-5.0,-20.0,-9.0,-19.0,-4.0,1850.86
116.0,64.0,7.0,0.0,4.0,-3.0,3.0,-9.0,1850.87
-39.0,-112.0,13.0,4.0,22.0,3.0,21.0,4.0,1850.92
94.0,-32.0,5.0,-2.0,-20.0,-15.0,-18.0,-9.0,1850.95
116.0,64.0,7.0,-18.0,11.0,-21.0,8.0,-24.0,1850.95
100.0,64.0,6.0,19.0,11.0,20.0,11.0,20.0,1850.96
-108.0,64.0,9.0,18.0,-4.0,23.0,-6.0,25.0,1850.96
126.0,-32.0,7.0,-19.0,-12.0,-19.0,-13.0,-22.0,1850.97
106.0,-96.0,6.0,7.0,-19.0,10.0,-21.0,10.0,1850.97
98.0,32.0,6.0,-3.0,-7.0,-6.0,0.0,3.0,1851.02
-128.0,0.0,8.0,-8.0,-19.0,-12.0,-21.0,-11.0,1851.03
112.0,2.0,39.0,-20.0,5.0,-20.0,5.0,-24.0,1851.03
-124.0,66.0,40.0,5.0,19.0,7.0,22.0,3.0,1851.04
94.0,-32.0,5.0,9.0,-17.0,9.0,-17.0,8.0,1851.04
94.0,-32.0,5.0,-15.0,-14.0,-16.0,-16.0,-19.0,1851.05
-128.0,0.0,8.0,-17.0,11.0,-18.0,13.0,-21.0,1851.05
94.0,-32.0,5.0,8.0,19.0,9.0,23.0,5.0,1851.06
94.0,-32.0,5.0,17.0,6.0,16.0,7.0,20.0,1851.06
94.0,-32.0,5.0,6.0,1.0,12.0,-4.0,10.0,1851.07
94.0,-32.0,5.0,2.0,-12.0,9.0,-12.0,-7.0,1851.08
-128.0,0.0,8.0,-3.0,-3.0,4.0,1.0,-1.0,1851.08
94.0,-32.0,5.0,-17.0,-6.0,-19.0,-9.0,-19.0,1851.13
94.0,-32.0,5.0,-10.0,16.0,-10.0,18.0,-9.0,1851.13
94.0,-32.0,5.0,9.0,16.0,8.0,15.0,7.0,1851.14
-126.0,32.0,8.0,1.0,-20.0,-3.0,-18.0,-1.0,1851.15
94.0,-31.0,21.0,18.0,7.0,18.0,7.0,16.0,1851.15
74.0,-95.0,20.0,3.0,21.0,7.0,20.0,6.0,1851.16
94.0,-32.0,5.0,-18.0,-5.0,-17.0,-7.0,-22.0,1851.16
-122.0,96.0,8.0,-5.0,21.0,-9.0,16.0,-5.0,1851.17
-102.0,-96.0,9.0,5.0,17.0,8.0,14.0,5.0,1851.17
90.0,-96.0,5.0,6.0,11.0,-3.0,1.0,-4.0,1851.2
-98.0,-32.0,9.0,0.0,3.0,-5.0,-5.0,1.0,1851.22
86.0,96.0,5.0,12.0,-17.0,9.0,-17.0,17.0,1851.23
-113.0,-16.0,8.0,15.0,-3.0,18.0,-6.0,20.0,1851.24
123.0,-80.0,7.0,-11.0,14.0,-14.0,17.0,-13.0,1851.24
-66.0,-32.0,11.0,12.0,12.0,12.0,15.0,13.0,1851.25
-46.0,32.0,13.0,-12.0,15.0,-13.0,15.0,-20.0,1851.25
-34.0,-30.0,45.0,13.0,-9.0,17.0,-13.0,16.0,1851.26
86.0,96.0,5.0,8.0,-18.0,10.0,-17.0,11.0,1851.26
-98.0,-32.0,9.0,16.0,0.0,18.0,2.0,21.0,1851.27
-39.0,-112.0,13.0,-3.0,17.0,-1.0,19.0,-2.0,1851.27
-128.0,0.0,8.0,11.0,3.0,-6.0,2.0,3.0,1851.28
-34.0,-30.0,45.0,-15.0,-2.0,-14.0,-2.0,-20.0,1851.33
-48.0,3.0,61.0,-15.0,2.0,-22.0,2.0,-18.0,1851.34
-28.0,67.0,62.0,-7.0,-16.0,-5.0,-21.0,-9.0,1851.35
-108.0,64.0,9.0,8.0,4.0,8.0,13.0,5.0,1851.35
125.0,-48.0,7.0,-10.0,-9.0,-9.0,-10.0,-12.0,1851.36
-111.0,16.0,9.0,9.0,-6.0,11.0,-8.0,21.0,1851.36
-128.0,0.0,8.0,8.0,0.0,17.0,1.0,14.0,1851.37
-128.0,0.0,8.0,-1.0,-16.0,-1.0,-17.0,1.0,1851.37
126.0,-32.0,7.0,-12.0,-9.0,-13.0,-16.0,-16.0,1851.38
106.0,-96.0,6.0,9.0,-12.0,11.0,-15.0,11.0,1851.38
-51.0,-48.0,12.0,9.0,-10.0,14.0,-19.0,16.0,1851.39
-108.0,64.0,9.0,13.0,-16.0,13.0,-17.0,18.0,1851.44
94.0,-32.0,5.0,-12.0,5.0,-19.0,6.0,-19.0,1851.44
