subcarrier_1,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_10,subcarrier_11,timestamp
-32.0,-18.0,19.0,-17.0,18.0,-17.0,-17.0,18.0,2878.65
-64.0,9.0,18.0,6.0,17.0,13.0,0.0,12.0,2879.05
-32.0,-8.0,-29.0,-9.0,-28.0,-8.0,-9.0,-28.0,2879.27
16.0,19.0,-3.0,15.0,5.0,7.0,15.0,9.0,2879.35
-32.0,22.0,1.0,21.0,-1.0,20.0,21.0,-1.0,2879.75
16.0,18.0,-3.0,20.0,-2.0,23.0,12.0,15.0,2879.76
-64.0,-8.0,-3.0,-13.0,1.0,-9.0,-18.0,-9.0,2879.93
-32.0,-19.0,-18.0,-19.0,-17.0,-19.0,-19.0,-17.0,2879.94
-64.0,-29.0,13.0,-30.0,6.0,-33.0,-13.0,1.0,2879.97
-32.0,6.0,28.0,6.0,27.0,6.0,6.0,27.0,2880.09
-32.0,4.0,-28.0,-7.0,-18.0,-4.0,-1.0,-18.0,2880.17
-32.0,19.0,7.0,22.0,12.0,25.0,19.0,10.0,2880.24
-32.0,21.0,24.0,11.0,18.0,5.0,13.0,21.0,2880.27
-32.0,19.0,13.0,19.0,12.0,19.0,19.0,11.0,2880.33
32.0,-19.0,16.0,-15.0,11.0,-24.0,-20.0,10.0,2880.34
-32.0,-23.0,-13.0,-23.0,-13.0,-22.0,-22.0,-13.0,2880.5
-32.0,-21.0,-11.0,-16.0,2.0,-27.0,-26.0,-1.0,2880.55
-32.0,9.0,-18.0,13.0,-8.0,20.0,4.0,-17.0,2880.55
-32.0,14.0,17.0,15.0,18.0,15.0,15.0,17.0,2880.61
-32.0,11.0,-21.0,11.0,-21.0,11.0,11.0,-21.0,2880.68
-32.0,8.0,-14.0,-3.0,-23.0,-5.0,-8.0,-23.0,2880.85
-32.0,8.0,-14.0,-12.0,-20.0,-20.0,-2.0,-23.0,2880.96
32.0,-11.0,23.0,-13.0,21.0,-17.0,-7.0,18.0,2880.96
97.0,-18.0,-25.0,-16.0,-27.0,-2.0,-1.0,-29.0,2880.98
-32.0,-21.0,14.0,-20.0,14.0,-20.0,-20.0,14.0,2881.0
-32.0,18.0,-22.0,18.0,-22.0,16.0,16.0,-22.0,2881.0
-32.0,-15.0,8.0,-3.0,24.0,-11.0,-13.0,20.0,2881.06
-32.0,-4.0,22.0,0.0,21.0,-7.0,-4.0,20.0,2881.16
16.0,7.0,-9.0,7.0,2.0,14.0,17.0,4.0,2881.2
-32.0,-1.0,9.0,-2.0,10.0,6.0,2.0,27.0,2881.26
-64.0,5.0,20.0,4.0,16.0,11.0,18.0,12.0,2881.37
96.0,-18.0,5.0,-16.0,-15.0,-20.0,-15.0,-1.0,2881.37
-32.0,-1.0,-11.0,23.0,-6.0,19.0,11.0,-17.0,2881.47
-32.0,13.0,1.0,16.0,14.0,24.0,21.0,19.0,2881.57
-32.0,7.0,-20.0,2.0,-19.0,-8.0,-7.0,-17.0,2881.77
16.0,3.0,-23.0,5.0,-28.0,1.0,8.0,-23.0,2881.81
-96.0,-7.0,19.0,10.0,13.0,13.0,22.0,16.0,2881.98
-32.0,8.0,-11.0,5.0,-16.0,18.0,6.0,-18.0,2882.08
32.0,-8.0,11.0,-5.0,19.0,-9.0,-14.0,9.0,2882.18
-48.0,-20.0,-13.0,-19.0,-3.0,-19.0,-10.0,-17.0,2882.22
32.0,-7.0,-17.0,-19.0,-7.0,-19.0,-30.0,-23.0,2882.29
-32.0,12.0,15.0,12.0,13.0,14.0,13.0,18.0,2882.29
97.0,-11.0,-23.0,-13.0,-19.0,-12.0,-16.0,-23.0,2882.39
-32.0,-15.0,6.0,-32.0,13.0,-17.0,-12.0,14.0,2882.49
33.0,8.0,-11.0,9.0,-27.0,14.0,2.0,-18.0,2882.59
-32.0,-17.0,28.0,3.0,17.0,-2.0,-8.0,17.0,2882.6
96.0,12.0,15.0,12.0,14.0,9.0,14.0,15.0,2882.7
1.0,0.0,19.0,-5.0,13.0,0.0,1.0,19.0,2882.8
-32.0,-7.0,-17.0,-17.0,-15.0,-20.0,-11.0,-16.0,2882.9
-32.0,1.0,-21.0,-6.0,-13.0,-2.0,-5.0,-23.0,2882.91
-32.0,12.0,-5.0,21.0,8.0,18.0,25.0,0.0,2882.91
-32.0,-14.0,14.0,-7.0,20.0,-13.0,-12.0,21.0,2882.92
96.0,18.0,8.0,12.0,3.0,12.0,23.0,14.0,2882.92
80.0,34.0,-4.0,30.0,2.0,22.0,27.0,-7.0,2883.04
64.0,28.0,19.0,16.0,23.0,16.0,11.0,14.0,2883.05
64.0,24.0,-27.0,21.0,-27.0,23.0,20.0,-13.0,2883.05
-32.0,6.0,15.0,17.0,7.0,6.0,8.0,19.0,2883.11
0.0,3.0,-16.0,2.0,-20.0,8.0,6.0,-25.0,2883.14
-48.0,5.0,-16.0,17.0,-16.0,13.0,4.0,-10.0,2883.22
-48.0,13.0,-20.0,14.0,-17.0,16.0,9.0,-8.0,2883.23
-64.0,-15.0,5.0,-21.0,6.0,-20.0,-21.0,2.0,2883.31
-64.0,26.0,2.0,16.0,-1.0,25.0,17.0,5.0,2883.34
-48.0,-22.0,-21.0,-9.0,-14.0,-22.0,-13.0,-21.0,2883.34
-64.0,-19.0,-18.0,-6.0,-20.0,-13.0,0.0,-22.0,2883.66
-32.0,27.0,-4.0,11.0,-4.0,16.0,26.0,-11.0,2883.72
-32.0,-16.0,21.0,0.0,29.0,-4.0,-5.0,19.0,2883.75
-32.0,16.0,26.0,9.0,23.0,4.0,6.0,18.0,2883.83
-96.0,5.0,-10.0,13.0,-12.0,22.0,6.0,-21.0,2883.93
-16.0,6.0,19.0,4.0,11.0,1.0,4.0,15.0,2883.96
-128.0,2.0,-22.0,3.0,-15.0,-6.0,-13.0,-21.0,2884.01
-48.0,-9.0,-22.0,-8.0,-21.0,-14.0,3.0,-19.0,2884.06
64.0,3.0,11.0,15.0,19.0,5.0,17.0,19.0,2884.1
-32.0,24.0,-6.0,18.0,-3.0,16.0,24.0,-4.0,2884.23
32.0,3.0,15.0,8.0,15.0,16.0,12.0,21.0,2884.24
-32.0,5.0,20.0,4.0,22.0,16.0,7.0,16.0,2884.24
0.0,30.0,-6.0,26.0,-10.0,8.0,17.0,-14.0,2884.26
-32.0,23.0,1.0,17.0,0.0,21.0,20.0,-9.0,2884.33
-32.0,1.0,22.0,4.0,20.0,6.0,15.0,20.0,2884.34
-32.0,-4.0,-18.0,0.0,-23.0,0.0,5.0,-21.0,2884.35
-32.0,23.0,10.0,13.0,10.0,15.0,29.0,8.0,2884.54
-16.0,18.0,6.0,10.0,12.0,5.0,-1.0,16.0,2884.57
-32.0,29.0,15.0,25.0,5.0,18.0,25.0,8.0,2884.64
-32.0,-9.0,-20.0,-5.0,-20.0,-3.0,-9.0,-18.0,2884.68
96.0,-10.0,-9.0,-22.0,-12.0,-16.0,-16.0,-7.0,2884.75
0.0,14.0,-18.0,12.0,-15.0,10.0,16.0,-11.0,2884.78
16.0,-19.0,-24.0,-18.0,-13.0,-10.0,-12.0,-20.0,2884.79
0.0,-18.0,-1.0,-20.0,-6.0,-16.0,-26.0,-9.0,2884.85
-32.0,3.0,-8.0,15.0,-12.0,20.0,16.0,-15.0,2884.85
-96.0,-18.0,9.0,-14.0,0.0,-25.0,-15.0,3.0,2884.86
-32.0,17.0,8.0,21.0,0.0,23.0,17.0,2.0,2884.86
80.0,3.0,-21.0,8.0,-25.0,2.0,5.0,-13.0,2884.88
64.0,-19.0,17.0,-19.0,6.0,-20.0,-21.0,10.0,2884.95
0.0,23.0,16.0,7.0,18.0,22.0,11.0,9.0,2884.99
-32.0,23.0,-4.0,23.0,-4.0,22.0,23.0,-5.0,2885.0
-48.0,-24.0,-1.0,-24.0,-1.0,-20.0,-10.0,-16.0,2885.18
-32.0,-26.0,-3.0,-25.0,-2.0,-24.0,-24.0,-2.0,2885.22
-32.0,-7.0,-14.0,-11.0,-12.0,-20.0,-25.0,-23.0,2885.26
0.0,-30.0,1.0,-24.0,-10.0,-14.0,-17.0,-14.0,2885.49
-128.0,19.0,-9.0,20.0,-8.0,16.0,21.0,0.0,2885.49
-64.0,-11.0,27.0,-5.0,23.0,-14.0,-18.0,21.0,2885.5
-128.0,-29.0,-12.0,-15.0,-21.0,-23.0,-26.0,-13.0,2885.5
-48.0,-16.0,33.0,-8.0,23.0,-8.0,-24.0,7.0,2885.59
-32.0,6.0,5.0,11.0,26.0,9.0,9.0,26.0,2885.77
16.0,-23.0,20.0,-23.0,13.0,-26.0,-15.0,20.0,2885.8
80.0,2.0,-35.0,9.0,-25.0,-4.0,7.0,-24.0,2885.8
96.0,-21.0,-5.0,-17.0,-6.0,-25.0,-16.0,-12.0,2885.84
-32.0,-1.0,-15.0,-1.0,-22.0,-1.0,3.0,-10.0,2886.0
-128.0,5.0,18.0,-2.0,20.0,-3.0,1.0,21.0,2886.0
-32.0,-9.0,-22.0,-9.0,-21.0,-8.0,-9.0,-21.0,2886.02
96.0,-27.0,-3.0,-19.0,2.0,-19.0,-20.0,14.0,2886.07
-32.0,-28.0,9.0,-26.0,8.0,-26.0,-25.0,8.0,2886.19
0.0,9.0,-19.0,17.0,-18.0,10.0,9.0,-21.0,2886.21
-16.0,21.0,-8.0,16.0,-13.0,24.0,22.0,-6.0,2886.21
-32.0,11.0,12.0,3.0,8.0,16.0,25.0,2.0,2886.28
-128.0,26.0,8.0,21.0,5.0,21.0,20.0,2.0,2886.52
-64.0,18.0,-25.0,11.0,-24.0,16.0,-2.0,-9.0,2886.54
-128.0,-7.0,19.0,-2.0,18.0,-13.0,-4.0,7.0,2886.55
-32.0,5.0,24.0,6.0,22.0,5.0,5.0,22.0,2886.61
-112.0,-10.0,-21.0,-1.0,-17.0,2.0,4.0,-17.0,2886.72
-64.0,-21.0,-7.0,-19.0,-11.0,-27.0,-20.0,-9.0,2886.82
-32.0,-25.0,5.0,-23.0,6.0,-23.0,-23.0,5.0,2886.83
-127.0,-12.0,-17.0,-29.0,-4.0,-24.0,-16.0,-17.0,2886.83
80.0,-9.0,19.0,5.0,26.0,-14.0,5.0,27.0,2886.84
32.0,-26.0,-8.0,-21.0,1.0,-28.0,-23.0,-2.0,2886.84
-64.0,21.0,12.0,24.0,12.0,24.0,9.0,18.0,2886.95
0.0,16.0,-14.0,13.0,-2.0,4.0,20.0,-9.0,2887.04
-64.0,-28.0,-10.0,-25.0,-15.0,-18.0,-17.0,-15.0,2887.13
