subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,timestamp
86.0,96.0,5.0,-1.0,31.0,-5.0,34.0,-11.0,1661.59
86.0,96.0,5.0,15.0,9.0,19.0,15.0,19.0,1661.6
124.0,-64.0,7.0,-9.0,-20.0,2.0,-21.0,-2.0,1661.6
-128.0,0.0,8.0,17.0,12.0,20.0,1.0,27.0,1661.61
124.0,-64.0,7.0,28.0,16.0,13.0,24.0,24.0,1661.61
94.0,-32.0,5.0,25.0,-37.0,7.0,-41.0,20.0,1661.62
124.0,-64.0,7.0,34.0,-22.0,35.0,-19.0,25.0,1661.62
124.0,-64.0,7.0,-24.0,-16.0,-34.0,-19.0,-25.0,1661.63
-39.0,-112.0,13.0,6.0,-6.0,1.0,-3.0,5.0,1661.64
98.0,32.0,6.0,2.0,-10.0,-1.0,-3.0,5.0,1661.64
94.0,-32.0,5.0,-5.0,18.0,-6.0,15.0,-4.0,1661.68
-68.0,-64.0,11.0,-20.0,14.0,-41.0,-1.0,-47.0,1661.69
-98.0,-32.0,9.0,-32.0,-14.0,-28.0,-8.0,-35.0,1661.69
-98.0,-32.0,9.0,-5.0,13.0,-9.0,12.0,-8.0,1661.7
-83.0,-48.0,10.0,14.0,2.0,30.0,-2.0,31.0,1661.7
-19.0,-48.0,14.0,-23.0,-31.0,-22.0,-22.0,-15.0,1661.71
-34.0,-30.0,45.0,23.0,-3.0,25.0,11.0,34.0,1661.72
94.0,-32.0,5.0,-16.0,1.0,-9.0,-1.0,-14.0,1661.72
94.0,-32.0,5.0,5.0,-14.0,14.0,-14.0,7.0,1661.73
-68.0,-64.0,11.0,14.0,-6.0,8.0,6.0,11.0,1661.73
94.0,-32.0,5.0,-10.0,-20.0,-12.0,-11.0,-8.0,1661.78
-75.0,80.0,11.0,30.0,4.0,33.0,20.0,20.0,1661.79
-126.0,33.0,24.0,-15.0,12.0,-16.0,11.0,-35.0,1661.79
69.0,81.0,20.0,-27.0,-5.0,-31.0,-19.0,-21.0,1661.8
89.0,-111.0,21.0,-9.0,-18.0,-32.0,-21.0,-29.0,1661.8
94.0,-32.0,5.0,-41.0,30.0,-28.0,29.0,-29.0,1661.81
80.0,0.0,5.0,-27.0,-4.0,-20.0,1.0,-18.0,1661.82
-128.0,0.0,8.0,-32.0,4.0,-18.0,1.0,-22.0,1661.82
94.0,-32.0,5.0,-8.0,-1.0,-10.0,-11.0,-12.0,1661.83
105.0,-112.0,6.0,-6.0,-9.0,-4.0,-28.0,-17.0,1661.83
-24.0,-128.0,14.0,-8.0,33.0,-13.0,18.0,-12.0,1661.84
124.0,-64.0,7.0,5.0,5.0,3.0,6.0,1.0,1661.84
-48.0,0.0,13.0,-7.0,0.0,6.0,-6.0,-3.0,1661.85
98.0,32.0,6.0,11.0,-12.0,2.0,2.0,4.0,1661.87
-74.0,96.0,11.0,-8.0,7.0,2.0,4.0,-4.0,1661.87
-54.0,-96.0,12.0,7.0,2.0,1.0,-1.0,1.0,1661.88
-126.0,32.0,8.0,20.0,3.0,19.0,-6.0,10.0,1661.89
-122.0,96.0,8.0,-42.0,-12.0,-29.0,-15.0,-36.0,1661.89
-102.0,-96.0,9.0,-24.0,-30.0,-26.0,-33.0,-16.0,1661.9
94.0,-32.0,5.0,38.0,-19.0,30.0,-33.0,24.0,1661.9
94.0,-32.0,5.0,2.0,46.0,-6.0,19.0,-13.0,1661.91
-48.0,0.0,13.0,-14.0,17.0,-17.0,12.0,-17.0,1661.92
124.0,-64.0,7.0,-5.0,-28.0,1.0,-31.0,3.0,1661.92
-21.0,-80.0,14.0,-31.0,19.0,-21.0,11.0,-37.0,1661.93
-1.0,-16.0,15.0,25.0,-19.0,19.0,-3.0,30.0,1661.93
-68.0,-64.0,11.0,15.0,-1.0,21.0,-1.0,24.0,1661.94
125.0,-48.0,7.0,0.0,-2.0,-8.0,-1.0,-8.0,1661.95
-108.0,64.0,9.0,14.0,-16.0,14.0,-14.0,7.0,1661.99
-108.0,64.0,9.0,7.0,35.0,20.0,36.0,18.0,1662.0
-108.0,64.0,9.0,-35.0,7.0,-44.0,8.0,-34.0,1662.0
-88.0,-128.0,10.0,9.0,-14.0,8.0,-12.0,9.0,1662.01
-68.0,-64.0,11.0,19.0,-9.0,21.0,-7.0,19.0,1662.01
94.0,-32.0,5.0,15.0,13.0,18.0,6.0,19.0,1662.02
3.0,49.0,16.0,9.0,11.0,15.0,15.0,13.0,1662.02
102.0,96.0,6.0,14.0,19.0,8.0,19.0,9.0,1662.03
120.0,-128.0,7.0,2.0,14.0,1.0,16.0,4.0,1662.03
-116.0,-64.0,8.0,9.0,18.0,7.0,17.0,11.0,1662.04
98.0,32.0,6.0,4.0,-6.0,9.0,-6.0,2.0,1662.05
94.0,-32.0,5.0,5.0,-26.0,2.0,-25.0,0.0,1662.09
-40.0,-127.0,29.0,17.0,-13.0,22.0,-6.0,20.0,1662.1
-20.0,-63.0,30.0,5.0,20.0,3.0,20.0,7.0,1662.1
80.0,0.0,5.0,4.0,28.0,6.0,25.0,7.0,1662.11
108.0,-64.0,6.0,21.0,4.0,21.0,5.0,19.0,1662.11
73.0,-111.0,20.0,16.0,9.0,20.0,7.0,24.0,1662.12
94.0,-32.0,5.0,14.0,-16.0,6.0,-13.0,9.0,1662.12
25.0,-111.0,17.0,21.0,0.0,19.0,2.0,23.0,1662.13
45.0,-47.0,18.0,-7.0,17.0,-6.0,18.0,-4.0,1662.14
94.0,-32.0,5.0,-4.0,-18.0,4.0,-22.0,3.0,1662.14
-68.0,-64.0,11.0,-10.0,-4.0,-4.0,3.0,-2.0,1662.15
116.0,64.0,7.0,-5.0,-16.0,-3.0,3.0,-5.0,1662.15
100.0,64.0,6.0,-13.0,-10.0,10.0,-2.0,-2.0,1662.16
-61.0,48.0,12.0,-4.0,9.0,4.0,5.0,0.0,1662.16
98.0,32.0,6.0,-6.0,0.0,-6.0,-8.0,5.0,1662.18
122.0,-96.0,7.0,-24.0,9.0,-24.0,6.0,-21.0,1662.22
94.0,-32.0,5.0,-14.0,-13.0,-17.0,-15.0,-15.0,1662.22
-10.0,96.0,15.0,6.0,-20.0,5.0,-20.0,9.0,1662.23
-114.0,-32.0,8.0,-21.0,-22.0,-14.0,-17.0,-17.0,1662.23
-51.0,-48.0,12.0,17.0,6.0,15.0,9.0,20.0,1662.24
-68.0,-64.0,11.0,20.0,11.0,19.0,11.0,22.0,1662.25
-48.0,0.0,13.0,17.0,16.0,14.0,15.0,9.0,1662.25
94.0,-32.0,5.0,-18.0,-3.0,-21.0,-9.0,-18.0,1662.26
116.0,64.0,7.0,2.0,-18.0,-2.0,-25.0,-7.0,1662.26
100.0,64.0,6.0,22.0,3.0,22.0,9.0,22.0,1662.27
98.0,32.0,6.0,-1.0,-2.0,-3.0,-5.0,1.0,1662.27
98.0,32.0,6.0,4.0,17.0,0.0,8.0,2.0,1662.28
-98.0,-32.0,9.0,7.0,21.0,4.0,21.0,5.0,1662.3
94.0,-32.0,5.0,12.0,-11.0,18.0,-9.0,18.0,1662.3
94.0,-32.0,5.0,20.0,-9.0,25.0,-1.0,20.0,1662.31
86.0,96.0,5.0,3.0,14.0,2.0,21.0,3.0,1662.31
-34.0,-30.0,45.0,22.0,8.0,17.0,6.0,18.0,1662.32
10.0,-95.0,16.0,-5.0,-21.0,0.0,-26.0,-1.0,1662.32
