subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,timestamp
-112.0,9.0,-11.0,-6.0,9.0,2.0,-7.0,-2.0,1192.88
80.0,8.0,16.0,18.0,25.0,21.0,-9.0,39.0,1192.88
1.0,29.0,-22.0,-14.0,44.0,29.0,-31.0,7.0,1192.89
65.0,30.0,-12.0,-40.0,6.0,9.0,-34.0,17.0,1192.89
-112.0,7.0,-33.0,-23.0,-8.0,-18.0,-3.0,-35.0,1192.9
-48.0,8.0,35.0,22.0,3.0,-12.0,27.0,8.0,1192.9
-32.0,5.0,26.0,24.0,-22.0,0.0,32.0,-1.0,1192.91
-32.0,5.0,29.0,21.0,18.0,31.0,24.0,15.0,1192.92
96.0,5.0,4.0,9.0,26.0,29.0,-3.0,22.0,1192.92
32.0,8.0,36.0,12.0,3.0,22.0,5.0,13.0,1192.93
-111.0,22.0,0.0,4.0,3.0,5.0,5.0,5.0,1192.93
0.0,8.0,-16.0,-23.0,8.0,6.0,-18.0,7.0,1192.97
-32.0,5.0,-14.0,-13.0,-13.0,-12.0,-13.0,-8.0,1192.98
-32.0,5.0,12.0,24.0,-44.0,-16.0,32.0,-33.0,1192.99
64.0,9.0,19.0,19.0,4.0,2.0,25.0,-2.0,1192.99
-64.0,6.0,0.0,3.0,-9.0,11.0,-5.0,3.0,1193.0
-128.0,10.0,-3.0,-6.0,4.0,-9.0,-8.0,-3.0,1193.03
-48.0,8.0,-7.0,-1.0,4.0,-7.0,4.0,-2.0,1193.03
-112.0,7.0,-2.0,-2.0,0.0,-5.0,2.0,-5.0,1193.04
-48.0,12.0,3.0,-3.0,5.0,-5.0,0.0,7.0,1193.04
32.0,15.0,-4.0,1.0,-2.0,2.0,1.0,1.0,1193.05
-64.0,7.0,5.0,-3.0,4.0,-5.0,5.0,4.0,1193.05
0.0,8.0,0.0,14.0,-10.0,-7.0,2.0,-1.0,1193.06
-64.0,6.0,13.0,15.0,10.0,11.0,8.0,9.0,1193.06
-128.0,10.0,23.0,29.0,41.0,28.0,25.0,35.0,1193.08
-112.0,7.0,-1.0,6.0,21.0,28.0,-12.0,31.0,1193.08
