subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,timestamp
21.0,11.0,20.0,11.0,11.0,21.0,11.0,21.0,42.3663
21.0,-14.0,21.0,-13.0,-14.0,20.0,-14.0,20.0,42.4714
23.0,-4.0,23.0,-4.0,-4.0,23.0,-4.0,23.0,43.4922
-10.0,24.0,-9.0,23.0,23.0,-8.0,23.0,-8.0,43.5939
-24.0,11.0,-24.0,10.0,10.0,-24.0,11.0,-23.0,45.1298
-26.0,-7.0,-25.0,-6.0,-7.0,-25.0,-6.0,-25.0,45.2337
24.0,-8.0,23.0,-8.0,-8.0,23.0,-9.0,23.0,45.7442
21.0,-10.0,20.0,-10.0,-9.0,20.0,-10.0,20.0,45.8463
-3.0,-24.0,-3.0,-23.0,-23.0,-4.0,-23.0,-4.0,46.2562
-14.0,20.0,-14.0,19.0,19.0,-13.0,19.0,-13.0,46.3883
-24.0,-5.0,-23.0,-5.0,-5.0,-23.0,-4.0,-23.0,47.0366
-28.0,2.0,-26.0,3.0,2.0,-26.0,3.0,-26.0,47.1794
-4.0,24.0,-4.0,24.0,24.0,-4.0,24.0,-3.0,47.3827
-20.0,15.0,-19.0,15.0,14.0,-18.0,14.0,-18.0,47.4855
-10.0,-24.0,-10.0,-23.0,-23.0,-10.0,-23.0,-11.0,47.7923
14.0,20.0,13.0,20.0,20.0,14.0,19.0,14.0,47.894
-14.0,-19.0,-15.0,-19.0,-18.0,-15.0,-19.0,-15.0,48.4067
11.0,-22.0,10.0,-22.0,-22.0,10.0,-22.0,10.0,48.5092
-23.0,9.0,-22.0,9.0,9.0,-22.0,9.0,-22.0,48.9189
18.0,-19.0,16.0,-18.0,-19.0,17.0,-19.0,17.0,49.0218
2.0,25.0,2.0,24.0,24.0,2.0,24.0,3.0,49.2259
24.0,2.0,23.0,2.0,2.0,24.0,2.0,24.0,49.4285
-26.0,7.0,-25.0,6.0,6.0,-25.0,6.0,-24.0,50.0466
-22.0,-10.0,-22.0,-9.0,-9.0,-21.0,-8.0,-22.0,50.235
6.0,22.0,6.0,22.0,22.0,6.0,22.0,7.0,50.6152
-18.0,-19.0,-18.0,-18.0,-18.0,-18.0,-17.0,-18.0,50.7665
-16.0,-19.0,-16.0,-19.0,-19.0,-17.0,-19.0,-17.0,51.3763
23.0,7.0,22.0,7.0,7.0,22.0,6.0,23.0,51.48
20.0,16.0,20.0,15.0,16.0,20.0,15.0,20.0,51.8883
23.0,5.0,23.0,5.0,5.0,23.0,5.0,23.0,51.9901
3.0,-25.0,2.0,-24.0,-24.0,2.0,-24.0,1.0,51.995
-21.0,14.0,-20.0,13.0,13.0,-21.0,14.0,-20.0,52.0003
-21.0,-15.0,-21.0,-14.0,-14.0,-21.0,-14.0,-21.0,52.0061
