subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_9,subcarrier_10,subcarrier_11,timestamp
-128.0,11.0,10.0,8.0,-7.0,4.0,-5.0,-11.0,2407.96
-63.0,23.0,-9.0,6.0,4.0,4.0,9.0,9.0,2407.97
-96.0,7.0,-1.0,1.0,4.0,10.0,-1.0,4.0,2407.98
-32.0,8.0,3.0,1.0,-1.0,5.0,-7.0,2.0,2407.98
-32.0,11.0,1.0,1.0,-9.0,-3.0,-3.0,-4.0,2407.99
32.0,13.0,4.0,1.0,-1.0,9.0,-4.0,3.0,2407.99
48.0,7.0,-3.0,-4.0,-3.0,-11.0,1.0,-12.0,2408.0
32.0,6.0,6.0,-6.0,1.0,2.0,8.0,-12.0,2408.0
0.0,8.0,-29.0,15.0,-23.0,6.0,-28.0,3.0,2408.01
64.0,9.0,-12.0,-36.0,-2.0,-30.0,2.0,-32.0,2408.01
32.0,13.0,-6.0,-25.0,-2.0,-30.0,0.0,-31.0,2408.02
-32.0,5.0,7.0,29.0,5.0,28.0,4.0,27.0,2408.02
48.0,7.0,-27.0,22.0,-29.0,21.0,-27.0,15.0,2408.03
-32.0,5.0,19.0,-29.0,19.0,-25.0,24.0,-22.0,2408.04
64.0,6.0,27.0,-5.0,29.0,0.0,29.0,-5.0,2408.04
96.0,5.0,17.0,20.0,20.0,24.0,18.0,27.0,2408.05
-32.0,9.0,30.0,-8.0,29.0,-9.0,33.0,-11.0,2408.05
-32.0,5.0,27.0,12.0,21.0,12.0,29.0,14.0,2408.11
-32.0,5.0,27.0,14.0,27.0,17.0,23.0,18.0,2408.12
-32.0,9.0,10.0,27.0,6.0,30.0,10.0,36.0,2408.12
32.0,6.0,5.0,-5.0,-3.0,7.0,-5.0,-3.0,2408.13
-32.0,9.0,-3.0,3.0,2.0,-4.0,-12.0,-5.0,2408.13
-128.0,10.0,3.0,-10.0,5.0,0.0,11.0,1.0,2408.14
-64.0,7.0,-4.0,-3.0,-7.0,8.0,-10.0,4.0,2408.15
64.0,9.0,-11.0,1.0,-5.0,0.0,8.0,4.0,2408.15
64.0,9.0,-4.0,8.0,5.0,5.0,-6.0,13.0,2408.16
64.0,9.0,-5.0,-4.0,14.0,-6.0,11.0,2.0,2408.16
-63.0,23.0,8.0,0.0,-9.0,-2.0,-8.0,1.0,2408.17
64.0,6.0,-5.0,2.0,-9.0,-5.0,2.0,-4.0,2408.17
32.0,6.0,3.0,2.0,-6.0,11.0,6.0,-1.0,2408.2
32.0,6.0,3.0,5.0,-5.0,4.0,-9.0,-4.0,2408.2
-96.0,8.0,31.0,-2.0,25.0,-3.0,30.0,6.0,2408.21
-32.0,5.0,-35.0,-25.0,-46.0,-44.0,-37.0,-32.0,2408.22
0.0,8.0,-5.0,-41.0,11.0,-52.0,21.0,-56.0,2408.22
-32.0,9.0,45.0,-35.0,49.0,-20.0,59.0,-17.0,2408.23
-64.0,7.0,-13.0,-49.0,-18.0,-56.0,-9.0,-58.0,2408.23
-128.0,10.0,-31.0,39.0,-44.0,37.0,-55.0,22.0,2408.24
64.0,9.0,-55.0,-10.0,-47.0,-3.0,-57.0,-14.0,2408.24
64.0,9.0,24.0,-20.0,20.0,-18.0,31.0,-21.0,2408.25
-64.0,7.0,-13.0,29.0,-15.0,27.0,-9.0,31.0,2408.26
64.0,9.0,24.0,11.0,29.0,13.0,27.0,10.0,2408.26
-64.0,6.0,-31.0,8.0,-36.0,-4.0,-32.0,4.0,2408.27
0.0,8.0,-4.0,-3.0,-3.0,-1.0,-9.0,-3.0,2408.28
96.0,15.0,1.0,-9.0,-4.0,2.0,6.0,-4.0,2408.29
32.0,6.0,1.0,0.0,-5.0,-3.0,-4.0,4.0,2408.3
32.0,6.0,-2.0,3.0,-3.0,-1.0,-7.0,-8.0,2408.3
-48.0,12.0,2.0,-26.0,9.0,-24.0,6.0,-29.0,2408.31
-32.0,5.0,-9.0,-40.0,1.0,-58.0,5.0,-58.0,2408.32
-48.0,7.0,26.0,-7.0,21.0,-9.0,30.0,-3.0,2408.32
16.0,9.0,-16.0,-59.0,-24.0,-54.0,-25.0,-59.0,2408.33
-64.0,6.0,-19.0,-19.0,-22.0,-16.0,-22.0,-26.0,2408.33
96.0,5.0,-34.0,-49.0,-31.0,-50.0,-51.0,-43.0,2408.34
-111.0,17.0,-19.0,3.0,-25.0,11.0,-28.0,13.0,2408.35
-32.0,5.0,34.0,-23.0,40.0,-34.0,51.0,-29.0,2408.35
0.0,8.0,25.0,11.0,31.0,17.0,29.0,19.0,2408.36
