subcarrier_0,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,timestamp
94.0,5.0,8.0,13.0,6.0,12.0,3.0,12.0,1357.98
-3.0,15.0,-16.0,1.0,-10.0,4.0,-10.0,-4.0,1357.98
-3.0,15.0,11.0,-3.0,10.0,2.0,11.0,1.0,1358.05
17.0,17.0,-5.0,10.0,-4.0,8.0,-9.0,7.0,1358.06
75.0,20.0,-4.0,11.0,-1.0,16.0,1.0,12.0,1358.06
95.0,21.0,-3.0,11.0,-9.0,6.0,-7.0,8.0,1358.07
117.0,7.0,-23.0,8.0,-22.0,6.0,-22.0,-5.0,1358.07
-119.0,8.0,-21.0,-4.0,-14.0,-1.0,-6.0,-7.0,1358.08
117.0,7.0,-15.0,15.0,-27.0,17.0,-11.0,9.0,1358.08
94.0,5.0,-18.0,21.0,-16.0,15.0,-15.0,17.0,1358.09
94.0,5.0,-18.0,17.0,-16.0,19.0,-13.0,14.0,1358.11
98.0,6.0,5.0,-13.0,11.0,-4.0,0.0,0.0,1358.11
-51.0,12.0,1.0,-14.0,2.0,-9.0,5.0,-2.0,1358.12
117.0,7.0,10.0,-1.0,8.0,3.0,7.0,-1.0,1358.12
-119.0,8.0,-13.0,5.0,-6.0,4.0,-7.0,5.0,1358.17
117.0,7.0,13.0,0.0,7.0,-2.0,5.0,1.0,1358.18
94.0,5.0,-10.0,7.0,-8.0,5.0,-10.0,7.0,1358.18
94.0,5.0,-13.0,2.0,-10.0,-6.0,-7.0,-7.0,1358.19
-128.0,8.0,-7.0,-8.0,-9.0,-8.0,-1.0,-8.0,1358.19
-51.0,12.0,8.0,-13.0,4.0,-8.0,2.0,-4.0,1358.2
-91.0,10.0,6.0,-7.0,9.0,-7.0,6.0,-8.0,1358.2
-71.0,11.0,-16.0,-2.0,-12.0,-2.0,-12.0,-1.0,1358.21
94.0,5.0,-6.0,14.0,-3.0,7.0,-4.0,1.0,1358.21
124.0,7.0,9.0,4.0,12.0,22.0,13.0,10.0,1358.22
98.0,6.0,-2.0,-16.0,-3.0,-7.0,-4.0,-10.0,1358.23
98.0,6.0,0.0,-2.0,-3.0,-9.0,-2.0,0.0,1358.23
112.0,23.0,-9.0,-6.0,-10.0,-4.0,-11.0,-5.0,1358.24
-124.0,24.0,10.0,11.0,9.0,8.0,2.0,6.0,1358.26
120.0,7.0,1.0,-11.0,4.0,-9.0,9.0,-3.0,1358.26
94.0,5.0,-1.0,-9.0,-4.0,-9.0,0.0,-7.0,1358.27
94.0,5.0,1.0,-9.0,2.0,-4.0,14.0,-8.0,1358.27
-3.0,15.0,13.0,-18.0,13.0,-15.0,11.0,-15.0,1358.28
17.0,17.0,0.0,-10.0,6.0,7.0,4.0,0.0,1358.29
98.0,6.0,9.0,5.0,7.0,-2.0,7.0,-3.0,1358.29
108.0,6.0,22.0,8.0,14.0,12.0,12.0,10.0,1358.3
108.0,6.0,5.0,-13.0,8.0,-2.0,14.0,7.0,1358.32
98.0,6.0,4.0,10.0,5.0,7.0,-2.0,0.0,1358.33
94.0,5.0,-9.0,-28.0,-4.0,-23.0,-4.0,-19.0,1358.34
75.0,20.0,9.0,-24.0,3.0,-11.0,3.0,-11.0,1358.34
95.0,21.0,21.0,-20.0,16.0,-12.0,9.0,-14.0,1358.35
75.0,20.0,-13.0,5.0,-8.0,-3.0,-10.0,-5.0,1358.35
95.0,21.0,10.0,-9.0,3.0,-2.0,5.0,4.0,1358.36
