subcarrier_0,subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,timestamp
30.0,-32.0,1.0,-29.0,-28.0,2.0,-28.0,3.0,4816.94
30.0,-32.0,5.0,-27.0,-26.0,5.0,-26.0,6.0,4817.19
30.0,-32.0,23.0,-14.0,-13.0,22.0,-13.0,22.0,4818.01
30.0,-32.0,15.0,-24.0,-23.0,14.0,-23.0,15.0,4818.01
30.0,-32.0,-17.0,20.0,20.0,-17.0,19.0,-17.0,4818.02
30.0,-32.0,20.0,-20.0,-19.0,20.0,-17.0,21.0,4818.02
30.0,-32.0,12.0,-20.0,-19.0,13.0,-19.0,13.0,4818.03
30.0,-32.0,-22.0,17.0,16.0,-21.0,16.0,-22.0,4818.04
30.0,-32.0,-25.0,9.0,9.0,-25.0,8.0,-25.0,4818.04
30.0,-32.0,29.0,11.0,12.0,26.0,13.0,26.0,4818.05
30.0,-32.0,22.0,-14.0,-14.0,21.0,-13.0,22.0,4818.05
30.0,-32.0,28.0,6.0,6.0,26.0,7.0,25.0,4818.06
-11.0,80.0,-3.0,-24.0,-27.0,1.0,-28.0,0.0,4818.21
106.0,-96.0,-2.0,25.0,25.0,-3.0,24.0,-4.0,4818.22
-15.0,16.0,-25.0,-11.0,-10.0,-24.0,-11.0,-23.0,4818.23
30.0,-32.0,-4.0,26.0,26.0,-4.0,26.0,-5.0,4818.23
106.0,-96.0,22.0,0.0,2.0,27.0,2.0,28.0,4818.26
106.0,-96.0,6.0,32.0,30.0,9.0,27.0,9.0,4818.63
-119.0,-112.0,-23.0,1.0,0.0,-23.0,-1.0,-23.0,4818.64
94.0,-32.0,-10.0,-4.0,-8.0,-23.0,-9.0,-25.0,4818.65
30.0,-32.0,-22.0,-16.0,-16.0,-21.0,-17.0,-21.0,4819.01
30.0,-32.0,5.0,-24.0,-25.0,5.0,-24.0,6.0,4819.16
30.0,-32.0,-3.0,24.0,24.0,-4.0,24.0,-4.0,4820.01
30.0,-32.0,21.0,-15.0,-15.0,20.0,-14.0,21.0,4820.11
30.0,-32.0,26.0,4.0,4.0,24.0,4.0,24.0,4820.17
30.0,-32.0,-26.0,-10.0,-9.0,-25.0,-10.0,-25.0,4820.29
30.0,-32.0,17.0,20.0,20.0,16.0,20.0,15.0,4820.8
30.0,-32.0,25.0,-9.0,-8.0,24.0,-7.0,24.0,4820.9
30.0,-32.0,-26.0,2.0,2.0,-25.0,2.0,-25.0,4821.01
30.0,-32.0,-13.0,25.0,25.0,-13.0,24.0,-13.0,4821.18
30.0,-32.0,-10.0,-24.0,-23.0,-10.0,-23.0,-9.0,4821.31
30.0,-32.0,-23.0,17.0,16.0,-22.0,15.0,-22.0,4821.41
30.0,-32.0,12.0,-24.0,-24.0,12.0,-24.0,13.0,4822.01
30.0,-32.0,-20.0,-18.0,-17.0,-19.0,-18.0,-18.0,4822.18
30.0,-32.0,1.0,-26.0,-26.0,2.0,-25.0,3.0,4823.01
30.0,-32.0,-17.0,-21.0,-20.0,-16.0,-21.0,-15.0,4823.17
30.0,-32.0,-18.0,18.0,17.0,-18.0,16.0,-18.0,4824.01
30.0,-32.0,15.0,16.0,16.0,13.0,16.0,13.0,4824.18
30.0,-32.0,16.0,19.0,19.0,15.0,19.0,14.0,4824.94
30.0,-32.0,28.0,-3.0,-2.0,26.0,0.0,26.0,4825.11
30.0,-32.0,19.0,-20.0,-19.0,19.0,-18.0,19.0,4825.16
30.0,-32.0,6.0,-25.0,-25.0,6.0,-24.0,7.0,4825.26
30.0,-32.0,13.0,-22.0,-22.0,14.0,-21.0,14.0,4825.51
30.0,-32.0,-25.0,-11.0,-10.0,-23.0,-11.0,-23.0,4825.61
-114.0,-32.0,23.0,-11.0,-10.0,22.0,-10.0,23.0,4825.67
-94.0,32.0,-1.0,25.0,25.0,-2.0,24.0,-3.0,4825.67
-104.0,-128.0,-16.0,19.0,19.0,-17.0,18.0,-17.0,4825.68
-124.0,64.0,-22.0,9.0,8.0,-22.0,7.0,-22.0,4826.0
30.0,-32.0,14.0,21.0,21.0,12.0,21.0,11.0,4826.01
30.0,-32.0,14.0,21.0,21.0,13.0,21.0,12.0,4826.2
