subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_7,subcarrier_8,subcarrier_9,timestamp
-73.0,113.0,27.0,-11.0,14.0,21.0,-7.0,20.0,1959.11
-85.0,-79.0,26.0,-11.0,-4.0,-4.0,-14.0,-14.0,1959.11
101.0,81.0,22.0,-3.0,9.0,22.0,-11.0,17.0,1959.12
-65.0,-15.0,27.0,9.0,-10.0,1.0,11.0,-8.0,1959.12
123.0,-77.0,55.0,6.0,-9.0,-17.0,14.0,-13.0,1959.13
-11.0,81.0,31.0,16.0,4.0,3.0,22.0,4.0,1959.13
-109.0,49.0,25.0,14.0,-6.0,5.0,14.0,-5.0,1959.14
77.0,-47.0,20.0,-22.0,10.0,8.0,-14.0,7.0,1959.17
57.0,-111.0,19.0,-11.0,-17.0,-21.0,-6.0,-16.0,1959.17
-67.0,-47.0,27.0,-19.0,12.0,15.0,-11.0,12.0,1959.18
-98.0,-32.0,9.0,-13.0,-21.0,-10.0,-15.0,-15.0,1959.18
124.0,-64.0,7.0,6.0,12.0,17.0,-3.0,10.0,1959.19
94.0,-32.0,5.0,17.0,8.0,8.0,17.0,0.0,1959.19
120.0,-128.0,7.0,12.0,12.0,16.0,5.0,19.0,1959.2
108.0,-64.0,6.0,11.0,-7.0,-3.0,19.0,-10.0,1959.21
94.0,-32.0,5.0,1.0,12.0,25.0,-1.0,18.0,1959.21
1.0,19.0,48.0,7.0,13.0,15.0,3.0,12.0,1959.22
108.0,-64.0,6.0,4.0,18.0,13.0,-4.0,17.0,1959.27
-110.0,33.0,25.0,-17.0,42.0,33.0,-16.0,41.0,1959.27
101.0,81.0,22.0,-3.0,-18.0,-18.0,-2.0,-20.0,1959.28
57.0,-111.0,19.0,-10.0,-13.0,-16.0,-16.0,-13.0,1959.28
-98.0,-32.0,9.0,6.0,-12.0,-10.0,14.0,-16.0,1959.29
-4.0,-64.0,15.0,-10.0,-10.0,-7.0,-13.0,-14.0,1959.3
-24.0,-128.0,14.0,-17.0,11.0,14.0,-26.0,19.0,1959.3
77.0,-47.0,20.0,-23.0,-3.0,-6.0,-26.0,-1.0,1959.31
-98.0,-32.0,9.0,-7.0,11.0,13.0,-7.0,17.0,1959.31
94.0,-32.0,5.0,18.0,-1.0,7.0,16.0,-4.0,1959.32
-98.0,-32.0,9.0,12.0,12.0,10.0,16.0,9.0,1959.32
-128.0,0.0,8.0,-4.0,-13.0,-15.0,-6.0,-14.0,1959.38
-128.0,0.0,8.0,10.0,-11.0,-24.0,4.0,-20.0,1959.38
116.0,65.0,23.0,6.0,21.0,15.0,-2.0,14.0,1959.39
107.0,-80.0,6.0,32.0,23.0,12.0,37.0,12.0,1959.4
127.0,-16.0,7.0,11.0,0.0,-4.0,20.0,1.0,1959.4
-128.0,0.0,8.0,-17.0,10.0,15.0,-14.0,14.0,1959.41
