subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,timestamp
-111.0,0.0,-8.0,2.0,-8.0,0.0,-10.0,0.0,2503.89
-47.0,-4.0,6.0,-2.0,-4.0,-14.0,5.0,-7.0,2503.89
-48.0,0.0,-15.0,-6.0,0.0,-6.0,1.0,-12.0,2503.94
16.0,-3.0,3.0,5.0,-3.0,4.0,-5.0,-2.0,2503.94
0.0,-4.0,5.0,0.0,-2.0,0.0,-3.0,12.0,2503.95
-32.0,-8.0,9.0,-6.0,8.0,-10.0,11.0,-8.0,2503.96
16.0,2.0,13.0,11.0,11.0,7.0,16.0,9.0,2503.97
80.0,12.0,-5.0,14.0,-2.0,14.0,-7.0,19.0,2503.97
-48.0,-15.0,-3.0,-13.0,1.0,-12.0,-3.0,-14.0,2503.98
16.0,7.0,-9.0,5.0,-13.0,6.0,-13.0,-1.0,2503.98
0.0,10.0,-15.0,4.0,-15.0,8.0,-15.0,10.0,2503.99
32.0,3.0,-6.0,-5.0,-4.0,2.0,-6.0,-4.0,2504.03
48.0,7.0,-10.0,-2.0,-5.0,-7.0,-4.0,-8.0,2504.03
-96.0,8.0,-13.0,7.0,-18.0,9.0,1.0,4.0,2504.06
-111.0,4.0,26.0,6.0,30.0,4.0,25.0,-22.0,2504.07
-47.0,-13.0,11.0,-14.0,-13.0,-14.0,-21.0,-34.0,2504.07
96.0,-12.0,-27.0,-2.0,-53.0,27.0,-33.0,-4.0,2504.08
32.0,12.0,-18.0,47.0,-14.0,11.0,-24.0,9.0,2504.08
-32.0,18.0,6.0,13.0,4.0,10.0,5.0,10.0,2504.09
48.0,17.0,-3.0,7.0,-7.0,12.0,-5.0,10.0,2504.1
-48.0,-16.0,11.0,-18.0,13.0,-15.0,3.0,-15.0,2504.1
-31.0,-16.0,5.0,-13.0,9.0,-13.0,5.0,-11.0,2504.11
33.0,3.0,-9.0,7.0,-18.0,2.0,-6.0,-1.0,2504.11
-30.0,6.0,-4.0,8.0,-7.0,1.0,-1.0,6.0,2504.13
0.0,-8.0,3.0,-4.0,3.0,-15.0,3.0,-8.0,2504.16
0.0,30.0,-52.0,32.0,-23.0,16.0,-11.0,19.0,2504.16
-32.0,-3.0,-5.0,-2.0,-13.0,-10.0,-5.0,-4.0,2504.18
32.0,-6.0,10.0,-10.0,11.0,-1.0,2.0,16.0,2504.18
32.0,8.0,-6.0,4.0,-9.0,2.0,-13.0,13.0,2504.19
-64.0,-10.0,-1.0,4.0,2.0,-3.0,-2.0,-4.0,2504.2
-96.0,-12.0,5.0,-9.0,1.0,0.0,6.0,-1.0,2504.2
32.0,5.0,6.0,1.0,1.0,8.0,-7.0,3.0,2504.21
0.0,-11.0,0.0,0.0,-2.0,0.0,8.0,8.0,2504.21
-96.0,-8.0,5.0,2.0,5.0,-14.0,9.0,0.0,2504.22
32.0,-7.0,-7.0,5.0,-5.0,-8.0,-3.0,-11.0,2504.24
32.0,0.0,4.0,-4.0,2.0,-2.0,0.0,5.0,2504.25
32.0,9.0,4.0,5.0,0.0,5.0,-12.0,4.0,2504.26
-64.0,-5.0,-1.0,0.0,5.0,1.0,9.0,-4.0,2504.26
32.0,-12.0,11.0,-20.0,-3.0,-5.0,-4.0,-19.0,2504.27
-32.0,8.0,20.0,-23.0,9.0,9.0,22.0,3.0,2504.27
-64.0,22.0,25.0,25.0,54.0,3.0,25.0,20.0,2504.28
96.0,30.0,34.0,46.0,10.0,11.0,19.0,-7.0,2504.28
-32.0,1.0,9.0,14.0,10.0,-10.0,25.0,-6.0,2504.29
0.0,32.0,10.0,48.0,29.0,19.0,9.0,14.0,2504.3
96.0,5.0,-17.0,6.0,-15.0,6.0,-14.0,1.0,2504.3
-32.0,-8.0,12.0,-10.0,14.0,-10.0,13.0,-6.0,2504.31
32.0,14.0,7.0,11.0,8.0,9.0,5.0,11.0,2504.31
-64.0,-16.0,2.0,-18.0,3.0,-14.0,3.0,-14.0,2504.32
-94.0,-4.0,-4.0,-9.0,-5.0,-6.0,11.0,-12.0,2504.32
32.0,-4.0,-3.0,-2.0,9.0,-9.0,-1.0,-8.0,2504.34
-32.0,0.0,11.0,-8.0,7.0,5.0,2.0,2.0,2504.35
32.0,-5.0,-4.0,-10.0,2.0,-6.0,6.0,-10.0,2504.35
-32.0,-13.0,4.0,-1.0,10.0,-2.0,3.0,8.0,2504.36
-32.0,3.0,5.0,-4.0,4.0,8.0,0.0,7.0,2504.37
-30.0,39.0,-11.0,41.0,-29.0,29.0,-31.0,14.0,2504.37
-32.0,-19.0,-4.0,-33.0,-2.0,-28.0,-16.0,-5.0,2504.38
-32.0,-61.0,8.0,-31.0,9.0,-25.0,36.0,-1.0,2504.38
