subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_16,timestamp
18.0,17.0,-19.0,17.0,-19.0,-19.0,16.0,16.0,5168.59
-25.0,-24.0,16.0,-23.0,15.0,17.0,-22.0,-21.0,5169.42
-11.0,-10.0,24.0,-10.0,24.0,24.0,-9.0,-8.0,5169.59
17.0,16.0,-21.0,16.0,-20.0,-21.0,14.0,14.0,5170.42
-18.0,-17.0,20.0,-16.0,20.0,20.0,-15.0,-14.0,5170.61
22.0,21.0,-15.0,22.0,-15.0,-15.0,21.0,20.0,5171.42
17.0,17.0,-15.0,17.0,-15.0,-15.0,16.0,16.0,5171.61
-1.0,-2.0,-26.0,-2.0,-25.0,-25.0,-3.0,-3.0,5172.42
20.0,19.0,17.0,20.0,17.0,17.0,20.0,20.0,5172.58
26.0,25.0,8.0,24.0,8.0,7.0,25.0,24.0,5173.02
4.0,4.0,28.0,5.0,28.0,28.0,7.0,7.0,5173.02
-23.0,-22.0,17.0,-21.0,15.0,16.0,-20.0,-20.0,5173.03
23.0,24.0,11.0,23.0,11.0,10.0,23.0,23.0,5173.18
-16.0,-15.0,23.0,-14.0,22.0,22.0,-13.0,-13.0,5173.42
-20.0,-18.0,23.0,-18.0,22.0,23.0,-16.0,-16.0,5173.61
18.0,17.0,-23.0,17.0,-22.0,-23.0,15.0,15.0,5174.43
27.0,26.0,-1.0,26.0,-1.0,-1.0,26.0,25.0,5174.59
21.0,20.0,-16.0,20.0,-15.0,-16.0,19.0,18.0,5175.43
17.0,18.0,16.0,17.0,16.0,15.0,18.0,18.0,5175.62
11.0,12.0,24.0,12.0,24.0,24.0,13.0,13.0,5176.43
20.0,20.0,18.0,20.0,18.0,17.0,21.0,20.0,5176.61
-12.0,-11.0,25.0,-10.0,24.0,25.0,-9.0,-9.0,5177.43
2.0,1.0,-27.0,1.0,-27.0,-27.0,0.0,0.0,5177.63
