subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_5,subcarrier_8,subcarrier_10,subcarrier_11,subcarrier_13,timestamp
-103.0,-112.0,9.0,6.0,-10.0,-12.0,3.0,-3.0,2557.83
108.0,-64.0,6.0,0.0,-13.0,-3.0,13.0,4.0,2557.99
98.0,32.0,6.0,-8.0,10.0,2.0,-3.0,-8.0,2557.99
102.0,96.0,6.0,-3.0,3.0,-10.0,20.0,8.0,2558.0
73.0,-111.0,20.0,6.0,-3.0,-4.0,8.0,3.0,2558.1
-56.0,-128.0,12.0,0.0,-4.0,-4.0,-18.0,-17.0,2558.12
93.0,-47.0,21.0,20.0,20.0,23.0,18.0,15.0,2558.13
-56.0,-128.0,12.0,-37.0,39.0,45.0,-48.0,-27.0,2558.14
-126.0,32.0,8.0,-9.0,60.0,41.0,-13.0,-21.0,2558.15
115.0,48.0,7.0,-11.0,-17.0,-17.0,-15.0,-12.0,2558.15
-10.0,96.0,15.0,-6.0,9.0,6.0,0.0,4.0,2558.16
-10.0,96.0,15.0,5.0,6.0,-1.0,9.0,5.0,2558.16
98.0,32.0,6.0,-14.0,7.0,6.0,3.0,3.0,2558.19
98.0,32.0,6.0,3.0,-6.0,-10.0,-10.0,-7.0,2558.21
-128.0,0.0,8.0,7.0,-8.0,0.0,3.0,8.0,2558.25
-66.0,-32.0,11.0,-13.0,0.0,7.0,-10.0,-11.0,2558.28
-46.0,32.0,13.0,4.0,-7.0,1.0,13.0,13.0,2558.29
98.0,32.0,6.0,-11.0,4.0,8.0,-4.0,-8.0,2558.33
70.0,97.0,20.0,-17.0,-28.0,-30.0,-10.0,-11.0,2558.34
90.0,-95.0,21.0,-61.0,13.0,-8.0,-62.0,-73.0,2558.34
102.0,96.0,6.0,-2.0,9.0,-2.0,8.0,-1.0,2558.37
-2.0,-32.0,15.0,-1.0,-7.0,-10.0,-6.0,-10.0,2558.4
124.0,-64.0,7.0,-12.0,-2.0,9.0,0.0,-6.0,2558.42
98.0,32.0,6.0,-5.0,-1.0,2.0,-10.0,-12.0,2558.45
90.0,-96.0,5.0,14.0,-6.0,-13.0,4.0,2.0,2558.47
94.0,-32.0,5.0,-2.0,7.0,4.0,-6.0,-2.0,2558.5
98.0,32.0,6.0,7.0,-4.0,-2.0,13.0,8.0,2558.51
86.0,96.0,5.0,23.0,-1.0,9.0,31.0,20.0,2558.54
94.0,-32.0,5.0,41.0,72.0,58.0,29.0,26.0,2558.55
94.0,-32.0,5.0,53.0,25.0,28.0,71.0,60.0,2558.55
-10.0,96.0,15.0,5.0,-1.0,3.0,4.0,9.0,2558.61
98.0,32.0,6.0,-6.0,-4.0,0.0,-11.0,-10.0,2558.64
98.0,32.0,6.0,11.0,-7.0,-7.0,-4.0,-8.0,2558.77
113.0,16.0,7.0,-10.0,6.0,8.0,-11.0,1.0,2558.78
-118.0,-96.0,8.0,2.0,-2.0,-6.0,-7.0,-13.0,2558.81
-98.0,-32.0,9.0,0.0,-12.0,-13.0,-8.0,-5.0,2558.82
84.0,65.0,21.0,-10.0,2.0,3.0,-12.0,-5.0,2558.83
104.0,-127.0,22.0,-7.0,5.0,12.0,-8.0,-7.0,2558.84
94.0,-32.0,5.0,-29.0,-8.0,-6.0,-26.0,-24.0,2558.85
113.0,16.0,7.0,19.0,51.0,43.0,73.0,39.0,2558.85
-118.0,-96.0,8.0,13.0,36.0,52.0,16.0,22.0,2558.86
-98.0,-32.0,9.0,-36.0,-47.0,-44.0,-69.0,-47.0,2558.86
84.0,65.0,21.0,58.0,-24.0,-22.0,55.0,88.0,2558.87
104.0,-127.0,22.0,-51.0,-4.0,7.0,-64.0,-62.0,2558.88
-2.0,-32.0,15.0,2.0,-1.0,0.0,4.0,12.0,2558.94
98.0,32.0,6.0,-11.0,4.0,11.0,15.0,6.0,2558.94
94.0,-32.0,5.0,25.0,-13.0,-12.0,27.0,24.0,2558.95
-72.0,-128.0,11.0,-11.0,-25.0,-27.0,-11.0,-10.0,2558.96
-122.0,97.0,24.0,8.0,-16.0,-8.0,3.0,13.0,2558.99
-54.0,-96.0,12.0,-12.0,2.0,5.0,-9.0,-8.0,2559.03
-112.0,1.0,25.0,-4.0,0.0,7.0,-10.0,-6.0,2559.04
-126.0,32.0,8.0,0.0,7.0,-2.0,12.0,6.0,2559.09
98.0,32.0,6.0,-12.0,5.0,5.0,2.0,1.0,2559.1
108.0,-64.0,6.0,3.0,-7.0,-3.0,9.0,5.0,2559.14
98.0,32.0,6.0,0.0,4.0,10.0,8.0,8.0,2559.14
108.0,-64.0,6.0,-4.0,13.0,5.0,5.0,3.0,2559.15
-93.0,48.0,10.0,-6.0,9.0,3.0,-3.0,1.0,2559.15
-128.0,0.0,8.0,-5.0,5.0,12.0,4.0,8.0,2559.16
-10.0,96.0,15.0,21.0,9.0,11.0,26.0,34.0,2559.16
-126.0,32.0,8.0,14.0,25.0,28.0,13.0,8.0,2559.17
125.0,-48.0,7.0,-24.0,-15.0,-16.0,-27.0,-24.0,2559.17
-111.0,16.0,9.0,18.0,-20.0,-17.0,18.0,18.0,2559.18
94.0,-32.0,5.0,27.0,-1.0,0.0,28.0,24.0,2559.18
98.0,32.0,6.0,4.0,-12.0,-6.0,6.0,-2.0,2559.22
98.0,32.0,6.0,6.0,-4.0,-3.0,5.0,11.0,2559.22
13.0,-46.0,32.0,2.0,-9.0,2.0,-6.0,-11.0,2559.24
-46.0,32.0,13.0,22.0,37.0,26.0,5.0,10.0,2559.36
94.0,-32.0,5.0,-23.0,-61.0,-65.0,-8.0,4.0,2559.37
-128.0,0.0,8.0,-57.0,-8.0,-33.0,-65.0,-64.0,2559.37
-1.0,-16.0,15.0,-49.0,33.0,25.0,-34.0,-42.0,2559.38
-66.0,-32.0,11.0,23.0,14.0,16.0,25.0,17.0,2559.38
-62.0,32.0,12.0,-18.0,16.0,18.0,-21.0,-23.0,2559.39
-50.0,-32.0,12.0,3.0,27.0,29.0,4.0,1.0,2559.39
-46.0,32.0,13.0,-2.0,25.0,25.0,-3.0,-1.0,2559.4
-30.0,32.0,14.0,10.0,-21.0,-29.0,11.0,17.0,2559.41
-34.0,-32.0,13.0,-13.0,-24.0,-25.0,-14.0,-11.0,2559.41
124.0,-64.0,7.0,-13.0,4.0,9.0,-11.0,-4.0,2559.43
-51.0,-48.0,12.0,6.0,6.0,-11.0,2.0,7.0,2559.43
94.0,-32.0,5.0,-19.0,16.0,15.0,-18.0,-19.0,2559.47
124.0,-64.0,7.0,0.0,22.0,23.0,1.0,-2.0,2559.47
-126.0,32.0,8.0,-22.0,6.0,3.0,-25.0,-24.0,2559.48
-51.0,-48.0,12.0,13.0,-22.0,-20.0,12.0,13.0,2559.48
-51.0,-48.0,12.0,13.0,-16.0,-18.0,15.0,16.0,2559.49
-34.0,-30.0,45.0,9.0,-3.0,-2.0,5.0,10.0,2559.49
-75.0,80.0,11.0,-28.0,10.0,0.0,-29.0,-36.0,2559.57
-126.0,32.0,8.0,23.0,31.0,34.0,11.0,51.0,2559.57
-126.0,32.0,8.0,-52.0,19.0,-25.0,-42.0,-52.0,2559.58
-24.0,-128.0,14.0,42.0,-45.0,-68.0,41.0,23.0,2559.58
122.0,-96.0,7.0,24.0,-50.0,-76.0,29.0,6.0,2559.59
20.0,65.0,17.0,-21.0,4.0,3.0,-23.0,-20.0,2559.59
94.0,-32.0,5.0,8.0,18.0,13.0,13.0,16.0,2559.6
94.0,-32.0,5.0,18.0,-5.0,-8.0,18.0,22.0,2559.61
98.0,32.0,6.0,-15.0,-7.0,4.0,-17.0,-18.0,2559.61
-2.0,-32.0,15.0,-12.0,1.0,4.0,-1.0,-4.0,2559.63
-88.0,-127.0,26.0,8.0,-5.0,-2.0,6.0,15.0,2559.65
-125.0,48.0,8.0,0.0,-3.0,-5.0,-8.0,-9.0,2559.65
-105.0,112.0,9.0,6.0,2.0,2.0,12.0,11.0,2559.66
-108.0,65.0,25.0,20.0,0.0,-3.0,17.0,19.0,2559.67
-88.0,-127.0,26.0,17.0,6.0,10.0,15.0,15.0,2559.68
-125.0,48.0,8.0,15.0,-12.0,-10.0,18.0,20.0,2559.68
-105.0,112.0,9.0,7.0,14.0,17.0,-1.0,1.0,2559.69
94.0,-32.0,5.0,-20.0,-4.0,-10.0,-24.0,-25.0,2559.69
94.0,-32.0,5.0,-7.0,22.0,18.0,-5.0,-7.0,2559.7
93.0,-47.0,21.0,-6.0,-20.0,-23.0,-6.0,13.0,2559.77
