subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_109,subcarrier_111,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
17.0,17.0,-15.0,8.0,-11.0,11.0,-6.0,12.0,8.0,-16.0,13.0,-18.0,4.0,-12.0,11.0,-13.0,3.0,-17.0,12.0,-14.0,-18.0,11.0,-18.0,6.0,-23.0,-13.0,1.0,-13.0,-1.0,4.0,4.0,-7.0,-7.0,-5.0,19.0,27.0,19.0,30.0,20.0,32.0,27.0,30.0,27.0,30.0,26.0,22.0,21.0,26.0,17.0,23.0,15.0,22.0,16.0,20.0,14.0,16.0,16.0,9.0,13.0,5.0,6.0,3.0,8.0,5.0,13.0,-10.0,-14.0,15.0,-17.0,-14.0,20.0,-13.0,15.0,-14.0,16.0,17.0,2505.15
81.0,0.0,-15.0,-1.0,-18.0,-1.0,-16.0,-2.0,-3.0,-12.0,-6.0,-16.0,-7.0,-11.0,-3.0,-11.0,-5.0,-14.0,-6.0,-17.0,-15.0,-12.0,-18.0,-9.0,-17.0,-15.0,-8.0,-11.0,-9.0,-8.0,-9.0,0.0,5.0,-6.0,-4.0,33.0,0.0,32.0,3.0,34.0,3.0,35.0,4.0,36.0,6.0,39.0,39.0,10.0,31.0,7.0,35.0,7.0,26.0,4.0,22.0,-1.0,16.0,-3.0,13.0,-4.0,10.0,-5.0,6.0,1.0,-1.0,-17.0,-21.0,-1.0,-22.0,-19.0,-3.0,-21.0,-1.0,-24.0,2.0,-1.0,2505.15
34.0,-19.0,11.0,-11.0,9.0,-9.0,8.0,-10.0,-10.0,6.0,-5.0,12.0,-5.0,12.0,-5.0,9.0,-7.0,15.0,-6.0,13.0,11.0,0.0,16.0,-3.0,10.0,12.0,-6.0,10.0,-1.0,1.0,4.0,6.0,-2.0,8.0,-22.0,-23.0,-24.0,-25.0,-22.0,-23.0,-27.0,-25.0,-29.0,-22.0,-30.0,-21.0,-23.0,-27.0,-17.0,-23.0,-11.0,-21.0,-12.0,-18.0,-10.0,-14.0,-8.0,-13.0,-9.0,-7.0,-8.0,-7.0,-12.0,-4.0,-16.0,8.0,10.0,-12.0,13.0,6.0,-12.0,13.0,-16.0,10.0,-18.0,-13.0,2505.16
98.0,-20.0,-3.0,-19.0,0.0,-18.0,0.0,-10.0,-14.0,7.0,-10.0,7.0,-16.0,8.0,-10.0,4.0,-17.0,0.0,-15.0,4.0,10.0,-17.0,5.0,-16.0,6.0,7.0,-15.0,5.0,-10.0,-9.0,-4.0,6.0,8.0,2.0,-35.0,-10.0,-36.0,-13.0,-40.0,-6.0,-40.0,-6.0,-45.0,-9.0,-38.0,-6.0,4.0,-36.0,1.0,-30.0,-2.0,-30.0,0.0,-24.0,-1.0,-18.0,-3.0,-16.0,-4.0,-11.0,-8.0,-11.0,-14.0,-14.0,-13.0,-1.0,6.0,-22.0,4.0,5.0,-27.0,6.0,-24.0,-1.0,-27.0,-23.0,2505.16
1.0,-12.0,-17.0,-16.0,-15.0,-13.0,-7.0,-8.0,-15.0,-10.0,-10.0,-6.0,-18.0,9.0,-15.0,0.0,-2.0,-2.0,-10.0,-6.0,2.0,-12.0,6.0,-20.0,15.0,-4.0,-14.0,2.0,-13.0,-1.0,-12.0,1.0,7.0,-3.0,-16.0,20.0,-18.0,26.0,-10.0,30.0,-10.0,26.0,-10.0,33.0,-14.0,29.0,35.0,-18.0,28.0,-10.0,28.0,-14.0,22.0,2.0,32.0,2.0,14.0,-19.0,2.0,6.0,-9.0,5.0,-10.0,-13.0,9.0,-3.0,-7.0,-20.0,-4.0,-12.0,-11.0,-19.0,-19.0,-12.0,-15.0,-7.0,2505.17
32.0,-9.0,-7.0,-4.0,-2.0,-7.0,7.0,-8.0,-8.0,18.0,-3.0,13.0,-10.0,12.0,-1.0,19.0,-6.0,19.0,-7.0,21.0,26.0,3.0,26.0,-5.0,16.0,17.0,9.0,15.0,7.0,9.0,16.0,12.0,-4.0,12.0,15.0,-4.0,12.0,-2.0,10.0,-4.0,8.0,-11.0,-2.0,-4.0,8.0,-14.0,-12.0,-2.0,-20.0,3.0,-17.0,-4.0,-19.0,-7.0,-29.0,-9.0,-20.0,-2.0,-20.0,-6.0,-30.0,-5.0,-19.0,-18.0,-23.0,-6.0,-18.0,-25.0,-17.0,-18.0,-18.0,-10.0,-11.0,-18.0,-9.0,-12.0,2505.18
-64.0,-13.0,0.0,-4.0,4.0,-6.0,5.0,0.0,-2.0,7.0,-3.0,11.0,9.0,11.0,11.0,13.0,5.0,14.0,20.0,22.0,9.0,27.0,10.0,22.0,13.0,9.0,27.0,17.0,15.0,13.0,19.0,-15.0,-20.0,14.0,9.0,2.0,13.0,-1.0,12.0,3.0,10.0,-5.0,13.0,-10.0,4.0,-12.0,-12.0,18.0,-14.0,7.0,-16.0,16.0,-30.0,4.0,-31.0,5.0,-33.0,10.0,-32.0,4.0,-33.0,4.0,-32.0,-43.0,-26.0,-5.0,-5.0,-33.0,-6.0,-4.0,-23.0,-10.0,-24.0,0.0,-18.0,-14.0,2505.19
-48.0,4.0,-16.0,7.0,-16.0,3.0,-18.0,5.0,0.0,-15.0,2.0,-18.0,1.0,-19.0,2.0,-16.0,2.0,-22.0,-7.0,-15.0,-17.0,-5.0,-19.0,-5.0,-18.0,-17.0,-3.0,-13.0,-6.0,-6.0,-4.0,-6.0,8.0,-7.0,13.0,34.0,10.0,32.0,18.0,32.0,20.0,31.0,25.0,33.0,26.0,28.0,30.0,24.0,29.0,25.0,26.0,19.0,19.0,16.0,17.0,13.0,16.0,4.0,13.0,3.0,11.0,-5.0,11.0,4.0,10.0,-13.0,-11.0,8.0,-17.0,-21.0,6.0,-16.0,7.0,-21.0,8.0,11.0,2505.19
-48.0,2.0,-16.0,-1.0,-19.0,-4.0,-19.0,-5.0,-1.0,-13.0,-3.0,-19.0,-5.0,-21.0,-4.0,-12.0,-7.0,-11.0,-10.0,-17.0,-18.0,-9.0,-20.0,-13.0,-15.0,-19.0,-8.0,-11.0,-5.0,-8.0,-10.0,0.0,-1.0,-9.0,-13.0,31.0,-13.0,33.0,-15.0,37.0,-5.0,33.0,-8.0,39.0,-6.0,36.0,37.0,2.0,36.0,5.0,32.0,-3.0,28.0,-3.0,21.0,-3.0,20.0,-4.0,16.0,-6.0,11.0,-11.0,3.0,3.0,-3.0,-17.0,-13.0,0.0,-16.0,-21.0,-6.0,-20.0,0.0,-23.0,-2.0,-3.0,2505.2
-32.0,7.0,-18.0,3.0,-16.0,-2.0,-16.0,2.0,3.0,-8.0,1.0,-10.0,-9.0,-9.0,0.0,-15.0,-3.0,-26.0,1.0,-13.0,-10.0,-7.0,-18.0,-11.0,-21.0,-10.0,-21.0,-13.0,-18.0,-8.0,-9.0,1.0,2.0,-5.0,6.0,33.0,6.0,31.0,11.0,36.0,10.0,38.0,9.0,38.0,12.0,34.0,26.0,11.0,30.0,19.0,18.0,0.0,22.0,-1.0,15.0,11.0,28.0,-5.0,7.0,-2.0,8.0,5.0,-1.0,9.0,0.0,-26.0,-21.0,1.0,-28.0,-28.0,-5.0,-9.0,12.0,-13.0,14.0,13.0,2505.2
-64.0,-7.0,-19.0,-13.0,-17.0,-5.0,-13.0,-9.0,-12.0,-18.0,-3.0,-8.0,-13.0,-13.0,-8.0,-17.0,-8.0,-15.0,-11.0,-22.0,-5.0,-7.0,-9.0,-15.0,-4.0,-12.0,1.0,-8.0,-12.0,-5.0,-14.0,-1.0,11.0,-7.0,-19.0,30.0,-16.0,33.0,-10.0,33.0,-14.0,29.0,-14.0,33.0,-12.0,34.0,35.0,-3.0,31.0,2.0,33.0,-14.0,30.0,-2.0,28.0,-15.0,28.0,8.0,17.0,-7.0,7.0,-6.0,3.0,-2.0,-15.0,-12.0,-28.0,-4.0,-5.0,-27.0,-4.0,-18.0,3.0,-19.0,0.0,0.0,2505.21
0.0,8.0,-17.0,13.0,-9.0,13.0,-15.0,8.0,6.0,-23.0,2.0,-18.0,2.0,-18.0,0.0,-24.0,-3.0,-23.0,5.0,-23.0,-17.0,1.0,-25.0,6.0,-15.0,-16.0,3.0,-15.0,5.0,-1.0,-8.0,-10.0,-1.0,-11.0,5.0,37.0,7.0,38.0,12.0,42.0,16.0,32.0,19.0,41.0,16.0,37.0,40.0,19.0,33.0,19.0,31.0,19.0,26.0,22.0,21.0,13.0,24.0,8.0,20.0,1.0,19.0,0.0,6.0,4.0,10.0,-13.0,-23.0,13.0,-19.0,-15.0,7.0,-24.0,7.0,-14.0,8.0,10.0,2505.21
-96.0,-11.0,-13.0,-12.0,-13.0,-9.0,-14.0,-12.0,-13.0,-10.0,-9.0,-16.0,-13.0,-11.0,-14.0,-12.0,-19.0,-10.0,-18.0,-5.0,-14.0,-16.0,-14.0,-13.0,-10.0,-8.0,-15.0,-5.0,-14.0,-9.0,-9.0,2.0,5.0,-7.0,-26.0,21.0,-25.0,27.0,-24.0,29.0,-26.0,29.0,-24.0,34.0,-21.0,31.0,36.0,-24.0,31.0,-16.0,30.0,-17.0,22.0,-13.0,18.0,-4.0,20.0,-13.0,11.0,-4.0,4.0,-13.0,-7.0,0.0,-1.0,-10.0,-16.0,-14.0,-10.0,-11.0,-12.0,-14.0,-10.0,-22.0,-5.0,-13.0,2505.22
-48.0,1.0,5.0,0.0,4.0,8.0,1.0,9.0,8.0,-1.0,8.0,-4.0,10.0,-10.0,6.0,-17.0,19.0,-18.0,10.0,-13.0,-16.0,16.0,-21.0,12.0,-21.0,-23.0,2.0,-19.0,-2.0,-3.0,-6.0,-13.0,-10.0,-7.0,-4.0,0.0,-4.0,7.0,-5.0,8.0,-11.0,9.0,-2.0,14.0,3.0,9.0,16.0,5.0,19.0,7.0,28.0,4.0,23.0,3.0,7.0,12.0,26.0,12.0,18.0,17.0,25.0,14.0,21.0,9.0,16.0,18.0,20.0,14.0,22.0,23.0,14.0,16.0,4.0,11.0,10.0,8.0,2505.27
-32.0,-10.0,-20.0,-8.0,-5.0,-16.0,-1.0,-22.0,-27.0,1.0,-7.0,-4.0,-18.0,-9.0,-8.0,-8.0,-25.0,-7.0,-19.0,-9.0,-8.0,-13.0,-6.0,-14.0,-7.0,-4.0,-17.0,-4.0,-12.0,-8.0,-4.0,1.0,2.0,4.0,-35.0,16.0,-33.0,15.0,-32.0,22.0,-29.0,20.0,-28.0,25.0,-27.0,29.0,26.0,-21.0,24.0,-12.0,23.0,-19.0,20.0,-13.0,18.0,-13.0,14.0,-9.0,8.0,-11.0,7.0,-7.0,-9.0,-9.0,-13.0,-9.0,0.0,-18.0,-2.0,-12.0,-11.0,-7.0,-4.0,-19.0,-19.0,-15.0,2505.29
-32.0,-43.0,26.0,-29.0,21.0,3.0,15.0,-33.0,-1.0,10.0,-18.0,15.0,-28.0,35.0,-27.0,42.0,-18.0,41.0,-16.0,20.0,34.0,-4.0,28.0,-16.0,22.0,22.0,-16.0,23.0,-15.0,-10.0,2.0,11.0,3.0,13.0,-59.0,-18.0,-62.0,-20.0,-69.0,-13.0,-71.0,-14.0,-71.0,-11.0,-72.0,-7.0,-6.0,-60.0,-3.0,-55.0,-7.0,-59.0,-2.0,-50.0,-5.0,-41.0,-12.0,-32.0,-9.0,-23.0,1.0,-3.0,-18.0,-16.0,-11.0,0.0,22.0,-31.0,5.0,10.0,-14.0,22.0,-24.0,11.0,-16.0,-31.0,2505.3
-48.0,-1.0,-39.0,-13.0,-18.0,-9.0,-10.0,-13.0,-36.0,-22.0,-36.0,-7.0,-35.0,10.0,-26.0,-17.0,-13.0,-18.0,-19.0,-21.0,-19.0,-35.0,-2.0,-45.0,-14.0,-7.0,-18.0,-4.0,-13.0,-15.0,-11.0,9.0,14.0,5.0,-69.0,19.0,-67.0,16.0,-60.0,23.0,-71.0,29.0,-62.0,31.0,-76.0,32.0,34.0,-56.0,34.0,-52.0,35.0,-44.0,42.0,-26.0,24.0,-28.0,21.0,-31.0,4.0,-19.0,5.0,-12.0,-9.0,-27.0,-19.0,-8.0,-20.0,-32.0,-12.0,-23.0,-29.0,-1.0,-23.0,-9.0,-17.0,-32.0,2505.3
-32.0,-23.0,-29.0,-28.0,-24.0,-27.0,-18.0,-19.0,-23.0,14.0,-43.0,5.0,-20.0,22.0,-40.0,-21.0,-36.0,0.0,-17.0,-8.0,-12.0,-32.0,2.0,-23.0,-12.0,-6.0,-35.0,3.0,-23.0,-16.0,-11.0,7.0,8.0,2.0,-51.0,41.0,-50.0,49.0,-49.0,42.0,-53.0,51.0,-44.0,56.0,-47.0,57.0,54.0,-35.0,54.0,-32.0,48.0,-30.0,49.0,-33.0,28.0,-25.0,29.0,-23.0,25.0,-6.0,11.0,-15.0,-10.0,-21.0,-16.0,-16.0,-11.0,-24.0,-16.0,-9.0,-18.0,-26.0,-26.0,-27.0,-45.0,-13.0,2505.31
-32.0,27.0,-22.0,-3.0,-37.0,9.0,1.0,18.0,-19.0,-41.0,-16.0,-19.0,5.0,-37.0,-24.0,-26.0,-1.0,-28.0,-12.0,-29.0,-40.0,-4.0,-43.0,-15.0,-40.0,-19.0,-5.0,-20.0,-13.0,0.0,-2.0,6.0,4.0,-8.0,7.0,59.0,5.0,55.0,13.0,70.0,16.0,73.0,12.0,69.0,25.0,65.0,65.0,13.0,62.0,23.0,57.0,11.0,39.0,13.0,38.0,12.0,42.0,7.0,31.0,-10.0,22.0,-15.0,8.0,12.0,5.0,-18.0,-35.0,-11.0,-32.0,-43.0,-11.0,-37.0,-2.0,-36.0,26.0,-15.0,2505.31
-64.0,5.0,8.0,3.0,2.0,0.0,-2.0,6.0,14.0,-2.0,7.0,1.0,10.0,-2.0,15.0,4.0,11.0,-1.0,18.0,9.0,2.0,23.0,1.0,25.0,-4.0,-9.0,24.0,-11.0,22.0,13.0,18.0,-9.0,-9.0,4.0,-4.0,7.0,-4.0,6.0,-2.0,11.0,7.0,8.0,1.0,10.0,8.0,12.0,11.0,16.0,11.0,21.0,10.0,12.0,6.0,22.0,4.0,20.0,8.0,25.0,1.0,29.0,-6.0,28.0,0.0,-3.0,-10.0,22.0,24.0,-5.0,18.0,22.0,-13.0,12.0,-12.0,11.0,-21.0,-9.0,2505.36
96.0,14.0,-8.0,14.0,-9.0,12.0,-7.0,3.0,12.0,-12.0,1.0,-8.0,7.0,-8.0,6.0,-13.0,5.0,-8.0,15.0,-23.0,-26.0,11.0,-2.0,17.0,-20.0,-13.0,13.0,-6.0,6.0,-7.0,-3.0,-5.0,-3.0,-10.0,18.0,29.0,14.0,28.0,20.0,22.0,23.0,28.0,24.0,19.0,29.0,18.0,22.0,27.0,8.0,20.0,14.0,17.0,5.0,15.0,16.0,14.0,12.0,18.0,10.0,-1.0,15.0,8.0,2.0,2.0,7.0,0.0,1.0,4.0,-4.0,-5.0,13.0,-9.0,11.0,-3.0,1.0,17.0,2505.39
-64.0,0.0,-40.0,-5.0,-19.0,-1.0,-28.0,-8.0,-9.0,-60.0,12.0,-27.0,-1.0,-36.0,-22.0,-51.0,-4.0,-45.0,15.0,-33.0,-35.0,-19.0,-49.0,-3.0,-30.0,-30.0,-1.0,-23.0,-4.0,-7.0,-14.0,-11.0,4.0,-12.0,40.0,39.0,53.0,40.0,50.0,46.0,56.0,47.0,52.0,45.0,58.0,42.0,36.0,50.0,38.0,57.0,32.0,42.0,34.0,37.0,25.0,26.0,28.0,18.0,13.0,22.0,24.0,9.0,25.0,16.0,16.0,-26.0,-37.0,20.0,-25.0,-23.0,-5.0,-28.0,42.0,-38.0,36.0,32.0,2505.4
0.0,14.0,-8.0,-2.0,-40.0,13.0,-30.0,3.0,-29.0,-20.0,11.0,-27.0,2.0,-30.0,-12.0,-19.0,-10.0,-41.0,8.0,-25.0,-35.0,0.0,-37.0,5.0,-42.0,-30.0,5.0,-17.0,10.0,1.0,-1.0,-15.0,-10.0,-14.0,3.0,58.0,14.0,64.0,8.0,70.0,21.0,72.0,24.0,72.0,29.0,61.0,66.0,25.0,51.0,31.0,55.0,29.0,49.0,22.0,45.0,21.0,40.0,8.0,30.0,1.0,30.0,0.0,25.0,19.0,12.0,-32.0,-27.0,1.0,-21.0,-42.0,10.0,-53.0,19.0,-25.0,11.0,22.0,2505.4
-32.0,-26.0,-27.0,-37.0,-23.0,-43.0,14.0,-31.0,-16.0,-19.0,-42.0,4.0,0.0,-11.0,-52.0,-2.0,-49.0,0.0,-38.0,4.0,-9.0,-30.0,6.0,-41.0,0.0,2.0,-27.0,1.0,-27.0,-24.0,-17.0,1.0,14.0,0.0,-41.0,54.0,-39.0,52.0,-44.0,51.0,-42.0,61.0,-41.0,56.0,-34.0,59.0,60.0,-28.0,55.0,-29.0,58.0,-23.0,54.0,-23.0,42.0,-20.0,30.0,-14.0,15.0,-9.0,15.0,-24.0,1.0,-13.0,-25.0,-12.0,-25.0,-9.0,-11.0,-34.0,-29.0,-15.0,-12.0,-18.0,-37.0,-12.0,2505.41
80.0,10.0,-23.0,9.0,-26.0,35.0,-20.0,11.0,5.0,-21.0,21.0,-12.0,8.0,-23.0,24.0,-35.0,14.0,-48.0,18.0,-40.0,-22.0,25.0,-27.0,25.0,-32.0,-17.0,17.0,-26.0,10.0,10.0,1.0,-15.0,-12.0,-11.0,9.0,60.0,11.0,63.0,24.0,69.0,22.0,68.0,23.0,72.0,31.0,65.0,59.0,34.0,53.0,32.0,47.0,28.0,45.0,20.0,37.0,22.0,28.0,13.0,28.0,1.0,25.0,-3.0,15.0,18.0,14.0,-28.0,-17.0,17.0,-20.0,-17.0,27.0,-20.0,29.0,-45.0,44.0,7.0,2505.42
-112.0,-6.0,31.0,8.0,10.0,-2.0,30.0,17.0,4.0,-4.0,18.0,19.0,0.0,19.0,42.0,16.0,-14.0,44.0,23.0,36.0,36.0,2.0,35.0,1.0,34.0,23.0,2.0,29.0,8.0,5.0,2.0,8.0,1.0,16.0,39.0,-47.0,34.0,-56.0,43.0,-59.0,35.0,-65.0,30.0,-65.0,23.0,-61.0,-71.0,12.0,-59.0,16.0,-60.0,13.0,-54.0,3.0,-44.0,0.0,-48.0,7.0,-38.0,16.0,-19.0,7.0,-18.0,2.0,7.0,11.0,46.0,-7.0,25.0,40.0,-23.0,39.0,-8.0,52.0,5.0,2.0,2505.42
0.0,-5.0,31.0,-23.0,9.0,-17.0,-15.0,-52.0,-32.0,22.0,-21.0,54.0,-9.0,34.0,-28.0,27.0,-13.0,34.0,-30.0,25.0,30.0,-19.0,33.0,-27.0,24.0,24.0,-26.0,19.0,-7.0,-11.0,-4.0,14.0,9.0,12.0,-42.0,-43.0,-46.0,-49.0,-57.0,-45.0,-61.0,-43.0,-60.0,-44.0,-63.0,-45.0,-33.0,-51.0,-27.0,-65.0,-18.0,-52.0,-12.0,-43.0,-25.0,-38.0,-21.0,-28.0,-23.0,-11.0,-19.0,-22.0,-23.0,-20.0,-40.0,6.0,11.0,-39.0,36.0,28.0,-34.0,18.0,-34.0,-9.0,-44.0,-24.0,2505.43
-64.0,-10.0,9.0,25.0,27.0,34.0,10.0,45.0,37.0,28.0,38.0,21.0,19.0,0.0,11.0,14.0,44.0,3.0,27.0,8.0,14.0,27.0,2.0,19.0,13.0,-5.0,27.0,10.0,28.0,13.0,19.0,-7.0,-14.0,2.0,20.0,-63.0,19.0,-60.0,20.0,-73.0,15.0,-73.0,12.0,-81.0,10.0,-73.0,-74.0,8.0,-58.0,6.0,-63.0,18.0,-58.0,3.0,-46.0,12.0,-31.0,7.0,-31.0,8.0,-23.0,22.0,-3.0,12.0,7.0,34.0,23.0,7.0,34.0,19.0,8.0,27.0,4.0,8.0,35.0,16.0,2505.43
0.0,-13.0,-13.0,-16.0,-6.0,-8.0,-3.0,-8.0,-11.0,-5.0,-16.0,-11.0,-21.0,-8.0,-15.0,3.0,-17.0,-8.0,-8.0,-12.0,-6.0,-9.0,-14.0,-17.0,-17.0,1.0,-13.0,-8.0,0.0,-12.0,0.0,-9.0,0.0,-2.0,-32.0,-9.0,-37.0,-4.0,-37.0,-5.0,-30.0,-3.0,-39.0,-4.0,-38.0,-3.0,3.0,-22.0,14.0,-29.0,1.0,-27.0,8.0,-20.0,5.0,-23.0,11.0,-24.0,-2.0,-8.0,12.0,-12.0,5.0,6.0,-14.0,-4.0,-4.0,-1.0,-6.0,-4.0,-11.0,-13.0,-12.0,-15.0,-23.0,-17.0,2505.44
0.0,-6.0,2.0,-2.0,-2.0,-4.0,3.0,4.0,2.0,-7.0,-1.0,-12.0,20.0,-10.0,7.0,-8.0,-1.0,-28.0,2.0,-30.0,-15.0,2.0,-20.0,-1.0,-26.0,-27.0,-6.0,-19.0,-9.0,-17.0,-19.0,-10.0,-4.0,-11.0,2.0,16.0,6.0,10.0,6.0,3.0,4.0,6.0,11.0,-4.0,13.0,-2.0,7.0,16.0,12.0,24.0,7.0,22.0,5.0,21.0,6.0,25.0,0.0,27.0,-9.0,27.0,4.0,26.0,-11.0,-7.0,-8.0,23.0,27.0,-8.0,22.0,21.0,-3.0,27.0,5.0,20.0,-8.0,-3.0,2505.44
32.0,-13.0,-3.0,-10.0,9.0,-6.0,7.0,-15.0,-10.0,3.0,-9.0,15.0,4.0,13.0,-2.0,13.0,-3.0,22.0,-1.0,15.0,32.0,-4.0,27.0,5.0,22.0,18.0,9.0,25.0,13.0,9.0,15.0,4.0,2.0,11.0,1.0,-2.0,8.0,0.0,5.0,-7.0,8.0,-1.0,3.0,-11.0,4.0,-18.0,-17.0,-1.0,-26.0,-4.0,-20.0,-5.0,-34.0,-8.0,-19.0,-8.0,-22.0,-9.0,-30.0,-15.0,-28.0,-15.0,-31.0,-34.0,-40.0,-17.0,-17.0,-22.0,-21.0,-21.0,-22.0,-19.0,-19.0,-14.0,-21.0,-8.0,2505.45
-32.0,2.0,6.0,-2.0,7.0,8.0,5.0,-2.0,7.0,2.0,5.0,-3.0,20.0,1.0,17.0,-2.0,24.0,-3.0,27.0,5.0,-3.0,22.0,-4.0,25.0,-4.0,-12.0,23.0,-14.0,16.0,12.0,8.0,-19.0,-8.0,-1.0,-2.0,12.0,-2.0,7.0,3.0,5.0,5.0,14.0,-1.0,6.0,19.0,9.0,8.0,24.0,9.0,21.0,3.0,14.0,4.0,21.0,3.0,24.0,-3.0,29.0,2.0,24.0,-4.0,26.0,-9.0,-8.0,-7.0,23.0,20.0,-15.0,19.0,12.0,-15.0,24.0,-6.0,10.0,-18.0,-2.0,2505.45
80.0,2.0,4.0,8.0,-21.0,16.0,-9.0,10.0,12.0,-9.0,8.0,-12.0,15.0,-13.0,12.0,-10.0,11.0,-18.0,24.0,-19.0,-28.0,-4.0,-25.0,-1.0,-27.0,-41.0,-11.0,-16.0,-13.0,-26.0,-17.0,-14.0,-2.0,-21.0,-8.0,10.0,-2.0,4.0,5.0,11.0,0.0,18.0,5.0,4.0,10.0,20.0,26.0,10.0,19.0,13.0,14.0,14.0,25.0,18.0,17.0,29.0,21.0,26.0,14.0,28.0,16.0,40.0,16.0,13.0,14.0,35.0,21.0,-5.0,30.0,25.0,7.0,35.0,12.0,24.0,-4.0,2.0,2505.46
65.0,-2.0,-3.0,9.0,-3.0,8.0,-2.0,5.0,16.0,-12.0,10.0,-8.0,7.0,-14.0,10.0,-6.0,11.0,-9.0,7.0,-23.0,-10.0,8.0,-22.0,4.0,-26.0,-24.0,2.0,-29.0,-4.0,-10.0,-5.0,-19.0,-14.0,-13.0,-12.0,6.0,-9.0,9.0,-7.0,10.0,-7.0,12.0,9.0,10.0,-6.0,18.0,14.0,4.0,26.0,7.0,23.0,14.0,23.0,18.0,15.0,18.0,16.0,27.0,10.0,16.0,16.0,32.0,14.0,15.0,19.0,29.0,24.0,11.0,27.0,25.0,-2.0,13.0,13.0,12.0,4.0,0.0,2505.48
-32.0,-11.0,-5.0,-3.0,-5.0,1.0,-13.0,12.0,-13.0,1.0,-3.0,-1.0,-1.0,9.0,-22.0,-3.0,-16.0,3.0,-23.0,8.0,6.0,-36.0,21.0,-21.0,10.0,22.0,-15.0,20.0,-13.0,-6.0,-23.0,22.0,15.0,-3.0,4.0,-3.0,1.0,-7.0,7.0,-8.0,2.0,-9.0,2.0,-17.0,-6.0,-15.0,-22.0,-4.0,-14.0,-22.0,-10.0,-22.0,-16.0,-29.0,-15.0,-20.0,-5.0,-30.0,-9.0,-26.0,-3.0,-20.0,-5.0,-4.0,9.0,-34.0,-13.0,-1.0,-29.0,-31.0,-6.0,-26.0,15.0,-20.0,13.0,14.0,2505.49
-112.0,40.0,-3.0,64.0,7.0,20.0,-7.0,46.0,57.0,-11.0,31.0,-11.0,20.0,-7.0,22.0,-6.0,17.0,-7.0,27.0,-10.0,-6.0,39.0,-9.0,41.0,0.0,-6.0,33.0,-6.0,18.0,17.0,17.0,-11.0,-20.0,-1.0,58.0,23.0,64.0,23.0,68.0,16.0,70.0,13.0,72.0,11.0,74.0,4.0,3.0,66.0,-5.0,62.0,-6.0,60.0,-9.0,50.0,-8.0,41.0,-5.0,33.0,3.0,28.0,0.0,22.0,14.0,15.0,18.0,-2.0,2.0,38.0,-1.0,-1.0,36.0,-16.0,50.0,-5.0,30.0,50.0,2505.5
-48.0,-2.0,23.0,33.0,30.0,44.0,26.0,34.0,19.0,2.0,38.0,24.0,16.0,15.0,39.0,20.0,23.0,11.0,41.0,3.0,24.0,41.0,13.0,30.0,5.0,11.0,22.0,7.0,26.0,18.0,19.0,-11.0,-15.0,12.0,18.0,-62.0,24.0,-59.0,13.0,-63.0,15.0,-72.0,15.0,-76.0,13.0,-67.0,-75.0,7.0,-66.0,5.0,-66.0,2.0,-58.0,8.0,-49.0,3.0,-35.0,12.0,-25.0,14.0,-20.0,9.0,-1.0,-5.0,3.0,22.0,29.0,16.0,25.0,40.0,10.0,18.0,24.0,51.0,20.0,2.0,2505.5
32.0,29.0,20.0,8.0,12.0,48.0,-2.0,14.0,15.0,-4.0,40.0,16.0,41.0,-4.0,29.0,13.0,35.0,15.0,22.0,-4.0,12.0,19.0,3.0,30.0,-4.0,-7.0,20.0,0.0,24.0,17.0,1.0,-20.0,-20.0,2.0,29.0,-53.0,35.0,-58.0,33.0,-63.0,29.0,-66.0,27.0,-68.0,21.0,-78.0,-76.0,24.0,-66.0,15.0,-54.0,18.0,-51.0,13.0,-46.0,17.0,-37.0,12.0,-24.0,13.0,-11.0,23.0,0.0,6.0,5.0,7.0,31.0,17.0,21.0,29.0,33.0,37.0,39.0,25.0,9.0,40.0,2505.51
