subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_109,subcarrier_111,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
96.0,10.0,-2.0,2.0,-10.0,1.0,0.0,2.0,2.0,-16.0,1.0,-17.0,-6.0,-13.0,2.0,-15.0,-2.0,-15.0,-3.0,-23.0,-20.0,-9.0,-22.0,-7.0,-20.0,-14.0,-11.0,-15.0,-11.0,-21.0,-18.0,-13.0,-10.0,-15.0,1.0,-12.0,-8.0,-8.0,-1.0,-3.0,-9.0,5.0,-7.0,-2.0,-13.0,1.0,8.0,-14.0,7.0,-20.0,9.0,-15.0,8.0,-13.0,16.0,-23.0,24.0,-12.0,26.0,-16.0,23.0,-12.0,22.0,36.0,21.0,-2.0,3.0,27.0,1.0,-2.0,34.0,-5.0,11.0,0.0,7.0,22.0,2511.93
0.0,8.0,5.0,8.0,-2.0,4.0,-2.0,6.0,10.0,-11.0,14.0,-5.0,12.0,-14.0,9.0,-10.0,6.0,-21.0,16.0,-14.0,-16.0,17.0,-11.0,26.0,-14.0,-15.0,10.0,-13.0,7.0,3.0,7.0,-16.0,-20.0,-10.0,-2.0,4.0,-12.0,0.0,-5.0,7.0,3.0,10.0,1.0,4.0,6.0,5.0,8.0,16.0,10.0,11.0,17.0,9.0,16.0,10.0,26.0,18.0,14.0,21.0,14.0,25.0,12.0,23.0,14.0,5.0,13.0,26.0,28.0,7.0,21.0,11.0,5.0,21.0,13.0,17.0,7.0,8.0,2511.94
-64.0,16.0,-12.0,9.0,-12.0,-7.0,-4.0,14.0,5.0,-15.0,2.0,-22.0,6.0,-24.0,-1.0,-18.0,-4.0,-18.0,3.0,-24.0,-16.0,-5.0,-20.0,0.0,-21.0,-17.0,-12.0,-18.0,-6.0,-11.0,-11.0,-11.0,-4.0,-15.0,2.0,-10.0,-6.0,-6.0,-4.0,-8.0,-12.0,2.0,-9.0,-3.0,-10.0,-4.0,-5.0,-20.0,8.0,-18.0,11.0,-20.0,11.0,-19.0,12.0,-24.0,19.0,-18.0,18.0,-11.0,21.0,-26.0,25.0,26.0,24.0,-9.0,-13.0,27.0,-17.0,-6.0,23.0,-4.0,18.0,-8.0,18.0,20.0,2511.94
32.0,7.0,3.0,2.0,2.0,5.0,-1.0,0.0,15.0,-2.0,23.0,3.0,18.0,7.0,26.0,4.0,18.0,6.0,21.0,6.0,1.0,24.0,1.0,20.0,4.0,-1.0,23.0,-14.0,23.0,17.0,18.0,-12.0,-16.0,4.0,0.0,4.0,0.0,5.0,-2.0,13.0,1.0,5.0,4.0,8.0,10.0,0.0,7.0,12.0,7.0,20.0,4.0,27.0,4.0,26.0,6.0,24.0,-2.0,25.0,-5.0,31.0,-5.0,41.0,-8.0,0.0,-2.0,29.0,36.0,-15.0,31.0,24.0,-19.0,26.0,-9.0,30.0,-11.0,-6.0,2511.98
32.0,16.0,3.0,4.0,-7.0,10.0,-4.0,3.0,6.0,-17.0,5.0,-19.0,-2.0,-16.0,-3.0,-10.0,-4.0,-20.0,6.0,-24.0,-27.0,-1.0,-24.0,-9.0,-23.0,-15.0,-18.0,-18.0,-27.0,-15.0,-14.0,-4.0,2.0,-26.0,-9.0,-2.0,-12.0,5.0,-4.0,5.0,-14.0,8.0,-9.0,17.0,-4.0,11.0,16.0,1.0,19.0,-5.0,18.0,-2.0,26.0,2.0,27.0,1.0,30.0,4.0,33.0,4.0,27.0,5.0,37.0,31.0,31.0,8.0,13.0,31.0,10.0,15.0,24.0,7.0,16.0,7.0,14.0,23.0,2511.98
-15.0,7.0,-14.0,5.0,-14.0,3.0,-11.0,3.0,-1.0,-10.0,0.0,-16.0,0.0,-7.0,0.0,-23.0,-4.0,-14.0,2.0,-20.0,-22.0,1.0,-14.0,-11.0,-16.0,-26.0,-12.0,-15.0,-14.0,-8.0,-15.0,1.0,-2.0,-23.0,-5.0,-6.0,-4.0,-1.0,-7.0,-1.0,-5.0,-4.0,-6.0,8.0,-7.0,9.0,6.0,-17.0,10.0,-13.0,22.0,-14.0,32.0,-14.0,19.0,-15.0,23.0,-6.0,19.0,-12.0,22.0,-16.0,22.0,31.0,26.0,2.0,-2.0,28.0,2.0,-7.0,21.0,-2.0,19.0,-1.0,15.0,9.0,2511.99
-32.0,-13.0,9.0,-19.0,3.0,-25.0,-2.0,-10.0,-9.0,12.0,-23.0,-1.0,-16.0,18.0,-23.0,-5.0,-17.0,-1.0,-11.0,5.0,-4.0,-5.0,11.0,-13.0,4.0,8.0,-8.0,11.0,-15.0,1.0,0.0,10.0,6.0,7.0,-25.0,12.0,-24.0,14.0,-31.0,21.0,-28.0,18.0,-29.0,20.0,-24.0,22.0,19.0,-23.0,21.0,-20.0,13.0,-20.0,14.0,-16.0,17.0,-17.0,4.0,-10.0,7.0,-6.0,4.0,2.0,1.0,-9.0,-7.0,5.0,14.0,-11.0,7.0,16.0,-10.0,13.0,-9.0,-3.0,-26.0,-12.0,2512.05
0.0,18.0,26.0,17.0,15.0,-19.0,35.0,16.0,-19.0,41.0,-19.0,48.0,13.0,14.0,-20.0,12.0,-13.0,22.0,-19.0,22.0,26.0,-11.0,12.0,-9.0,17.0,22.0,0.0,19.0,5.0,15.0,14.0,12.0,9.0,22.0,-43.0,-28.0,-50.0,-27.0,-43.0,-32.0,-57.0,-33.0,-53.0,-27.0,-60.0,-28.0,-30.0,-48.0,-25.0,-36.0,-14.0,-39.0,-26.0,-39.0,-18.0,-29.0,-7.0,-29.0,-2.0,-19.0,-4.0,-16.0,-8.0,4.0,14.0,12.0,18.0,-12.0,30.0,12.0,4.0,47.0,9.0,38.0,22.0,-1.0,2512.06
0.0,43.0,25.0,30.0,28.0,49.0,8.0,43.0,52.0,4.0,-3.0,8.0,33.0,22.0,55.0,9.0,33.0,17.0,-6.0,21.0,23.0,12.0,19.0,9.0,19.0,4.0,12.0,6.0,15.0,16.0,19.0,-12.0,-13.0,3.0,34.0,-37.0,41.0,-43.0,36.0,-46.0,36.0,-46.0,41.0,-54.0,29.0,-51.0,-48.0,28.0,-51.0,18.0,-38.0,9.0,-36.0,8.0,-31.0,13.0,-33.0,7.0,-30.0,19.0,-22.0,-4.0,-4.0,9.0,23.0,24.0,-5.0,27.0,0.0,6.0,40.0,5.0,28.0,-1.0,54.0,45.0,2512.06
-79.0,19.0,-51.0,30.0,-23.0,-8.0,-38.0,45.0,37.0,-43.0,32.0,-32.0,53.0,1.0,28.0,-30.0,35.0,-14.0,-2.0,-25.0,-10.0,26.0,-11.0,5.0,-28.0,-14.0,-4.0,-16.0,-12.0,-3.0,-21.0,-11.0,-7.0,-18.0,23.0,-46.0,34.0,-39.0,35.0,-46.0,42.0,-41.0,38.0,-49.0,37.0,-41.0,-35.0,42.0,-40.0,31.0,-42.0,32.0,-26.0,27.0,-21.0,22.0,-15.0,25.0,-17.0,16.0,-7.0,14.0,6.0,5.0,-17.0,-18.0,-11.0,9.0,-27.0,-27.0,-5.0,-44.0,17.0,-37.0,18.0,34.0,2512.07
-15.0,-10.0,-17.0,-4.0,-21.0,-11.0,-23.0,-8.0,-9.0,-19.0,-3.0,-28.0,0.0,-17.0,-4.0,-18.0,-2.0,-17.0,-4.0,-9.0,-14.0,0.0,-14.0,-6.0,-12.0,-9.0,-6.0,1.0,-6.0,-12.0,-14.0,6.0,11.0,-10.0,24.0,20.0,26.0,19.0,28.0,17.0,25.0,19.0,30.0,20.0,25.0,20.0,19.0,24.0,18.0,24.0,21.0,22.0,10.0,20.0,13.0,18.0,6.0,9.0,10.0,8.0,6.0,1.0,-3.0,-3.0,-6.0,-5.0,-12.0,-11.0,-12.0,-10.0,-11.0,-15.0,-12.0,-15.0,-7.0,-16.0,2512.07
-79.0,8.0,-23.0,5.0,-25.0,4.0,-20.0,3.0,11.0,-18.0,10.0,-18.0,7.0,-19.0,-1.0,-15.0,14.0,-17.0,6.0,-14.0,-13.0,7.0,-11.0,5.0,-5.0,-11.0,0.0,-8.0,-2.0,-9.0,-11.0,-4.0,-7.0,-9.0,28.0,11.0,29.0,9.0,33.0,13.0,32.0,7.0,33.0,12.0,34.0,8.0,10.0,34.0,8.0,27.0,6.0,25.0,6.0,18.0,4.0,16.0,3.0,11.0,2.0,16.0,-3.0,6.0,6.0,2.0,0.0,-8.0,1.0,-6.0,-8.0,-19.0,2.0,-22.0,-1.0,-12.0,0.0,1.0,2512.08
-16.0,24.0,-1.0,29.0,-6.0,26.0,1.0,21.0,24.0,0.0,18.0,-1.0,21.0,7.0,19.0,3.0,21.0,4.0,20.0,6.0,0.0,17.0,3.0,13.0,-9.0,-5.0,8.0,-9.0,7.0,2.0,2.0,-16.0,-16.0,-5.0,18.0,-29.0,25.0,-28.0,17.0,-34.0,20.0,-36.0,16.0,-36.0,15.0,-35.0,-35.0,18.0,-33.0,17.0,-34.0,11.0,-27.0,10.0,-21.0,8.0,-25.0,10.0,-15.0,7.0,-8.0,-2.0,-8.0,3.0,2.0,-4.0,0.0,5.0,-5.0,-5.0,13.0,-8.0,15.0,-5.0,18.0,21.0,2512.08
-80.0,11.0,-15.0,9.0,-24.0,13.0,-19.0,12.0,9.0,-20.0,8.0,-16.0,14.0,-21.0,9.0,-19.0,15.0,-15.0,7.0,-12.0,-12.0,7.0,-12.0,4.0,-17.0,-16.0,-2.0,-12.0,-1.0,-9.0,-10.0,-6.0,1.0,-11.0,36.0,-2.0,38.0,-4.0,38.0,-4.0,37.0,0.0,37.0,-8.0,39.0,-5.0,-5.0,37.0,-7.0,30.0,-7.0,30.0,-7.0,26.0,-3.0,16.0,-4.0,15.0,-2.0,10.0,-9.0,7.0,-5.0,-2.0,4.0,-10.0,-5.0,10.0,-18.0,-19.0,3.0,-20.0,5.0,-23.0,7.0,6.0,2512.09
-32.0,3.0,-18.0,3.0,-18.0,-2.0,-17.0,1.0,7.0,-22.0,4.0,-18.0,8.0,-16.0,11.0,-15.0,4.0,-21.0,9.0,-16.0,-11.0,4.0,-13.0,3.0,-17.0,-9.0,-1.0,-8.0,-5.0,-7.0,-11.0,2.0,6.0,-8.0,34.0,0.0,28.0,-4.0,35.0,-3.0,30.0,-5.0,39.0,2.0,38.0,-5.0,-4.0,37.0,-4.0,27.0,-8.0,36.0,-4.0,21.0,1.0,12.0,-4.0,15.0,1.0,10.0,-1.0,5.0,-1.0,-5.0,2.0,-10.0,-12.0,-6.0,-17.0,-17.0,-2.0,-13.0,7.0,-19.0,2.0,2.0,2512.09
0.0,20.0,8.0,21.0,14.0,21.0,9.0,13.0,17.0,3.0,18.0,9.0,13.0,11.0,11.0,9.0,13.0,14.0,13.0,7.0,7.0,10.0,4.0,6.0,1.0,-1.0,8.0,-4.0,6.0,5.0,6.0,-7.0,-9.0,2.0,-4.0,-33.0,-4.0,-36.0,0.0,-34.0,-7.0,-38.0,-8.0,-36.0,-5.0,-37.0,-34.0,2.0,-36.0,-4.0,-31.0,1.0,-25.0,-2.0,-25.0,-4.0,-22.0,0.0,-19.0,0.0,-15.0,1.0,0.0,-4.0,6.0,-1.0,-2.0,7.0,-1.0,-1.0,17.0,4.0,13.0,4.0,18.0,21.0,2512.1
-64.0,-7.0,-3.0,-17.0,-5.0,-4.0,-5.0,-14.0,-5.0,5.0,-10.0,-2.0,-15.0,6.0,-14.0,3.0,-15.0,18.0,-18.0,13.0,9.0,-16.0,19.0,-20.0,16.0,15.0,-10.0,19.0,-7.0,-1.0,6.0,13.0,12.0,5.0,2.0,-7.0,2.0,-8.0,-2.0,-7.0,-6.0,-8.0,-8.0,-9.0,-16.0,-7.0,-10.0,-19.0,-9.0,-14.0,-8.0,-24.0,-12.0,-22.0,-9.0,-27.0,-12.0,-28.0,-6.0,-21.0,-7.0,-32.0,-5.0,0.0,-2.0,-30.0,-28.0,1.0,-23.0,-25.0,2.0,-24.0,3.0,-19.0,0.0,3.0,2512.13
32.0,1.0,11.0,4.0,6.0,7.0,7.0,11.0,11.0,-2.0,17.0,-5.0,16.0,-11.0,20.0,-6.0,18.0,-9.0,33.0,-6.0,-13.0,21.0,-14.0,22.0,-11.0,-13.0,10.0,-13.0,13.0,9.0,11.0,-20.0,-17.0,1.0,-7.0,6.0,-6.0,3.0,5.0,6.0,5.0,8.0,8.0,8.0,6.0,8.0,10.0,15.0,6.0,21.0,12.0,19.0,6.0,21.0,7.0,28.0,8.0,28.0,5.0,23.0,5.0,36.0,1.0,-3.0,1.0,33.0,26.0,-1.0,27.0,34.0,-8.0,25.0,-3.0,27.0,-12.0,-5.0,2512.14
-32.0,8.0,-2.0,-3.0,-9.0,1.0,-11.0,4.0,2.0,-16.0,-4.0,-9.0,-10.0,-13.0,-11.0,-10.0,-11.0,-21.0,-9.0,-14.0,-22.0,-12.0,-12.0,-18.0,-15.0,-10.0,-19.0,-11.0,-15.0,-12.0,-14.0,4.0,4.0,-19.0,0.0,-7.0,-7.0,-2.0,-5.0,-4.0,-6.0,0.0,-7.0,0.0,-14.0,4.0,13.0,-18.0,9.0,-22.0,13.0,-29.0,6.0,-13.0,17.0,-14.0,18.0,-15.0,18.0,-15.0,21.0,-13.0,22.0,30.0,21.0,-16.0,-8.0,22.0,-12.0,-15.0,26.0,0.0,20.0,-8.0,11.0,9.0,2512.14
64.0,8.0,15.0,5.0,2.0,-3.0,8.0,6.0,10.0,2.0,14.0,1.0,11.0,0.0,13.0,8.0,9.0,-7.0,16.0,5.0,-7.0,22.0,-10.0,23.0,-10.0,-14.0,20.0,-9.0,19.0,5.0,6.0,-16.0,-26.0,-1.0,9.0,7.0,11.0,2.0,6.0,1.0,9.0,0.0,16.0,-3.0,12.0,-7.0,-10.0,22.0,-9.0,19.0,-16.0,19.0,-18.0,26.0,-13.0,22.0,-25.0,21.0,-20.0,22.0,-22.0,17.0,-21.0,-27.0,-26.0,15.0,11.0,-24.0,16.0,14.0,-20.0,16.0,-22.0,16.0,-14.0,-17.0,2512.15
64.0,5.0,10.0,1.0,-1.0,8.0,1.0,5.0,3.0,-10.0,13.0,0.0,11.0,-12.0,16.0,-18.0,17.0,-11.0,29.0,-12.0,-15.0,15.0,-18.0,13.0,-14.0,-19.0,13.0,-21.0,4.0,6.0,6.0,-21.0,-14.0,-10.0,-6.0,4.0,-3.0,5.0,1.0,5.0,3.0,12.0,6.0,10.0,1.0,10.0,17.0,11.0,19.0,8.0,16.0,11.0,19.0,20.0,13.0,29.0,15.0,25.0,13.0,28.0,7.0,29.0,8.0,-1.0,4.0,27.0,27.0,4.0,20.0,20.0,1.0,15.0,2.0,17.0,6.0,5.0,2512.16
-32.0,-20.0,37.0,-30.0,49.0,0.0,26.0,3.0,1.0,21.0,-53.0,-1.0,-23.0,13.0,14.0,-1.0,-23.0,32.0,-38.0,6.0,16.0,-9.0,9.0,-9.0,15.0,13.0,-3.0,11.0,2.0,9.0,12.0,13.0,2.0,16.0,-55.0,26.0,-47.0,25.0,-59.0,26.0,-55.0,27.0,-37.0,42.0,-52.0,32.0,26.0,-39.0,23.0,-36.0,30.0,-45.0,21.0,-41.0,26.0,-30.0,16.0,-28.0,7.0,-23.0,8.0,-19.0,3.0,-11.0,-11.0,14.0,26.0,-2.0,34.0,28.0,-27.0,8.0,-16.0,19.0,6.0,3.0,2512.16
-48.0,-24.0,-4.0,0.0,-44.0,-14.0,-26.0,-22.0,-44.0,-25.0,-1.0,-22.0,-2.0,-20.0,-23.0,-40.0,6.0,-24.0,-9.0,-35.0,-32.0,3.0,-8.0,-11.0,-14.0,-23.0,-12.0,-14.0,-19.0,-9.0,-10.0,10.0,12.0,-14.0,46.0,29.0,38.0,30.0,51.0,31.0,45.0,37.0,51.0,37.0,51.0,30.0,38.0,44.0,28.0,40.0,32.0,32.0,29.0,28.0,16.0,19.0,23.0,22.0,8.0,14.0,5.0,5.0,1.0,-13.0,-2.0,-4.0,-24.0,-22.0,-28.0,-30.0,-9.0,-20.0,12.0,-27.0,-25.0,-23.0,2512.17
-64.0,-22.0,0.0,-25.0,1.0,-26.0,-2.0,-23.0,-24.0,-3.0,-25.0,-7.0,-19.0,-1.0,-21.0,-10.0,-16.0,-12.0,-20.0,-9.0,-10.0,-13.0,-10.0,-14.0,-1.0,0.0,-10.0,4.0,-10.0,-7.0,-7.0,6.0,15.0,0.0,-4.0,34.0,-9.0,38.0,-9.0,41.0,-6.0,43.0,-10.0,40.0,-4.0,36.0,39.0,-6.0,35.0,-8.0,32.0,-8.0,29.0,-1.0,22.0,0.0,26.0,-2.0,16.0,-8.0,9.0,-1.0,2.0,-2.0,-6.0,6.0,9.0,-15.0,2.0,3.0,-21.0,-1.0,-19.0,-2.0,-26.0,-26.0,2512.17
-32.0,-3.0,24.0,-3.0,21.0,-2.0,21.0,-1.0,-4.0,21.0,0.0,16.0,-9.0,21.0,-6.0,13.0,-7.0,11.0,-3.0,9.0,11.0,-5.0,12.0,-2.0,12.0,1.0,1.0,6.0,5.0,10.0,4.0,0.0,-6.0,10.0,-33.0,14.0,-34.0,14.0,-39.0,14.0,-36.0,14.0,-31.0,15.0,-33.0,8.0,12.0,-34.0,12.0,-30.0,7.0,-25.0,10.0,-22.0,8.0,-19.0,5.0,-16.0,3.0,-15.0,4.0,-8.0,6.0,4.0,0.0,11.0,8.0,2.0,7.0,13.0,-4.0,16.0,5.0,21.0,-4.0,-5.0,2512.18
-32.0,21.0,-12.0,21.0,-8.0,21.0,-7.0,17.0,21.0,-8.0,22.0,-5.0,20.0,-2.0,16.0,2.0,13.0,-6.0,16.0,2.0,4.0,11.0,-2.0,14.0,0.0,-5.0,2.0,-4.0,4.0,0.0,2.0,-14.0,-18.0,-1.0,21.0,-24.0,28.0,-28.0,23.0,-25.0,26.0,-29.0,22.0,-31.0,27.0,-26.0,-23.0,19.0,-28.0,21.0,-21.0,20.0,-20.0,15.0,-17.0,12.0,-19.0,7.0,-9.0,6.0,-10.0,6.0,4.0,-1.0,5.0,-5.0,-9.0,7.0,-11.0,-12.0,8.0,-5.0,15.0,-11.0,18.0,12.0,2512.18
-112.0,-7.0,16.0,11.0,6.0,3.0,-4.0,8.0,16.0,-6.0,8.0,-6.0,18.0,-4.0,16.0,-3.0,19.0,-6.0,14.0,-4.0,-12.0,20.0,-9.0,16.0,-12.0,-13.0,13.0,-14.0,13.0,6.0,-1.0,-17.0,-15.0,1.0,-2.0,10.0,-4.0,4.0,5.0,9.0,8.0,3.0,11.0,10.0,4.0,9.0,-5.0,19.0,8.0,20.0,2.0,19.0,4.0,17.0,0.0,28.0,11.0,24.0,0.0,22.0,-3.0,25.0,-5.0,-4.0,-3.0,18.0,19.0,-13.0,20.0,25.0,1.0,22.0,6.0,17.0,-5.0,-6.0,2512.19
-64.0,-12.0,9.0,-33.0,10.0,-59.0,9.0,-40.0,-52.0,24.0,-44.0,-12.0,-25.0,-15.0,-18.0,5.0,-7.0,-11.0,-28.0,-21.0,-13.0,-30.0,-10.0,-17.0,8.0,11.0,-8.0,13.0,-15.0,-4.0,-5.0,15.0,9.0,20.0,40.0,24.0,42.0,32.0,39.0,30.0,40.0,28.0,44.0,30.0,35.0,33.0,39.0,33.0,36.0,33.0,32.0,29.0,32.0,35.0,25.0,18.0,25.0,14.0,15.0,0.0,18.0,9.0,14.0,-5.0,-6.0,-5.0,2.0,-36.0,-2.0,-10.0,-6.0,-10.0,-41.0,-17.0,-17.0,-19.0,2512.25
0.0,-16.0,-16.0,9.0,-49.0,-4.0,-40.0,-18.0,24.0,-33.0,11.0,-36.0,3.0,-41.0,-25.0,-54.0,-2.0,-44.0,-5.0,-20.0,-34.0,6.0,-23.0,2.0,-26.0,-27.0,6.0,-15.0,1.0,-14.0,-16.0,5.0,12.0,-19.0,42.0,24.0,41.0,23.0,43.0,24.0,45.0,25.0,47.0,21.0,52.0,20.0,26.0,43.0,19.0,36.0,19.0,37.0,16.0,27.0,25.0,29.0,15.0,28.0,18.0,16.0,0.0,16.0,2.0,-2.0,-14.0,0.0,4.0,-29.0,-17.0,-21.0,-9.0,-5.0,-16.0,-22.0,-4.0,-8.0,2512.26
-64.0,-16.0,82.0,1.0,35.0,-19.0,34.0,-28.0,1.0,37.0,-15.0,27.0,-10.0,30.0,-21.0,42.0,-29.0,11.0,0.0,13.0,17.0,1.0,1.0,-8.0,24.0,5.0,-11.0,16.0,1.0,3.0,13.0,-4.0,-17.0,23.0,-24.0,39.0,-23.0,45.0,-29.0,46.0,-22.0,45.0,-41.0,47.0,-25.0,47.0,44.0,-35.0,36.0,-25.0,41.0,-29.0,36.0,-31.0,29.0,-27.0,21.0,-15.0,6.0,-15.0,9.0,-8.0,-6.0,4.0,-1.0,16.0,1.0,-3.0,20.0,4.0,-25.0,47.0,10.0,36.0,-13.0,-18.0,2512.27
0.0,-17.0,-21.0,-60.0,-6.0,-52.0,7.0,-41.0,-46.0,-11.0,-32.0,-19.0,-26.0,-10.0,-26.0,-9.0,-25.0,-3.0,-35.0,-20.0,5.0,-35.0,-17.0,-12.0,-11.0,-7.0,-4.0,-10.0,-10.0,-5.0,-2.0,11.0,16.0,5.0,35.0,31.0,40.0,44.0,31.0,40.0,44.0,45.0,39.0,39.0,36.0,45.0,31.0,34.0,40.0,31.0,37.0,32.0,29.0,27.0,38.0,29.0,29.0,28.0,26.0,2.0,8.0,4.0,14.0,3.0,5.0,4.0,-3.0,-12.0,-2.0,20.0,-8.0,6.0,-39.0,0.0,-22.0,-15.0,2512.27
-64.0,41.0,0.0,22.0,-24.0,49.0,16.0,59.0,45.0,-11.0,9.0,11.0,27.0,-1.0,2.0,22.0,60.0,10.0,14.0,-2.0,-8.0,17.0,-15.0,19.0,3.0,5.0,8.0,-13.0,1.0,7.0,-13.0,-12.0,-14.0,-14.0,-46.0,-11.0,-52.0,-17.0,-43.0,-17.0,-52.0,-17.0,-53.0,-19.0,-41.0,-25.0,-38.0,-55.0,-21.0,-44.0,-22.0,-38.0,-35.0,-36.0,-24.0,-27.0,-41.0,-21.0,-16.0,0.0,-16.0,-12.0,-9.0,1.0,12.0,27.0,-2.0,8.0,-1.0,10.0,8.0,9.0,15.0,-12.0,43.0,29.0,2512.28
0.0,-10.0,25.0,-13.0,25.0,16.0,17.0,0.0,-17.0,19.0,-26.0,36.0,4.0,37.0,20.0,43.0,8.0,2.0,-14.0,23.0,5.0,-16.0,26.0,-5.0,16.0,15.0,-1.0,9.0,1.0,8.0,5.0,5.0,-8.0,29.0,-56.0,-10.0,-60.0,-11.0,-46.0,2.0,-53.0,-6.0,-51.0,-5.0,-63.0,0.0,-3.0,-55.0,-2.0,-41.0,-6.0,-39.0,-8.0,-31.0,4.0,-22.0,-3.0,-27.0,-3.0,-14.0,-5.0,-9.0,-4.0,3.0,-2.0,-14.0,-1.0,-4.0,14.0,21.0,15.0,16.0,-10.0,10.0,16.0,26.0,2512.28
0.0,14.0,-21.0,15.0,-18.0,16.0,-15.0,15.0,19.0,-12.0,15.0,-13.0,16.0,-17.0,18.0,-8.0,17.0,-7.0,17.0,-8.0,-7.0,14.0,-8.0,11.0,-5.0,-7.0,6.0,-10.0,-1.0,-3.0,-7.0,-12.0,-3.0,-12.0,25.0,-20.0,27.0,-14.0,28.0,-20.0,28.0,-20.0,29.0,-20.0,29.0,-18.0,-21.0,29.0,-16.0,23.0,-13.0,21.0,-12.0,23.0,-16.0,18.0,-13.0,23.0,-11.0,12.0,-10.0,5.0,-3.0,-2.0,0.0,-7.0,-13.0,8.0,-14.0,-14.0,5.0,-21.0,8.0,-25.0,12.0,13.0,2512.29
-64.0,-16.0,13.0,-23.0,14.0,-26.0,15.0,-26.0,-20.0,13.0,-18.0,16.0,-20.0,11.0,-22.0,5.0,-21.0,1.0,-10.0,0.0,6.0,-8.0,7.0,-15.0,8.0,7.0,-1.0,4.0,-3.0,2.0,7.0,8.0,9.0,11.0,-13.0,28.0,-9.0,29.0,-20.0,32.0,-21.0,28.0,-17.0,32.0,-13.0,27.0,32.0,-15.0,25.0,-16.0,27.0,-10.0,23.0,-10.0,22.0,-6.0,17.0,-10.0,7.0,-3.0,8.0,-6.0,-1.0,-2.0,0.0,0.0,9.0,-5.0,6.0,9.0,-10.0,16.0,-14.0,11.0,-16.0,-16.0,2512.29
-64.0,-5.0,-31.0,-7.0,-20.0,-6.0,-25.0,1.0,-1.0,-20.0,-1.0,-29.0,-4.0,-24.0,3.0,-24.0,3.0,-24.0,-1.0,-14.0,-14.0,2.0,-9.0,1.0,-15.0,-7.0,-4.0,-6.0,-3.0,-10.0,-11.0,4.0,4.0,-16.0,28.0,16.0,35.0,9.0,39.0,13.0,31.0,16.0,32.0,4.0,37.0,12.0,11.0,30.0,9.0,26.0,19.0,26.0,5.0,27.0,13.0,22.0,11.0,11.0,10.0,10.0,5.0,11.0,0.0,0.0,-5.0,-10.0,-7.0,-2.0,-13.0,-23.0,-8.0,-14.0,-11.0,-27.0,-2.0,-11.0,2512.3
0.0,-21.0,-17.0,-23.0,-14.0,-15.0,-12.0,-17.0,-13.0,-12.0,-18.0,-21.0,-15.0,-11.0,-14.0,-14.0,-11.0,-16.0,-17.0,-13.0,-5.0,-12.0,-10.0,-6.0,-5.0,0.0,-5.0,-1.0,-9.0,-2.0,-8.0,14.0,11.0,-5.0,21.0,16.0,23.0,24.0,25.0,22.0,23.0,27.0,26.0,22.0,32.0,24.0,28.0,20.0,23.0,18.0,22.0,18.0,18.0,17.0,12.0,16.0,13.0,13.0,17.0,7.0,11.0,3.0,5.0,-2.0,-3.0,-1.0,-4.0,-15.0,-7.0,-4.0,-16.0,-10.0,-17.0,-7.0,-17.0,-20.0,2512.3
0.0,-11.0,3.0,-10.0,0.0,-6.0,-1.0,-9.0,-3.0,12.0,0.0,10.0,-13.0,16.0,1.0,17.0,5.0,25.0,-2.0,21.0,28.0,3.0,21.0,2.0,25.0,23.0,13.0,19.0,11.0,15.0,11.0,9.0,-1.0,17.0,12.0,-2.0,1.0,-5.0,4.0,-6.0,5.0,-11.0,-1.0,-20.0,4.0,-15.0,-22.0,1.0,-26.0,-4.0,-28.0,-9.0,-24.0,-11.0,-26.0,-16.0,-35.0,-12.0,-32.0,-17.0,-31.0,-18.0,-31.0,-32.0,-21.0,-22.0,-25.0,-33.0,-20.0,-19.0,-26.0,-20.0,-17.0,-19.0,-16.0,-20.0,2512.31
