subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_29,subcarrier_30,subcarrier_32,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_90,subcarrier_91,subcarrier_93,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_100,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
120.0,-128.0,7.0,3.0,-4.0,9.0,-3.0,5.0,3.0,-11.0,-6.0,-2.0,-4.0,1.0,7.0,-1.0,14.0,-10.0,11.0,-14.0,19.0,-11.0,-21.0,22.0,20.0,-19.0,-17.0,-24.0,25.0,-19.0,17.0,-20.0,19.0,-18.0,-16.0,9.0,-18.0,-1.0,8.0,-16.0,-5.0,-16.0,-2.0,-15.0,-5.0,-9.0,1.0,-11.0,6.0,-8.0,6.0,-12.0,6.0,1.0,6.0,4.0,8.0,1.0,10.0,15.0,19.0,5.0,14.0,19.0,20.0,26.0,23.0,21.0,23.0,24.0,17.0,23.0,6.0,25.0,7.0,27.0,3.0,38.0,8.0,28.0,5.0,18.0,-2.0,26.0,-8.0,26.0,8.0,17.0,3.0,1934.54
-116.0,-64.0,8.0,9.0,-12.0,5.0,-3.0,15.0,9.0,-15.0,22.0,3.0,10.0,-8.0,12.0,12.0,26.0,-5.0,14.0,-1.0,19.0,-1.0,-24.0,17.0,23.0,-23.0,-24.0,-25.0,15.0,-26.0,15.0,-18.0,8.0,-21.0,-17.0,6.0,-23.0,0.0,0.0,-17.0,-4.0,-19.0,0.0,-17.0,-10.0,-6.0,12.0,-6.0,8.0,-4.0,10.0,9.0,12.0,4.0,6.0,14.0,12.0,13.0,10.0,10.0,15.0,5.0,14.0,9.0,28.0,29.0,-1.0,31.0,3.0,43.0,11.0,35.0,4.0,30.0,1.0,21.0,6.0,27.0,-1.0,31.0,-13.0,41.0,-12.0,20.0,-10.0,16.0,-16.0,23.0,-9.0,1934.55
98.0,32.0,6.0,8.0,0.0,11.0,2.0,-10.0,8.0,2.0,3.0,0.0,2.0,0.0,5.0,4.0,9.0,1.0,22.0,-1.0,24.0,-7.0,-6.0,19.0,25.0,-7.0,-8.0,-13.0,19.0,-8.0,18.0,-16.0,16.0,-12.0,-26.0,6.0,-19.0,14.0,7.0,-17.0,6.0,-15.0,0.0,-12.0,0.0,-11.0,1.0,-7.0,8.0,0.0,7.0,-2.0,11.0,-1.0,8.0,-3.0,14.0,1.0,4.0,14.0,19.0,17.0,8.0,15.0,26.0,22.0,6.0,23.0,10.0,30.0,15.0,27.0,9.0,34.0,2.0,28.0,4.0,25.0,2.0,34.0,7.0,16.0,0.0,23.0,-13.0,23.0,-9.0,23.0,-1.0,1934.56
108.0,-64.0,6.0,5.0,2.0,-3.0,10.0,-6.0,14.0,-8.0,3.0,4.0,0.0,-3.0,2.0,-12.0,-6.0,-13.0,-10.0,-7.0,-5.0,-17.0,-18.0,-18.0,-16.0,-14.0,-19.0,-11.0,-18.0,-11.0,-29.0,-7.0,-24.0,-3.0,-1.0,-22.0,8.0,-18.0,-19.0,5.0,-14.0,9.0,-14.0,9.0,-18.0,-6.0,-4.0,-13.0,-4.0,-6.0,7.0,-13.0,3.0,-5.0,6.0,-10.0,8.0,-14.0,-13.0,22.0,21.0,25.0,-4.0,26.0,-6.0,-2.0,27.0,-11.0,27.0,4.0,31.0,-1.0,23.0,-5.0,37.0,-3.0,26.0,0.0,24.0,3.0,33.0,13.0,25.0,7.0,29.0,6.0,21.0,1.0,17.0,1934.58
94.0,-32.0,5.0,-7.0,18.0,-5.0,15.0,-2.0,17.0,-10.0,19.0,-11.0,17.0,-11.0,25.0,-9.0,20.0,-16.0,19.0,-9.0,17.0,-10.0,-13.0,21.0,20.0,-12.0,-11.0,-10.0,17.0,-10.0,15.0,-13.0,13.0,-10.0,-7.0,9.0,-3.0,6.0,3.0,1.0,3.0,2.0,1.0,5.0,-1.0,23.0,-24.0,23.0,-23.0,21.0,-26.0,23.0,-26.0,21.0,-26.0,19.0,-28.0,21.0,19.0,-24.0,-24.0,-20.0,16.0,-19.0,11.0,11.0,-12.0,4.0,-5.0,4.0,-4.0,4.0,-1.0,-2.0,6.0,2.0,4.0,0.0,9.0,-3.0,9.0,0.0,11.0,-4.0,13.0,-3.0,13.0,-2.0,15.0,1934.58
-126.0,32.0,8.0,-47.0,-1.0,-50.0,5.0,-59.0,13.0,-48.0,10.0,-48.0,10.0,-70.0,1.0,-47.0,5.0,-64.0,14.0,-75.0,6.0,-57.0,-57.0,15.0,6.0,-62.0,-55.0,-48.0,-2.0,-40.0,8.0,-41.0,3.0,-36.0,-24.0,13.0,-13.0,7.0,5.0,0.0,3.0,5.0,7.0,2.0,4.0,73.0,25.0,82.0,25.0,85.0,22.0,82.0,23.0,79.0,32.0,76.0,15.0,79.0,71.0,20.0,13.0,8.0,67.0,4.0,49.0,31.0,4.0,37.0,3.0,15.0,12.0,11.0,13.0,2.0,-4.0,-1.0,17.0,-10.0,11.0,-15.0,2.0,-28.0,5.0,-27.0,23.0,-24.0,17.0,-45.0,16.0,1934.59
124.0,-63.0,23.0,38.0,11.0,53.0,14.0,50.0,25.0,43.0,15.0,42.0,29.0,51.0,29.0,48.0,29.0,55.0,32.0,50.0,36.0,56.0,56.0,36.0,31.0,46.0,40.0,31.0,22.0,40.0,29.0,31.0,21.0,25.0,23.0,10.0,14.0,3.0,0.0,3.0,-3.0,-5.0,-11.0,8.0,-4.0,-42.0,-79.0,-27.0,-73.0,-31.0,-78.0,-38.0,-81.0,-38.0,-73.0,-36.0,-68.0,-44.0,-42.0,-69.0,-64.0,-66.0,-45.0,-60.0,-29.0,-22.0,-36.0,-6.0,-20.0,-5.0,-18.0,-3.0,-12.0,9.0,9.0,-6.0,-1.0,21.0,12.0,20.0,16.0,17.0,14.0,40.0,15.0,44.0,19.0,35.0,24.0,1934.6
-98.0,-32.0,9.0,-24.0,5.0,-25.0,9.0,-16.0,4.0,-18.0,11.0,-31.0,9.0,-26.0,6.0,-27.0,5.0,-24.0,6.0,-22.0,4.0,-24.0,-24.0,4.0,5.0,-25.0,-24.0,-23.0,3.0,-19.0,3.0,-17.0,3.0,-14.0,-12.0,2.0,-12.0,-2.0,2.0,-3.0,4.0,-2.0,1.0,2.0,3.0,37.0,7.0,34.0,7.0,37.0,3.0,32.0,4.0,39.0,4.0,37.0,3.0,32.0,34.0,4.0,3.0,-1.0,27.0,3.0,18.0,13.0,1.0,13.0,3.0,0.0,2.0,2.0,-1.0,1.0,-3.0,-3.0,2.0,-5.0,5.0,-14.0,-1.0,-17.0,6.0,-15.0,8.0,-21.0,8.0,-12.0,5.0,1934.6
94.0,-32.0,5.0,14.0,13.0,17.0,15.0,12.0,17.0,16.0,18.0,13.0,16.0,10.0,23.0,12.0,18.0,16.0,24.0,14.0,19.0,15.0,15.0,22.0,21.0,12.0,12.0,9.0,18.0,6.0,16.0,9.0,14.0,7.0,3.0,9.0,2.0,7.0,3.0,3.0,2.0,4.0,1.0,2.0,-1.0,-15.0,-31.0,-18.0,-34.0,-18.0,-35.0,-19.0,-35.0,-18.0,-35.0,-18.0,-31.0,-17.0,-19.0,-26.0,-30.0,-25.0,-15.0,-21.0,-11.0,-6.0,-14.0,-5.0,-8.0,-2.0,-5.0,0.0,-1.0,2.0,2.0,-1.0,4.0,5.0,3.0,0.0,11.0,3.0,8.0,16.0,11.0,15.0,7.0,16.0,10.0,1934.61
-128.0,0.0,8.0,-14.0,17.0,-12.0,14.0,-16.0,21.0,-15.0,16.0,-22.0,17.0,-19.0,12.0,-18.0,18.0,-18.0,13.0,-18.0,14.0,-23.0,-26.0,14.0,16.0,-17.0,-24.0,-16.0,8.0,-8.0,7.0,-12.0,10.0,-13.0,-10.0,7.0,-6.0,9.0,1.0,-1.0,8.0,-3.0,5.0,8.0,5.0,29.0,-22.0,27.0,-23.0,29.0,-30.0,25.0,-25.0,26.0,-25.0,26.0,-23.0,27.0,26.0,-26.0,-19.0,-20.0,11.0,-18.0,23.0,11.0,-13.0,6.0,-2.0,17.0,-3.0,0.0,3.0,-5.0,-6.0,-9.0,3.0,-6.0,3.0,-12.0,12.0,-3.0,13.0,-9.0,14.0,-13.0,14.0,-7.0,12.0,1934.61
94.0,-32.0,5.0,-48.0,-29.0,-43.0,-22.0,-38.0,-36.0,-39.0,-41.0,-39.0,-35.0,-59.0,-43.0,-41.0,-44.0,-26.0,-51.0,-50.0,-39.0,-41.0,-51.0,-50.0,-38.0,-44.0,-42.0,-31.0,-31.0,-27.0,-30.0,-27.0,-26.0,-27.0,-17.0,-19.0,-17.0,-13.0,-10.0,-10.0,-1.0,0.0,2.0,-4.0,10.0,53.0,74.0,51.0,65.0,47.0,71.0,49.0,66.0,53.0,70.0,53.0,67.0,55.0,44.0,56.0,54.0,49.0,35.0,47.0,32.0,20.0,22.0,18.0,25.0,11.0,21.0,2.0,-3.0,-11.0,11.0,-3.0,0.0,-6.0,-10.0,-17.0,-12.0,-20.0,-10.0,-26.0,-19.0,-30.0,-24.0,-35.0,-19.0,1934.62
94.0,-32.0,5.0,12.0,15.0,12.0,16.0,14.0,12.0,14.0,17.0,15.0,20.0,5.0,21.0,11.0,19.0,16.0,20.0,10.0,24.0,16.0,15.0,20.0,19.0,10.0,12.0,8.0,17.0,7.0,18.0,9.0,17.0,5.0,4.0,12.0,3.0,6.0,6.0,2.0,-1.0,3.0,0.0,1.0,-7.0,-4.0,-36.0,-2.0,-39.0,-2.0,-38.0,-3.0,-38.0,-5.0,-39.0,-6.0,-39.0,-7.0,-5.0,-34.0,-34.0,-29.0,-5.0,-27.0,-6.0,-2.0,-16.0,-2.0,-5.0,1.0,-3.0,-2.0,-1.0,-3.0,-5.0,4.0,2.0,5.0,4.0,5.0,10.0,13.0,6.0,5.0,10.0,13.0,10.0,8.0,11.0,1934.62
120.0,-128.0,7.0,-21.0,44.0,-42.0,41.0,-32.0,37.0,-43.0,42.0,-37.0,36.0,-48.0,45.0,-39.0,33.0,-31.0,35.0,-50.0,41.0,-31.0,-43.0,42.0,48.0,-45.0,-45.0,-31.0,31.0,-26.0,26.0,-29.0,22.0,-19.0,-22.0,21.0,-11.0,14.0,11.0,-4.0,11.0,4.0,3.0,12.0,1.0,76.0,-25.0,79.0,-21.0,77.0,-22.0,84.0,-31.0,83.0,-35.0,81.0,-36.0,73.0,67.0,-38.0,-25.0,-33.0,50.0,-25.0,30.0,30.0,-15.0,33.0,-8.0,16.0,3.0,3.0,7.0,-6.0,10.0,4.0,3.0,-12.0,20.0,-10.0,18.0,-21.0,23.0,-26.0,30.0,-33.0,32.0,-33.0,28.0,1934.63
-116.0,-64.0,8.0,21.0,50.0,15.0,55.0,0.0,51.0,1.0,51.0,1.0,48.0,7.0,67.0,9.0,61.0,-3.0,43.0,7.0,66.0,-3.0,2.0,63.0,56.0,2.0,1.0,-3.0,46.0,-2.0,40.0,-3.0,34.0,11.0,-4.0,24.0,-1.0,13.0,11.0,4.0,6.0,3.0,2.0,11.0,-8.0,20.0,-72.0,25.0,-77.0,15.0,-79.0,12.0,-82.0,14.0,-87.0,11.0,-80.0,3.0,12.0,-79.0,-77.0,-58.0,4.0,-58.0,9.0,3.0,-26.0,5.0,-28.0,5.0,-12.0,2.0,-9.0,16.0,0.0,2.0,12.0,-1.0,7.0,9.0,24.0,19.0,28.0,7.0,26.0,14.0,32.0,19.0,43.0,1934.64
120.0,-128.0,7.0,10.0,0.0,5.0,4.0,5.0,1.0,1.0,-1.0,-4.0,3.0,-1.0,14.0,2.0,8.0,-6.0,9.0,-1.0,16.0,-11.0,-6.0,18.0,18.0,-5.0,-14.0,-9.0,11.0,-19.0,21.0,-13.0,13.0,-15.0,-18.0,5.0,-9.0,5.0,2.0,-14.0,0.0,-10.0,-3.0,-13.0,-5.0,-7.0,15.0,-4.0,4.0,-5.0,9.0,1.0,8.0,5.0,7.0,5.0,8.0,8.0,8.0,7.0,1.0,1.0,19.0,0.0,29.0,23.0,8.0,26.0,-4.0,24.0,-3.0,29.0,0.0,28.0,-6.0,25.0,-6.0,23.0,-8.0,21.0,-13.0,21.0,-11.0,20.0,-11.0,15.0,-14.0,19.0,-8.0,1934.64
-50.0,-32.0,12.0,12.0,10.0,5.0,2.0,-1.0,8.0,-7.0,-5.0,-6.0,5.0,-8.0,-3.0,-9.0,4.0,-21.0,7.0,-16.0,1.0,-15.0,-17.0,-4.0,-2.0,-31.0,-25.0,-25.0,-9.0,-26.0,-8.0,-20.0,-9.0,-20.0,-13.0,-17.0,-12.0,-14.0,-16.0,-9.0,-11.0,0.0,-22.0,2.0,-13.0,-12.0,0.0,-10.0,2.0,-5.0,4.0,-13.0,9.0,-7.0,9.0,-4.0,4.0,-2.0,-1.0,19.0,16.0,21.0,1.0,24.0,8.0,2.0,30.0,12.0,23.0,21.0,25.0,17.0,19.0,13.0,28.0,18.0,26.0,18.0,28.0,19.0,27.0,24.0,19.0,19.0,12.0,15.0,16.0,11.0,11.0,1934.65
-30.0,32.0,14.0,-8.0,-10.0,-12.0,-6.0,3.0,-10.0,-7.0,-2.0,3.0,-6.0,0.0,4.0,13.0,-8.0,14.0,-15.0,25.0,-3.0,16.0,19.0,-12.0,-8.0,23.0,12.0,25.0,-6.0,25.0,-3.0,25.0,2.0,19.0,19.0,3.0,20.0,-1.0,6.0,9.0,11.0,14.0,8.0,12.0,14.0,-2.0,2.0,0.0,9.0,3.0,2.0,5.0,9.0,9.0,5.0,8.0,4.0,8.0,11.0,-6.0,-6.0,-17.0,6.0,-14.0,7.0,6.0,-32.0,6.0,-29.0,0.0,-42.0,9.0,-29.0,-9.0,-30.0,-3.0,-38.0,-2.0,-28.0,-15.0,-19.0,-11.0,-23.0,-8.0,-18.0,-17.0,-22.0,-4.0,-19.0,1934.68
120.0,-128.0,7.0,10.0,-19.0,8.0,-14.0,17.0,-17.0,14.0,-17.0,20.0,-14.0,16.0,-19.0,15.0,-11.0,17.0,-11.0,18.0,-15.0,17.0,20.0,-13.0,-13.0,20.0,20.0,21.0,-10.0,18.0,-10.0,15.0,-9.0,11.0,9.0,-9.0,7.0,-5.0,-4.0,1.0,-2.0,-1.0,-4.0,-4.0,-3.0,-28.0,24.0,-29.0,26.0,-29.0,25.0,-29.0,28.0,-28.0,24.0,-27.0,26.0,-28.0,-23.0,26.0,25.0,23.0,-18.0,19.0,-15.0,-11.0,10.0,-7.0,4.0,-6.0,3.0,-5.0,3.0,0.0,-2.0,-2.0,-5.0,5.0,-10.0,0.0,-13.0,4.0,-14.0,5.0,-18.0,8.0,-17.0,1.0,-14.0,1934.68
-75.0,80.0,11.0,-37.0,-38.0,-18.0,-42.0,-35.0,-47.0,-48.0,-50.0,-30.0,-45.0,-38.0,-58.0,-26.0,-46.0,-36.0,-52.0,-28.0,-53.0,-32.0,-18.0,-55.0,-52.0,-13.0,-22.0,-18.0,-38.0,-13.0,-37.0,-5.0,-32.0,-9.0,-14.0,-23.0,-12.0,-18.0,-7.0,-7.0,-4.0,3.0,0.0,6.0,14.0,-6.0,88.0,-4.0,83.0,0.0,88.0,-4.0,98.0,4.0,98.0,4.0,94.0,1.0,9.0,87.0,81.0,74.0,10.0,72.0,1.0,-7.0,37.0,-6.0,38.0,-5.0,18.0,3.0,1.0,-9.0,-5.0,-10.0,-5.0,-15.0,-12.0,-3.0,-7.0,-20.0,-20.0,-29.0,-38.0,-33.0,-21.0,-29.0,-26.0,1934.69
-128.0,0.0,8.0,24.0,-4.0,23.0,-4.0,23.0,0.0,19.0,1.0,19.0,-3.0,16.0,1.0,19.0,3.0,21.0,1.0,17.0,5.0,21.0,22.0,5.0,6.0,21.0,22.0,20.0,4.0,16.0,5.0,15.0,3.0,13.0,8.0,1.0,7.0,-1.0,-1.0,1.0,-3.0,-3.0,-3.0,-3.0,-6.0,-33.0,-22.0,-31.0,-23.0,-31.0,-21.0,-33.0,-19.0,-33.0,-20.0,-34.0,-16.0,-32.0,-32.0,-15.0,-13.0,-13.0,-25.0,-13.0,-21.0,-11.0,-6.0,-12.0,-5.0,-6.0,-8.0,-2.0,-5.0,0.0,-3.0,4.0,-7.0,10.0,-2.0,11.0,-6.0,15.0,-2.0,14.0,-8.0,16.0,-9.0,14.0,-6.0,1934.7
-79.0,16.0,11.0,11.0,20.0,8.0,22.0,7.0,20.0,1.0,22.0,3.0,18.0,4.0,16.0,0.0,23.0,-3.0,19.0,1.0,18.0,1.0,0.0,24.0,26.0,1.0,1.0,1.0,20.0,3.0,23.0,-2.0,15.0,-1.0,0.0,12.0,0.0,9.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-4.0,13.0,-34.0,15.0,-38.0,11.0,-37.0,10.0,-39.0,11.0,-36.0,10.0,-38.0,7.0,4.0,-35.0,-33.0,-28.0,3.0,-27.0,3.0,0.0,-14.0,2.0,-9.0,1.0,-7.0,1.0,-3.0,1.0,2.0,6.0,2.0,4.0,7.0,5.0,12.0,7.0,8.0,4.0,12.0,3.0,16.0,6.0,15.0,1934.7
-99.0,-48.0,9.0,-25.0,-40.0,-17.0,-53.0,-13.0,-44.0,-14.0,-50.0,-7.0,-53.0,3.0,-49.0,-3.0,-59.0,10.0,-56.0,12.0,-55.0,-6.0,4.0,-60.0,-60.0,4.0,11.0,8.0,-40.0,18.0,-46.0,8.0,-34.0,12.0,9.0,-27.0,-4.0,-18.0,-18.0,-10.0,-5.0,-5.0,2.0,-10.0,6.0,-34.0,92.0,-26.0,83.0,-24.0,78.0,-26.0,93.0,-23.0,85.0,-19.0,87.0,-29.0,-17.0,80.0,82.0,73.0,-6.0,67.0,-2.0,-11.0,34.0,-17.0,33.0,-25.0,3.0,-5.0,-1.0,-12.0,6.0,-12.0,-13.0,-18.0,-21.0,-7.0,-24.0,1.0,-39.0,-11.0,-47.0,-37.0,-38.0,-32.0,-37.0,1934.71
-50.0,-32.0,12.0,-34.0,13.0,-38.0,10.0,-43.0,18.0,-48.0,21.0,-53.0,-3.0,-59.0,1.0,-55.0,1.0,-53.0,-3.0,-54.0,-2.0,-64.0,-60.0,-4.0,-3.0,-50.0,-57.0,-50.0,-2.0,-35.0,1.0,-38.0,1.0,-39.0,-27.0,-2.0,-19.0,-4.0,6.0,-6.0,14.0,11.0,1.0,9.0,2.0,78.0,48.0,71.0,55.0,79.0,44.0,83.0,47.0,80.0,47.0,86.0,34.0,89.0,76.0,31.0,29.0,11.0,59.0,29.0,46.0,27.0,21.0,22.0,6.0,22.0,16.0,15.0,6.0,-3.0,10.0,-15.0,5.0,-20.0,11.0,-48.0,4.0,-38.0,23.0,-34.0,19.0,-39.0,20.0,-47.0,17.0,1934.71
-30.0,32.0,14.0,-47.0,23.0,-50.0,8.0,-37.0,8.0,-48.0,6.0,-55.0,-9.0,-58.0,15.0,-53.0,1.0,-46.0,-11.0,-64.0,3.0,-55.0,-64.0,-10.0,-5.0,-56.0,-60.0,-51.0,-9.0,-38.0,-5.0,-43.0,-5.0,-40.0,-27.0,2.0,-16.0,-2.0,2.0,-4.0,6.0,6.0,9.0,8.0,9.0,80.0,38.0,84.0,31.0,87.0,27.0,92.0,31.0,88.0,32.0,89.0,19.0,86.0,91.0,21.0,21.0,9.0,63.0,6.0,41.0,42.0,14.0,36.0,12.0,16.0,22.0,1.0,6.0,1.0,14.0,-9.0,11.0,-22.0,21.0,-21.0,-1.0,-33.0,16.0,-47.0,9.0,-42.0,20.0,-48.0,12.0,1934.72
-98.0,-32.0,9.0,-11.0,-19.0,-8.0,-20.0,-10.0,-17.0,-7.0,-18.0,-9.0,-22.0,-7.0,-22.0,-5.0,-19.0,-6.0,-24.0,-4.0,-23.0,-5.0,-7.0,-25.0,-28.0,-8.0,-5.0,-5.0,-21.0,-4.0,-20.0,-6.0,-16.0,-4.0,-5.0,-10.0,-3.0,-11.0,-4.0,-2.0,-2.0,-5.0,1.0,-3.0,2.0,-5.0,36.0,-9.0,36.0,-6.0,34.0,-4.0,38.0,-3.0,37.0,-1.0,38.0,0.0,-1.0,32.0,31.0,27.0,2.0,28.0,-1.0,1.0,15.0,-1.0,11.0,-3.0,5.0,-3.0,0.0,-4.0,0.0,-5.0,-5.0,-7.0,-8.0,-9.0,-9.0,-9.0,-12.0,-9.0,-13.0,-15.0,-15.0,-9.0,-14.0,1934.73
94.0,-32.0,5.0,-17.0,13.0,-16.0,14.0,-19.0,13.0,-20.0,14.0,-22.0,13.0,-21.0,10.0,-23.0,12.0,-23.0,8.0,-23.0,12.0,-26.0,-23.0,9.0,8.0,-27.0,-24.0,-23.0,7.0,-23.0,9.0,-18.0,6.0,-12.0,-11.0,6.0,-9.0,5.0,1.0,0.0,4.0,2.0,3.0,4.0,3.0,38.0,-9.0,41.0,-9.0,41.0,-10.0,41.0,-10.0,38.0,-11.0,40.0,-13.0,39.0,37.0,-15.0,-13.0,-14.0,27.0,-12.0,19.0,14.0,-4.0,7.0,-1.0,6.0,-2.0,2.0,3.0,-1.0,2.0,-4.0,6.0,-4.0,8.0,-11.0,14.0,-10.0,16.0,-14.0,13.0,-11.0,12.0,-11.0,14.0,1934.73
94.0,-32.0,5.0,-29.0,-39.0,-41.0,-30.0,-44.0,-41.0,-34.0,-50.0,-36.0,-39.0,-39.0,-59.0,-27.0,-36.0,-17.0,-46.0,-28.0,-53.0,-31.0,-26.0,-58.0,-53.0,-24.0,-30.0,-16.0,-38.0,-14.0,-44.0,-10.0,-28.0,-10.0,-6.0,-25.0,-7.0,-19.0,-13.0,-14.0,-1.0,-4.0,5.0,1.0,17.0,16.0,93.0,22.0,72.0,23.0,81.0,29.0,92.0,34.0,88.0,31.0,83.0,30.0,28.0,71.0,73.0,74.0,20.0,67.0,23.0,3.0,29.0,0.0,31.0,0.0,17.0,5.0,6.0,-2.0,1.0,-3.0,-1.0,-13.0,-17.0,-19.0,-11.0,-37.0,-20.0,-34.0,-20.0,-42.0,-33.0,-33.0,-27.0,1934.74
122.0,-96.0,7.0,-5.0,-11.0,-2.0,-2.0,0.0,6.0,11.0,-8.0,4.0,3.0,13.0,4.0,11.0,8.0,12.0,1.0,12.0,5.0,16.0,16.0,15.0,8.0,17.0,19.0,7.0,15.0,13.0,13.0,7.0,21.0,8.0,9.0,15.0,-4.0,25.0,18.0,2.0,11.0,-10.0,11.0,-10.0,9.0,10.0,1.0,8.0,0.0,5.0,-6.0,6.0,-7.0,12.0,1.0,7.0,-14.0,2.0,8.0,-22.0,-23.0,-24.0,-3.0,-22.0,-4.0,5.0,-15.0,-5.0,-34.0,-2.0,-28.0,-9.0,-27.0,-11.0,-25.0,-4.0,-32.0,-5.0,-27.0,-5.0,-26.0,-9.0,-27.0,-9.0,-22.0,-6.0,-11.0,0.0,-22.0,1934.74
124.0,-64.0,7.0,-2.0,10.0,-4.0,13.0,3.0,6.0,-2.0,0.0,-15.0,7.0,-5.0,-2.0,-16.0,-2.0,-10.0,-8.0,-15.0,-10.0,-19.0,-16.0,-18.0,-10.0,-19.0,-10.0,-11.0,-14.0,-10.0,-18.0,-10.0,-24.0,-11.0,-6.0,-21.0,3.0,-18.0,-24.0,6.0,-23.0,8.0,-13.0,9.0,-15.0,-10.0,-1.0,-10.0,-2.0,-5.0,3.0,-11.0,3.0,-5.0,7.0,-10.0,11.0,-14.0,-8.0,11.0,10.0,19.0,-4.0,24.0,-7.0,-6.0,29.0,-9.0,26.0,-8.0,30.0,-4.0,26.0,2.0,34.0,-1.0,27.0,1.0,31.0,2.0,26.0,-3.0,29.0,3.0,24.0,9.0,20.0,7.0,18.0,1934.75
-25.0,113.0,30.0,14.0,-3.0,14.0,0.0,0.0,-4.0,0.0,2.0,-2.0,8.0,-2.0,3.0,-8.0,13.0,-11.0,15.0,-12.0,13.0,-19.0,-15.0,18.0,13.0,-25.0,-30.0,-23.0,17.0,-21.0,13.0,-26.0,14.0,-25.0,-13.0,1.0,-20.0,5.0,1.0,-22.0,-1.0,-22.0,-8.0,-12.0,-11.0,-10.0,0.0,-8.0,1.0,-2.0,10.0,-7.0,4.0,7.0,14.0,2.0,10.0,1.0,5.0,19.0,14.0,20.0,7.0,22.0,18.0,20.0,12.0,20.0,20.0,24.0,21.0,30.0,16.0,30.0,16.0,25.0,16.0,38.0,8.0,21.0,16.0,28.0,8.0,27.0,-5.0,25.0,1.0,24.0,4.0,1934.75
11.0,-79.0,16.0,15.0,11.0,5.0,9.0,0.0,2.0,-8.0,3.0,-6.0,2.0,-9.0,-1.0,-14.0,0.0,-14.0,-4.0,-10.0,5.0,-21.0,-27.0,-7.0,-10.0,-20.0,-20.0,-29.0,-15.0,-14.0,-13.0,-14.0,-17.0,-16.0,-18.0,-17.0,-7.0,-25.0,-21.0,0.0,-19.0,10.0,-18.0,2.0,-18.0,-11.0,2.0,-19.0,-3.0,-7.0,2.0,-5.0,-1.0,-6.0,14.0,-3.0,12.0,-8.0,-3.0,24.0,20.0,20.0,4.0,30.0,3.0,2.0,35.0,9.0,29.0,15.0,25.0,17.0,30.0,15.0,26.0,11.0,33.0,18.0,31.0,15.0,27.0,21.0,24.0,13.0,24.0,17.0,26.0,13.0,9.0,1934.76
98.0,32.0,6.0,-18.0,6.0,-11.0,-3.0,-2.0,5.0,1.0,-3.0,1.0,-9.0,11.0,-7.0,0.0,-7.0,7.0,-6.0,11.0,-13.0,8.0,11.0,-19.0,-14.0,21.0,19.0,19.0,-11.0,22.0,-11.0,22.0,-13.0,28.0,27.0,1.0,19.0,-2.0,4.0,14.0,8.0,14.0,10.0,10.0,9.0,3.0,-8.0,-1.0,-15.0,1.0,-14.0,-6.0,-13.0,-9.0,-3.0,-7.0,-14.0,-18.0,-16.0,-6.0,5.0,-2.0,-19.0,6.0,-28.0,-35.0,3.0,-32.0,4.0,-30.0,4.0,-38.0,4.0,-36.0,13.0,-40.0,9.0,-38.0,10.0,-38.0,1.0,-22.0,11.0,-22.0,12.0,-23.0,15.0,-22.0,16.0,1934.76
98.0,32.0,6.0,6.0,-11.0,3.0,-14.0,8.0,-3.0,6.0,-7.0,7.0,4.0,10.0,5.0,6.0,3.0,10.0,7.0,14.0,7.0,20.0,18.0,7.0,15.0,26.0,18.0,21.0,23.0,15.0,31.0,15.0,25.0,11.0,7.0,22.0,3.0,16.0,16.0,-6.0,21.0,-6.0,24.0,-10.0,13.0,6.0,8.0,6.0,9.0,-1.0,8.0,7.0,4.0,9.0,-2.0,9.0,0.0,16.0,21.0,-10.0,-15.0,-7.0,16.0,-19.0,21.0,9.0,-23.0,20.0,-27.0,17.0,-26.0,15.0,-29.0,11.0,-33.0,4.0,-38.0,8.0,-32.0,2.0,-26.0,8.0,-33.0,4.0,-21.0,0.0,-24.0,0.0,-13.0,1934.78
