subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_35,subcarrier_36,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_84,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_97,subcarrier_98,subcarrier_101,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
-96.0,7.0,-4.0,10.0,-6.0,-12.0,1.0,-16.0,9.0,-12.0,0.0,-17.0,1.0,-22.0,3.0,-15.0,-5.0,-24.0,4.0,-23.0,7.0,-30.0,5.0,-27.0,0.0,-24.0,0.0,-15.0,-4.0,-28.0,-4.0,-22.0,-30.0,-2.0,-24.0,-2.0,-19.0,-6.0,-15.0,-7.0,-15.0,-9.0,-13.0,-4.0,-8.0,-9.0,-12.0,-1.0,-14.0,3.0,-9.0,-2.0,-16.0,-12.0,-12.0,18.0,-9.0,-6.0,17.0,-3.0,15.0,-8.0,28.0,13.0,-8.0,22.0,-6.0,27.0,1.0,30.0,4.0,28.0,-2.0,7.0,28.0,1.0,18.0,-1.0,14.0,1.0,25.0,1.0,13.0,15.0,-4.0,12.0,11.0,3004.85
-48.0,8.0,-6.0,-8.0,-6.0,-1.0,-8.0,6.0,-8.0,12.0,-12.0,8.0,-11.0,14.0,-15.0,10.0,-15.0,11.0,-10.0,21.0,-18.0,8.0,-18.0,15.0,-24.0,12.0,-21.0,16.0,-20.0,19.0,-19.0,17.0,15.0,-8.0,16.0,-11.0,19.0,-1.0,17.0,-2.0,13.0,-1.0,12.0,7.0,-1.0,5.0,4.0,-11.0,-2.0,-12.0,-5.0,-17.0,-3.0,-3.0,-11.0,-14.0,-10.0,-4.0,-15.0,-12.0,-15.0,-15.0,-15.0,-17.0,-7.0,-11.0,-20.0,-17.0,-23.0,-17.0,-24.0,-12.0,-18.0,-29.0,-15.0,-29.0,-11.0,-14.0,-11.0,-23.0,-16.0,-21.0,-10.0,-5.0,-9.0,-9.0,-6.0,3004.86
16.0,10.0,-5.0,-7.0,-10.0,-5.0,0.0,-3.0,-23.0,-8.0,-6.0,5.0,-16.0,-4.0,-23.0,-6.0,-10.0,-5.0,-21.0,-3.0,-18.0,0.0,-26.0,-1.0,-25.0,6.0,-27.0,0.0,-21.0,2.0,-22.0,0.0,3.0,-16.0,13.0,-16.0,8.0,-11.0,9.0,-7.0,3.0,-10.0,11.0,-7.0,-2.0,-2.0,-11.0,-8.0,-7.0,-5.0,-10.0,-9.0,-9.0,-14.0,-11.0,2.0,-19.0,-9.0,-4.0,-18.0,2.0,-20.0,-2.0,-1.0,-20.0,7.0,-28.0,1.0,-29.0,10.0,-20.0,13.0,-30.0,-24.0,16.0,-23.0,9.0,-21.0,10.0,-23.0,8.0,-18.0,-5.0,-5.0,-17.0,13.0,4.0,3004.91
32.0,6.0,-3.0,-5.0,-13.0,0.0,-12.0,6.0,-13.0,-5.0,-9.0,-2.0,-23.0,10.0,-15.0,0.0,-23.0,-2.0,-17.0,2.0,-20.0,-9.0,-24.0,-8.0,-22.0,-8.0,-27.0,4.0,-17.0,1.0,-21.0,3.0,2.0,-22.0,3.0,-16.0,5.0,-18.0,5.0,-13.0,10.0,-6.0,9.0,-14.0,-13.0,-3.0,1.0,-9.0,3.0,-17.0,-4.0,-7.0,-4.0,-7.0,-8.0,-13.0,-18.0,-18.0,-9.0,-12.0,-9.0,-25.0,-11.0,-5.0,-21.0,-10.0,-30.0,-2.0,-25.0,-3.0,-34.0,-7.0,-26.0,-27.0,2.0,-20.0,4.0,-23.0,7.0,-18.0,4.0,-24.0,-1.0,-9.0,-14.0,-2.0,-5.0,3004.91
-96.0,7.0,5.0,-29.0,18.0,5.0,-31.0,7.0,-30.0,-2.0,-29.0,7.0,-24.0,7.0,-34.0,3.0,-23.0,13.0,-29.0,6.0,-28.0,8.0,-27.0,1.0,-30.0,9.0,-24.0,7.0,-20.0,7.0,-14.0,9.0,7.0,-5.0,7.0,-3.0,8.0,2.0,5.0,0.0,9.0,4.0,7.0,10.0,14.0,16.0,-6.0,31.0,-10.0,32.0,-8.0,30.0,-3.0,-6.0,-5.0,29.0,-2.0,2.0,24.0,1.0,16.0,1.0,11.0,16.0,0.0,4.0,1.0,1.0,5.0,0.0,-3.0,-9.0,5.0,3.0,-13.0,2.0,-18.0,2.0,-14.0,6.0,-22.0,4.0,-25.0,-31.0,2.0,-24.0,-21.0,3004.92
-32.0,9.0,19.0,57.0,7.0,18.0,55.0,16.0,58.0,36.0,63.0,24.0,64.0,23.0,47.0,28.0,58.0,33.0,49.0,19.0,50.0,22.0,49.0,30.0,50.0,15.0,43.0,7.0,33.0,4.0,26.0,-1.0,7.0,15.0,-15.0,10.0,-12.0,7.0,-19.0,3.0,-17.0,-9.0,-26.0,-6.0,-14.0,-18.0,-18.0,-56.0,-27.0,-59.0,-24.0,-53.0,-19.0,-20.0,-27.0,-40.0,-23.0,-17.0,-43.0,-16.0,-26.0,-18.0,-28.0,-25.0,-16.0,-11.0,-2.0,8.0,-1.0,5.0,4.0,5.0,14.0,8.0,15.0,2.0,35.0,2.0,37.0,4.0,24.0,5.0,28.0,17.0,8.0,43.0,42.0,3004.92
-32.0,5.0,51.0,10.0,60.0,46.0,-8.0,55.0,-4.0,64.0,-3.0,66.0,-12.0,58.0,-19.0,57.0,-1.0,57.0,-6.0,54.0,-10.0,59.0,-9.0,52.0,-2.0,43.0,1.0,36.0,-13.0,43.0,-1.0,20.0,19.0,9.0,9.0,1.0,-1.0,15.0,1.0,12.0,-15.0,18.0,-15.0,17.0,14.0,17.0,-62.0,10.0,-60.0,11.0,-56.0,7.0,-55.0,-55.0,-56.0,9.0,-37.0,-38.0,5.0,-38.0,9.0,-25.0,10.0,4.0,-24.0,4.0,-5.0,10.0,-4.0,-5.0,7.0,4.0,18.0,24.0,-2.0,24.0,3.0,28.0,-1.0,31.0,1.0,24.0,0.0,-11.0,44.0,16.0,-8.0,3004.93
-32.0,9.0,1.0,23.0,1.0,6.0,25.0,-2.0,28.0,8.0,27.0,9.0,25.0,11.0,32.0,2.0,20.0,4.0,20.0,6.0,20.0,10.0,23.0,14.0,30.0,10.0,20.0,2.0,21.0,5.0,19.0,-2.0,7.0,14.0,0.0,6.0,-5.0,6.0,-10.0,1.0,-14.0,-3.0,-10.0,-6.0,-2.0,-8.0,15.0,-23.0,13.0,-24.0,14.0,-23.0,8.0,10.0,3.0,-24.0,15.0,7.0,-13.0,3.0,-11.0,-8.0,-13.0,-15.0,-5.0,-8.0,-2.0,1.0,2.0,1.0,-3.0,8.0,-9.0,-8.0,10.0,-7.0,7.0,-3.0,13.0,3.0,12.0,-1.0,21.0,12.0,0.0,19.0,17.0,3004.93
64.0,9.0,24.0,-9.0,19.0,23.0,-11.0,25.0,-12.0,26.0,-10.0,19.0,-15.0,19.0,-14.0,26.0,-22.0,25.0,-8.0,24.0,-6.0,14.0,-8.0,16.0,-21.0,14.0,-10.0,12.0,-4.0,14.0,0.0,21.0,11.0,-8.0,7.0,-2.0,5.0,4.0,2.0,5.0,-2.0,6.0,-5.0,11.0,9.0,11.0,-23.0,-3.0,-26.0,2.0,-25.0,-3.0,-23.0,-21.0,-24.0,0.0,-23.0,-14.0,5.0,-10.0,7.0,-13.0,8.0,0.0,-10.0,2.0,4.0,4.0,6.0,1.0,5.0,4.0,2.0,7.0,1.0,8.0,-13.0,17.0,-7.0,17.0,-7.0,6.0,-1.0,-2.0,12.0,-8.0,-8.0,3004.94
-48.0,8.0,43.0,42.0,50.0,70.0,30.0,53.0,41.0,56.0,37.0,40.0,32.0,48.0,37.0,47.0,49.0,39.0,36.0,44.0,38.0,43.0,26.0,37.0,29.0,23.0,34.0,22.0,33.0,24.0,23.0,5.0,-7.0,18.0,-10.0,16.0,-11.0,8.0,-12.0,9.0,-20.0,-1.0,-21.0,8.0,-5.0,-7.0,-50.0,-29.0,-48.0,-27.0,-49.0,-30.0,-50.0,-42.0,-31.0,-15.0,-49.0,-34.0,-25.0,-38.0,-25.0,-32.0,-16.0,-15.0,-26.0,-3.0,1.0,-7.0,2.0,12.0,-7.0,12.0,28.0,14.0,16.0,27.0,19.0,9.0,25.0,25.0,22.0,35.0,34.0,26.0,29.0,28.0,28.0,3004.95
16.0,10.0,38.0,46.0,26.0,26.0,41.0,38.0,52.0,37.0,30.0,33.0,66.0,27.0,38.0,45.0,45.0,39.0,54.0,36.0,46.0,36.0,37.0,37.0,40.0,28.0,41.0,27.0,37.0,16.0,23.0,8.0,-2.0,13.0,-8.0,8.0,-7.0,15.0,-17.0,1.0,-13.0,1.0,-21.0,-1.0,-4.0,3.0,-7.0,-58.0,-10.0,-56.0,-12.0,-48.0,-22.0,-12.0,-14.0,-48.0,-12.0,-20.0,-38.0,-14.0,-35.0,-13.0,-25.0,-23.0,-4.0,-10.0,-1.0,9.0,-2.0,2.0,5.0,19.0,2.0,5.0,21.0,1.0,20.0,25.0,28.0,6.0,29.0,6.0,19.0,29.0,32.0,22.0,43.0,3004.95
-32.0,5.0,-34.0,44.0,-39.0,-47.0,49.0,-56.0,36.0,-42.0,46.0,-39.0,57.0,-32.0,19.0,-22.0,60.0,-39.0,33.0,-37.0,64.0,-37.0,43.0,-35.0,40.0,-31.0,35.0,-20.0,35.0,-23.0,11.0,-24.0,-15.0,2.0,-15.0,4.0,0.0,-12.0,7.0,-11.0,-15.0,-23.0,-3.0,-9.0,-27.0,-32.0,25.0,-55.0,20.0,-55.0,15.0,-45.0,28.0,20.0,15.0,-43.0,10.0,16.0,-50.0,8.0,-25.0,6.0,-33.0,-32.0,6.0,-12.0,5.0,5.0,-5.0,16.0,-22.0,13.0,-22.0,-1.0,26.0,-17.0,19.0,-17.0,28.0,-23.0,36.0,-31.0,25.0,26.0,-35.0,25.0,37.0,3004.96
-79.0,16.0,-18.0,3.0,-9.0,-15.0,2.0,-15.0,-8.0,-15.0,-7.0,-17.0,-12.0,-27.0,-8.0,-18.0,-6.0,-17.0,-6.0,-12.0,-7.0,-22.0,-6.0,-21.0,-3.0,-27.0,-13.0,-21.0,-20.0,-21.0,-13.0,-22.0,-16.0,-18.0,-18.0,-7.0,-14.0,-11.0,-7.0,-20.0,-8.0,-16.0,-4.0,-15.0,-13.0,-15.0,-6.0,-9.0,-3.0,-7.0,-16.0,-12.0,-13.0,-18.0,-15.0,-2.0,-21.0,-16.0,-3.0,-13.0,2.0,-20.0,0.0,9.0,-22.0,12.0,-24.0,20.0,-17.0,15.0,-18.0,14.0,-18.0,-9.0,12.0,-13.0,16.0,-11.0,17.0,-20.0,16.0,-18.0,14.0,10.0,-15.0,7.0,0.0,3004.96
-15.0,17.0,-7.0,-14.0,-3.0,4.0,-17.0,-3.0,-11.0,-4.0,-16.0,-2.0,-14.0,3.0,-19.0,-4.0,-15.0,-8.0,-20.0,9.0,-18.0,-10.0,-23.0,4.0,-16.0,-4.0,-20.0,7.0,-28.0,9.0,-26.0,-1.0,9.0,-20.0,1.0,-22.0,3.0,-18.0,9.0,-13.0,5.0,-13.0,11.0,-7.0,-5.0,-1.0,0.0,-8.0,-4.0,-14.0,-4.0,-15.0,-4.0,-9.0,-6.0,-7.0,-10.0,-11.0,-12.0,-14.0,-8.0,-13.0,-11.0,-13.0,-25.0,-7.0,-27.0,1.0,-21.0,-7.0,-20.0,-2.0,-21.0,-25.0,1.0,-18.0,0.0,-20.0,2.0,-22.0,-3.0,-12.0,-4.0,-2.0,-9.0,-2.0,-5.0,3004.99
-48.0,12.0,-19.0,-2.0,-9.0,-5.0,-1.0,-2.0,-4.0,-15.0,2.0,-14.0,-11.0,-11.0,-19.0,-16.0,-17.0,-17.0,-15.0,-14.0,-11.0,-24.0,-8.0,-17.0,-16.0,-20.0,-5.0,-19.0,-11.0,-11.0,-15.0,-14.0,-15.0,-23.0,-10.0,-17.0,-11.0,-9.0,-7.0,-20.0,-3.0,-13.0,-7.0,-20.0,-9.0,-17.0,-6.0,-7.0,-9.0,-9.0,-10.0,-11.0,-14.0,-16.0,-13.0,-1.0,-17.0,-24.0,-7.0,-13.0,7.0,-17.0,4.0,8.0,-28.0,7.0,-22.0,22.0,-24.0,18.0,-18.0,19.0,-16.0,-18.0,19.0,-14.0,15.0,-13.0,16.0,-15.0,17.0,-15.0,15.0,13.0,-17.0,4.0,5.0,3005.0
64.0,10.0,-8.0,1.0,-13.0,-6.0,-3.0,-15.0,-7.0,-19.0,-2.0,-25.0,-4.0,-12.0,1.0,-27.0,1.0,-14.0,-3.0,-26.0,-7.0,-26.0,-8.0,-23.0,-9.0,-26.0,-5.0,-23.0,-11.0,-21.0,-6.0,-13.0,-15.0,-13.0,-14.0,-10.0,-13.0,-21.0,-11.0,-9.0,-2.0,-11.0,-7.0,-16.0,-11.0,-13.0,-7.0,-4.0,-11.0,-10.0,-8.0,1.0,-11.0,-12.0,-17.0,1.0,-13.0,-8.0,11.0,-21.0,14.0,-19.0,15.0,11.0,-17.0,19.0,-13.0,20.0,-18.0,26.0,-10.0,24.0,-14.0,-6.0,28.0,-5.0,23.0,-6.0,18.0,0.0,24.0,-4.0,25.0,13.0,-14.0,15.0,8.0,3005.0
-128.0,11.0,-9.0,-7.0,-7.0,-5.0,-11.0,-10.0,-1.0,-19.0,-6.0,-17.0,0.0,-14.0,-4.0,-16.0,-11.0,-23.0,-15.0,-17.0,-6.0,-22.0,-11.0,-18.0,-9.0,-22.0,-15.0,-25.0,-15.0,-14.0,-18.0,-21.0,-11.0,-15.0,-13.0,-10.0,-3.0,-18.0,-1.0,-24.0,-5.0,-14.0,-1.0,-19.0,-14.0,-7.0,-14.0,1.0,-6.0,4.0,-12.0,-5.0,-13.0,-16.0,-17.0,9.0,-15.0,-18.0,15.0,-15.0,12.0,-13.0,14.0,14.0,-16.0,24.0,-13.0,12.0,-12.0,22.0,-7.0,21.0,-11.0,-8.0,21.0,-15.0,23.0,-6.0,23.0,-13.0,17.0,-9.0,16.0,22.0,-4.0,7.0,7.0,3005.01
-32.0,9.0,25.0,-4.0,20.0,23.0,-8.0,29.0,-17.0,20.0,-7.0,25.0,-13.0,33.0,-9.0,26.0,-4.0,26.0,-11.0,30.0,-21.0,24.0,-2.0,11.0,-10.0,16.0,-3.0,19.0,-8.0,7.0,-7.0,7.0,14.0,0.0,6.0,5.0,5.0,-6.0,-2.0,6.0,4.0,11.0,-7.0,13.0,13.0,12.0,-26.0,10.0,-21.0,12.0,-26.0,8.0,-24.0,-18.0,-12.0,17.0,-15.0,-22.0,7.0,-15.0,19.0,-9.0,18.0,10.0,-18.0,6.0,-11.0,2.0,-5.0,-11.0,2.0,-2.0,5.0,7.0,-7.0,6.0,11.0,11.0,-11.0,6.0,-1.0,17.0,-6.0,-7.0,13.0,-5.0,-8.0,3005.01
-32.0,5.0,-17.0,-20.0,-19.0,-19.0,-21.0,-25.0,-23.0,-25.0,-26.0,-20.0,-21.0,-26.0,-22.0,-25.0,-32.0,-34.0,-34.0,-19.0,-23.0,-31.0,-33.0,-26.0,-29.0,-11.0,-11.0,-26.0,-22.0,-23.0,-3.0,-12.0,-11.0,-23.0,7.0,-8.0,5.0,-12.0,15.0,4.0,4.0,1.0,11.0,3.0,-5.0,4.0,22.0,27.0,21.0,21.0,20.0,25.0,29.0,22.0,26.0,18.0,22.0,21.0,23.0,14.0,13.0,10.0,13.0,12.0,19.0,7.0,4.0,3.0,-5.0,-10.0,-4.0,-6.0,-8.0,9.0,-12.0,-12.0,-19.0,-5.0,-16.0,-7.0,-7.0,-18.0,-18.0,-21.0,-14.0,-22.0,-16.0,3005.03
0.0,8.0,61.0,-11.0,54.0,51.0,-34.0,35.0,-33.0,52.0,-24.0,51.0,-30.0,75.0,-41.0,50.0,-31.0,43.0,-28.0,45.0,-22.0,54.0,-25.0,45.0,-30.0,46.0,-30.0,37.0,-20.0,32.0,-10.0,25.0,20.0,2.0,9.0,8.0,9.0,15.0,-3.0,15.0,0.0,21.0,-7.0,23.0,22.0,24.0,-58.0,22.0,-49.0,21.0,-55.0,16.0,-45.0,-41.0,-48.0,20.0,-42.0,-39.0,11.0,-35.0,15.0,-37.0,18.0,20.0,-20.0,3.0,-2.0,-3.0,13.0,0.0,17.0,-4.0,19.0,24.0,3.0,14.0,-6.0,29.0,-12.0,15.0,-1.0,36.0,-13.0,-8.0,50.0,-29.0,-11.0,3005.03
-79.0,16.0,36.0,49.0,39.0,47.0,60.0,32.0,45.0,41.0,39.0,43.0,57.0,46.0,34.0,51.0,52.0,33.0,49.0,48.0,48.0,43.0,46.0,42.0,36.0,23.0,40.0,33.0,37.0,20.0,21.0,6.0,-5.0,16.0,-2.0,10.0,-12.0,6.0,-11.0,2.0,-22.0,0.0,-22.0,-9.0,-10.0,-12.0,-47.0,-24.0,-47.0,-22.0,-49.0,-26.0,-55.0,-49.0,-45.0,-20.0,-39.0,-30.0,-14.0,-34.0,-18.0,-33.0,-11.0,-16.0,-25.0,-10.0,7.0,5.0,-1.0,-2.0,2.0,13.0,5.0,6.0,11.0,23.0,22.0,3.0,17.0,15.0,12.0,-6.0,23.0,29.0,48.0,41.0,28.0,3005.04
32.0,6.0,-14.0,16.0,0.0,-9.0,7.0,1.0,9.0,-11.0,11.0,-15.0,14.0,-8.0,12.0,-14.0,11.0,-20.0,9.0,-14.0,22.0,-16.0,14.0,-15.0,12.0,-13.0,18.0,-20.0,22.0,-18.0,16.0,-25.0,-20.0,8.0,-22.0,4.0,-16.0,9.0,-14.0,10.0,-15.0,3.0,-18.0,0.0,-9.0,2.0,-11.0,1.0,-9.0,4.0,-8.0,8.0,-5.0,-10.0,-6.0,9.0,-5.0,-1.0,17.0,0.0,19.0,2.0,17.0,18.0,0.0,26.0,8.0,24.0,7.0,24.0,9.0,23.0,14.0,9.0,12.0,17.0,29.0,-2.0,19.0,13.0,19.0,7.0,12.0,9.0,7.0,9.0,13.0,3005.05
32.0,9.0,20.0,-11.0,14.0,16.0,-28.0,24.0,-36.0,19.0,-35.0,20.0,-25.0,15.0,-26.0,12.0,-35.0,16.0,-34.0,21.0,-37.0,11.0,-32.0,12.0,-28.0,9.0,-20.0,11.0,-22.0,10.0,-13.0,11.0,11.0,-4.0,10.0,-5.0,12.0,-3.0,12.0,3.0,8.0,11.0,9.0,9.0,12.0,15.0,-33.0,5.0,-30.0,4.0,-31.0,6.0,-29.0,-27.0,-29.0,9.0,-27.0,-19.0,13.0,-22.0,12.0,-17.0,12.0,9.0,-18.0,3.0,-12.0,2.0,-3.0,-6.0,-3.0,1.0,-2.0,5.0,-5.0,6.0,-3.0,7.0,2.0,3.0,0.0,8.0,-9.0,-9.0,21.0,-14.0,-11.0,3005.08
96.0,10.0,-13.0,-37.0,-5.0,-20.0,-40.0,2.0,-45.0,-3.0,-54.0,-14.0,-62.0,-7.0,-63.0,-13.0,-61.0,-7.0,-63.0,-13.0,-62.0,-21.0,-55.0,-14.0,-47.0,-6.0,-51.0,-13.0,-39.0,0.0,-28.0,14.0,12.0,-20.0,11.0,-11.0,12.0,-8.0,20.0,-6.0,18.0,10.0,21.0,8.0,17.0,18.0,-4.0,51.0,-6.0,57.0,1.0,51.0,-5.0,6.0,9.0,56.0,7.0,9.0,39.0,2.0,45.0,5.0,41.0,39.0,-8.0,15.0,6.0,8.0,-1.0,8.0,-1.0,-2.0,-8.0,2.0,-6.0,2.0,-8.0,4.0,-10.0,6.0,-14.0,0.0,-5.0,-13.0,-2.0,-39.0,-15.0,3005.13
-32.0,5.0,29.0,-45.0,32.0,45.0,-41.0,20.0,-43.0,34.0,-41.0,44.0,-35.0,39.0,-47.0,42.0,-50.0,26.0,-51.0,35.0,-51.0,44.0,-47.0,24.0,-49.0,26.0,-41.0,21.0,-33.0,39.0,-21.0,17.0,24.0,-9.0,13.0,0.0,17.0,9.0,2.0,10.0,10.0,29.0,11.0,29.0,21.0,40.0,-43.0,37.0,-40.0,34.0,-39.0,38.0,-35.0,-45.0,-32.0,35.0,-34.0,-39.0,38.0,-31.0,34.0,-35.0,22.0,28.0,-14.0,5.0,-13.0,11.0,-7.0,9.0,-4.0,0.0,3.0,4.0,6.0,2.0,-12.0,15.0,-15.0,16.0,-23.0,18.0,-15.0,-8.0,8.0,-14.0,-22.0,3005.13
48.0,7.0,33.0,31.0,49.0,44.0,20.0,52.0,42.0,48.0,23.0,47.0,30.0,65.0,35.0,50.0,33.0,55.0,36.0,62.0,29.0,48.0,37.0,50.0,26.0,40.0,31.0,38.0,32.0,33.0,29.0,18.0,9.0,13.0,-6.0,18.0,-2.0,12.0,-16.0,11.0,-13.0,14.0,-35.0,9.0,1.0,-2.0,-48.0,-33.0,-50.0,-22.0,-49.0,-25.0,-56.0,-45.0,-53.0,-22.0,-43.0,-43.0,-19.0,-40.0,-17.0,-43.0,-19.0,-21.0,-25.0,-7.0,-15.0,-17.0,-17.0,4.0,-4.0,-6.0,0.0,11.0,-17.0,6.0,-1.0,6.0,7.0,-13.0,5.0,3.0,21.0,13.0,17.0,30.0,7.0,3005.14
-48.0,12.0,-17.0,21.0,-12.0,-15.0,25.0,-26.0,29.0,-12.0,33.0,-16.0,26.0,-21.0,30.0,-28.0,33.0,-21.0,39.0,-28.0,24.0,-14.0,19.0,-12.0,28.0,-1.0,16.0,-16.0,11.0,-18.0,1.0,-3.0,-1.0,0.0,-3.0,10.0,-17.0,-5.0,-7.0,-17.0,-6.0,-14.0,0.0,-17.0,-17.0,-18.0,22.0,-21.0,20.0,-25.0,21.0,-21.0,22.0,15.0,25.0,-23.0,17.0,21.0,-22.0,18.0,-28.0,19.0,-19.0,-16.0,5.0,-12.0,-1.0,-6.0,1.0,4.0,15.0,-8.0,10.0,-4.0,-7.0,-6.0,8.0,-2.0,7.0,-17.0,11.0,-13.0,7.0,14.0,-13.0,4.0,16.0,3005.14
32.0,6.0,-13.0,-4.0,-6.0,-4.0,-8.0,-1.0,-17.0,8.0,-21.0,7.0,-17.0,11.0,-14.0,2.0,-13.0,-1.0,-18.0,3.0,-13.0,11.0,-13.0,8.0,-24.0,8.0,-21.0,8.0,-23.0,10.0,-23.0,13.0,6.0,-14.0,9.0,-12.0,6.0,-9.0,20.0,-5.0,15.0,-9.0,13.0,-3.0,1.0,3.0,11.0,-5.0,0.0,-16.0,7.0,-12.0,0.0,-3.0,-6.0,-18.0,-3.0,-10.0,-21.0,-11.0,-18.0,-16.0,-15.0,-10.0,-17.0,-17.0,-15.0,-14.0,-23.0,-18.0,-26.0,-13.0,-29.0,-26.0,-15.0,-20.0,-16.0,-16.0,-9.0,-20.0,-11.0,-18.0,-2.0,-3.0,-10.0,-15.0,-13.0,3005.15
32.0,6.0,12.0,17.0,10.0,5.0,11.0,-9.0,12.0,-2.0,12.0,2.0,12.0,1.0,17.0,-1.0,21.0,7.0,28.0,-11.0,17.0,-7.0,17.0,2.0,14.0,0.0,13.0,-13.0,34.0,0.0,21.0,4.0,-2.0,20.0,0.0,24.0,-11.0,14.0,-6.0,12.0,-10.0,9.0,-18.0,7.0,-4.0,-12.0,-1.0,15.0,-3.0,15.0,8.0,10.0,8.0,12.0,5.0,6.0,9.0,20.0,1.0,13.0,15.0,28.0,13.0,7.0,21.0,10.0,23.0,10.0,22.0,-6.0,19.0,-4.0,37.0,31.0,-2.0,34.0,-3.0,31.0,8.0,25.0,1.0,11.0,-3.0,8.0,15.0,-3.0,4.0,3005.16
-48.0,12.0,-8.0,-6.0,-9.0,-3.0,-15.0,0.0,-16.0,-3.0,-22.0,0.0,-21.0,-5.0,-15.0,-4.0,-17.0,-3.0,-23.0,7.0,-20.0,9.0,-26.0,3.0,-20.0,-8.0,-18.0,-4.0,-20.0,5.0,-23.0,8.0,2.0,-17.0,10.0,-18.0,8.0,-15.0,17.0,-9.0,17.0,-6.0,11.0,-8.0,-3.0,-5.0,-15.0,-10.0,-7.0,-8.0,-9.0,-5.0,-15.0,-16.0,-19.0,-6.0,-17.0,-13.0,-7.0,-16.0,-5.0,-25.0,2.0,-4.0,-25.0,0.0,-27.0,17.0,-21.0,5.0,-29.0,16.0,-18.0,-15.0,12.0,-18.0,9.0,-29.0,4.0,-23.0,3.0,-21.0,10.0,0.0,-13.0,-7.0,12.0,3005.16
113.0,30.0,-6.0,1.0,-4.0,-3.0,-8.0,-6.0,-6.0,-4.0,-12.0,-10.0,-7.0,-7.0,-3.0,-11.0,-12.0,-10.0,-18.0,-3.0,-16.0,-7.0,-5.0,-9.0,-17.0,-11.0,-13.0,-14.0,-8.0,-15.0,-24.0,-5.0,-9.0,-19.0,-4.0,-7.0,-8.0,-7.0,-8.0,-13.0,2.0,-21.0,-9.0,-11.0,-15.0,-9.0,8.0,-5.0,-1.0,-10.0,-1.0,-10.0,1.0,-10.0,-3.0,-15.0,-8.0,2.0,-14.0,-14.0,-12.0,-12.0,-2.0,-17.0,-16.0,-9.0,-22.0,0.0,-18.0,-1.0,-18.0,-2.0,-24.0,-21.0,-1.0,-24.0,0.0,-24.0,9.0,-18.0,4.0,-18.0,-3.0,5.0,-11.0,3.0,-2.0,3005.17
-79.0,31.0,-8.0,-7.0,-7.0,-4.0,-21.0,-5.0,-1.0,8.0,-22.0,-7.0,-13.0,3.0,-19.0,-6.0,-20.0,-8.0,-21.0,8.0,-22.0,6.0,-18.0,1.0,-33.0,3.0,-25.0,0.0,-24.0,-1.0,-18.0,0.0,11.0,-17.0,9.0,-20.0,8.0,-20.0,14.0,-15.0,11.0,-8.0,8.0,-12.0,0.0,-2.0,-1.0,-8.0,-2.0,-12.0,-6.0,-19.0,-8.0,-9.0,-17.0,-15.0,-11.0,-21.0,-15.0,-23.0,-11.0,-23.0,-13.0,-8.0,-17.0,-12.0,-26.0,-8.0,-27.0,-1.0,-30.0,-1.0,-22.0,-24.0,0.0,-26.0,-7.0,-19.0,2.0,-29.0,1.0,-12.0,-1.0,7.0,-13.0,-12.0,-5.0,3005.17
-112.0,13.0,8.0,3.0,13.0,0.0,5.0,10.0,10.0,7.0,7.0,17.0,23.0,7.0,8.0,5.0,18.0,7.0,11.0,6.0,13.0,10.0,13.0,4.0,15.0,12.0,17.0,4.0,16.0,17.0,12.0,5.0,5.0,20.0,4.0,12.0,7.0,13.0,-6.0,15.0,-12.0,7.0,-7.0,7.0,7.0,0.0,2.0,9.0,7.0,-3.0,8.0,2.0,14.0,6.0,9.0,1.0,14.0,19.0,-9.0,17.0,-12.0,13.0,-12.0,-11.0,12.0,-17.0,13.0,-26.0,18.0,-22.0,20.0,-8.0,19.0,25.0,-2.0,17.0,-22.0,7.0,-26.0,14.0,-14.0,11.0,-9.0,-5.0,8.0,3.0,-12.0,3005.18
