subcarrier_0,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_41,subcarrier_42,subcarrier_45,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_92,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_105,subcarrier_106,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_112,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_125,subcarrier_126,timestamp
-91.0,10.0,-8.0,15.0,-4.0,23.0,13.0,-22.0,15.0,-11.0,20.0,18.0,-16.0,20.0,-21.0,34.0,-12.0,-19.0,23.0,-31.0,33.0,-9.0,7.0,-7.0,27.0,27.0,-5.0,15.0,14.0,9.0,3.0,9.0,9.0,0.0,15.0,17.0,-3.0,7.0,-23.0,9.0,-16.0,-19.0,10.0,-23.0,-18.0,2.0,-21.0,-1.0,0.0,11.0,-3.0,5.0,11.0,13.0,10.0,8.0,0.0,10.0,13.0,-9.0,8.0,2.0,-1.0,0.0,10.0,-1.0,13.0,10.0,9.0,8.0,2.0,20.0,18.0,5.0,2954.96
-71.0,11.0,-2.0,-32.0,20.0,-26.0,-7.0,25.0,-28.0,29.0,-23.0,-41.0,40.0,-34.0,30.0,-26.0,36.0,38.0,-34.0,44.0,-36.0,30.0,-26.0,26.0,-35.0,-25.0,22.0,-28.0,-26.0,-11.0,-6.0,-10.0,-32.0,-4.0,-19.0,-35.0,8.0,-23.0,34.0,-22.0,26.0,27.0,-18.0,29.0,11.0,-18.0,26.0,-10.0,-17.0,-14.0,13.0,-6.0,1.0,-20.0,-12.0,-11.0,-4.0,-22.0,-19.0,-13.0,-3.0,-17.0,-10.0,-8.0,-32.0,3.0,-16.0,-36.0,-3.0,-34.0,4.0,-41.0,-14.0,0.0,2954.96
120.0,7.0,-18.0,-22.0,-2.0,-21.0,-47.0,-12.0,-36.0,-12.0,-60.0,-52.0,-2.0,-41.0,5.0,-63.0,-17.0,-3.0,-48.0,-13.0,-47.0,-2.0,-42.0,-11.0,-39.0,-26.0,-19.0,-18.0,-14.0,-4.0,-16.0,2.0,-8.0,20.0,-5.0,-6.0,32.0,-13.0,38.0,-16.0,33.0,32.0,-6.0,25.0,25.0,-11.0,19.0,-9.0,-9.0,-7.0,9.0,-9.0,-2.0,-13.0,-10.0,1.0,-17.0,-14.0,-23.0,-5.0,-19.0,-14.0,-13.0,-18.0,-27.0,-22.0,-41.0,-26.0,6.0,-3.0,-20.0,-6.0,-30.0,-24.0,2954.97
102.0,6.0,9.0,12.0,7.0,5.0,11.0,8.0,16.0,10.0,18.0,10.0,6.0,15.0,8.0,16.0,7.0,12.0,22.0,9.0,14.0,16.0,18.0,13.0,14.0,18.0,12.0,25.0,17.0,23.0,9.0,20.0,0.0,6.0,-2.0,-6.0,8.0,-2.0,5.0,-3.0,10.0,7.0,10.0,13.0,6.0,9.0,1.0,17.0,15.0,17.0,0.0,20.0,-2.0,17.0,24.0,-3.0,18.0,-5.0,-6.0,29.0,23.0,-6.0,24.0,13.0,-11.0,22.0,-11.0,-8.0,17.0,-10.0,12.0,-9.0,2.0,10.0,2954.98
32.0,18.0,-5.0,-6.0,-1.0,-12.0,-19.0,9.0,-17.0,7.0,-7.0,-7.0,10.0,-23.0,15.0,-18.0,4.0,6.0,-12.0,-2.0,-20.0,10.0,-25.0,12.0,-26.0,-14.0,11.0,-27.0,-20.0,-12.0,5.0,-4.0,19.0,-6.0,10.0,14.0,-8.0,14.0,-2.0,9.0,-3.0,-6.0,7.0,-15.0,-16.0,0.0,-11.0,12.0,1.0,-6.0,-12.0,1.0,-15.0,-8.0,-1.0,-17.0,-8.0,-17.0,-12.0,-12.0,-15.0,-19.0,-12.0,-22.0,-28.0,-7.0,-22.0,-7.0,-11.0,-8.0,-9.0,-17.0,-4.0,6.0,2955.07
-128.0,8.0,-12.0,-2.0,-11.0,-10.0,-13.0,-14.0,-9.0,-5.0,-12.0,-18.0,-8.0,-19.0,-10.0,-14.0,-15.0,-20.0,-16.0,-10.0,-15.0,-27.0,-24.0,-22.0,-16.0,-23.0,-14.0,-20.0,-15.0,-18.0,-14.0,-8.0,-4.0,-11.0,-3.0,0.0,-15.0,3.0,-12.0,-2.0,-8.0,-9.0,-8.0,-6.0,-9.0,-8.0,-12.0,-14.0,-16.0,-20.0,-9.0,-13.0,0.0,-17.0,-26.0,-1.0,-25.0,0.0,6.0,-16.0,-28.0,6.0,-27.0,-18.0,13.0,-11.0,19.0,9.0,-17.0,15.0,-16.0,4.0,7.0,-25.0,2955.07
-128.0,8.0,-5.0,22.0,11.0,26.0,24.0,-7.0,20.0,3.0,29.0,24.0,-15.0,33.0,-1.0,23.0,7.0,8.0,36.0,4.0,38.0,10.0,16.0,-9.0,17.0,3.0,3.0,16.0,9.0,-8.0,1.0,-1.0,10.0,-13.0,-4.0,-3.0,-18.0,-4.0,-30.0,-10.0,-29.0,-26.0,-2.0,-27.0,-18.0,0.0,-25.0,3.0,9.0,9.0,-12.0,5.0,-6.0,14.0,10.0,-8.0,11.0,0.0,8.0,1.0,6.0,15.0,13.0,6.0,13.0,3.0,6.0,15.0,1.0,10.0,0.0,11.0,6.0,-1.0,2955.15
124.0,7.0,-15.0,19.0,-15.0,20.0,21.0,-18.0,22.0,-23.0,23.0,24.0,-24.0,26.0,-12.0,23.0,-21.0,-12.0,24.0,-11.0,27.0,-13.0,18.0,-7.0,15.0,24.0,-1.0,14.0,3.0,1.0,7.0,-7.0,3.0,-18.0,4.0,8.0,-24.0,28.0,-1.0,28.0,0.0,5.0,27.0,-1.0,5.0,19.0,8.0,15.0,14.0,13.0,6.0,7.0,11.0,3.0,1.0,15.0,-2.0,17.0,18.0,-9.0,-6.0,15.0,-6.0,-9.0,14.0,-8.0,13.0,19.0,-13.0,11.0,-8.0,12.0,15.0,-9.0,2955.16
-82.0,10.0,28.0,26.0,36.0,17.0,36.0,36.0,34.0,53.0,33.0,14.0,47.0,19.0,39.0,5.0,42.0,31.0,22.0,61.0,13.0,35.0,23.0,35.0,-3.0,-11.0,21.0,-2.0,2.0,-7.0,-10.0,-9.0,-29.0,-8.0,-37.0,-21.0,-6.0,11.0,-40.0,4.0,-46.0,-46.0,11.0,-37.0,-35.0,14.0,-34.0,9.0,6.0,11.0,-24.0,19.0,-13.0,17.0,16.0,-7.0,20.0,-2.0,14.0,17.0,12.0,8.0,35.0,21.0,-13.0,12.0,25.0,6.0,-7.0,8.0,17.0,11.0,4.0,16.0,2955.17
-62.0,12.0,-8.0,50.0,3.0,46.0,40.0,3.0,64.0,16.0,49.0,45.0,29.0,45.0,20.0,53.0,18.0,22.0,36.0,18.0,35.0,23.0,19.0,15.0,14.0,16.0,16.0,5.0,5.0,1.0,3.0,-9.0,-18.0,-10.0,-21.0,-29.0,-18.0,49.0,-18.0,43.0,-16.0,-16.0,46.0,-4.0,-11.0,34.0,-12.0,26.0,26.0,25.0,2.0,25.0,13.0,24.0,24.0,13.0,10.0,17.0,17.0,4.0,-1.0,15.0,7.0,4.0,9.0,-6.0,36.0,39.0,-1.0,16.0,19.0,21.0,48.0,7.0,2955.17
-82.0,10.0,-38.0,32.0,-59.0,10.0,18.0,-46.0,28.0,-20.0,33.0,37.0,-37.0,40.0,-38.0,24.0,-38.0,-33.0,31.0,-29.0,39.0,-10.0,22.0,-8.0,21.0,21.0,-7.0,15.0,1.0,8.0,7.0,4.0,18.0,-29.0,14.0,15.0,-32.0,40.0,19.0,39.0,16.0,30.0,30.0,31.0,19.0,23.0,14.0,20.0,22.0,12.0,17.0,7.0,19.0,10.0,-1.0,9.0,-6.0,13.0,27.0,-11.0,-10.0,34.0,-20.0,-21.0,27.0,-24.0,33.0,9.0,-3.0,15.0,-15.0,-2.0,15.0,-24.0,2955.18
-62.0,12.0,-23.0,14.0,-74.0,37.0,10.0,-37.0,21.0,-37.0,12.0,32.0,-31.0,37.0,-44.0,27.0,-45.0,-36.0,45.0,-28.0,36.0,-22.0,31.0,-20.0,36.0,16.0,-6.0,16.0,6.0,2.0,8.0,-4.0,16.0,-29.0,14.0,17.0,-30.0,37.0,28.0,33.0,33.0,27.0,25.0,26.0,28.0,22.0,27.0,22.0,15.0,8.0,22.0,-3.0,7.0,-1.0,-13.0,23.0,-17.0,31.0,13.0,-21.0,-27.0,13.0,-7.0,-18.0,16.0,-34.0,19.0,18.0,-13.0,13.0,-8.0,6.0,18.0,-34.0,2955.18
-66.0,11.0,-43.0,5.0,-30.0,-6.0,-10.0,-59.0,-20.0,-47.0,-30.0,-37.0,-50.0,-24.0,-59.0,-13.0,-54.0,-44.0,-12.0,-36.0,-6.0,-36.0,8.0,-30.0,-2.0,5.0,-15.0,0.0,-3.0,-1.0,7.0,6.0,27.0,0.0,25.0,39.0,-3.0,-12.0,49.0,-13.0,50.0,39.0,-9.0,33.0,34.0,-5.0,23.0,-13.0,-16.0,-12.0,17.0,-14.0,15.0,-25.0,-27.0,5.0,-25.0,-2.0,0.0,-20.0,-20.0,-4.0,-22.0,-17.0,-9.0,-30.0,-14.0,-17.0,-27.0,-5.0,-13.0,-27.0,-25.0,-23.0,2955.19
-46.0,13.0,-17.0,25.0,-30.0,49.0,44.0,-11.0,46.0,-25.0,30.0,37.0,-10.0,62.0,-21.0,38.0,-32.0,-18.0,57.0,-12.0,48.0,-6.0,39.0,-1.0,27.0,26.0,0.0,20.0,1.0,-1.0,6.0,-9.0,5.0,-27.0,-2.0,-3.0,-32.0,48.0,-11.0,46.0,-6.0,-4.0,41.0,-1.0,2.0,37.0,-4.0,29.0,28.0,18.0,8.0,19.0,9.0,13.0,-5.0,15.0,-1.0,16.0,30.0,-3.0,3.0,28.0,-1.0,-4.0,32.0,-5.0,35.0,12.0,-13.0,24.0,-11.0,9.0,31.0,-17.0,2955.19
98.0,6.0,6.0,12.0,7.0,6.0,7.0,10.0,4.0,7.0,15.0,6.0,4.0,11.0,4.0,20.0,5.0,14.0,20.0,11.0,24.0,10.0,26.0,12.0,29.0,28.0,12.0,23.0,25.0,17.0,-3.0,17.0,-3.0,6.0,-10.0,-1.0,4.0,10.0,8.0,5.0,9.0,8.0,11.0,9.0,7.0,18.0,-1.0,17.0,20.0,16.0,6.0,21.0,-1.0,20.0,21.0,-9.0,18.0,-2.0,-14.0,15.0,23.0,-9.0,19.0,16.0,-21.0,14.0,-15.0,-10.0,11.0,-5.0,13.0,0.0,2.0,22.0,2955.23
98.0,6.0,2.0,11.0,5.0,9.0,17.0,5.0,9.0,-3.0,27.0,26.0,-7.0,16.0,3.0,36.0,3.0,-4.0,18.0,-1.0,25.0,-7.0,22.0,2.0,20.0,23.0,-4.0,21.0,21.0,15.0,-7.0,11.0,-6.0,13.0,-8.0,-12.0,8.0,-6.0,14.0,-6.0,5.0,14.0,3.0,11.0,9.0,6.0,16.0,11.0,14.0,13.0,4.0,24.0,10.0,12.0,15.0,9.0,18.0,11.0,3.0,30.0,29.0,6.0,20.0,27.0,6.0,21.0,1.0,5.0,15.0,5.0,19.0,3.0,4.0,11.0,2955.24
-126.0,8.0,4.0,-14.0,9.0,-7.0,-15.0,4.0,-14.0,11.0,-8.0,-14.0,18.0,-12.0,10.0,-13.0,19.0,23.0,-22.0,16.0,-12.0,25.0,-14.0,17.0,-11.0,-8.0,21.0,-15.0,-4.0,-3.0,20.0,5.0,3.0,9.0,11.0,6.0,8.0,8.0,-9.0,7.0,-8.0,-11.0,10.0,-16.0,-15.0,2.0,-15.0,5.0,-2.0,-6.0,-16.0,-4.0,-19.0,-3.0,-16.0,-21.0,-15.0,-22.0,-20.0,-17.0,-23.0,-28.0,-13.0,-14.0,-25.0,-20.0,-16.0,-24.0,-10.0,-10.0,-8.0,-17.0,-8.0,-2.0,2955.25
98.0,6.0,12.0,18.0,8.0,15.0,9.0,21.0,18.0,21.0,18.0,20.0,17.0,24.0,30.0,22.0,25.0,29.0,18.0,23.0,-6.0,13.0,11.0,19.0,12.0,-3.0,14.0,13.0,-3.0,-14.0,-5.0,6.0,-6.0,5.0,-9.0,-13.0,4.0,28.0,-13.0,31.0,-9.0,-6.0,20.0,-9.0,-11.0,6.0,-12.0,14.0,22.0,12.0,5.0,7.0,5.0,15.0,5.0,8.0,5.0,3.0,8.0,-2.0,7.0,3.0,7.0,11.0,14.0,21.0,21.0,15.0,7.0,16.0,5.0,12.0,14.0,6.0,2955.26
98.0,6.0,-16.0,2.0,-19.0,-5.0,-1.0,-29.0,-7.0,-35.0,-4.0,3.0,-25.0,-6.0,-32.0,-14.0,-33.0,-37.0,1.0,-23.0,-10.0,-22.0,6.0,-9.0,1.0,5.0,-16.0,-1.0,-1.0,-9.0,-3.0,0.0,8.0,6.0,8.0,12.0,-1.0,24.0,9.0,24.0,9.0,18.0,18.0,12.0,13.0,11.0,10.0,4.0,12.0,5.0,15.0,-1.0,6.0,-1.0,-7.0,7.0,-6.0,4.0,6.0,-17.0,-11.0,6.0,-13.0,-16.0,-6.0,-24.0,9.0,13.0,-21.0,0.0,-21.0,6.0,0.0,-21.0,2955.26
-126.0,8.0,19.0,24.0,-12.0,43.0,55.0,-9.0,79.0,-6.0,48.0,58.0,-11.0,71.0,-26.0,66.0,-17.0,-23.0,52.0,-1.0,49.0,7.0,38.0,5.0,42.0,29.0,-1.0,20.0,18.0,6.0,-4.0,-3.0,-4.0,-15.0,-7.0,-5.0,-26.0,56.0,-17.0,49.0,-15.0,-14.0,40.0,-11.0,-7.0,31.0,-13.0,31.0,16.0,17.0,6.0,14.0,7.0,5.0,3.0,9.0,1.0,23.0,32.0,-9.0,-1.0,28.0,-15.0,4.0,27.0,9.0,38.0,50.0,-16.0,29.0,-6.0,34.0,61.0,-5.0,2955.27
-77.0,11.0,13.0,-2.0,5.0,3.0,9.0,6.0,11.0,10.0,6.0,17.0,9.0,11.0,14.0,12.0,16.0,12.0,18.0,14.0,20.0,12.0,18.0,13.0,21.0,25.0,5.0,16.0,17.0,19.0,4.0,20.0,-3.0,15.0,-5.0,-7.0,11.0,6.0,13.0,6.0,5.0,9.0,16.0,9.0,5.0,14.0,9.0,10.0,26.0,22.0,-4.0,23.0,-7.0,32.0,16.0,-5.0,22.0,1.0,-11.0,14.0,15.0,-10.0,26.0,21.0,-13.0,11.0,-9.0,-14.0,5.0,-8.0,16.0,-9.0,-8.0,2.0,2955.3
-57.0,12.0,-5.0,-9.0,4.0,-23.0,-20.0,9.0,-19.0,-5.0,-13.0,-18.0,2.0,-23.0,-12.0,-15.0,-5.0,-8.0,-26.0,-8.0,-28.0,-7.0,-23.0,3.0,-21.0,-17.0,-7.0,-22.0,-22.0,-26.0,-5.0,-16.0,3.0,-10.0,10.0,6.0,-13.0,4.0,-12.0,0.0,-14.0,-14.0,-1.0,-10.0,-15.0,-7.0,-13.0,-3.0,-6.0,-5.0,-21.0,-7.0,-15.0,-10.0,-21.0,-13.0,-18.0,-12.0,-10.0,-28.0,-20.0,6.0,-29.0,-15.0,1.0,-31.0,4.0,-3.0,-19.0,-7.0,-9.0,3.0,-16.0,-5.0,2955.31
-39.0,13.0,-13.0,8.0,-19.0,2.0,2.0,-20.0,-4.0,-23.0,5.0,-3.0,-19.0,3.0,-24.0,0.0,-15.0,-19.0,3.0,-26.0,7.0,-23.0,0.0,-19.0,4.0,0.0,-26.0,1.0,5.0,-4.0,-14.0,0.0,-19.0,-8.0,-12.0,1.0,-12.0,-14.0,-5.0,-2.0,-10.0,-7.0,-16.0,-2.0,-9.0,-25.0,-10.0,-14.0,-16.0,-13.0,5.0,-16.0,14.0,-19.0,-16.0,10.0,-12.0,22.0,16.0,-2.0,-14.0,26.0,-9.0,-11.0,21.0,-17.0,19.0,22.0,0.0,16.0,-7.0,22.0,12.0,-13.0,2955.31
25.0,17.0,5.0,14.0,1.0,2.0,1.0,-6.0,7.0,-19.0,3.0,15.0,-9.0,7.0,-12.0,16.0,-16.0,-14.0,12.0,-21.0,12.0,-20.0,15.0,-22.0,15.0,15.0,-11.0,12.0,10.0,5.0,-20.0,2.0,-17.0,2.0,-10.0,-8.0,-9.0,-10.0,2.0,-12.0,3.0,9.0,-6.0,9.0,5.0,-6.0,10.0,-2.0,-4.0,0.0,19.0,4.0,26.0,6.0,3.0,25.0,3.0,21.0,21.0,12.0,12.0,19.0,1.0,11.0,15.0,7.0,20.0,5.0,10.0,10.0,9.0,13.0,19.0,-3.0,2955.35
-39.0,13.0,-17.0,-3.0,-20.0,-1.0,-9.0,-25.0,-11.0,-12.0,-22.0,-19.0,-6.0,-18.0,-39.0,-3.0,-5.0,-10.0,-11.0,-25.0,-16.0,-12.0,-4.0,-17.0,-11.0,6.0,-14.0,-2.0,-9.0,18.0,-7.0,14.0,6.0,3.0,11.0,16.0,22.0,25.0,24.0,19.0,29.0,11.0,16.0,31.0,19.0,11.0,14.0,7.0,-1.0,9.0,7.0,0.0,-4.0,-13.0,-1.0,-4.0,-10.0,4.0,-8.0,-27.0,-3.0,6.0,-25.0,-18.0,5.0,-15.0,11.0,14.0,-25.0,3.0,-16.0,-2.0,5.0,-18.0,2955.36
108.0,6.0,-19.0,4.0,-19.0,5.0,-1.0,-20.0,14.0,-28.0,3.0,2.0,-25.0,-13.0,-31.0,1.0,-32.0,-34.0,17.0,-30.0,-5.0,-25.0,3.0,-25.0,8.0,7.0,-10.0,14.0,6.0,-1.0,11.0,5.0,23.0,4.0,16.0,33.0,4.0,29.0,12.0,38.0,13.0,12.0,29.0,2.0,12.0,26.0,9.0,6.0,11.0,-1.0,-1.0,-5.0,9.0,-4.0,-14.0,9.0,-16.0,3.0,8.0,-16.0,-22.0,8.0,-25.0,3.0,9.0,-16.0,12.0,20.0,-7.0,9.0,-14.0,18.0,4.0,-13.0,2955.37
98.0,6.0,-7.0,-11.0,-9.0,-5.0,-11.0,2.0,-12.0,-3.0,-11.0,-23.0,-3.0,-23.0,-2.0,-25.0,-5.0,-1.0,-26.0,-2.0,-29.0,0.0,-28.0,-5.0,-24.0,-28.0,1.0,-22.0,-23.0,-26.0,1.0,-9.0,13.0,-11.0,11.0,11.0,-9.0,-3.0,-13.0,-1.0,-9.0,-10.0,-8.0,-14.0,-11.0,-12.0,-8.0,-14.0,-16.0,-19.0,-6.0,-17.0,-1.0,-20.0,-26.0,-9.0,-20.0,-4.0,5.0,-17.0,-26.0,5.0,-18.0,-20.0,-1.0,-20.0,-1.0,3.0,-18.0,1.0,-7.0,-6.0,-5.0,-18.0,2955.37
-39.0,13.0,-7.0,3.0,-5.0,3.0,-4.0,-24.0,-4.0,-11.0,-3.0,-4.0,-15.0,-12.0,-23.0,-9.0,-17.0,-22.0,-14.0,-20.0,-12.0,-19.0,-11.0,-20.0,-2.0,-9.0,-17.0,-21.0,-20.0,-15.0,-10.0,-11.0,-5.0,-14.0,2.0,4.0,-15.0,-9.0,-1.0,-13.0,3.0,2.0,-8.0,7.0,12.0,-13.0,9.0,-10.0,-12.0,-9.0,17.0,-12.0,14.0,-9.0,-2.0,21.0,-5.0,24.0,15.0,-10.0,-4.0,20.0,-9.0,1.0,24.0,-3.0,17.0,20.0,-10.0,17.0,-4.0,16.0,11.0,-2.0,2955.39
124.0,7.0,0.0,-8.0,-10.0,-3.0,-15.0,-3.0,-7.0,-9.0,-18.0,-13.0,-15.0,-17.0,-11.0,-19.0,-17.0,-12.0,-22.0,-15.0,-13.0,-9.0,-16.0,-19.0,-15.0,-11.0,-16.0,-19.0,-23.0,-20.0,-8.0,-15.0,-2.0,-12.0,7.0,3.0,-13.0,-3.0,-17.0,-6.0,-5.0,-9.0,-11.0,-6.0,-13.0,-8.0,-6.0,-11.0,-13.0,-27.0,-11.0,-16.0,-5.0,-19.0,-16.0,-5.0,-10.0,8.0,12.0,-16.0,-13.0,4.0,-12.0,-21.0,8.0,-12.0,6.0,13.0,-17.0,9.0,-14.0,-1.0,4.0,-11.0,2955.39
-19.0,14.0,-18.0,0.0,-18.0,-1.0,-9.0,-24.0,-12.0,-19.0,-15.0,-4.0,-19.0,-11.0,-21.0,-1.0,-25.0,-23.0,-5.0,-30.0,-13.0,-26.0,-12.0,-27.0,-14.0,-13.0,-14.0,-16.0,-13.0,-15.0,-11.0,-15.0,-4.0,-21.0,-5.0,5.0,-10.0,-14.0,1.0,-12.0,1.0,6.0,-8.0,5.0,-1.0,-17.0,9.0,-10.0,-9.0,-11.0,18.0,-12.0,18.0,-7.0,-10.0,21.0,-4.0,27.0,17.0,1.0,-1.0,13.0,0.0,9.0,19.0,-10.0,17.0,20.0,0.0,7.0,0.0,20.0,10.0,-7.0,2955.41
74.0,20.0,-8.0,12.0,5.0,12.0,8.0,-5.0,12.0,-8.0,18.0,19.0,-5.0,18.0,0.0,18.0,-4.0,-11.0,22.0,-9.0,18.0,-3.0,25.0,-10.0,23.0,26.0,-13.0,17.0,16.0,17.0,-11.0,13.0,-9.0,7.0,-9.0,-11.0,0.0,-1.0,10.0,-2.0,11.0,12.0,0.0,8.0,14.0,6.0,17.0,11.0,12.0,19.0,9.0,10.0,13.0,14.0,9.0,9.0,19.0,8.0,8.0,24.0,23.0,7.0,20.0,20.0,6.0,14.0,3.0,6.0,17.0,6.0,13.0,13.0,4.0,7.0,2955.41
94.0,21.0,-10.0,4.0,-10.0,13.0,9.0,-17.0,9.0,-22.0,3.0,9.0,-12.0,-3.0,-23.0,9.0,-21.0,-22.0,6.0,-24.0,2.0,-28.0,7.0,-29.0,0.0,7.0,-17.0,5.0,0.0,5.0,-20.0,-1.0,-13.0,-8.0,-8.0,-4.0,-11.0,-8.0,6.0,-10.0,6.0,12.0,-17.0,9.0,10.0,-9.0,3.0,-7.0,-12.0,3.0,11.0,-12.0,21.0,1.0,-6.0,16.0,2.0,16.0,30.0,2.0,-3.0,29.0,10.0,16.0,5.0,8.0,15.0,19.0,11.0,18.0,3.0,8.0,18.0,-5.0,2955.42
-66.0,11.0,16.0,1.0,7.0,3.0,4.0,15.0,11.0,18.0,9.0,10.0,11.0,12.0,9.0,12.0,12.0,16.0,11.0,19.0,15.0,17.0,22.0,21.0,15.0,15.0,18.0,15.0,15.0,17.0,10.0,14.0,-2.0,18.0,-1.0,-8.0,12.0,5.0,5.0,4.0,2.0,9.0,10.0,13.0,4.0,16.0,1.0,18.0,17.0,20.0,-1.0,17.0,-8.0,15.0,17.0,-15.0,22.0,-6.0,-15.0,17.0,22.0,-14.0,11.0,16.0,-9.0,7.0,-8.0,-9.0,13.0,-11.0,2.0,-7.0,-12.0,5.0,2955.43
-46.0,13.0,4.0,-1.0,-9.0,0.0,-12.0,0.0,-6.0,-14.0,-17.0,-10.0,-11.0,-17.0,-17.0,-16.0,-17.0,-16.0,-16.0,-23.0,-16.0,-15.0,-16.0,-17.0,-15.0,-23.0,-9.0,-29.0,-26.0,-24.0,-3.0,-18.0,7.0,-12.0,3.0,4.0,-6.0,-11.0,-7.0,-10.0,-11.0,1.0,-7.0,-4.0,2.0,-17.0,-2.0,-19.0,-26.0,-15.0,10.0,-24.0,6.0,-15.0,-15.0,10.0,-14.0,18.0,11.0,-19.0,-15.0,17.0,-22.0,-8.0,17.0,-8.0,27.0,10.0,-15.0,15.0,-17.0,7.0,-5.0,-10.0,2955.43
74.0,20.0,-9.0,-4.0,-4.0,-7.0,-6.0,-7.0,-13.0,-11.0,-13.0,-6.0,-8.0,-17.0,-1.0,-23.0,-8.0,-5.0,-14.0,-9.0,-20.0,-14.0,-22.0,-12.0,-21.0,-22.0,-13.0,-27.0,-16.0,-20.0,-7.0,-17.0,5.0,-12.0,-1.0,6.0,-4.0,1.0,-10.0,-1.0,-12.0,-7.0,-1.0,-11.0,-10.0,-13.0,-4.0,-8.0,-9.0,-13.0,-11.0,-16.0,-13.0,-12.0,-18.0,-4.0,-22.0,-6.0,1.0,-28.0,-21.0,0.0,-32.0,-20.0,3.0,-22.0,4.0,-9.0,-24.0,-7.0,-7.0,-1.0,2.0,-10.0,2955.44
54.0,19.0,-6.0,-5.0,-12.0,-7.0,-6.0,-10.0,-3.0,-7.0,-13.0,-19.0,-22.0,-16.0,-18.0,-21.0,-17.0,-16.0,-21.0,-17.0,-22.0,-14.0,-21.0,-13.0,-22.0,-24.0,-21.0,-20.0,-26.0,-25.0,-6.0,-13.0,14.0,-16.0,2.0,6.0,-11.0,-6.0,-6.0,-6.0,-5.0,-2.0,-14.0,-5.0,0.0,-25.0,-2.0,-11.0,-22.0,-18.0,11.0,-16.0,7.0,-18.0,-22.0,18.0,-14.0,13.0,15.0,-14.0,-20.0,15.0,-14.0,-13.0,15.0,-15.0,12.0,16.0,-12.0,7.0,-18.0,10.0,6.0,3.0,2955.44
98.0,6.0,4.0,-5.0,-1.0,-9.0,-14.0,11.0,-7.0,13.0,-10.0,-19.0,7.0,-13.0,18.0,-16.0,19.0,17.0,-18.0,14.0,-25.0,15.0,-13.0,12.0,-23.0,-13.0,23.0,-13.0,-15.0,-13.0,19.0,-7.0,9.0,4.0,11.0,11.0,5.0,11.0,3.0,12.0,-1.0,-6.0,5.0,-13.0,-14.0,11.0,-16.0,11.0,4.0,2.0,-19.0,-1.0,-21.0,0.0,0.0,-32.0,1.0,-18.0,-22.0,-7.0,-15.0,-21.0,-12.0,-13.0,-20.0,-18.0,-22.0,-15.0,-2.0,-19.0,-10.0,-15.0,-14.0,10.0,2955.45
-19.0,14.0,-12.0,-10.0,-10.0,-27.0,-9.0,-3.0,-17.0,-13.0,-26.0,-28.0,6.0,-34.0,11.0,-15.0,-4.0,4.0,-16.0,21.0,-41.0,17.0,-40.0,-1.0,-34.0,-22.0,-6.0,-12.0,-6.0,-13.0,-18.0,-11.0,-24.0,5.0,-23.0,-27.0,4.0,37.0,-11.0,28.0,-14.0,-8.0,21.0,6.0,-9.0,24.0,1.0,0.0,6.0,9.0,10.0,4.0,-7.0,-6.0,2.0,4.0,-8.0,-15.0,1.0,-23.0,-26.0,-3.0,-36.0,-10.0,-5.0,-26.0,17.0,-2.0,-10.0,-11.0,-21.0,-1.0,6.0,-7.0,2955.46
74.0,20.0,0.0,11.0,10.0,23.0,21.0,-9.0,17.0,7.0,28.0,22.0,-4.0,29.0,10.0,33.0,6.0,1.0,23.0,1.0,28.0,7.0,19.0,7.0,18.0,14.0,9.0,9.0,2.0,-3.0,9.0,-10.0,16.0,-20.0,14.0,19.0,-24.0,-32.0,-15.0,-30.0,-16.0,-17.0,-27.0,-16.0,-18.0,-15.0,-5.0,-8.0,-4.0,-3.0,-4.0,2.0,-4.0,16.0,17.0,-11.0,18.0,-5.0,2.0,34.0,29.0,4.0,23.0,17.0,6.0,18.0,7.0,-1.0,22.0,16.0,25.0,3.0,2.0,14.0,2955.47
