subcarrier_0,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_110,subcarrier_113,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_125,subcarrier_127,timestamp
94.0,-31.0,-5.0,22.0,-27.0,2.0,-34.0,-3.0,-54.0,7.0,-41.0,30.0,-40.0,6.0,-53.0,9.0,-51.0,-42.0,-15.0,-41.0,-47.0,-1.0,-45.0,8.0,-44.0,-17.0,-42.0,-12.0,-25.0,-25.0,-34.0,-26.0,-21.0,-25.0,-27.0,-22.0,-24.0,-23.0,-15.0,-12.0,29.0,-7.0,-4.0,32.0,5.0,6.0,26.0,15.0,26.0,20.0,31.0,35.0,34.0,23.0,41.0,27.0,41.0,45.0,38.0,40.0,46.0,59.0,44.0,55.0,30.0,19.0,25.0,42.0,35.0,22.0,-3.0,-4.0,3343.69
-34.0,-23.0,14.0,-26.0,18.0,-34.0,-23.0,-45.0,-9.0,-59.0,-18.0,-33.0,-23.0,-42.0,-24.0,-49.0,-28.0,-27.0,-41.0,-22.0,-4.0,-40.0,-10.0,-30.0,-8.0,-38.0,-3.0,-39.0,7.0,-43.0,6.0,-39.0,-40.0,-8.0,-32.0,5.0,-35.0,4.0,-29.0,-30.0,-15.0,28.0,23.0,-22.0,31.0,7.0,-25.0,19.0,-48.0,13.0,15.0,-42.0,9.0,-43.0,11.0,-40.0,-57.0,31.0,-60.0,34.0,-60.0,21.0,-46.0,-35.0,33.0,37.0,46.0,-30.0,-27.0,38.0,30.0,9.0,3343.7
-98.0,-18.0,-14.0,-33.0,-20.0,-14.0,-44.0,-39.0,-31.0,-20.0,-64.0,-30.0,-29.0,-60.0,-29.0,-32.0,-15.0,-42.0,-26.0,-30.0,-21.0,-27.0,-20.0,-30.0,-27.0,-40.0,-28.0,-35.0,-16.0,-39.0,-22.0,-34.0,-30.0,-19.0,-27.0,-15.0,-28.0,-21.0,-24.0,-19.0,-15.0,26.0,20.0,-25.0,20.0,14.0,-29.0,13.0,-38.0,9.0,10.0,-52.0,13.0,-57.0,6.0,-57.0,-58.0,18.0,-60.0,19.0,-54.0,27.0,-50.0,-40.0,24.0,52.0,14.0,-4.0,-17.0,45.0,4.0,0.0,3343.7
-75.0,-15.0,-52.0,10.0,-21.0,24.0,-45.0,23.0,-29.0,10.0,-41.0,-9.0,-49.0,5.0,-45.0,21.0,-55.0,-49.0,16.0,-46.0,-57.0,11.0,-36.0,12.0,-41.0,-6.0,-33.0,-23.0,-34.0,-18.0,-29.0,-11.0,-24.0,-29.0,-17.0,-24.0,-15.0,-22.0,-15.0,-10.0,29.0,7.0,14.0,26.0,18.0,12.0,24.0,26.0,17.0,34.0,34.0,18.0,48.0,25.0,42.0,29.0,24.0,48.0,40.0,60.0,36.0,51.0,48.0,29.0,32.0,38.0,44.0,36.0,31.0,14.0,5.0,14.0,3343.71
94.0,8.0,14.0,1.0,12.0,5.0,17.0,8.0,11.0,10.0,13.0,1.0,24.0,-1.0,18.0,-2.0,18.0,27.0,0.0,28.0,23.0,1.0,19.0,-6.0,15.0,7.0,8.0,4.0,13.0,19.0,7.0,14.0,8.0,12.0,14.0,6.0,8.0,6.0,2.0,17.0,-17.0,-9.0,-17.0,-3.0,-9.0,-7.0,5.0,-15.0,-6.0,-7.0,-13.0,-4.0,-14.0,9.0,-33.0,3.0,4.0,-26.0,12.0,-34.0,2.0,-41.0,9.0,-12.0,-31.0,-27.0,-21.0,2.0,-9.0,-17.0,-10.0,-8.0,3343.71
-93.0,3.0,0.0,9.0,3.0,15.0,8.0,10.0,8.0,22.0,0.0,20.0,11.0,19.0,-3.0,18.0,1.0,8.0,11.0,7.0,3.0,19.0,8.0,7.0,-2.0,11.0,9.0,22.0,1.0,15.0,-9.0,12.0,13.0,-5.0,12.0,1.0,18.0,4.0,16.0,18.0,6.0,-16.0,-9.0,13.0,-12.0,-7.0,10.0,0.0,13.0,-3.0,3.0,31.0,-3.0,25.0,-3.0,14.0,18.0,-5.0,28.0,-9.0,29.0,-2.0,16.0,25.0,-1.0,-9.0,-9.0,13.0,10.0,-16.0,-7.0,-3.0,3343.72
-73.0,15.0,10.0,-10.0,-7.0,-42.0,20.0,-21.0,12.0,-21.0,7.0,-27.0,2.0,-53.0,13.0,-38.0,22.0,1.0,-38.0,22.0,19.0,-22.0,31.0,-31.0,15.0,-26.0,25.0,-25.0,21.0,-16.0,32.0,-25.0,-16.0,32.0,-13.0,23.0,-25.0,24.0,-10.0,-15.0,-26.0,12.0,7.0,-31.0,2.0,0.0,-35.0,-4.0,-44.0,-14.0,-14.0,-45.0,-21.0,-43.0,-14.0,-51.0,-64.0,-20.0,-59.0,-14.0,-61.0,-27.0,-57.0,-65.0,-9.0,-4.0,7.0,-57.0,-49.0,24.0,18.0,32.0,3343.72
-55.0,1.0,14.0,9.0,29.0,40.0,10.0,19.0,36.0,28.0,26.0,34.0,36.0,41.0,38.0,51.0,36.0,50.0,34.0,14.0,35.0,34.0,22.0,47.0,12.0,43.0,11.0,35.0,18.0,44.0,8.0,37.0,31.0,9.0,34.0,8.0,30.0,10.0,28.0,16.0,10.0,-26.0,-21.0,21.0,-16.0,-15.0,39.0,-12.0,29.0,-14.0,-9.0,45.0,-2.0,54.0,-7.0,51.0,57.0,-34.0,59.0,-25.0,64.0,-15.0,60.0,52.0,-29.0,-23.0,-41.0,35.0,19.0,-40.0,-21.0,-31.0,3343.73
98.0,-16.0,-7.0,-12.0,-31.0,-20.0,-61.0,-13.0,-45.0,-16.0,-44.0,-8.0,-40.0,3.0,-43.0,3.0,-43.0,-41.0,-7.0,-31.0,-33.0,-26.0,-29.0,-26.0,-40.0,-31.0,-27.0,-27.0,-28.0,-34.0,-21.0,-32.0,-33.0,-23.0,-25.0,-23.0,-27.0,-15.0,-19.0,-20.0,17.0,22.0,41.0,1.0,27.0,34.0,-6.0,40.0,-8.0,40.0,36.0,-15.0,51.0,-15.0,46.0,-22.0,-17.0,63.0,-11.0,66.0,-12.0,67.0,-10.0,-5.0,45.0,45.0,25.0,11.0,8.0,36.0,21.0,11.0,3343.74
-65.0,2.0,-12.0,14.0,-26.0,7.0,-22.0,-2.0,-31.0,8.0,-14.0,18.0,-14.0,-6.0,-15.0,7.0,-19.0,-30.0,1.0,-22.0,-28.0,11.0,-16.0,-2.0,-18.0,1.0,-21.0,-15.0,-17.0,-2.0,-9.0,-19.0,-15.0,-5.0,-19.0,-6.0,-19.0,-2.0,-15.0,-16.0,-15.0,-6.0,-7.0,-19.0,-8.0,-3.0,-20.0,-2.0,-25.0,-1.0,8.0,-17.0,9.0,-24.0,7.0,-27.0,-22.0,17.0,-20.0,18.0,-15.0,9.0,-9.0,-13.0,21.0,22.0,18.0,-2.0,-16.0,29.0,20.0,23.0,3343.74
11.0,-8.0,-9.0,-8.0,-9.0,-21.0,-18.0,-21.0,-1.0,-19.0,-4.0,-10.0,-1.0,-19.0,-10.0,-19.0,-6.0,3.0,-22.0,4.0,0.0,-14.0,1.0,-16.0,13.0,-11.0,-2.0,-12.0,17.0,-14.0,16.0,-17.0,-12.0,17.0,-6.0,15.0,-14.0,16.0,-8.0,4.0,11.0,-9.0,-15.0,11.0,-9.0,-19.0,7.0,-12.0,10.0,-14.0,-17.0,-1.0,-18.0,0.0,-17.0,-13.0,1.0,-25.0,-2.0,-14.0,-12.0,-17.0,-17.0,-14.0,-13.0,-8.0,-13.0,-10.0,-13.0,-13.0,-5.0,-13.0,3343.75
74.0,-3.0,3.0,23.0,1.0,7.0,-2.0,17.0,-8.0,27.0,-1.0,25.0,-4.0,22.0,-12.0,21.0,4.0,-5.0,19.0,2.0,1.0,21.0,-9.0,23.0,-16.0,4.0,-12.0,16.0,-17.0,18.0,-24.0,5.0,1.0,-19.0,7.0,-24.0,0.0,-30.0,-2.0,-2.0,-17.0,5.0,8.0,-16.0,19.0,8.0,-15.0,17.0,-17.0,19.0,17.0,-13.0,15.0,-3.0,22.0,5.0,-1.0,15.0,10.0,22.0,5.0,20.0,9.0,11.0,21.0,23.0,30.0,15.0,14.0,17.0,23.0,24.0,3343.75
98.0,-12.0,-16.0,8.0,-18.0,8.0,-12.0,4.0,-25.0,-3.0,-14.0,7.0,-20.0,8.0,-26.0,7.0,-9.0,-11.0,11.0,-28.0,-22.0,0.0,-19.0,3.0,-21.0,-2.0,-23.0,-5.0,-13.0,-7.0,-21.0,-17.0,-13.0,-18.0,-9.0,-19.0,-13.0,-12.0,-19.0,-17.0,-7.0,-19.0,-14.0,-8.0,-14.0,-14.0,-11.0,-13.0,-17.0,-8.0,-10.0,-14.0,-7.0,-23.0,-4.0,-20.0,-25.0,-1.0,-28.0,8.0,-13.0,16.0,-20.0,-11.0,16.0,27.0,17.0,-15.0,-12.0,23.0,8.0,6.0,3343.76
108.0,11.0,8.0,-5.0,11.0,-1.0,12.0,-9.0,18.0,-8.0,17.0,-7.0,15.0,-12.0,21.0,-9.0,12.0,15.0,-10.0,16.0,19.0,-8.0,17.0,-5.0,16.0,-2.0,14.0,-3.0,14.0,1.0,12.0,1.0,1.0,13.0,2.0,10.0,-1.0,9.0,1.0,0.0,-11.0,10.0,6.0,-14.0,4.0,2.0,-20.0,-1.0,-20.0,-5.0,-5.0,-25.0,-5.0,-27.0,-8.0,-25.0,-32.0,-8.0,-34.0,-7.0,-30.0,-8.0,-32.0,-29.0,0.0,3.0,5.0,-21.0,-13.0,7.0,3.0,5.0,3343.78
-41.0,7.0,7.0,4.0,11.0,6.0,18.0,8.0,17.0,10.0,20.0,6.0,19.0,5.0,20.0,2.0,25.0,23.0,9.0,18.0,21.0,7.0,17.0,10.0,15.0,7.0,14.0,10.0,11.0,13.0,8.0,11.0,11.0,9.0,12.0,7.0,10.0,4.0,12.0,8.0,-21.0,-6.0,-9.0,-16.0,-12.0,-13.0,-14.0,-15.0,-12.0,-23.0,-25.0,-15.0,-27.0,-11.0,-29.0,-17.0,-11.0,-33.0,-13.0,-33.0,-19.0,-34.0,-20.0,-21.0,-23.0,-20.0,-20.0,-20.0,-18.0,-7.0,-3.0,2.0,3343.79
94.0,9.0,21.0,17.0,18.0,15.0,38.0,20.0,28.0,22.0,38.0,33.0,40.0,16.0,34.0,12.0,38.0,39.0,11.0,30.0,25.0,19.0,36.0,21.0,24.0,26.0,19.0,27.0,20.0,27.0,11.0,28.0,29.0,13.0,25.0,18.0,18.0,15.0,16.0,13.0,-32.0,-14.0,-26.0,-18.0,-23.0,-31.0,-15.0,-36.0,-14.0,-43.0,-50.0,4.0,-55.0,-6.0,-60.0,-7.0,-7.0,-67.0,-7.0,-70.0,-17.0,-74.0,-15.0,-26.0,-64.0,-56.0,-46.0,-17.0,-18.0,-25.0,-13.0,-7.0,3343.79
-21.0,-6.0,-2.0,6.0,-8.0,12.0,-5.0,18.0,-8.0,17.0,0.0,18.0,-5.0,14.0,-5.0,23.0,-6.0,-5.0,18.0,-12.0,-10.0,13.0,-11.0,19.0,-14.0,15.0,-12.0,9.0,-10.0,12.0,-9.0,8.0,7.0,-12.0,4.0,-15.0,7.0,-11.0,3.0,6.0,3.0,-17.0,-14.0,8.0,-15.0,-13.0,15.0,-14.0,18.0,-10.0,-16.0,24.0,-10.0,29.0,-13.0,28.0,32.0,-15.0,35.0,-14.0,33.0,-17.0,30.0,27.0,-21.0,-19.0,-25.0,9.0,10.0,-12.0,-11.0,-7.0,3343.8
94.0,-5.0,-9.0,7.0,-12.0,-1.0,-19.0,10.0,-19.0,1.0,-22.0,2.0,-20.0,0.0,-21.0,9.0,-22.0,-28.0,1.0,-19.0,-22.0,1.0,-20.0,-1.0,-19.0,-5.0,-20.0,-6.0,-15.0,-8.0,-16.0,-6.0,-6.0,-13.0,-6.0,-11.0,-6.0,-7.0,-4.0,-5.0,17.0,-5.0,2.0,16.0,2.0,8.0,17.0,13.0,16.0,15.0,16.0,20.0,20.0,19.0,21.0,19.0,25.0,26.0,28.0,30.0,29.0,27.0,30.0,27.0,17.0,12.0,5.0,21.0,18.0,3.0,1.0,-2.0,3343.8
-65.0,1.0,4.0,-12.0,0.0,-32.0,-3.0,-32.0,-18.0,-30.0,-16.0,-38.0,-25.0,-36.0,-12.0,-37.0,-16.0,-15.0,-40.0,-14.0,-13.0,-45.0,-3.0,-37.0,-4.0,-33.0,-2.0,-38.0,4.0,-38.0,5.0,-40.0,-27.0,7.0,-29.0,7.0,-27.0,10.0,-27.0,-19.0,17.0,24.0,36.0,-1.0,33.0,35.0,-16.0,31.0,-26.0,39.0,40.0,-33.0,44.0,-36.0,46.0,-44.0,-45.0,51.0,-42.0,54.0,-33.0,62.0,-33.0,-27.0,56.0,52.0,47.0,-4.0,-9.0,37.0,22.0,15.0,3343.81
-47.0,-5.0,-15.0,0.0,-32.0,-3.0,-24.0,-11.0,-31.0,9.0,-44.0,0.0,-50.0,15.0,-36.0,13.0,-48.0,-28.0,4.0,-41.0,-42.0,-1.0,-45.0,-9.0,-33.0,-6.0,-31.0,-16.0,-29.0,-16.0,-30.0,-17.0,-20.0,-25.0,-22.0,-22.0,-18.0,-20.0,-8.0,-7.0,19.0,-19.0,-4.0,38.0,-7.0,-7.0,31.0,6.0,41.0,15.0,28.0,45.0,22.0,38.0,41.0,51.0,59.0,34.0,64.0,42.0,59.0,44.0,61.0,51.0,19.0,10.0,10.0,50.0,32.0,-1.0,-11.0,-8.0,3343.81
-27.0,-16.0,-2.0,-9.0,-37.0,-34.0,-32.0,2.0,-53.0,-32.0,-27.0,-26.0,-25.0,-30.0,-18.0,-22.0,-36.0,-30.0,-19.0,-27.0,-51.0,-17.0,-30.0,-15.0,-22.0,-27.0,-27.0,-22.0,-24.0,-18.0,-16.0,-26.0,-24.0,-23.0,-22.0,-20.0,-17.0,-11.0,-21.0,-12.0,23.0,31.0,26.0,2.0,30.0,39.0,-14.0,40.0,-20.0,36.0,44.0,-21.0,47.0,-32.0,50.0,-32.0,-13.0,72.0,-18.0,68.0,-16.0,57.0,-19.0,-17.0,66.0,56.0,34.0,19.0,24.0,46.0,40.0,23.0,3343.82
-116.0,-2.0,1.0,-2.0,44.0,-14.0,35.0,-18.0,21.0,-15.0,13.0,-22.0,28.0,-21.0,45.0,0.0,33.0,52.0,-5.0,41.0,23.0,6.0,34.0,1.0,33.0,-2.0,31.0,2.0,20.0,16.0,21.0,9.0,9.0,20.0,3.0,21.0,16.0,17.0,9.0,8.0,-36.0,-2.0,-9.0,-39.0,-13.0,-17.0,-26.0,-23.0,-26.0,-32.0,-41.0,-33.0,-39.0,-38.0,-50.0,-40.0,-43.0,-56.0,-43.0,-36.0,-43.0,-47.0,-50.0,-40.0,-47.0,-39.0,-12.0,-56.0,-58.0,-32.0,0.0,-5.0,3343.83
-98.0,-42.0,0.0,-18.0,-19.0,-20.0,-35.0,-23.0,-25.0,-29.0,-28.0,-32.0,-29.0,-33.0,-29.0,-27.0,-19.0,-33.0,-33.0,-27.0,-14.0,-45.0,-13.0,-30.0,-16.0,-35.0,-9.0,-31.0,0.0,-34.0,-11.0,-22.0,-31.0,-17.0,-28.0,-12.0,-23.0,-8.0,-24.0,-12.0,12.0,32.0,32.0,-11.0,26.0,38.0,-21.0,27.0,-37.0,38.0,35.0,-46.0,40.0,-46.0,44.0,-52.0,-49.0,56.0,-47.0,53.0,-52.0,45.0,-41.0,-28.0,58.0,54.0,46.0,-5.0,1.0,27.0,30.0,45.0,3343.83
94.0,-12.0,9.0,-30.0,40.0,-28.0,9.0,-9.0,19.0,-39.0,21.0,-29.0,19.0,-21.0,8.0,-33.0,11.0,31.0,-33.0,16.0,14.0,-20.0,27.0,-21.0,25.0,-16.0,29.0,-17.0,24.0,-24.0,25.0,-9.0,-11.0,24.0,-5.0,25.0,-10.0,14.0,-15.0,-10.0,-28.0,18.0,11.0,-32.0,5.0,-3.0,-35.0,-9.0,-46.0,-6.0,-14.0,-41.0,-18.0,-55.0,-23.0,-54.0,-52.0,-23.0,-58.0,-20.0,-60.0,-21.0,-69.0,-53.0,-14.0,3.0,18.0,-27.0,-6.0,30.0,29.0,-19.0,3343.84
4.0,2.0,10.0,7.0,2.0,10.0,5.0,14.0,11.0,19.0,-2.0,21.0,1.0,15.0,-1.0,15.0,-1.0,-1.0,22.0,2.0,-7.0,26.0,-2.0,23.0,-8.0,17.0,-11.0,24.0,-13.0,11.0,-19.0,12.0,10.0,-25.0,12.0,-13.0,4.0,-25.0,3.0,8.0,-21.0,-3.0,9.0,-16.0,10.0,12.0,-12.0,12.0,-11.0,19.0,15.0,-3.0,18.0,-9.0,17.0,5.0,7.0,16.0,13.0,18.0,13.0,20.0,12.0,15.0,18.0,14.0,7.0,11.0,16.0,10.0,11.0,15.0,3343.85
-85.0,-20.0,-3.0,-12.0,-7.0,-15.0,-7.0,-17.0,-1.0,-16.0,-7.0,-18.0,-9.0,-16.0,-11.0,-11.0,-1.0,2.0,-28.0,0.0,5.0,-20.0,-1.0,-16.0,12.0,-15.0,2.0,-14.0,17.0,-17.0,15.0,-12.0,-16.0,21.0,-10.0,17.0,-10.0,17.0,-9.0,-4.0,11.0,-7.0,-10.0,7.0,-16.0,-11.0,4.0,-11.0,9.0,-12.0,-20.0,3.0,-23.0,-2.0,-21.0,-4.0,-10.0,-17.0,-14.0,-24.0,-17.0,-21.0,-15.0,-20.0,-11.0,-13.0,-14.0,-22.0,-17.0,-10.0,-11.0,-7.0,3343.87
94.0,-23.0,-19.0,3.0,-15.0,11.0,-18.0,22.0,-22.0,18.0,-19.0,18.0,-10.0,17.0,-15.0,24.0,-14.0,-14.0,16.0,-16.0,-20.0,17.0,-17.0,3.0,-17.0,9.0,-20.0,3.0,-21.0,7.0,-19.0,1.0,1.0,-13.0,0.0,-13.0,-1.0,-13.0,3.0,4.0,6.0,-17.0,-14.0,10.0,-14.0,-8.0,15.0,-9.0,16.0,-6.0,-7.0,24.0,-4.0,24.0,-7.0,24.0,21.0,-9.0,25.0,-8.0,20.0,-11.0,23.0,23.0,-16.0,-14.0,-9.0,5.0,10.0,-6.0,-17.0,-7.0,3343.89
4.0,19.0,15.0,-47.0,28.0,-45.0,31.0,-22.0,14.0,-35.0,49.0,-70.0,21.0,-45.0,17.0,-48.0,21.0,30.0,-46.0,20.0,24.0,-33.0,39.0,-43.0,38.0,-35.0,33.0,-32.0,33.0,-21.0,30.0,-27.0,-15.0,24.0,-18.0,29.0,-14.0,20.0,-16.0,-19.0,-17.0,30.0,26.0,-34.0,23.0,22.0,-37.0,20.0,-49.0,15.0,20.0,-55.0,11.0,-60.0,19.0,-57.0,-62.0,18.0,-53.0,28.0,-68.0,30.0,-65.0,-54.0,36.0,16.0,31.0,-27.0,0.0,26.0,21.0,3.0,3343.89
24.0,8.0,10.0,12.0,11.0,15.0,21.0,15.0,19.0,15.0,20.0,13.0,20.0,18.0,19.0,13.0,21.0,21.0,16.0,14.0,16.0,17.0,16.0,18.0,11.0,16.0,7.0,15.0,5.0,18.0,2.0,17.0,14.0,3.0,10.0,4.0,12.0,3.0,10.0,6.0,-18.0,-6.0,-13.0,-13.0,-11.0,-16.0,-8.0,-18.0,-9.0,-18.0,-22.0,-8.0,-24.0,-7.0,-24.0,-5.0,-8.0,-28.0,-9.0,-25.0,-10.0,-27.0,-13.0,-11.0,-21.0,-15.0,-13.0,-13.0,-13.0,-4.0,-1.0,1.0,3343.9
19.0,-3.0,-8.0,-15.0,-8.0,-23.0,-15.0,-22.0,-17.0,-23.0,-15.0,-26.0,-10.0,-21.0,-19.0,-23.0,-16.0,-20.0,-26.0,-11.0,-11.0,-19.0,-11.0,-21.0,-11.0,-22.0,-6.0,-25.0,-3.0,-16.0,-1.0,-17.0,-16.0,-1.0,-18.0,0.0,-14.0,-2.0,-12.0,-11.0,10.0,17.0,15.0,3.0,18.0,16.0,0.0,21.0,-2.0,19.0,21.0,-7.0,25.0,-8.0,28.0,-6.0,-7.0,31.0,-4.0,32.0,-4.0,33.0,-4.0,2.0,23.0,15.0,12.0,8.0,13.0,6.0,0.0,-2.0,3343.9
-20.0,-6.0,-10.0,-16.0,-11.0,-20.0,-11.0,-18.0,-10.0,-16.0,-13.0,-26.0,-15.0,-23.0,-15.0,-22.0,-14.0,-13.0,-20.0,-12.0,-12.0,-23.0,-7.0,-21.0,-5.0,-19.0,-6.0,-19.0,-1.0,-16.0,-1.0,-16.0,-15.0,-2.0,-15.0,-1.0,-12.0,0.0,-11.0,-7.0,14.0,13.0,12.0,6.0,15.0,15.0,2.0,17.0,-1.0,24.0,22.0,1.0,24.0,-3.0,24.0,-2.0,-4.0,29.0,2.0,32.0,1.0,27.0,3.0,2.0,19.0,14.0,14.0,6.0,10.0,11.0,1.0,1.0,3343.91
-85.0,12.0,15.0,-9.0,13.0,-11.0,16.0,-13.0,15.0,-15.0,13.0,-14.0,17.0,-16.0,13.0,-17.0,15.0,17.0,-16.0,18.0,16.0,-12.0,17.0,-15.0,15.0,-10.0,13.0,-9.0,14.0,-7.0,16.0,-6.0,-6.0,12.0,-3.0,10.0,-6.0,9.0,0.0,-1.0,-9.0,10.0,7.0,-14.0,8.0,2.0,-18.0,0.0,-21.0,2.0,0.0,-26.0,1.0,-24.0,-3.0,-27.0,-28.0,1.0,-27.0,-3.0,-27.0,4.0,-34.0,-22.0,5.0,7.0,7.0,-13.0,-5.0,5.0,-3.0,4.0,3343.91
-65.0,-14.0,-14.0,2.0,-20.0,0.0,-19.0,-5.0,-24.0,2.0,-26.0,4.0,-25.0,1.0,-26.0,-3.0,-27.0,-28.0,1.0,-21.0,-25.0,-2.0,-23.0,0.0,-20.0,-6.0,-19.0,-8.0,-15.0,-3.0,-13.0,-10.0,-7.0,-14.0,-8.0,-11.0,-6.0,-10.0,-3.0,-3.0,16.0,-1.0,1.0,14.0,4.0,9.0,16.0,10.0,16.0,9.0,12.0,16.0,17.0,20.0,18.0,18.0,17.0,17.0,22.0,19.0,17.0,18.0,25.0,23.0,12.0,8.0,2.0,13.0,7.0,-1.0,-2.0,-1.0,3343.92
-10.0,-1.0,5.0,18.0,3.0,20.0,-1.0,25.0,1.0,25.0,3.0,28.0,3.0,27.0,-1.0,31.0,2.0,4.0,24.0,-1.0,-4.0,22.0,1.0,24.0,-2.0,22.0,-1.0,17.0,-4.0,16.0,-7.0,18.0,12.0,-6.0,10.0,-5.0,11.0,-3.0,10.0,8.0,-3.0,-15.0,-18.0,2.0,-19.0,-15.0,11.0,-17.0,9.0,-16.0,-21.0,16.0,-24.0,21.0,-22.0,20.0,22.0,-26.0,21.0,-24.0,20.0,-26.0,20.0,14.0,-22.0,-22.0,-18.0,3.0,0.0,-11.0,-5.0,-2.0,3343.93
-87.0,7.0,17.0,27.0,19.0,45.0,17.0,45.0,15.0,54.0,27.0,44.0,30.0,51.0,28.0,43.0,32.0,19.0,61.0,24.0,23.0,55.0,19.0,46.0,12.0,50.0,8.0,41.0,3.0,41.0,-4.0,41.0,30.0,5.0,23.0,-3.0,24.0,-1.0,18.0,19.0,-23.0,-32.0,-35.0,-7.0,-38.0,-39.0,-1.0,-40.0,10.0,-49.0,-47.0,21.0,-59.0,23.0,-65.0,24.0,21.0,-72.0,11.0,-68.0,14.0,-65.0,7.0,-2.0,-57.0,-31.0,-33.0,-2.0,-14.0,-31.0,-2.0,-10.0,3343.93
-67.0,-2.0,-2.0,18.0,2.0,21.0,-3.0,23.0,2.0,26.0,0.0,27.0,0.0,29.0,1.0,28.0,-1.0,-3.0,27.0,-3.0,-2.0,24.0,-4.0,22.0,-6.0,20.0,-7.0,19.0,-7.0,15.0,-7.0,16.0,14.0,-6.0,11.0,-8.0,11.0,-6.0,9.0,4.0,-6.0,-17.0,-16.0,3.0,-19.0,-16.0,13.0,-15.0,13.0,-23.0,-20.0,17.0,-22.0,22.0,-22.0,19.0,21.0,-21.0,17.0,-26.0,15.0,-24.0,19.0,11.0,-22.0,-17.0,-18.0,2.0,-5.0,-12.0,-6.0,-1.0,3343.94
39.0,13.0,19.0,-2.0,20.0,-1.0,22.0,-2.0,26.0,-6.0,23.0,-2.0,26.0,-8.0,20.0,-4.0,21.0,22.0,-3.0,19.0,22.0,1.0,24.0,-1.0,15.0,2.0,14.0,4.0,14.0,4.0,12.0,6.0,7.0,8.0,9.0,8.0,5.0,6.0,1.0,7.0,-13.0,3.0,1.0,-19.0,-1.0,-5.0,-14.0,-5.0,-21.0,-6.0,-10.0,-22.0,-12.0,-19.0,-12.0,-23.0,-23.0,-16.0,-26.0,-12.0,-25.0,-11.0,-27.0,-19.0,-4.0,-1.0,0.0,-12.0,-13.0,1.0,3.0,1.0,3343.94
94.0,11.0,19.0,30.0,18.0,53.0,34.0,44.0,32.0,42.0,27.0,50.0,37.0,51.0,38.0,38.0,48.0,38.0,46.0,32.0,25.0,41.0,19.0,43.0,20.0,45.0,14.0,32.0,11.0,36.0,4.0,34.0,26.0,-3.0,28.0,-4.0,32.0,-3.0,17.0,12.0,-23.0,-30.0,-33.0,-13.0,-35.0,-44.0,3.0,-50.0,2.0,-47.0,-54.0,7.0,-65.0,8.0,-66.0,14.0,11.0,-69.0,4.0,-67.0,0.0,-66.0,-1.0,-8.0,-47.0,-45.0,-30.0,-20.0,-21.0,-24.0,-9.0,11.0,3343.95
116.0,-14.0,-13.0,-9.0,-12.0,-15.0,-12.0,-14.0,-15.0,-19.0,-5.0,-9.0,-3.0,-17.0,-13.0,-17.0,2.0,-10.0,-16.0,-12.0,-6.0,-18.0,6.0,-14.0,-4.0,-17.0,2.0,-16.0,8.0,-27.0,12.0,-16.0,-10.0,7.0,-13.0,13.0,-15.0,17.0,-16.0,-17.0,7.0,0.0,-7.0,6.0,-14.0,-9.0,9.0,-12.0,1.0,-11.0,-20.0,-3.0,-17.0,-7.0,-17.0,-11.0,-5.0,-7.0,-13.0,-14.0,-10.0,-5.0,-13.0,-14.0,-7.0,-3.0,-12.0,-18.0,-28.0,-7.0,-8.0,-14.0,3343.95
98.0,-15.0,-20.0,-5.0,-17.0,-3.0,-26.0,-4.0,-23.0,4.0,-17.0,-14.0,-17.0,3.0,-10.0,-25.0,-22.0,-27.0,-8.0,-25.0,-20.0,-14.0,-24.0,-22.0,-15.0,-8.0,-16.0,-22.0,-9.0,-21.0,-6.0,-12.0,-18.0,-5.0,-25.0,-3.0,-26.0,0.0,-28.0,-26.0,6.0,-12.0,-14.0,-1.0,-6.0,-16.0,1.0,-19.0,-11.0,-19.0,-7.0,-13.0,-18.0,-12.0,-9.0,-10.0,-8.0,0.0,-18.0,-1.0,-27.0,-6.0,-27.0,-28.0,8.0,2.0,9.0,-25.0,-18.0,-1.0,5.0,4.0,3343.96
