subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-99.0,-48.0,9.0,-17.0,4.0,-19.0,4.0,-19.0,-1.0,-11.0,-1.0,-12.0,11.0,-16.0,-8.0,-18.0,-7.0,-19.0,-14.0,-5.0,-24.0,3.0,-20.0,-7.0,-21.0,-10.0,-3.0,-22.0,-6.0,-19.0,-6.0,-10.0,-15.0,-11.0,-26.0,-6.0,-16.0,-7.0,-26.0,-4.0,-2.0,-12.0,3.0,-18.0,3.0,-21.0,2.0,-21.0,-10.0,-8.0,-12.0,-13.0,-5.0,-14.0,-5.0,-12.0,-5.0,-9.0,-1.0,-20.0,-1.0,-15.0,-25.0,9.0,-20.0,6.0,-25.0,14.0,-15.0,15.0,-22.0,10.0,-18.0,9.0,-15.0,20.0,-17.0,15.0,-14.0,-16.0,14.0,-7.0,19.0,-17.0,16.0,-19.0,14.0,-16.0,14.0,-17.0,6.0,-14.0,8.0,3291.52
124.0,-64.0,7.0,1.0,-9.0,5.0,-6.0,7.0,3.0,19.0,-2.0,11.0,-7.0,14.0,0.0,13.0,-5.0,14.0,8.0,3.0,12.0,3.0,14.0,6.0,16.0,7.0,-4.0,13.0,4.0,12.0,14.0,7.0,3.0,15.0,10.0,4.0,13.0,2.0,17.0,-2.0,0.0,19.0,-2.0,19.0,-8.0,17.0,-9.0,20.0,13.0,12.0,-3.0,16.0,-4.0,9.0,-2.0,14.0,-7.0,-11.0,-12.0,8.0,-7.0,14.0,15.0,-14.0,7.0,-17.0,12.0,-18.0,4.0,-15.0,4.0,-21.0,1.0,-24.0,2.0,-15.0,-3.0,-22.0,-1.0,8.0,-21.0,-3.0,-22.0,1.0,-17.0,4.0,-16.0,8.0,-16.0,10.0,-18.0,3.0,-12.0,3291.53
90.0,-96.0,5.0,12.0,5.0,17.0,14.0,20.0,11.0,6.0,20.0,13.0,12.0,15.0,21.0,7.0,10.0,12.0,10.0,10.0,15.0,17.0,8.0,10.0,10.0,15.0,15.0,2.0,20.0,11.0,-2.0,15.0,0.0,18.0,20.0,0.0,20.0,-12.0,16.0,-17.0,-11.0,13.0,-16.0,15.0,-19.0,17.0,-22.0,19.0,-10.0,-12.0,12.0,-5.0,15.0,2.0,11.0,2.0,20.0,20.0,17.0,12.0,22.0,13.0,12.0,13.0,13.0,13.0,16.0,15.0,25.0,4.0,29.0,8.0,26.0,7.0,23.0,7.0,32.0,-3.0,29.0,21.0,1.0,23.0,-1.0,21.0,-1.0,25.0,-7.0,19.0,-1.0,22.0,1.0,17.0,3.0,3291.53
98.0,32.0,6.0,15.0,-7.0,13.0,0.0,9.0,-8.0,14.0,7.0,24.0,6.0,9.0,5.0,17.0,1.0,23.0,24.0,12.0,25.0,0.0,12.0,18.0,10.0,16.0,14.0,13.0,22.0,11.0,15.0,13.0,13.0,17.0,15.0,2.0,22.0,8.0,16.0,-4.0,-8.0,19.0,-9.0,15.0,-11.0,18.0,-10.0,13.0,5.0,3.0,16.0,16.0,13.0,15.0,15.0,19.0,11.0,6.0,2.0,13.0,7.0,24.0,19.0,-1.0,17.0,-13.0,13.0,-1.0,21.0,-9.0,19.0,-10.0,23.0,-16.0,21.0,-14.0,23.0,-16.0,13.0,18.0,-16.0,16.0,-20.0,8.0,-12.0,26.0,-22.0,20.0,-18.0,10.0,-6.0,8.0,-16.0,3291.54
98.0,32.0,6.0,-1.0,22.0,-2.0,15.0,-3.0,18.0,-17.0,17.0,-15.0,11.0,-15.0,18.0,-9.0,11.0,-16.0,-13.0,19.0,-17.0,6.0,-15.0,14.0,-13.0,6.0,12.0,-12.0,12.0,-16.0,-14.0,3.0,-18.0,4.0,0.0,-22.0,9.0,-22.0,-8.0,-21.0,-20.0,-12.0,-21.0,-2.0,-23.0,-10.0,-17.0,-11.0,-13.0,-12.0,-8.0,-17.0,-9.0,-19.0,-6.0,-18.0,-1.0,-3.0,5.0,-16.0,6.0,-18.0,-17.0,13.0,-20.0,11.0,-17.0,20.0,-10.0,23.0,-11.0,21.0,-7.0,19.0,-1.0,29.0,-3.0,25.0,2.0,-4.0,23.0,9.0,23.0,0.0,24.0,-9.0,23.0,1.0,19.0,0.0,15.0,-5.0,16.0,3291.54
73.0,-111.0,20.0,11.0,-23.0,21.0,-8.0,15.0,-10.0,11.0,2.0,13.0,-11.0,8.0,-15.0,5.0,-18.0,9.0,21.0,-10.0,19.0,-8.0,15.0,-11.0,17.0,-8.0,-9.0,14.0,-8.0,13.0,18.0,-5.0,21.0,-7.0,-7.0,14.0,-11.0,16.0,-1.0,21.0,28.0,0.0,22.0,4.0,17.0,6.0,20.0,7.0,1.0,4.0,17.0,3.0,20.0,-1.0,20.0,6.0,13.0,4.0,12.0,21.0,7.0,24.0,19.0,7.0,18.0,-6.0,17.0,0.0,23.0,-9.0,11.0,-11.0,2.0,-18.0,16.0,-15.0,12.0,-26.0,21.0,13.0,-23.0,10.0,-22.0,13.0,-8.0,10.0,-13.0,-2.0,-16.0,3.0,-17.0,2.0,-20.0,3291.55
-95.0,16.0,10.0,-14.0,-10.0,-6.0,-4.0,-15.0,-19.0,-15.0,-21.0,-16.0,-21.0,-21.0,-13.0,-22.0,-7.0,-20.0,-20.0,-15.0,-25.0,-19.0,-27.0,-13.0,-10.0,-18.0,-2.0,-10.0,-9.0,-16.0,-12.0,-24.0,-7.0,-19.0,-28.0,17.0,-21.0,3.0,-5.0,8.0,5.0,-25.0,5.0,-18.0,-7.0,-23.0,13.0,-9.0,8.0,10.0,5.0,10.0,-10.0,21.0,-3.0,34.0,-5.0,-16.0,-15.0,20.0,-9.0,20.0,38.0,-23.0,26.0,-8.0,33.0,-3.0,19.0,-14.0,23.0,-16.0,19.0,-8.0,13.0,-3.0,26.0,-7.0,20.0,25.0,-14.0,33.0,-15.0,18.0,-18.0,-8.0,-13.0,5.0,-25.0,4.0,-1.0,-1.0,-5.0,3291.56
-99.0,-48.0,9.0,15.0,-6.0,18.0,-9.0,15.0,-11.0,10.0,-15.0,14.0,-20.0,20.0,-16.0,14.0,-17.0,12.0,16.0,-18.0,22.0,-14.0,14.0,-15.0,19.0,-13.0,-12.0,16.0,-12.0,17.0,23.0,-2.0,19.0,3.0,8.0,15.0,12.0,16.0,11.0,13.0,15.0,12.0,14.0,10.0,6.0,7.0,8.0,4.0,-5.0,-2.0,8.0,-1.0,14.0,-3.0,17.0,-2.0,21.0,25.0,27.0,-2.0,30.0,-2.0,1.0,36.0,-1.0,30.0,-5.0,33.0,-1.0,36.0,2.0,32.0,1.0,34.0,4.0,25.0,6.0,25.0,3.0,5.0,18.0,19.0,9.0,17.0,16.0,10.0,16.0,13.0,2.0,6.0,6.0,10.0,12.0,3291.56
-79.0,16.0,11.0,6.0,-46.0,1.0,-22.0,-4.0,-13.0,-15.0,-47.0,-26.0,-1.0,-19.0,-23.0,-54.0,-32.0,-12.0,-35.0,-33.0,-23.0,-36.0,-7.0,-31.0,-10.0,-31.0,-26.0,10.0,-26.0,5.0,6.0,-30.0,13.0,-34.0,-35.0,17.0,-24.0,10.0,-24.0,22.0,11.0,-14.0,21.0,-7.0,18.0,-11.0,18.0,-11.0,12.0,16.0,3.0,29.0,8.0,16.0,10.0,37.0,12.0,22.0,8.0,50.0,25.0,60.0,50.0,29.0,54.0,13.0,48.0,14.0,57.0,5.0,62.0,12.0,63.0,14.0,58.0,-10.0,37.0,16.0,30.0,39.0,-13.0,31.0,-21.0,30.0,15.0,18.0,-10.0,47.0,-23.0,39.0,-4.0,4.0,-19.0,3291.57
124.0,-64.0,7.0,-19.0,15.0,14.0,53.0,2.0,20.0,-14.0,32.0,-41.0,38.0,-5.0,62.0,-7.0,36.0,-15.0,-1.0,27.0,-25.0,37.0,-14.0,22.0,-35.0,14.0,25.0,-28.0,15.0,-26.0,-36.0,1.0,-38.0,-2.0,-2.0,-32.0,-13.0,-19.0,-25.0,-40.0,-19.0,-23.0,-12.0,-19.0,-18.0,-22.0,-3.0,-18.0,-11.0,-21.0,3.0,-35.0,11.0,-30.0,-4.0,-36.0,-9.0,-5.0,-5.0,-53.0,-9.0,-53.0,-51.0,-21.0,-66.0,-16.0,-48.0,-9.0,-59.0,-3.0,-57.0,-17.0,-57.0,-5.0,-52.0,-15.0,-48.0,-4.0,-30.0,-28.0,-21.0,-45.0,-25.0,-31.0,-3.0,-23.0,-2.0,2.0,3.0,-28.0,0.0,-14.0,15.0,3291.57
86.0,96.0,5.0,27.0,27.0,32.0,-14.0,43.0,31.0,28.0,-3.0,32.0,-16.0,14.0,-20.0,26.0,-22.0,26.0,39.0,-2.0,32.0,3.0,50.0,-20.0,45.0,1.0,0.0,46.0,31.0,30.0,23.0,15.0,31.0,24.0,24.0,23.0,46.0,14.0,27.0,5.0,-1.0,31.0,4.0,18.0,6.0,20.0,10.0,26.0,-20.0,-13.0,9.0,-29.0,8.0,-22.0,10.0,-21.0,17.0,24.0,23.0,-39.0,34.0,-41.0,-43.0,41.0,-38.0,21.0,-46.0,33.0,-37.0,42.0,-44.0,28.0,-34.0,39.0,-37.0,36.0,-40.0,36.0,-9.0,-8.0,26.0,-5.0,19.0,-1.0,26.0,-5.0,6.0,-1.0,25.0,7.0,36.0,38.0,20.0,3291.58
98.0,32.0,6.0,-7.0,-24.0,12.0,-21.0,-30.0,-30.0,11.0,-25.0,4.0,-29.0,34.0,-35.0,22.0,-37.0,14.0,19.0,-35.0,21.0,-29.0,26.0,-7.0,30.0,-33.0,-20.0,19.0,-31.0,33.0,18.0,-3.0,25.0,0.0,12.0,31.0,7.0,24.0,10.0,26.0,17.0,22.0,14.0,16.0,14.0,20.0,22.0,13.0,4.0,10.0,16.0,17.0,25.0,19.0,20.0,33.0,18.0,23.0,30.0,34.0,21.0,32.0,42.0,47.0,47.0,40.0,37.0,42.0,49.0,40.0,30.0,30.0,33.0,54.0,37.0,42.0,22.0,28.0,39.0,46.0,-3.0,22.0,-2.0,33.0,-13.0,41.0,-8.0,20.0,-6.0,16.0,13.0,20.0,19.0,3291.58
94.0,-32.0,5.0,-1.0,-22.0,-21.0,-5.0,-18.0,-1.0,3.0,-14.0,-34.0,-15.0,-41.0,-25.0,-21.0,-25.0,-29.0,-44.0,4.0,-25.0,-27.0,-50.0,-16.0,-27.0,-22.0,-49.0,-14.0,-25.0,-10.0,0.0,-31.0,-1.0,-33.0,-37.0,4.0,-42.0,9.0,-24.0,21.0,20.0,-21.0,17.0,-23.0,20.0,-15.0,8.0,-7.0,16.0,8.0,-17.0,19.0,-8.0,21.0,-20.0,27.0,-14.0,-23.0,-29.0,33.0,-36.0,48.0,39.0,-39.0,36.0,-30.0,35.0,-43.0,40.0,-47.0,40.0,-39.0,48.0,-29.0,30.0,-44.0,39.0,-28.0,15.0,18.0,-35.0,8.0,-32.0,-7.0,-39.0,3.0,-39.0,-3.0,-22.0,-34.0,-29.0,-13.0,-17.0,3291.59
73.0,-111.0,20.0,-26.0,-8.0,-14.0,-16.0,20.0,-29.0,-17.0,-26.0,2.0,-37.0,-3.0,-42.0,-2.0,-33.0,2.0,4.0,-29.0,12.0,-32.0,7.0,-36.0,13.0,-32.0,-27.0,27.0,-38.0,23.0,31.0,-16.0,34.0,-19.0,-11.0,26.0,-15.0,22.0,-4.0,27.0,26.0,-6.0,27.0,-5.0,20.0,-4.0,21.0,-8.0,-9.0,-2.0,24.0,2.0,21.0,1.0,32.0,18.0,36.0,46.0,47.0,14.0,48.0,14.0,13.0,57.0,19.0,41.0,35.0,50.0,26.0,46.0,28.0,52.0,23.0,47.0,23.0,46.0,27.0,40.0,29.0,30.0,24.0,28.0,16.0,23.0,1.0,17.0,-2.0,22.0,8.0,0.0,-27.0,39.0,6.0,3291.6
93.0,-47.0,21.0,-38.0,-26.0,-36.0,-8.0,5.0,4.0,-44.0,-10.0,-12.0,-6.0,-38.0,-28.0,-50.0,-11.0,-28.0,-49.0,-24.0,-45.0,-28.0,-25.0,-45.0,-22.0,-30.0,-13.0,-31.0,-21.0,-8.0,-3.0,-42.0,-1.0,-26.0,-30.0,14.0,-19.0,20.0,-23.0,15.0,16.0,-18.0,19.0,-21.0,14.0,-17.0,9.0,-11.0,6.0,3.0,-30.0,6.0,-29.0,10.0,-26.0,12.0,-31.0,-41.0,-44.0,18.0,-46.0,31.0,22.0,-42.0,13.0,-37.0,27.0,-44.0,29.0,-48.0,13.0,-41.0,22.0,-42.0,32.0,-39.0,6.0,-45.0,16.0,-2.0,-36.0,7.0,-23.0,-2.0,-35.0,-14.0,-45.0,5.0,-38.0,-26.0,-40.0,-9.0,4.0,3291.6
-115.0,-48.0,8.0,-5.0,-38.0,-35.0,2.0,-38.0,1.0,-5.0,10.0,-23.0,8.0,-35.0,26.0,-13.0,34.0,-28.0,-40.0,8.0,-59.0,10.0,-46.0,-2.0,-39.0,1.0,-10.0,-32.0,-28.0,-41.0,-26.0,-22.0,-17.0,-27.0,-31.0,-4.0,-29.0,-18.0,-26.0,-4.0,-7.0,-28.0,3.0,-29.0,1.0,-22.0,0.0,-20.0,5.0,9.0,-18.0,2.0,-21.0,13.0,-27.0,11.0,-34.0,-46.0,-51.0,17.0,-47.0,17.0,14.0,-46.0,19.0,-52.0,26.0,-49.0,14.0,-47.0,15.0,-57.0,4.0,-41.0,17.0,-57.0,20.0,-51.0,9.0,9.0,-31.0,-17.0,-25.0,-19.0,-8.0,-2.0,-22.0,-12.0,-31.0,-51.0,-27.0,-22.0,-15.0,3291.61
-128.0,0.0,8.0,8.0,6.0,7.0,7.0,17.0,5.0,13.0,16.0,7.0,7.0,2.0,16.0,9.0,13.0,8.0,8.0,18.0,14.0,19.0,8.0,18.0,12.0,9.0,7.0,12.0,19.0,21.0,7.0,23.0,5.0,13.0,18.0,-4.0,16.0,-5.0,18.0,-9.0,-15.0,15.0,-10.0,15.0,-12.0,13.0,-16.0,18.0,-10.0,-9.0,0.0,-15.0,9.0,-8.0,4.0,-9.0,9.0,20.0,12.0,3.0,21.0,-6.0,-1.0,12.0,14.0,17.0,10.0,22.0,12.0,19.0,5.0,16.0,21.0,12.0,18.0,14.0,11.0,13.0,17.0,20.0,8.0,23.0,17.0,19.0,4.0,12.0,10.0,23.0,2.0,12.0,11.0,8.0,7.0,3291.61
98.0,32.0,6.0,-17.0,-11.0,1.0,-13.0,-15.0,-19.0,-1.0,-15.0,-9.0,-23.0,-21.0,-16.0,-9.0,-7.0,-7.0,-7.0,-26.0,3.0,-16.0,7.0,-12.0,0.0,-18.0,-16.0,2.0,-17.0,-4.0,3.0,-27.0,5.0,-21.0,-19.0,12.0,-21.0,12.0,-13.0,14.0,23.0,-19.0,24.0,-5.0,15.0,-1.0,18.0,-3.0,6.0,6.0,-17.0,6.0,-19.0,8.0,-15.0,-6.0,-14.0,-20.0,-17.0,-2.0,-13.0,-7.0,-9.0,-23.0,-13.0,-17.0,-19.0,-16.0,-24.0,-21.0,-28.0,-20.0,-20.0,-12.0,-34.0,-14.0,-28.0,-3.0,-34.0,-30.0,-7.0,-7.0,-7.0,-28.0,-11.0,-29.0,-4.0,-24.0,-14.0,-6.0,-7.0,-7.0,-11.0,3291.62
-66.0,-32.0,11.0,4.0,10.0,2.0,16.0,-2.0,21.0,-6.0,15.0,-5.0,15.0,-9.0,21.0,-5.0,18.0,0.0,-7.0,14.0,-12.0,17.0,-9.0,15.0,-9.0,13.0,22.0,-14.0,17.0,-6.0,-7.0,7.0,-18.0,12.0,5.0,-17.0,3.0,-19.0,6.0,-21.0,-16.0,-3.0,-24.0,1.0,-23.0,-9.0,-16.0,-8.0,-10.0,-14.0,-5.0,-13.0,3.0,-17.0,6.0,-16.0,-1.0,10.0,13.0,-8.0,15.0,-6.0,-13.0,19.0,0.0,17.0,-2.0,25.0,4.0,26.0,-3.0,20.0,6.0,16.0,13.0,22.0,3.0,13.0,8.0,18.0,24.0,10.0,22.0,12.0,17.0,3.0,11.0,10.0,21.0,4.0,16.0,2.0,9.0,3291.62
-46.0,32.0,13.0,4.0,-16.0,-3.0,-12.0,0.0,-11.0,-5.0,-17.0,3.0,-19.0,-5.0,-18.0,7.0,-21.0,2.0,0.0,-26.0,5.0,-14.0,4.0,-20.0,6.0,-26.0,-29.0,10.0,-23.0,7.0,6.0,-17.0,12.0,-17.0,-18.0,12.0,-14.0,19.0,-7.0,24.0,21.0,-6.0,22.0,-9.0,24.0,-3.0,23.0,-4.0,12.0,16.0,0.0,18.0,4.0,14.0,-5.0,17.0,-9.0,-7.0,-10.0,17.0,-14.0,12.0,6.0,-22.0,4.0,-19.0,7.0,-15.0,1.0,-20.0,5.0,-27.0,-9.0,-26.0,-1.0,-26.0,-5.0,-26.0,-7.0,-12.0,-25.0,-7.0,-26.0,-4.0,-25.0,-12.0,-11.0,-14.0,-20.0,-8.0,-16.0,-1.0,-16.0,3291.63
98.0,32.0,6.0,5.0,2.0,0.0,20.0,2.0,19.0,-2.0,14.0,-2.0,27.0,-4.0,12.0,-4.0,27.0,-4.0,-8.0,18.0,-14.0,17.0,-8.0,16.0,-13.0,15.0,8.0,-5.0,20.0,-17.0,-13.0,10.0,-13.0,3.0,12.0,-20.0,6.0,-16.0,-3.0,-20.0,-30.0,0.0,-21.0,-4.0,-19.0,-4.0,-24.0,-6.0,-19.0,-20.0,1.0,-16.0,7.0,-15.0,14.0,-14.0,12.0,16.0,16.0,-12.0,17.0,-1.0,4.0,25.0,-3.0,23.0,2.0,26.0,7.0,18.0,4.0,23.0,9.0,33.0,9.0,26.0,11.0,22.0,15.0,13.0,24.0,11.0,13.0,11.0,16.0,6.0,16.0,7.0,17.0,10.0,21.0,11.0,21.0,3291.63
-128.0,0.0,8.0,12.0,1.0,13.0,-9.0,14.0,0.0,15.0,-6.0,17.0,-4.0,9.0,13.0,24.0,8.0,15.0,21.0,9.0,22.0,2.0,16.0,2.0,22.0,8.0,12.0,19.0,9.0,15.0,19.0,19.0,14.0,16.0,21.0,7.0,16.0,12.0,22.0,10.0,3.0,26.0,3.0,16.0,-2.0,22.0,1.0,23.0,-3.0,6.0,9.0,6.0,18.0,11.0,9.0,14.0,16.0,6.0,4.0,15.0,1.0,11.0,18.0,-1.0,18.0,-7.0,19.0,-12.0,24.0,-3.0,19.0,-13.0,28.0,-17.0,21.0,-16.0,12.0,-20.0,27.0,19.0,-16.0,19.0,-15.0,20.0,-19.0,11.0,-20.0,18.0,-13.0,3.0,-8.0,16.0,-13.0,3291.64
108.0,-64.0,6.0,-12.0,-7.0,-14.0,-11.0,-9.0,-12.0,-5.0,-13.0,-9.0,-15.0,-13.0,-14.0,-5.0,-7.0,-12.0,-1.0,-10.0,-10.0,-17.0,-8.0,-11.0,-15.0,-14.0,-16.0,-3.0,-10.0,-3.0,-6.0,-13.0,1.0,-18.0,-19.0,4.0,-14.0,8.0,-16.0,10.0,6.0,-14.0,11.0,-13.0,12.0,-10.0,14.0,-11.0,7.0,10.0,-12.0,-1.0,-14.0,-5.0,-12.0,-3.0,-18.0,-15.0,-13.0,-4.0,-19.0,-14.0,-10.0,-11.0,-15.0,-14.0,-15.0,-7.0,-15.0,-6.0,-11.0,-7.0,-20.0,1.0,-20.0,1.0,-23.0,-2.0,-25.0,-18.0,-6.0,-18.0,-6.0,-18.0,2.0,-21.0,4.0,-15.0,5.0,-15.0,4.0,-14.0,-3.0,3291.65
-108.0,64.0,9.0,-10.0,-14.0,-3.0,-14.0,-11.0,-19.0,2.0,-14.0,0.0,-16.0,-4.0,-18.0,1.0,-21.0,2.0,-1.0,-21.0,10.0,-18.0,5.0,-23.0,3.0,-23.0,-21.0,6.0,-22.0,9.0,11.0,-12.0,16.0,-18.0,-17.0,15.0,-14.0,21.0,-6.0,25.0,22.0,-3.0,21.0,-4.0,25.0,-3.0,21.0,1.0,14.0,8.0,-12.0,12.0,-18.0,10.0,-15.0,7.0,-18.0,-19.0,-17.0,2.0,-20.0,-8.0,0.0,-17.0,-12.0,-21.0,-10.0,-18.0,-13.0,-23.0,-19.0,-15.0,-21.0,-9.0,-14.0,-19.0,-17.0,-16.0,-22.0,-17.0,-14.0,-20.0,-16.0,-18.0,-8.0,-21.0,-12.0,-18.0,-9.0,-15.0,-15.0,-14.0,-10.0,3291.65
108.0,-64.0,6.0,-4.0,9.0,-7.0,19.0,-8.0,9.0,-11.0,21.0,-16.0,13.0,-10.0,15.0,-12.0,11.0,-11.0,-19.0,3.0,-21.0,16.0,-21.0,16.0,-19.0,6.0,7.0,-18.0,8.0,-18.0,-24.0,3.0,-19.0,-1.0,-11.0,-22.0,-5.0,-25.0,-11.0,-15.0,-17.0,-22.0,-20.0,-24.0,-11.0,-20.0,-19.0,-17.0,-16.0,-11.0,6.0,-16.0,0.0,-24.0,6.0,-16.0,8.0,14.0,17.0,-11.0,12.0,-11.0,-6.0,21.0,-6.0,20.0,-1.0,22.0,-1.0,30.0,-3.0,19.0,3.0,28.0,2.0,34.0,7.0,24.0,4.0,10.0,18.0,7.0,28.0,12.0,20.0,8.0,17.0,-1.0,19.0,2.0,20.0,-3.0,25.0,3291.66
-108.0,64.0,9.0,-8.0,7.0,-13.0,16.0,-9.0,9.0,-17.0,12.0,-8.0,12.0,-12.0,9.0,-5.0,24.0,-3.0,-4.0,17.0,-5.0,7.0,-13.0,7.0,-11.0,7.0,12.0,-1.0,10.0,-19.0,-21.0,11.0,-18.0,-4.0,11.0,-12.0,2.0,-6.0,0.0,-17.0,-18.0,-5.0,-4.0,4.0,-5.0,3.0,-4.0,-10.0,-2.0,-5.0,-14.0,-3.0,-16.0,-8.0,-16.0,-2.0,-21.0,-31.0,-32.0,1.0,-21.0,-17.0,-13.0,-25.0,-11.0,-24.0,-18.0,-36.0,-10.0,-35.0,-13.0,-22.0,-5.0,-23.0,4.0,-22.0,-3.0,-19.0,-8.0,-3.0,-29.0,-8.0,-12.0,-21.0,-7.0,-18.0,-12.0,-7.0,-8.0,-15.0,-4.0,-7.0,4.0,3291.66
108.0,-64.0,6.0,-1.0,-8.0,-4.0,-17.0,-3.0,-18.0,-12.0,-14.0,-5.0,-24.0,-3.0,-20.0,-9.0,-24.0,-7.0,-4.0,-22.0,-4.0,-18.0,-5.0,-21.0,2.0,-15.0,-15.0,-1.0,-17.0,4.0,6.0,-12.0,7.0,-14.0,-12.0,14.0,-7.0,16.0,-4.0,13.0,15.0,-4.0,8.0,-6.0,15.0,-6.0,11.0,-14.0,7.0,13.0,1.0,12.0,0.0,19.0,2.0,24.0,5.0,10.0,13.0,25.0,7.0,35.0,32.0,8.0,30.0,13.0,34.0,15.0,31.0,13.0,30.0,14.0,29.0,10.0,29.0,8.0,25.0,7.0,18.0,24.0,-5.0,20.0,2.0,14.0,-5.0,18.0,-7.0,10.0,-12.0,7.0,-9.0,3.0,-12.0,3291.67
-111.0,16.0,9.0,24.0,-12.0,19.0,-34.0,2.0,-42.0,7.0,-31.0,-16.0,-50.0,-22.0,-50.0,9.0,-29.0,21.0,-4.0,-44.0,18.0,-36.0,13.0,-34.0,20.0,-52.0,-21.0,14.0,-32.0,24.0,33.0,-16.0,42.0,-13.0,-7.0,32.0,0.0,19.0,-3.0,29.0,22.0,16.0,28.0,5.0,28.0,5.0,10.0,-7.0,13.0,26.0,14.0,25.0,24.0,28.0,26.0,28.0,36.0,50.0,42.0,41.0,47.0,23.0,30.0,66.0,44.0,58.0,27.0,58.0,44.0,59.0,40.0,58.0,37.0,59.0,43.0,28.0,17.0,35.0,35.0,13.0,49.0,11.0,49.0,24.0,25.0,16.0,-10.0,57.0,2.0,16.0,-9.0,7.0,-10.0,3291.67
-91.0,80.0,10.0,-3.0,-44.0,29.0,-31.0,-6.0,-19.0,8.0,-25.0,0.0,-68.0,-5.0,-40.0,-27.0,-29.0,6.0,5.0,-52.0,9.0,-57.0,-11.0,-35.0,14.0,-47.0,-29.0,21.0,-33.0,17.0,16.0,-26.0,19.0,-21.0,-15.0,26.0,-10.0,19.0,-10.0,29.0,33.0,-6.0,29.0,-12.0,18.0,-10.0,29.0,-4.0,9.0,18.0,8.0,22.0,16.0,29.0,18.0,43.0,27.0,28.0,36.0,48.0,46.0,41.0,47.0,48.0,46.0,48.0,57.0,36.0,57.0,48.0,47.0,38.0,47.0,33.0,42.0,21.0,37.0,23.0,28.0,33.0,19.0,43.0,26.0,44.0,-12.0,29.0,5.0,50.0,-7.0,14.0,7.0,31.0,-15.0,3291.68
-51.0,-48.0,12.0,1.0,-24.0,6.0,-16.0,7.0,-21.0,12.0,-23.0,7.0,-18.0,15.0,-12.0,19.0,-12.0,12.0,9.0,-17.0,14.0,-11.0,12.0,-16.0,16.0,-22.0,-18.0,15.0,-13.0,15.0,15.0,-8.0,19.0,-12.0,-4.0,19.0,-2.0,20.0,-5.0,12.0,26.0,-6.0,19.0,2.0,21.0,10.0,24.0,8.0,8.0,13.0,14.0,10.0,17.0,11.0,10.0,12.0,7.0,4.0,-2.0,15.0,-5.0,21.0,28.0,-9.0,21.0,-5.0,17.0,-20.0,14.0,-16.0,12.0,-16.0,13.0,-20.0,14.0,-24.0,15.0,-25.0,11.0,12.0,-21.0,8.0,-32.0,0.0,-26.0,2.0,-23.0,2.0,-13.0,6.0,-29.0,8.0,-13.0,3291.69
-128.0,0.0,8.0,-5.0,10.0,-8.0,11.0,-9.0,9.0,-16.0,19.0,-8.0,6.0,-10.0,6.0,-18.0,13.0,-16.0,-11.0,7.0,-13.0,5.0,-13.0,15.0,-17.0,12.0,12.0,-15.0,5.0,-23.0,-13.0,2.0,-26.0,4.0,-5.0,-21.0,-4.0,-19.0,-6.0,-19.0,-17.0,-8.0,-20.0,-9.0,-18.0,-14.0,-16.0,-18.0,-7.0,-13.0,-10.0,-13.0,-8.0,-8.0,-9.0,-16.0,-3.0,-8.0,2.0,-20.0,2.0,-13.0,-18.0,8.0,-14.0,9.0,-13.0,13.0,-10.0,20.0,-16.0,20.0,-12.0,15.0,-4.0,25.0,-12.0,23.0,-3.0,-8.0,21.0,-3.0,17.0,-5.0,19.0,-3.0,23.0,-3.0,20.0,-1.0,20.0,-6.0,13.0,3291.71
