subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_83,subcarrier_86,subcarrier_88,subcarrier_89,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_124,subcarrier_125,subcarrier_126,timestamp
32.0,6.0,-5.0,-7.0,-4.0,-6.0,-2.0,-2.0,2.0,6.0,-6.0,6.0,8.0,7.0,3.0,-10.0,10.0,-3.0,17.0,-1.0,20.0,23.0,-5.0,22.0,-4.0,25.0,2.0,21.0,5.0,17.0,4.0,13.0,11.0,8.0,15.0,9.0,14.0,9.0,8.0,9.0,10.0,22.0,4.0,11.0,-4.0,8.0,2.0,9.0,-5.0,-12.0,13.0,11.0,-16.0,-22.0,9.0,-28.0,0.0,0.0,-23.0,-2.0,-25.0,-5.0,-26.0,-12.0,-29.0,-3.0,-2.0,-29.0,-6.0,-25.0,-7.0,-17.0,-13.0,-18.0,-9.0,-7.0,-16.0,-8.0,-10.0,-14.0,1194.48
80.0,10.0,5.0,2.0,6.0,4.0,-1.0,-2.0,-5.0,-1.0,-4.0,-4.0,-4.0,-3.0,-11.0,-15.0,-9.0,-21.0,0.0,-16.0,-12.0,-5.0,-26.0,-5.0,-22.0,-7.0,-27.0,-3.0,-23.0,3.0,-23.0,6.0,-28.0,13.0,-22.0,9.0,-20.0,14.0,-14.0,-15.0,8.0,-15.0,16.0,-1.0,-15.0,-5.0,-6.0,-1.0,-10.0,-1.0,-11.0,-15.0,2.0,-9.0,-19.0,-6.0,-24.0,-24.0,-2.0,-30.0,-2.0,-31.0,4.0,-30.0,3.0,-29.0,-31.0,4.0,-26.0,15.0,-29.0,8.0,-22.0,8.0,-23.0,-22.0,16.0,-9.0,10.0,-6.0,1194.49
-112.0,11.0,-6.0,-3.0,4.0,4.0,0.0,3.0,-9.0,-1.0,-9.0,-1.0,-12.0,-25.0,-18.0,-9.0,-10.0,-14.0,-21.0,-16.0,-17.0,-18.0,-24.0,-13.0,-19.0,-21.0,-23.0,-6.0,-22.0,-5.0,-24.0,-2.0,-19.0,-3.0,-29.0,5.0,-22.0,8.0,-21.0,-17.0,10.0,-23.0,11.0,5.0,-13.0,2.0,-11.0,-6.0,-6.0,-15.0,-12.0,-20.0,-14.0,-13.0,-23.0,-15.0,-30.0,-27.0,0.0,-22.0,0.0,-32.0,0.0,-21.0,5.0,-27.0,-26.0,-2.0,-27.0,14.0,-27.0,13.0,-30.0,6.0,-19.0,-14.0,17.0,-11.0,8.0,-7.0,1194.49
-32.0,5.0,-13.0,-8.0,1.0,3.0,-14.0,9.0,-10.0,5.0,1.0,-8.0,-11.0,-20.0,-4.0,-3.0,-23.0,-2.0,-27.0,0.0,-26.0,-23.0,3.0,-21.0,5.0,-25.0,7.0,-21.0,3.0,-21.0,7.0,-18.0,8.0,-18.0,9.0,-13.0,7.0,-11.0,7.0,4.0,-5.0,6.0,-3.0,34.0,-1.0,33.0,-5.0,36.0,-4.0,-6.0,36.0,36.0,-7.0,-5.0,29.0,-6.0,24.0,20.0,0.0,17.0,2.0,13.0,-1.0,9.0,5.0,5.0,5.0,5.0,-1.0,6.0,6.0,3.0,2.0,11.0,-10.0,-3.0,12.0,-4.0,16.0,-3.0,1194.5
-128.0,7.0,-45.0,-15.0,1.0,-26.0,-21.0,-5.0,-24.0,-9.0,-22.0,-11.0,-19.0,-30.0,-34.0,-45.0,-30.0,-38.0,-27.0,-39.0,-35.0,-49.0,-29.0,-54.0,-43.0,-42.0,-29.0,-46.0,-37.0,-33.0,-31.0,-46.0,-24.0,-32.0,-27.0,-29.0,-12.0,-25.0,-6.0,-4.0,-9.0,5.0,-6.0,28.0,69.0,32.0,78.0,31.0,80.0,82.0,42.0,37.0,68.0,67.0,31.0,60.0,19.0,26.0,55.0,25.0,43.0,10.0,32.0,12.0,30.0,3.0,-10.0,10.0,-19.0,14.0,-20.0,17.0,-24.0,18.0,-26.0,-18.0,12.0,-43.0,-3.0,-41.0,1194.51
-64.0,8.0,1.0,0.0,17.0,-7.0,-15.0,11.0,-11.0,7.0,26.0,-26.0,-19.0,-50.0,0.0,20.0,-71.0,30.0,-52.0,18.0,-56.0,-55.0,8.0,-45.0,29.0,-54.0,34.0,-50.0,26.0,-50.0,19.0,-32.0,25.0,-30.0,33.0,-16.0,21.0,-14.0,25.0,10.0,-4.0,7.0,0.0,70.0,-15.0,66.0,-11.0,81.0,-25.0,-12.0,83.0,87.0,-26.0,-26.0,69.0,-16.0,59.0,60.0,-22.0,57.0,-9.0,37.0,2.0,25.0,-5.0,20.0,19.0,12.0,14.0,13.0,2.0,16.0,12.0,19.0,-3.0,2.0,33.0,-11.0,40.0,-10.0,1194.52
-128.0,7.0,-23.0,-25.0,12.0,9.0,-26.0,-3.0,-10.0,-6.0,-21.0,-24.0,-31.0,-51.0,-22.0,-13.0,-57.0,-11.0,-58.0,-7.0,-48.0,-54.0,-12.0,-60.0,-19.0,-56.0,7.0,-51.0,4.0,-49.0,6.0,-38.0,8.0,-43.0,4.0,-28.0,6.0,-25.0,0.0,3.0,-9.0,11.0,-7.0,75.0,-10.0,79.0,-10.0,82.0,-9.0,-10.0,92.0,82.0,-5.0,-13.0,69.0,-6.0,63.0,61.0,-2.0,49.0,9.0,41.0,12.0,24.0,12.0,26.0,-1.0,17.0,4.0,24.0,-4.0,7.0,-7.0,29.0,-1.0,-12.0,21.0,-5.0,28.0,-5.0,1194.52
-64.0,8.0,12.0,3.0,30.0,3.0,-5.0,1.0,-4.0,3.0,45.0,-10.0,-25.0,-12.0,48.0,44.0,-25.0,59.0,-20.0,47.0,-33.0,-27.0,53.0,-35.0,49.0,-20.0,53.0,-16.0,48.0,-15.0,46.0,-11.0,45.0,-1.0,31.0,-7.0,22.0,1.0,19.0,19.0,5.0,7.0,-2.0,25.0,-67.0,37.0,-76.0,28.0,-80.0,-92.0,26.0,27.0,-74.0,-78.0,34.0,-56.0,25.0,21.0,-55.0,22.0,-50.0,11.0,-35.0,16.0,-22.0,15.0,22.0,-6.0,7.0,8.0,26.0,11.0,16.0,8.0,25.0,19.0,13.0,37.0,8.0,29.0,1194.53
32.0,6.0,14.0,20.0,19.0,8.0,-10.0,18.0,-13.0,-8.0,43.0,-18.0,-10.0,-29.0,55.0,38.0,-31.0,60.0,-19.0,52.0,-22.0,-20.0,47.0,-16.0,53.0,-17.0,51.0,-21.0,53.0,-19.0,47.0,-3.0,39.0,1.0,46.0,1.0,26.0,6.0,17.0,22.0,1.0,12.0,-3.0,31.0,-64.0,38.0,-71.0,37.0,-77.0,-86.0,39.0,30.0,-74.0,-62.0,30.0,-62.0,26.0,25.0,-47.0,25.0,-45.0,21.0,-29.0,19.0,-16.0,23.0,16.0,-15.0,22.0,7.0,21.0,9.0,20.0,-10.0,25.0,15.0,13.0,24.0,18.0,22.0,1194.53
-128.0,7.0,-10.0,-7.0,-7.0,-10.0,-2.0,-9.0,-15.0,-9.0,-21.0,-2.0,-9.0,-14.0,-23.0,-21.0,-8.0,-19.0,-12.0,-27.0,-13.0,-13.0,-20.0,-13.0,-22.0,-15.0,-21.0,-15.0,-21.0,-13.0,-22.0,-13.0,-19.0,-11.0,-12.0,-13.0,-9.0,-11.0,-5.0,-1.0,-4.0,-3.0,-5.0,7.0,31.0,9.0,34.0,10.0,33.0,33.0,10.0,13.0,33.0,30.0,8.0,27.0,10.0,6.0,23.0,4.0,17.0,3.0,14.0,1.0,13.0,-4.0,-3.0,2.0,-6.0,2.0,-8.0,0.0,-13.0,6.0,-10.0,-16.0,1.0,-8.0,1.0,-11.0,1194.54
-64.0,8.0,6.0,-15.0,16.0,-10.0,-34.0,8.0,-11.0,-1.0,-2.0,-19.0,-32.0,-54.0,-18.0,-11.0,-50.0,-23.0,-56.0,-16.0,-56.0,-76.0,-5.0,-59.0,-1.0,-55.0,6.0,-50.0,2.0,-52.0,12.0,-39.0,5.0,-28.0,9.0,-28.0,6.0,-28.0,4.0,6.0,0.0,8.0,-5.0,66.0,28.0,72.0,33.0,74.0,30.0,31.0,79.0,86.0,22.0,25.0,67.0,25.0,60.0,63.0,12.0,47.0,22.0,29.0,22.0,21.0,25.0,21.0,14.0,22.0,-11.0,20.0,1.0,30.0,-12.0,30.0,-25.0,-6.0,15.0,0.0,20.0,-19.0,1194.54
-48.0,12.0,0.0,-29.0,20.0,19.0,-11.0,3.0,-30.0,-1.0,-2.0,-34.0,-28.0,-51.0,-20.0,-9.0,-44.0,-27.0,-46.0,-12.0,-62.0,-66.0,-27.0,-53.0,-18.0,-57.0,-16.0,-48.0,1.0,-46.0,-2.0,-49.0,-1.0,-36.0,-1.0,-30.0,0.0,-24.0,-1.0,6.0,1.0,8.0,-5.0,74.0,5.0,76.0,9.0,78.0,5.0,10.0,83.0,86.0,2.0,5.0,65.0,3.0,64.0,51.0,0.0,44.0,0.0,32.0,11.0,27.0,15.0,21.0,19.0,22.0,-1.0,17.0,-6.0,24.0,2.0,24.0,-4.0,-13.0,27.0,-17.0,31.0,-2.0,1194.55
-32.0,5.0,-3.0,4.0,11.0,1.0,-41.0,0.0,-6.0,-15.0,-14.0,2.0,-13.0,-35.0,-23.0,-20.0,-44.0,-10.0,-48.0,-16.0,-51.0,-60.0,-18.0,-54.0,-6.0,-52.0,-11.0,-64.0,-1.0,-49.0,2.0,-45.0,-1.0,-42.0,-3.0,-28.0,-3.0,-26.0,4.0,7.0,-8.0,7.0,-6.0,71.0,26.0,70.0,29.0,75.0,20.0,27.0,81.0,80.0,27.0,18.0,65.0,19.0,64.0,46.0,22.0,39.0,21.0,40.0,15.0,19.0,14.0,11.0,3.0,16.0,-1.0,22.0,-5.0,10.0,-1.0,16.0,-6.0,-15.0,26.0,-10.0,12.0,-10.0,1194.56
32.0,6.0,-5.0,-1.0,-12.0,-14.0,-6.0,-6.0,8.0,3.0,0.0,12.0,5.0,17.0,-12.0,-17.0,20.0,-19.0,15.0,-5.0,17.0,21.0,-13.0,26.0,-17.0,24.0,-9.0,22.0,-2.0,25.0,4.0,22.0,2.0,15.0,6.0,14.0,10.0,15.0,2.0,17.0,12.0,15.0,12.0,2.0,-7.0,-1.0,-11.0,5.0,-8.0,-13.0,1.0,2.0,-14.0,-27.0,-15.0,-20.0,-10.0,-20.0,-25.0,-24.0,-23.0,-19.0,-16.0,-30.0,-23.0,-29.0,-28.0,-21.0,-16.0,-18.0,-24.0,-5.0,-12.0,-11.0,-35.0,-19.0,-10.0,-19.0,1.0,-10.0,1194.56
32.0,8.0,-2.0,0.0,-10.0,2.0,9.0,5.0,8.0,2.0,12.0,3.0,13.0,11.0,6.0,9.0,14.0,7.0,22.0,5.0,25.0,17.0,5.0,25.0,12.0,20.0,21.0,18.0,21.0,14.0,16.0,15.0,22.0,4.0,20.0,6.0,22.0,1.0,23.0,23.0,-8.0,21.0,-10.0,5.0,8.0,12.0,0.0,6.0,-1.0,-3.0,19.0,21.0,-13.0,-14.0,16.0,-14.0,18.0,16.0,-20.0,9.0,-25.0,20.0,-30.0,11.0,-35.0,11.0,11.0,-30.0,11.0,-28.0,6.0,-37.0,2.0,-25.0,-3.0,6.0,-26.0,2.0,-14.0,-3.0,1194.57
-64.0,7.0,-14.0,-5.0,8.0,6.0,-4.0,-4.0,-9.0,3.0,-2.0,-7.0,-9.0,-21.0,-14.0,-23.0,-3.0,-11.0,-6.0,-11.0,-9.0,-16.0,-30.0,-22.0,-19.0,-14.0,-23.0,-7.0,-29.0,-4.0,-20.0,6.0,-24.0,8.0,-15.0,2.0,-21.0,5.0,-28.0,-19.0,8.0,-18.0,13.0,-4.0,-10.0,-1.0,-6.0,-8.0,-10.0,-7.0,-18.0,-19.0,-4.0,-4.0,-25.0,12.0,-26.0,-25.0,-1.0,-28.0,13.0,-30.0,17.0,-15.0,11.0,-15.0,-25.0,12.0,-19.0,15.0,-5.0,19.0,-10.0,16.0,-22.0,-12.0,14.0,-4.0,8.0,-11.0,1194.57
-63.0,30.0,0.0,3.0,5.0,-2.0,-1.0,4.0,4.0,6.0,10.0,0.0,-1.0,7.0,12.0,17.0,8.0,22.0,4.0,23.0,5.0,2.0,23.0,0.0,24.0,-3.0,29.0,-3.0,14.0,-10.0,17.0,-11.0,20.0,-18.0,18.0,-16.0,10.0,-18.0,11.0,5.0,-22.0,7.0,-20.0,7.0,4.0,11.0,1.0,5.0,-1.0,5.0,17.0,18.0,-2.0,-9.0,21.0,-13.0,14.0,20.0,-8.0,20.0,-16.0,27.0,-23.0,19.0,-20.0,21.0,21.0,-17.0,24.0,-24.0,24.0,-20.0,12.0,-22.0,11.0,9.0,-18.0,6.0,-14.0,1.0,1194.58
-48.0,12.0,-11.0,8.0,5.0,1.0,-4.0,5.0,-5.0,-7.0,-13.0,-2.0,4.0,-3.0,-19.0,-22.0,-9.0,-20.0,5.0,-23.0,4.0,0.0,-27.0,11.0,-25.0,5.0,-27.0,5.0,-31.0,9.0,-27.0,16.0,-30.0,16.0,-29.0,14.0,-14.0,14.0,-11.0,-6.0,28.0,-1.0,22.0,0.0,-16.0,-3.0,-12.0,4.0,-6.0,-4.0,-12.0,-17.0,-9.0,-2.0,-27.0,-21.0,-22.0,-27.0,-10.0,-30.0,-12.0,-24.0,4.0,-30.0,0.0,-34.0,-35.0,3.0,-29.0,-1.0,-34.0,4.0,-40.0,-2.0,-22.0,-19.0,7.0,-13.0,4.0,-14.0,1194.58
16.0,9.0,-5.0,-7.0,2.0,-3.0,-7.0,3.0,-4.0,-9.0,-5.0,-7.0,-9.0,-8.0,-15.0,-11.0,-13.0,-12.0,-6.0,-21.0,-17.0,-9.0,-19.0,-13.0,-18.0,-10.0,-18.0,-3.0,-22.0,4.0,-24.0,4.0,-23.0,4.0,-20.0,11.0,-11.0,12.0,-14.0,-16.0,13.0,-13.0,20.0,-9.0,-5.0,-13.0,-2.0,-10.0,-3.0,-1.0,-15.0,-16.0,5.0,5.0,-29.0,2.0,-19.0,-23.0,13.0,-23.0,17.0,-26.0,16.0,-25.0,26.0,-23.0,-13.0,20.0,-13.0,25.0,-13.0,31.0,-15.0,32.0,-17.0,-13.0,18.0,-8.0,19.0,-13.0,1194.59
-48.0,7.0,6.0,-3.0,0.0,3.0,-6.0,-1.0,-12.0,-6.0,-5.0,-14.0,-8.0,-16.0,-8.0,-12.0,-21.0,-7.0,-27.0,-8.0,-12.0,-21.0,-13.0,-21.0,-10.0,-22.0,-19.0,-17.0,-20.0,-17.0,-23.0,-11.0,-22.0,-4.0,-22.0,1.0,-14.0,0.0,-23.0,-20.0,9.0,-17.0,11.0,-15.0,6.0,-5.0,0.0,-3.0,3.0,1.0,-8.0,-9.0,13.0,27.0,-9.0,30.0,1.0,-5.0,26.0,1.0,17.0,-9.0,29.0,-3.0,28.0,3.0,5.0,26.0,8.0,29.0,8.0,24.0,4.0,24.0,3.0,0.0,15.0,2.0,9.0,13.0,1194.59
0.0,8.0,-4.0,2.0,4.0,-7.0,-3.0,-1.0,-3.0,-8.0,4.0,-11.0,-7.0,-18.0,-23.0,-5.0,-11.0,-20.0,-12.0,-15.0,-15.0,-8.0,-14.0,-5.0,-17.0,-11.0,-29.0,-5.0,-27.0,-1.0,-19.0,-5.0,-25.0,4.0,-21.0,10.0,-15.0,15.0,-13.0,-15.0,11.0,-6.0,19.0,-8.0,-3.0,-12.0,-7.0,-9.0,-1.0,7.0,-13.0,-12.0,17.0,17.0,-18.0,14.0,-22.0,-15.0,18.0,-22.0,23.0,-18.0,24.0,-13.0,24.0,-13.0,-13.0,23.0,-11.0,20.0,-16.0,28.0,-11.0,37.0,-5.0,-5.0,25.0,-4.0,17.0,1.0,1194.6
-32.0,5.0,-5.0,-3.0,4.0,1.0,-9.0,1.0,-11.0,6.0,7.0,-6.0,-16.0,-11.0,7.0,12.0,-15.0,3.0,-19.0,8.0,-23.0,-24.0,11.0,-21.0,8.0,-19.0,8.0,-21.0,11.0,-17.0,12.0,-14.0,14.0,-14.0,10.0,-8.0,9.0,-5.0,8.0,5.0,-3.0,4.0,2.0,23.0,-24.0,26.0,-25.0,25.0,-26.0,-28.0,29.0,25.0,-27.0,-22.0,19.0,-23.0,17.0,14.0,-14.0,16.0,-9.0,11.0,-8.0,10.0,-5.0,8.0,6.0,-1.0,5.0,1.0,5.0,3.0,3.0,13.0,12.0,5.0,11.0,8.0,21.0,8.0,1194.61
32.0,8.0,-19.0,-19.0,2.0,-12.0,-5.0,-10.0,-33.0,-16.0,-26.0,-12.0,-9.0,-29.0,-41.0,-43.0,-39.0,-41.0,-26.0,-43.0,-27.0,-26.0,-37.0,-30.0,-42.0,-33.0,-36.0,-33.0,-40.0,-21.0,-36.0,-40.0,-32.0,-25.0,-21.0,-27.0,-16.0,-21.0,-14.0,-7.0,-15.0,6.0,-16.0,68.0,28.0,77.0,33.0,83.0,32.0,37.0,83.0,78.0,32.0,30.0,60.0,22.0,55.0,48.0,28.0,39.0,23.0,31.0,13.0,4.0,25.0,4.0,4.0,19.0,-17.0,4.0,-12.0,10.0,-16.0,21.0,-16.0,-33.0,9.0,-27.0,28.0,-17.0,1194.61
-64.0,7.0,26.0,4.0,16.0,-1.0,38.0,-6.0,5.0,15.0,15.0,-12.0,13.0,1.0,39.0,18.0,15.0,44.0,2.0,45.0,24.0,-1.0,53.0,14.0,63.0,12.0,45.0,14.0,51.0,14.0,35.0,13.0,34.0,11.0,29.0,19.0,17.0,14.0,23.0,8.0,19.0,-1.0,10.0,-5.0,-77.0,-4.0,-85.0,-2.0,-84.0,-94.0,-13.0,-16.0,-80.0,-75.0,-19.0,-58.0,-9.0,-4.0,-60.0,-4.0,-56.0,4.0,-36.0,16.0,-24.0,4.0,25.0,-15.0,12.0,12.0,-2.0,-7.0,8.0,1.0,45.0,22.0,4.0,37.0,15.0,33.0,1194.62
-64.0,7.0,-3.0,-6.0,-18.0,-2.0,-9.0,-3.0,4.0,-2.0,-10.0,34.0,12.0,37.0,-7.0,-20.0,38.0,-23.0,35.0,-33.0,46.0,34.0,-26.0,37.0,-22.0,33.0,-43.0,43.0,-38.0,45.0,-21.0,26.0,-20.0,24.0,-21.0,15.0,-13.0,10.0,-15.0,-27.0,-3.0,-11.0,-6.0,-44.0,55.0,-52.0,69.0,-54.0,74.0,73.0,-56.0,-59.0,74.0,53.0,-52.0,56.0,-27.0,-38.0,44.0,-31.0,38.0,-24.0,26.0,-19.0,12.0,-15.0,-12.0,3.0,-16.0,-6.0,4.0,-12.0,-12.0,-22.0,-15.0,-23.0,-30.0,-15.0,-34.0,-14.0,1194.62
-64.0,7.0,-37.0,-20.0,-2.0,-7.0,28.0,-4.0,-23.0,-16.0,-31.0,-5.0,-2.0,-4.0,-47.0,-51.0,-13.0,-49.0,-16.0,-46.0,-13.0,-21.0,-55.0,-27.0,-61.0,-20.0,-41.0,-21.0,-55.0,-19.0,-32.0,-17.0,-37.0,-15.0,-35.0,-16.0,-22.0,-25.0,-16.0,-13.0,-9.0,3.0,-13.0,48.0,51.0,48.0,60.0,49.0,56.0,59.0,66.0,61.0,58.0,56.0,42.0,47.0,43.0,37.0,37.0,29.0,49.0,17.0,25.0,10.0,25.0,11.0,-13.0,17.0,-14.0,17.0,-10.0,27.0,-15.0,13.0,-15.0,-30.0,3.0,-54.0,4.0,-23.0,1194.63
-64.0,7.0,-4.0,10.0,13.0,5.0,-24.0,20.0,-15.0,-9.0,6.0,-9.0,-11.0,-29.0,-8.0,-5.0,-44.0,6.0,-34.0,16.0,-43.0,-39.0,6.0,-40.0,24.0,-53.0,21.0,-45.0,35.0,-38.0,11.0,-40.0,23.0,-40.0,20.0,-34.0,16.0,-14.0,18.0,17.0,6.0,15.0,-1.0,64.0,-36.0,80.0,-40.0,81.0,-39.0,-39.0,77.0,74.0,-36.0,-32.0,67.0,-45.0,60.0,47.0,-17.0,40.0,-10.0,38.0,-15.0,21.0,-3.0,15.0,9.0,6.0,15.0,9.0,7.0,14.0,7.0,22.0,15.0,-6.0,33.0,-10.0,29.0,1.0,1194.64
-64.0,7.0,25.0,22.0,-13.0,-26.0,6.0,-9.0,14.0,-18.0,-15.0,9.0,41.0,58.0,18.0,13.0,42.0,24.0,38.0,25.0,54.0,50.0,18.0,59.0,18.0,40.0,3.0,41.0,1.0,49.0,7.0,42.0,-2.0,42.0,-8.0,32.0,-6.0,24.0,-13.0,-12.0,-4.0,-20.0,4.0,-76.0,-31.0,-80.0,-34.0,-76.0,-33.0,-43.0,-84.0,-79.0,-42.0,-26.0,-71.0,-29.0,-62.0,-52.0,-27.0,-48.0,-10.0,-24.0,-22.0,-3.0,-19.0,-10.0,-6.0,-18.0,-6.0,-19.0,1.0,-14.0,-6.0,-22.0,9.0,25.0,-34.0,27.0,-14.0,17.0,1194.64
-127.0,29.0,-4.0,-25.0,-32.0,-3.0,-8.0,-22.0,3.0,-9.0,-16.0,12.0,20.0,30.0,-40.0,-34.0,34.0,-30.0,44.0,-28.0,38.0,25.0,-24.0,45.0,-30.0,33.0,-35.0,31.0,-39.0,27.0,-27.0,17.0,-35.0,26.0,-22.0,12.0,-27.0,6.0,-20.0,-23.0,-1.0,-20.0,-6.0,-23.0,80.0,-19.0,80.0,-22.0,82.0,88.0,-28.0,-23.0,90.0,74.0,-30.0,65.0,-30.0,-17.0,49.0,-9.0,43.0,-19.0,33.0,-18.0,16.0,-10.0,-19.0,5.0,-16.0,-7.0,-12.0,0.0,-17.0,-27.0,-11.0,-25.0,-18.0,-45.0,-21.0,-18.0,1194.65
-48.0,12.0,19.0,7.0,24.0,38.0,-8.0,14.0,-7.0,15.0,18.0,-7.0,-23.0,-16.0,18.0,44.0,-24.0,5.0,-27.0,33.0,-44.0,-28.0,37.0,-35.0,46.0,-30.0,43.0,-25.0,40.0,-29.0,38.0,-23.0,46.0,-26.0,30.0,-15.0,30.0,-10.0,23.0,22.0,-5.0,17.0,9.0,54.0,-56.0,64.0,-54.0,65.0,-56.0,-62.0,63.0,66.0,-67.0,-60.0,46.0,-58.0,42.0,38.0,-37.0,32.0,-36.0,22.0,-26.0,20.0,-21.0,20.0,26.0,-6.0,11.0,11.0,15.0,20.0,28.0,21.0,18.0,16.0,-2.0,22.0,18.0,24.0,1194.65
-48.0,7.0,1.0,2.0,13.0,18.0,-8.0,20.0,-5.0,17.0,7.0,8.0,-4.0,-23.0,33.0,17.0,-19.0,27.0,-33.0,39.0,-36.0,-19.0,48.0,-22.0,43.0,-21.0,53.0,-24.0,58.0,-23.0,58.0,-9.0,53.0,-11.0,38.0,-2.0,30.0,5.0,27.0,19.0,15.0,17.0,8.0,33.0,-68.0,37.0,-68.0,43.0,-75.0,-80.0,40.0,37.0,-80.0,-74.0,32.0,-60.0,34.0,26.0,-43.0,21.0,-42.0,23.0,-29.0,13.0,-22.0,18.0,23.0,-9.0,10.0,5.0,24.0,8.0,28.0,10.0,7.0,28.0,9.0,4.0,28.0,21.0,1194.66
0.0,8.0,11.0,2.0,8.0,-6.0,2.0,4.0,-5.0,10.0,4.0,5.0,3.0,4.0,17.0,12.0,-11.0,19.0,-5.0,26.0,-2.0,3.0,23.0,0.0,19.0,-9.0,27.0,-6.0,22.0,-7.0,19.0,-5.0,16.0,-16.0,14.0,-27.0,10.0,-20.0,6.0,4.0,-12.0,6.0,-19.0,3.0,11.0,2.0,8.0,6.0,12.0,8.0,8.0,13.0,10.0,-3.0,20.0,7.0,20.0,30.0,13.0,16.0,-3.0,31.0,8.0,35.0,-4.0,33.0,23.0,0.0,20.0,-14.0,19.0,-22.0,23.0,-6.0,24.0,29.0,-12.0,16.0,-11.0,10.0,1194.66
-48.0,12.0,-8.0,-1.0,1.0,0.0,-3.0,-5.0,-3.0,8.0,1.0,3.0,12.0,9.0,1.0,-3.0,13.0,4.0,27.0,9.0,23.0,24.0,5.0,32.0,16.0,18.0,13.0,13.0,13.0,17.0,20.0,15.0,23.0,5.0,18.0,-1.0,12.0,0.0,19.0,17.0,-1.0,20.0,-4.0,6.0,-7.0,-2.0,-13.0,-1.0,-13.0,-12.0,-7.0,-1.0,-15.0,-21.0,-5.0,-24.0,-14.0,-7.0,-24.0,-11.0,-21.0,-14.0,-19.0,-11.0,-31.0,-21.0,-11.0,-21.0,-22.0,-22.0,-19.0,-19.0,-19.0,-9.0,-18.0,-16.0,-18.0,-10.0,-18.0,-16.0,1194.67
96.0,8.0,-3.0,-8.0,-6.0,-8.0,1.0,-6.0,8.0,-5.0,7.0,-4.0,11.0,24.0,-8.0,-5.0,18.0,5.0,40.0,1.0,11.0,5.0,-7.0,25.0,-3.0,18.0,-3.0,13.0,6.0,24.0,9.0,12.0,11.0,20.0,9.0,13.0,17.0,6.0,15.0,17.0,-1.0,13.0,-5.0,-10.0,-5.0,-9.0,-6.0,-8.0,-1.0,-3.0,-22.0,-20.0,-5.0,7.0,-30.0,0.0,-19.0,-19.0,5.0,-27.0,-2.0,-25.0,-1.0,-22.0,4.0,-19.0,-24.0,4.0,-29.0,2.0,-21.0,6.0,-25.0,1.0,-21.0,-26.0,8.0,-16.0,4.0,-9.0,1194.68
-96.0,9.0,10.0,4.0,-3.0,-2.0,-5.0,4.0,-6.0,-1.0,13.0,11.0,6.0,11.0,14.0,18.0,7.0,16.0,14.0,14.0,7.0,3.0,21.0,9.0,27.0,10.0,17.0,5.0,24.0,8.0,34.0,-8.0,25.0,-7.0,17.0,-4.0,19.0,-14.0,23.0,17.0,-10.0,10.0,-11.0,2.0,8.0,11.0,14.0,10.0,-1.0,5.0,17.0,19.0,-7.0,7.0,22.0,-3.0,22.0,22.0,-10.0,25.0,-22.0,20.0,-13.0,15.0,-13.0,31.0,19.0,-20.0,17.0,-23.0,23.0,-17.0,15.0,-18.0,4.0,10.0,-31.0,11.0,-11.0,8.0,1194.68
96.0,15.0,2.0,9.0,4.0,-6.0,-9.0,0.0,-4.0,0.0,11.0,-7.0,-16.0,-8.0,10.0,10.0,-24.0,13.0,-24.0,9.0,-16.0,-25.0,11.0,-24.0,10.0,-24.0,4.0,-17.0,-5.0,-32.0,-2.0,-33.0,-13.0,-22.0,-8.0,-10.0,-9.0,-15.0,-17.0,-12.0,-11.0,-14.0,-10.0,0.0,9.0,-6.0,11.0,8.0,6.0,3.0,3.0,5.0,19.0,18.0,19.0,23.0,21.0,16.0,11.0,17.0,21.0,22.0,23.0,28.0,19.0,17.0,18.0,20.0,14.0,19.0,22.0,11.0,21.0,8.0,21.0,23.0,8.0,7.0,6.0,12.0,1194.69
