subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_12,subcarrier_13,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_94,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_103,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
32.0,6.0,4.0,6.0,12.0,-2.0,4.0,-3.0,-13.0,5.0,-10.0,10.0,-13.0,1.0,-16.0,6.0,-18.0,3.0,-20.0,7.0,-17.0,-22.0,5.0,-23.0,4.0,-21.0,6.0,-30.0,2.0,-25.0,2.0,-21.0,-5.0,-26.0,-18.0,-8.0,-9.0,-9.0,-16.0,-6.0,-17.0,2.0,-17.0,-2.0,14.0,-5.0,8.0,-6.0,8.0,0.0,13.0,5.0,3.0,6.0,16.0,5.0,21.0,4.0,20.0,12.0,11.0,16.0,25.0,19.0,29.0,28.0,24.0,26.0,22.0,28.0,26.0,30.0,30.0,33.0,21.0,33.0,22.0,17.0,21.0,15.0,26.0,18.0,17.0,15.0,12.0,6.0,10.0,4.0,2123.7
-32.0,5.0,-5.0,-16.0,-4.0,-5.0,-21.0,-6.0,-8.0,-23.0,-9.0,-22.0,-11.0,-20.0,-10.0,-24.0,-11.0,-25.0,-11.0,-21.0,-14.0,-14.0,-21.0,-10.0,-11.0,-12.0,-13.0,-7.0,-11.0,-6.0,-10.0,-8.0,-4.0,0.0,-3.0,-1.0,6.0,0.0,2.0,2.0,9.0,3.0,14.0,8.0,28.0,5.0,26.0,7.0,28.0,4.0,27.0,5.0,30.0,4.0,27.0,4.0,26.0,0.0,24.0,0.0,-4.0,-5.0,16.0,-3.0,13.0,16.0,17.0,0.0,7.0,-1.0,9.0,0.0,1.0,-5.0,5.0,2.0,-1.0,-5.0,-1.0,-7.0,-7.0,-10.0,-1.0,-11.0,1.0,-10.0,-3.0,-10.0,2123.73
32.0,6.0,12.0,-20.0,13.0,20.0,-25.0,14.0,14.0,-29.0,12.0,-29.0,8.0,-31.0,8.0,-31.0,8.0,-30.0,6.0,-32.0,10.0,5.0,-25.0,2.0,-23.0,3.0,-22.0,1.0,-20.0,1.0,-15.0,2.0,-10.0,-1.0,0.0,-3.0,0.0,-5.0,8.0,-7.0,10.0,-9.0,14.0,-15.0,30.0,-17.0,30.0,-21.0,26.0,-17.0,29.0,-18.0,29.0,-19.0,27.0,-21.0,27.0,-24.0,28.0,-21.0,-22.0,-20.0,14.0,-15.0,9.0,12.0,7.0,-9.0,5.0,-6.0,2.0,-8.0,1.0,-3.0,-2.0,-1.0,-3.0,-4.0,4.0,-8.0,3.0,-8.0,6.0,-9.0,9.0,-12.0,4.0,-14.0,2123.74
-96.0,5.0,0.0,-3.0,-6.0,2.0,-9.0,7.0,13.0,-3.0,8.0,-1.0,10.0,-8.0,13.0,-13.0,23.0,-8.0,16.0,-10.0,24.0,18.0,-6.0,25.0,-6.0,17.0,-9.0,23.0,-2.0,25.0,-2.0,27.0,-2.0,18.0,24.0,3.0,10.0,14.0,9.0,5.0,10.0,7.0,13.0,9.0,0.0,8.0,-4.0,10.0,-7.0,7.0,-5.0,6.0,-12.0,3.0,-14.0,5.0,-21.0,10.0,-21.0,10.0,1.0,3.0,-28.0,-8.0,-32.0,-32.0,-35.0,-12.0,-32.0,-15.0,-32.0,-8.0,-30.0,-10.0,-28.0,-14.0,-16.0,-24.0,-11.0,-18.0,-14.0,-19.0,-14.0,-18.0,-7.0,-18.0,-9.0,-20.0,2123.75
32.0,6.0,-2.0,3.0,-3.0,-2.0,0.0,-2.0,3.0,-8.0,-7.0,-10.0,-4.0,-15.0,3.0,-14.0,-2.0,-13.0,-4.0,-13.0,4.0,-1.0,-24.0,1.0,-29.0,0.0,-22.0,2.0,-19.0,9.0,-21.0,8.0,-21.0,7.0,11.0,-15.0,-13.0,12.0,-8.0,12.0,-2.0,16.0,2.0,-7.0,-9.0,-4.0,-10.0,-11.0,-6.0,-8.0,-8.0,-11.0,-4.0,-19.0,-1.0,-23.0,1.0,-22.0,-4.0,-27.0,-20.0,-30.0,7.0,-27.0,1.0,10.0,11.0,-30.0,13.0,-29.0,8.0,-29.0,11.0,-27.0,13.0,-29.0,-29.0,14.0,-22.0,17.0,-20.0,18.0,-19.0,5.0,-18.0,10.0,-13.0,3.0,2123.79
96.0,5.0,23.0,0.0,21.0,23.0,-12.0,23.0,27.0,-11.0,16.0,-15.0,17.0,-11.0,23.0,-17.0,17.0,-23.0,26.0,-19.0,17.0,17.0,-14.0,11.0,-26.0,14.0,-17.0,10.0,-15.0,1.0,-15.0,5.0,-2.0,2.0,-11.0,-3.0,9.0,-15.0,-2.0,-16.0,-3.0,-13.0,2.0,-30.0,3.0,-30.0,4.0,-38.0,0.0,-32.0,-3.0,-33.0,11.0,-30.0,3.0,-31.0,1.0,-36.0,-6.0,-32.0,-21.0,-27.0,-12.0,-16.0,-5.0,-8.0,-7.0,-11.0,4.0,-3.0,-5.0,-2.0,2.0,-1.0,-8.0,4.0,19.0,1.0,21.0,-3.0,12.0,7.0,7.0,-1.0,11.0,0.0,16.0,-6.0,2123.83
-64.0,7.0,-5.0,-23.0,-8.0,-8.0,-24.0,-6.0,-9.0,-25.0,-10.0,-27.0,-8.0,-26.0,-5.0,-28.0,-12.0,-21.0,-5.0,-27.0,-5.0,-6.0,-21.0,-9.0,-8.0,-8.0,-15.0,0.0,-13.0,-4.0,-11.0,-6.0,-12.0,-9.0,5.0,-1.0,5.0,1.0,6.0,0.0,5.0,-5.0,8.0,35.0,4.0,31.0,2.0,33.0,12.0,35.0,13.0,31.0,12.0,29.0,10.0,33.0,17.0,31.0,10.0,22.0,23.0,25.0,27.0,13.0,16.0,3.0,10.0,-2.0,1.0,12.0,12.0,-1.0,-10.0,-5.0,-17.0,-10.0,2.0,-11.0,-9.0,-2.0,-2.0,-12.0,7.0,-15.0,-3.0,-17.0,-6.0,-20.0,2123.84
96.0,5.0,-28.0,-1.0,-23.0,-18.0,13.0,-30.0,-19.0,16.0,-18.0,22.0,-21.0,21.0,-20.0,21.0,-14.0,28.0,-16.0,27.0,-10.0,-15.0,15.0,-19.0,16.0,-7.0,17.0,-8.0,17.0,3.0,11.0,-1.0,8.0,2.0,2.0,6.0,-3.0,6.0,-3.0,7.0,-8.0,13.0,-8.0,23.0,-25.0,24.0,-24.0,29.0,-27.0,29.0,-20.0,28.0,-25.0,29.0,-22.0,35.0,-21.0,30.0,-17.0,30.0,23.0,21.0,-10.0,17.0,-6.0,-5.0,-2.0,3.0,0.0,-3.0,4.0,1.0,-4.0,-5.0,-1.0,3.0,-9.0,4.0,-8.0,8.0,-14.0,4.0,-15.0,10.0,-23.0,26.0,-14.0,1.0,2123.84
-32.0,5.0,-41.0,63.0,-16.0,-11.0,72.0,-15.0,-21.0,68.0,-2.0,48.0,10.0,47.0,-3.0,46.0,1.0,68.0,12.0,69.0,0.0,8.0,43.0,7.0,50.0,4.0,49.0,8.0,28.0,7.0,15.0,0.0,29.0,17.0,8.0,-4.0,-3.0,21.0,-14.0,-1.0,-20.0,7.0,-27.0,9.0,-62.0,12.0,-70.0,21.0,-71.0,26.0,-70.0,24.0,-82.0,21.0,-70.0,17.0,-76.0,29.0,-67.0,17.0,35.0,28.0,-40.0,20.0,-40.0,-29.0,-29.0,15.0,-22.0,-2.0,-8.0,-4.0,13.0,-1.0,-1.0,-8.0,-19.0,28.0,-21.0,31.0,1.0,29.0,-30.0,19.0,-21.0,49.0,-32.0,52.0,2123.85
-127.0,29.0,-50.0,9.0,-31.0,-51.0,30.0,-62.0,-47.0,53.0,-40.0,50.0,-18.0,32.0,-34.0,74.0,-44.0,57.0,-27.0,51.0,-26.0,-25.0,52.0,-22.0,31.0,-7.0,32.0,-7.0,34.0,-8.0,22.0,-5.0,27.0,-5.0,11.0,6.0,-6.0,13.0,-17.0,20.0,-24.0,25.0,-30.0,59.0,-41.0,57.0,-41.0,65.0,-41.0,67.0,-38.0,72.0,-34.0,72.0,-38.0,73.0,-34.0,66.0,-27.0,64.0,64.0,49.0,-17.0,40.0,-17.0,-2.0,-8.0,33.0,1.0,8.0,10.0,-12.0,-5.0,-12.0,-5.0,-15.0,-28.0,-15.0,-30.0,3.0,-27.0,16.0,-18.0,4.0,-35.0,31.0,-47.0,22.0,2123.85
-63.0,30.0,1.0,-43.0,4.0,5.0,-64.0,16.0,3.0,-64.0,36.0,-63.0,-1.0,-66.0,-3.0,-56.0,-3.0,-72.0,-2.0,-55.0,-10.0,-18.0,-55.0,-13.0,-41.0,-11.0,-43.0,-3.0,-33.0,-15.0,-24.0,-2.0,-17.0,-5.0,-7.0,-5.0,7.0,-10.0,17.0,-12.0,18.0,-16.0,35.0,8.0,72.0,15.0,69.0,3.0,75.0,8.0,76.0,-3.0,72.0,-5.0,81.0,-8.0,80.0,-9.0,72.0,-17.0,-8.0,-21.0,49.0,-16.0,52.0,34.0,30.0,-16.0,12.0,-6.0,5.0,-2.0,6.0,18.0,-18.0,3.0,13.0,-14.0,-9.0,-38.0,4.0,-29.0,1.0,-29.0,1.0,-27.0,4.0,-46.0,2123.86
-112.0,7.0,39.0,-51.0,31.0,30.0,-35.0,15.0,38.0,-46.0,17.0,-36.0,40.0,-37.0,30.0,-48.0,15.0,-47.0,18.0,-52.0,29.0,23.0,-42.0,17.0,-29.0,22.0,-45.0,5.0,-19.0,11.0,-20.0,-6.0,-23.0,1.0,-16.0,-12.0,7.0,-21.0,14.0,-15.0,12.0,-22.0,22.0,-50.0,48.0,-59.0,42.0,-59.0,49.0,-68.0,47.0,-62.0,41.0,-65.0,42.0,-63.0,40.0,-64.0,36.0,-68.0,-59.0,-41.0,19.0,-50.0,21.0,13.0,9.0,-29.0,-7.0,-5.0,-3.0,2.0,-6.0,14.0,14.0,11.0,23.0,-11.0,40.0,-5.0,24.0,-28.0,39.0,-17.0,46.0,-39.0,29.0,-24.0,2123.87
-48.0,8.0,35.0,49.0,6.0,40.0,31.0,43.0,55.0,38.0,40.0,56.0,49.0,37.0,34.0,44.0,44.0,42.0,41.0,37.0,60.0,42.0,33.0,31.0,26.0,28.0,35.0,26.0,14.0,15.0,7.0,11.0,1.0,10.0,2.0,-19.0,-11.0,-9.0,-15.0,-3.0,-21.0,-19.0,-31.0,-58.0,-33.0,-60.0,-39.0,-59.0,-45.0,-69.0,-45.0,-60.0,-53.0,-59.0,-49.0,-54.0,-52.0,-54.0,-57.0,-46.0,-45.0,-26.0,-38.0,-33.0,-43.0,-36.0,-25.0,-7.0,-22.0,1.0,-20.0,-2.0,1.0,-7.0,-6.0,1.0,12.0,-5.0,-2.0,30.0,10.0,31.0,23.0,37.0,13.0,26.0,18.0,28.0,2123.87
-32.0,5.0,53.0,52.0,49.0,35.0,14.0,62.0,54.0,23.0,59.0,20.0,69.0,23.0,52.0,26.0,52.0,17.0,51.0,24.0,62.0,30.0,18.0,41.0,25.0,50.0,20.0,23.0,10.0,22.0,6.0,10.0,-8.0,15.0,-4.0,-11.0,-10.0,-1.0,-15.0,-12.0,-23.0,-14.0,-27.0,-73.0,21.0,-69.0,13.0,-75.0,9.0,-76.0,11.0,-75.0,8.0,-77.0,0.0,-73.0,-6.0,-78.0,-12.0,-66.0,-72.0,-39.0,-17.0,-44.0,-10.0,-18.0,-15.0,-32.0,-21.0,-6.0,-11.0,-1.0,1.0,2.0,4.0,16.0,8.0,3.0,6.0,11.0,19.0,8.0,20.0,15.0,8.0,31.0,49.0,17.0,2123.88
-32.0,5.0,27.0,58.0,8.0,12.0,46.0,43.0,15.0,57.0,34.0,73.0,17.0,38.0,38.0,65.0,27.0,78.0,28.0,58.0,25.0,26.0,52.0,19.0,35.0,28.0,27.0,13.0,20.0,18.0,24.0,7.0,13.0,13.0,7.0,0.0,-10.0,0.0,-24.0,-2.0,-31.0,-8.0,-31.0,-4.0,-58.0,-3.0,-66.0,-9.0,-65.0,-2.0,-73.0,5.0,-86.0,6.0,-70.0,7.0,-75.0,20.0,-72.0,9.0,11.0,6.0,-47.0,16.0,-43.0,-43.0,-28.0,2.0,-15.0,-2.0,-12.0,14.0,-15.0,15.0,1.0,-6.0,-3.0,19.0,17.0,19.0,-13.0,21.0,-18.0,41.0,12.0,32.0,-2.0,42.0,2123.88
96.0,6.0,9.0,2.0,4.0,7.0,-6.0,4.0,7.0,16.0,-2.0,9.0,7.0,13.0,1.0,4.0,8.0,19.0,3.0,15.0,4.0,0.0,16.0,1.0,21.0,-1.0,22.0,-10.0,28.0,-12.0,23.0,-13.0,18.0,-9.0,-15.0,11.0,6.0,-10.0,13.0,-17.0,1.0,-18.0,0.0,8.0,6.0,7.0,7.0,13.0,11.0,9.0,4.0,8.0,5.0,17.0,-2.0,19.0,11.0,15.0,-10.0,16.0,21.0,27.0,-19.0,36.0,-15.0,-10.0,-17.0,41.0,-15.0,23.0,-12.0,23.0,-10.0,26.0,-13.0,19.0,8.0,-13.0,18.0,-19.0,19.0,-8.0,23.0,-19.0,17.0,-21.0,13.0,-22.0,2123.89
32.0,6.0,4.0,-7.0,-2.0,4.0,-9.0,-1.0,13.0,0.0,11.0,3.0,16.0,5.0,13.0,2.0,13.0,15.0,18.0,7.0,13.0,23.0,18.0,17.0,24.0,15.0,19.0,14.0,18.0,5.0,23.0,19.0,23.0,6.0,-2.0,24.0,24.0,-5.0,22.0,-8.0,16.0,-11.0,10.0,18.0,1.0,13.0,-2.0,13.0,-8.0,11.0,-11.0,14.0,-12.0,18.0,-15.0,22.0,-17.0,21.0,-23.0,20.0,14.0,17.0,-25.0,14.0,-30.0,-25.0,-32.0,18.0,-33.0,9.0,-25.0,11.0,-34.0,9.0,-35.0,5.0,3.0,-33.0,1.0,-24.0,6.0,-34.0,-8.0,-24.0,2.0,-26.0,0.0,-14.0,2123.9
-128.0,13.0,-26.0,-20.0,-22.0,-24.0,-23.0,-25.0,-27.0,-19.0,-26.0,-18.0,-27.0,-17.0,-25.0,-13.0,-26.0,-13.0,-22.0,-11.0,-24.0,-24.0,-11.0,-20.0,-5.0,-17.0,-7.0,-12.0,-4.0,-12.0,-6.0,-6.0,0.0,-1.0,3.0,4.0,7.0,4.0,6.0,9.0,14.0,11.0,14.0,36.0,2.0,34.0,0.0,34.0,1.0,35.0,2.0,35.0,5.0,33.0,6.0,32.0,8.0,31.0,7.0,26.0,21.0,19.0,9.0,15.0,6.0,4.0,4.0,3.0,2.0,0.0,1.0,-1.0,-3.0,-1.0,-1.0,-4.0,-8.0,-6.0,-9.0,-9.0,-13.0,-11.0,-11.0,-13.0,-13.0,-17.0,-14.0,-16.0,2123.94
-32.0,5.0,21.0,-16.0,24.0,23.0,-23.0,20.0,21.0,-22.0,23.0,-28.0,18.0,-21.0,22.0,-23.0,15.0,-23.0,15.0,-23.0,17.0,12.0,-20.0,11.0,-20.0,7.0,-16.0,7.0,-11.0,1.0,-12.0,-2.0,-8.0,-1.0,-9.0,0.0,-1.0,-14.0,5.0,-12.0,4.0,-19.0,8.0,-8.0,32.0,-7.0,31.0,-10.0,31.0,-15.0,36.0,-11.0,33.0,-13.0,29.0,-18.0,31.0,-19.0,27.0,-13.0,-15.0,-12.0,12.0,-14.0,12.0,12.0,7.0,-7.0,3.0,-1.0,3.0,1.0,-2.0,1.0,-2.0,4.0,7.0,-9.0,12.0,-9.0,13.0,-9.0,15.0,-13.0,18.0,-11.0,19.0,-10.0,2123.94
-30.0,45.0,24.0,10.0,28.0,26.0,6.0,22.0,25.0,8.0,24.0,7.0,29.0,2.0,28.0,5.0,22.0,4.0,25.0,2.0,27.0,18.0,0.0,17.0,0.0,15.0,-1.0,10.0,-2.0,10.0,-2.0,2.0,-3.0,2.0,1.0,-7.0,-9.0,-9.0,-5.0,-10.0,-4.0,-15.0,-10.0,-29.0,8.0,-28.0,8.0,-30.0,8.0,-30.0,4.0,-36.0,6.0,-27.0,3.0,-32.0,2.0,-26.0,0.0,-26.0,-28.0,-19.0,-4.0,-16.0,-5.0,-2.0,-1.0,-7.0,-5.0,-5.0,-3.0,1.0,-2.0,7.0,0.0,2.0,9.0,3.0,9.0,1.0,10.0,5.0,15.0,11.0,15.0,7.0,15.0,9.0,2123.95
96.0,6.0,23.0,-18.0,21.0,17.0,-21.0,18.0,21.0,-23.0,18.0,-24.0,18.0,-21.0,13.0,-24.0,13.0,-24.0,8.0,-22.0,9.0,7.0,-21.0,10.0,-19.0,5.0,-17.0,2.0,-11.0,-2.0,-10.0,-1.0,-5.0,-2.0,-5.0,0.0,3.0,-11.0,7.0,-9.0,12.0,-15.0,8.0,-10.0,27.0,-14.0,26.0,-12.0,26.0,-16.0,27.0,-15.0,27.0,-18.0,26.0,-19.0,26.0,-20.0,27.0,-18.0,-18.0,-15.0,14.0,-12.0,9.0,8.0,6.0,-7.0,4.0,-4.0,-2.0,3.0,2.0,2.0,-5.0,5.0,12.0,-10.0,8.0,-8.0,13.0,-10.0,11.0,-15.0,12.0,-14.0,16.0,-12.0,2123.95
-32.0,5.0,25.0,2.0,29.0,29.0,-1.0,29.0,30.0,-2.0,28.0,-9.0,23.0,-2.0,29.0,-4.0,28.0,-7.0,24.0,-7.0,22.0,20.0,-8.0,15.0,-6.0,14.0,-6.0,10.0,-5.0,6.0,-7.0,1.0,-3.0,-1.0,-5.0,-6.0,-5.0,-8.0,-3.0,-13.0,-1.0,-16.0,-2.0,-27.0,16.0,-28.0,12.0,-29.0,13.0,-32.0,14.0,-31.0,10.0,-31.0,10.0,-31.0,9.0,-29.0,6.0,-28.0,-24.0,-22.0,2.0,-20.0,-1.0,1.0,-2.0,-7.0,-2.0,-3.0,-1.0,-2.0,-1.0,5.0,-1.0,8.0,8.0,-1.0,8.0,-2.0,16.0,-1.0,17.0,-1.0,19.0,2.0,17.0,3.0,2123.96
0.0,8.0,-2.0,-10.0,0.0,-1.0,1.0,9.0,2.0,1.0,17.0,-4.0,16.0,7.0,5.0,22.0,19.0,13.0,14.0,6.0,19.0,17.0,15.0,10.0,14.0,12.0,16.0,13.0,19.0,7.0,21.0,11.0,12.0,7.0,1.0,20.0,18.0,-3.0,13.0,-4.0,16.0,-16.0,10.0,10.0,3.0,16.0,4.0,5.0,1.0,13.0,-3.0,7.0,-8.0,24.0,-3.0,18.0,-10.0,14.0,-20.0,27.0,11.0,19.0,-23.0,12.0,-27.0,-24.0,-30.0,6.0,-32.0,16.0,-29.0,15.0,-35.0,6.0,-37.0,9.0,4.0,-24.0,-3.0,-26.0,-1.0,-25.0,7.0,-27.0,10.0,-27.0,2.0,-12.0,2123.96
0.0,8.0,9.0,30.0,3.0,0.0,26.0,4.0,2.0,26.0,6.0,19.0,12.0,24.0,10.0,22.0,1.0,33.0,15.0,34.0,14.0,11.0,25.0,10.0,13.0,12.0,18.0,16.0,30.0,7.0,4.0,10.0,4.0,13.0,4.0,6.0,3.0,-6.0,0.0,7.0,-10.0,2.0,-14.0,-21.0,-15.0,-25.0,-17.0,-28.0,-15.0,-27.0,-27.0,-24.0,-15.0,-21.0,-32.0,-26.0,-14.0,-26.0,-26.0,-23.0,-6.0,-9.0,-20.0,-23.0,-20.0,1.0,0.0,12.0,-10.0,-14.0,2.0,-11.0,6.0,-2.0,8.0,1.0,7.0,-8.0,-3.0,7.0,2.0,10.0,-4.0,29.0,-3.0,12.0,1.0,12.0,2124.04
-79.0,20.0,-31.0,-1.0,-26.0,-30.0,0.0,-23.0,-29.0,1.0,-32.0,7.0,-34.0,0.0,-29.0,5.0,-21.0,1.0,-32.0,0.0,-21.0,-32.0,18.0,-11.0,3.0,-29.0,6.0,-9.0,2.0,-8.0,10.0,-2.0,2.0,-1.0,-11.0,7.0,6.0,2.0,1.0,3.0,1.0,13.0,8.0,15.0,-30.0,12.0,-32.0,16.0,-30.0,14.0,-28.0,10.0,-25.0,18.0,-30.0,11.0,-28.0,12.0,-15.0,18.0,3.0,20.0,-3.0,4.0,3.0,3.0,-8.0,3.0,4.0,-12.0,-10.0,10.0,-6.0,5.0,-3.0,-13.0,-18.0,1.0,6.0,-1.0,-18.0,-10.0,-23.0,-12.0,-10.0,-4.0,-22.0,1.0,2124.04
-48.0,8.0,-1.0,-2.0,0.0,4.0,-8.0,12.0,8.0,-3.0,13.0,9.0,6.0,11.0,13.0,9.0,5.0,9.0,13.0,13.0,18.0,20.0,10.0,11.0,14.0,11.0,17.0,17.0,19.0,10.0,21.0,7.0,20.0,0.0,0.0,21.0,20.0,-5.0,21.0,-12.0,15.0,-6.0,5.0,12.0,-3.0,9.0,-8.0,8.0,-2.0,14.0,-5.0,7.0,-15.0,9.0,-23.0,16.0,-17.0,11.0,-20.0,7.0,7.0,3.0,-27.0,7.0,-30.0,-34.0,-32.0,4.0,-30.0,3.0,-33.0,-1.0,-33.0,-4.0,-35.0,-6.0,-11.0,-22.0,4.0,-31.0,1.0,-20.0,-9.0,-18.0,-5.0,-28.0,-7.0,-12.0,2124.05
16.0,10.0,2.0,-14.0,7.0,10.0,-3.0,-6.0,8.0,-1.0,13.0,2.0,18.0,6.0,13.0,2.0,17.0,8.0,21.0,6.0,18.0,17.0,8.0,20.0,9.0,19.0,12.0,19.0,16.0,18.0,15.0,12.0,16.0,7.0,5.0,20.0,23.0,1.0,15.0,-1.0,19.0,-11.0,9.0,12.0,3.0,13.0,-3.0,13.0,-2.0,6.0,-4.0,13.0,-10.0,16.0,-16.0,11.0,-16.0,14.0,-15.0,15.0,10.0,10.0,-23.0,13.0,-28.0,-32.0,-32.0,10.0,-28.0,5.0,-30.0,2.0,-32.0,6.0,-33.0,0.0,-10.0,-28.0,3.0,-33.0,-6.0,-24.0,-5.0,-21.0,-2.0,-20.0,-5.0,-15.0,2124.06
-48.0,8.0,9.0,0.0,6.0,2.0,-1.0,4.0,2.0,8.0,0.0,10.0,-7.0,10.0,-12.0,7.0,-2.0,14.0,-15.0,13.0,-8.0,-23.0,13.0,-12.0,15.0,-16.0,19.0,-21.0,6.0,-22.0,16.0,-18.0,6.0,-20.0,-21.0,0.0,2.0,-18.0,-5.0,-14.0,-13.0,-13.0,-12.0,-5.0,9.0,-1.0,11.0,3.0,8.0,0.0,15.0,3.0,12.0,8.0,12.0,10.0,11.0,14.0,10.0,16.0,16.0,22.0,19.0,19.0,8.0,12.0,10.0,32.0,9.0,22.0,5.0,29.0,10.0,32.0,1.0,34.0,27.0,-3.0,25.0,-6.0,24.0,-6.0,26.0,1.0,16.0,-3.0,19.0,-5.0,2124.06
16.0,10.0,-9.0,-2.0,-9.0,-9.0,-8.0,-4.0,6.0,-4.0,-2.0,-6.0,8.0,-25.0,10.0,-10.0,7.0,-1.0,15.0,-15.0,9.0,13.0,-14.0,11.0,-12.0,17.0,-18.0,27.0,-18.0,24.0,-13.0,20.0,-4.0,22.0,31.0,-6.0,3.0,19.0,6.0,15.0,9.0,8.0,2.0,8.0,-6.0,2.0,3.0,12.0,0.0,4.0,-8.0,3.0,-8.0,4.0,-25.0,5.0,-27.0,1.0,-23.0,6.0,4.0,4.0,-32.0,-8.0,-29.0,-25.0,-18.0,-13.0,-29.0,-11.0,-27.0,-24.0,-23.0,-13.0,-19.0,-11.0,-18.0,-24.0,-17.0,-18.0,-20.0,-17.0,-17.0,-7.0,-16.0,-4.0,-15.0,-13.0,2124.07
32.0,13.0,5.0,9.0,-2.0,-4.0,5.0,5.0,-12.0,-5.0,-14.0,-2.0,-16.0,2.0,-9.0,-7.0,-17.0,-7.0,-16.0,-3.0,-18.0,-26.0,-13.0,-20.0,-10.0,-15.0,-12.0,-20.0,-19.0,-21.0,-23.0,-19.0,-23.0,-10.0,-9.0,-22.0,-13.0,0.0,-19.0,-2.0,-22.0,6.0,-10.0,-9.0,4.0,-9.0,3.0,-7.0,6.0,-11.0,10.0,-10.0,10.0,0.0,12.0,-7.0,13.0,-8.0,20.0,-7.0,-9.0,-7.0,29.0,-8.0,24.0,30.0,34.0,1.0,26.0,2.0,31.0,4.0,25.0,8.0,39.0,15.0,9.0,26.0,8.0,20.0,4.0,13.0,9.0,16.0,8.0,13.0,0.0,18.0,2124.07
-112.0,13.0,-14.0,8.0,-4.0,1.0,-7.0,-6.0,1.0,-11.0,-2.0,-22.0,-6.0,-12.0,2.0,-19.0,2.0,-21.0,3.0,-20.0,0.0,4.0,-24.0,8.0,-26.0,9.0,-27.0,0.0,-26.0,13.0,-22.0,5.0,-24.0,17.0,14.0,-15.0,-7.0,14.0,-11.0,20.0,-4.0,17.0,4.0,0.0,-10.0,6.0,-12.0,-2.0,-12.0,-7.0,-13.0,-11.0,-10.0,-12.0,-13.0,-10.0,-12.0,-21.0,-15.0,-17.0,-25.0,-27.0,-18.0,-26.0,-15.0,-17.0,-7.0,-33.0,-7.0,-31.0,-2.0,-33.0,-2.0,-27.0,1.0,-39.0,-25.0,2.0,-32.0,5.0,-21.0,4.0,-20.0,5.0,-22.0,1.0,-15.0,3.0,2124.08
32.0,6.0,0.0,-10.0,0.0,-3.0,-5.0,4.0,8.0,-10.0,15.0,0.0,13.0,-12.0,1.0,-5.0,7.0,2.0,22.0,-11.0,21.0,16.0,1.0,19.0,1.0,21.0,-3.0,21.0,3.0,20.0,11.0,25.0,8.0,13.0,12.0,9.0,16.0,7.0,14.0,5.0,7.0,-2.0,11.0,12.0,-4.0,6.0,-9.0,-1.0,-9.0,1.0,-8.0,3.0,-15.0,-4.0,-9.0,3.0,-20.0,10.0,-18.0,-3.0,0.0,-14.0,-19.0,-7.0,-24.0,-23.0,-27.0,-5.0,-26.0,-11.0,-20.0,-20.0,-29.0,-24.0,-18.0,-5.0,-18.0,-28.0,-11.0,-8.0,-19.0,-16.0,-7.0,-19.0,-11.0,-9.0,-6.0,-8.0,2124.09
-64.0,6.0,-17.0,6.0,-10.0,-4.0,-3.0,-4.0,0.0,-4.0,3.0,-15.0,9.0,-11.0,1.0,-14.0,2.0,-11.0,2.0,-22.0,4.0,7.0,-18.0,8.0,-18.0,10.0,-19.0,15.0,-24.0,18.0,-19.0,19.0,-17.0,22.0,20.0,-12.0,-7.0,17.0,-11.0,8.0,-2.0,20.0,1.0,1.0,-8.0,4.0,-10.0,-3.0,-10.0,-7.0,-11.0,-5.0,-10.0,-10.0,-15.0,-9.0,-12.0,-15.0,-14.0,-17.0,-24.0,-24.0,-16.0,-28.0,-11.0,-13.0,-8.0,-23.0,-8.0,-33.0,0.0,-32.0,1.0,-33.0,1.0,-31.0,-22.0,5.0,-25.0,3.0,-21.0,3.0,-26.0,0.0,-21.0,7.0,-19.0,3.0,2124.09
