subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_10,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_19,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_40,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_81,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_126,subcarrier_127,timestamp
-48.0,12.0,1.0,10.0,-5.0,1.0,-3.0,3.0,-4.0,5.0,-13.0,3.0,-6.0,4.0,3.0,-17.0,-3.0,-25.0,-15.0,-31.0,-7.0,-20.0,-11.0,-20.0,-10.0,-10.0,-25.0,-8.0,-19.0,-9.0,-23.0,-14.0,-17.0,-6.0,-11.0,-1.0,-4.0,-17.0,-2.0,-9.0,-2.0,-12.0,0.0,-3.0,-6.0,-4.0,-5.0,5.0,-13.0,-1.0,-10.0,3.0,-7.0,-12.0,7.0,-12.0,5.0,-15.0,6.0,13.0,-7.0,5.0,-18.0,19.0,-11.0,22.0,-10.0,20.0,-6.0,24.0,-15.0,22.0,-6.0,29.0,-4.0,-1.0,17.0,9.0,22.0,5.0,13.0,3.0,-8.0,3.0,2041.65
96.0,15.0,4.0,-9.0,-3.0,-3.0,9.0,7.0,10.0,-3.0,16.0,-4.0,24.0,1.0,-8.0,34.0,-7.0,29.0,2.0,14.0,-1.0,40.0,14.0,28.0,2.0,0.0,24.0,-4.0,23.0,8.0,25.0,22.0,10.0,14.0,6.0,7.0,8.0,12.0,2.0,8.0,-2.0,15.0,0.0,14.0,0.0,6.0,0.0,5.0,4.0,-2.0,4.0,-6.0,-1.0,13.0,-9.0,10.0,-3.0,9.0,-13.0,-16.0,11.0,-19.0,15.0,-19.0,13.0,-22.0,3.0,-25.0,11.0,-25.0,10.0,-27.0,6.0,-30.0,-9.0,8.0,-22.0,1.0,-21.0,-2.0,-27.0,-3.0,6.0,-13.0,2041.67
32.0,6.0,11.0,4.0,-1.0,3.0,-5.0,-2.0,2.0,10.0,-17.0,7.0,0.0,10.0,8.0,-17.0,13.0,-17.0,17.0,-18.0,14.0,-18.0,4.0,-23.0,13.0,6.0,-18.0,5.0,-23.0,9.0,-22.0,-16.0,-10.0,-15.0,-8.0,-5.0,-14.0,-11.0,-10.0,-9.0,-7.0,-15.0,-4.0,1.0,-3.0,1.0,3.0,7.0,0.0,7.0,5.0,18.0,8.0,2.0,13.0,12.0,10.0,12.0,7.0,10.0,23.0,20.0,17.0,14.0,11.0,20.0,25.0,14.0,14.0,17.0,23.0,11.0,31.0,10.0,15.0,17.0,5.0,24.0,14.0,8.0,5.0,13.0,11.0,1.0,2041.69
-48.0,12.0,21.0,-14.0,27.0,-16.0,26.0,23.0,25.0,-20.0,27.0,-17.0,26.0,-16.0,-15.0,23.0,-13.0,19.0,-14.0,17.0,-16.0,13.0,-14.0,14.0,-12.0,-9.0,10.0,-10.0,9.0,-5.0,1.0,2.0,0.0,0.0,11.0,-6.0,-10.0,11.0,-7.0,12.0,-10.0,17.0,-33.0,-2.0,-35.0,-1.0,-4.0,0.0,-35.0,1.0,-38.0,1.0,-33.0,-34.0,2.0,-31.0,2.0,-27.0,4.0,3.0,-22.0,-1.0,-21.0,0.0,-14.0,2.0,-8.0,-2.0,-6.0,-2.0,-2.0,-6.0,5.0,-4.0,9.0,10.0,-7.0,14.0,-7.0,11.0,-8.0,19.0,17.0,-10.0,2041.7
96.0,15.0,15.0,-22.0,15.0,-18.0,16.0,14.0,17.0,-23.0,13.0,-23.0,12.0,-24.0,-22.0,10.0,-22.0,9.0,-21.0,9.0,-18.0,8.0,-17.0,8.0,-15.0,-13.0,4.0,-10.0,3.0,-8.0,3.0,2.0,6.0,-3.0,7.0,0.0,-2.0,12.0,-6.0,13.0,-6.0,18.0,-28.0,11.0,-27.0,10.0,10.0,15.0,-29.0,11.0,-29.0,12.0,-27.0,-24.0,14.0,-28.0,12.0,-23.0,12.0,10.0,-19.0,10.0,-16.0,5.0,-10.0,5.0,-6.0,2.0,-6.0,1.0,1.0,-2.0,1.0,-6.0,5.0,5.0,-10.0,7.0,-12.0,12.0,-12.0,10.0,14.0,-14.0,2041.7
-32.0,5.0,-15.0,-26.0,-13.0,-22.0,-18.0,-16.0,-22.0,-28.0,-20.0,-22.0,-19.0,-29.0,-27.0,-18.0,-21.0,-19.0,-22.0,-17.0,-22.0,-16.0,-16.0,-11.0,-16.0,-13.0,-5.0,-11.0,-4.0,-5.0,0.0,0.0,-4.0,8.0,3.0,10.0,17.0,10.0,14.0,13.0,18.0,14.0,-6.0,31.0,-6.0,34.0,37.0,35.0,-2.0,34.0,1.0,34.0,2.0,-2.0,32.0,3.0,30.0,3.0,30.0,25.0,-1.0,22.0,1.0,19.0,0.0,11.0,-3.0,12.0,3.0,4.0,-6.0,-5.0,-4.0,-6.0,-3.0,-8.0,-12.0,-9.0,-11.0,-9.0,-16.0,-9.0,-8.0,-23.0,2041.71
0.0,8.0,8.0,2.0,3.0,0.0,-2.0,8.0,1.0,-7.0,-8.0,12.0,0.0,8.0,12.0,-16.0,18.0,-14.0,17.0,-14.0,19.0,-22.0,19.0,-19.0,21.0,21.0,-16.0,8.0,-22.0,13.0,-27.0,-17.0,4.0,-17.0,0.0,-12.0,-11.0,-3.0,-16.0,-6.0,-6.0,-10.0,-7.0,1.0,-5.0,-5.0,-5.0,3.0,2.0,8.0,-1.0,7.0,4.0,2.0,12.0,11.0,13.0,4.0,19.0,19.0,12.0,22.0,14.0,16.0,11.0,14.0,20.0,11.0,22.0,14.0,19.0,13.0,23.0,15.0,19.0,20.0,14.0,18.0,11.0,20.0,16.0,13.0,22.0,7.0,2041.72
-32.0,11.0,-1.0,10.0,-7.0,3.0,3.0,-7.0,-14.0,3.0,-13.0,1.0,-5.0,-5.0,-4.0,-26.0,-3.0,-22.0,-4.0,-22.0,-8.0,-22.0,0.0,-18.0,-2.0,-2.0,-18.0,-11.0,-23.0,-11.0,-20.0,-14.0,-7.0,-12.0,-9.0,-3.0,-5.0,-13.0,-1.0,-13.0,-1.0,-16.0,-11.0,-5.0,-5.0,-7.0,-6.0,3.0,-9.0,5.0,-11.0,5.0,-11.0,-11.0,19.0,-6.0,11.0,-10.0,12.0,19.0,-8.0,28.0,-2.0,22.0,-8.0,25.0,-10.0,25.0,2.0,23.0,0.0,31.0,1.0,29.0,13.0,1.0,26.0,15.0,18.0,4.0,18.0,1.0,3.0,10.0,2041.73
32.0,13.0,-4.0,-11.0,-1.0,2.0,0.0,-2.0,6.0,-12.0,12.0,-10.0,11.0,-9.0,-15.0,12.0,-9.0,18.0,-14.0,19.0,-6.0,26.0,-17.0,18.0,-8.0,-20.0,23.0,-12.0,12.0,0.0,18.0,24.0,1.0,12.0,-5.0,14.0,10.0,13.0,2.0,8.0,12.0,8.0,6.0,5.0,2.0,6.0,3.0,-3.0,5.0,-4.0,8.0,-11.0,3.0,4.0,-16.0,6.0,-11.0,0.0,-22.0,-21.0,-5.0,-22.0,-7.0,-24.0,-11.0,-26.0,-16.0,-24.0,-16.0,-27.0,-13.0,-25.0,-12.0,-22.0,-12.0,-11.0,-22.0,-8.0,-19.0,-15.0,-10.0,-18.0,-14.0,-10.0,2041.77
-64.0,6.0,16.0,-10.0,-1.0,-5.0,0.0,1.0,-4.0,7.0,-2.0,12.0,5.0,11.0,14.0,-4.0,19.0,-7.0,22.0,-8.0,29.0,-6.0,17.0,-4.0,30.0,23.0,-7.0,25.0,-8.0,22.0,-14.0,-13.0,11.0,-15.0,7.0,-18.0,-12.0,-1.0,-17.0,-3.0,-10.0,-5.0,1.0,2.0,-1.0,6.0,4.0,3.0,9.0,0.0,8.0,-3.0,13.0,16.0,-5.0,21.0,-5.0,13.0,-14.0,-9.0,12.0,-9.0,25.0,-14.0,21.0,-25.0,10.0,-12.0,15.0,-26.0,12.0,-10.0,14.0,-21.0,17.0,13.0,-26.0,13.0,-13.0,8.0,-9.0,17.0,4.0,-12.0,2041.78
-64.0,11.0,-11.0,-3.0,-5.0,-8.0,-8.0,2.0,7.0,-14.0,-3.0,-7.0,3.0,-17.0,-17.0,2.0,-11.0,2.0,-18.0,15.0,-25.0,12.0,-18.0,13.0,-22.0,-19.0,17.0,-14.0,24.0,-16.0,16.0,13.0,-7.0,14.0,-6.0,13.0,14.0,-5.0,13.0,-6.0,5.0,3.0,1.0,-5.0,7.0,-9.0,-3.0,-7.0,0.0,-4.0,-4.0,-11.0,-8.0,-14.0,-11.0,-6.0,-10.0,-21.0,-12.0,-19.0,-17.0,-16.0,-18.0,-9.0,-16.0,-14.0,-31.0,-6.0,-26.0,-4.0,-23.0,-2.0,-28.0,-10.0,-25.0,-19.0,-5.0,-25.0,-4.0,-21.0,-9.0,-26.0,-19.0,1.0,2041.79
-64.0,7.0,4.0,-4.0,2.0,-7.0,4.0,9.0,15.0,-12.0,9.0,-5.0,13.0,5.0,-9.0,16.0,2.0,19.0,6.0,22.0,-4.0,26.0,-3.0,20.0,4.0,0.0,27.0,5.0,19.0,3.0,23.0,15.0,12.0,5.0,6.0,5.0,7.0,10.0,2.0,12.0,5.0,13.0,2.0,6.0,4.0,5.0,-1.0,-10.0,-4.0,-2.0,1.0,-7.0,4.0,7.0,-14.0,1.0,-20.0,1.0,-17.0,-22.0,2.0,-22.0,-3.0,-27.0,-5.0,-27.0,-2.0,-25.0,-8.0,-27.0,-3.0,-22.0,-1.0,-18.0,-10.0,-2.0,-27.0,-8.0,-24.0,-16.0,-18.0,-10.0,-11.0,-14.0,2041.79
-32.0,5.0,8.0,-20.0,12.0,-18.0,8.0,20.0,15.0,-23.0,12.0,-26.0,0.0,-27.0,-21.0,13.0,-14.0,11.0,-22.0,12.0,-22.0,13.0,-20.0,13.0,-17.0,-14.0,10.0,-10.0,7.0,-8.0,10.0,7.0,3.0,0.0,6.0,-2.0,-6.0,8.0,-5.0,13.0,-8.0,16.0,-22.0,20.0,-26.0,23.0,20.0,26.0,-24.0,24.0,-24.0,26.0,-19.0,-21.0,26.0,-22.0,23.0,-18.0,23.0,17.0,-17.0,15.0,-12.0,14.0,-10.0,12.0,-4.0,8.0,-5.0,5.0,-6.0,5.0,0.0,-7.0,2.0,3.0,-18.0,3.0,-12.0,4.0,-13.0,5.0,7.0,-16.0,2041.8
0.0,8.0,59.0,-8.0,59.0,-7.0,51.0,45.0,66.0,8.0,71.0,-11.0,56.0,0.0,-14.0,51.0,-8.0,70.0,-13.0,62.0,10.0,38.0,2.0,53.0,-1.0,12.0,29.0,9.0,20.0,12.0,16.0,8.0,10.0,-10.0,14.0,-14.0,-30.0,11.0,-28.0,12.0,-36.0,18.0,-67.0,-37.0,-61.0,-40.0,-37.0,-36.0,-69.0,-33.0,-70.0,-30.0,-66.0,-71.0,-27.0,-70.0,-36.0,-64.0,-23.0,-21.0,-58.0,-20.0,-52.0,-20.0,-38.0,-17.0,-37.0,-14.0,-30.0,-3.0,-3.0,-5.0,6.0,4.0,24.0,17.0,-6.0,31.0,-9.0,29.0,9.0,39.0,43.0,-6.0,2041.81
-32.0,11.0,15.0,14.0,16.0,14.0,17.0,18.0,14.0,17.0,15.0,20.0,18.0,14.0,18.0,16.0,18.0,15.0,21.0,10.0,16.0,11.0,16.0,15.0,11.0,12.0,6.0,12.0,2.0,9.0,2.0,-9.0,0.0,-7.0,2.0,-6.0,-12.0,0.0,-15.0,-7.0,-20.0,-12.0,-8.0,-30.0,-9.0,-33.0,-33.0,-36.0,-13.0,-33.0,-16.0,-33.0,-16.0,-19.0,-32.0,-15.0,-26.0,-13.0,-24.0,-24.0,-13.0,-18.0,-11.0,-18.0,-8.0,-13.0,-7.0,-11.0,-10.0,-6.0,-7.0,-6.0,-2.0,-2.0,6.0,2.0,9.0,14.0,8.0,8.0,9.0,15.0,12.0,13.0,2041.81
32.0,13.0,4.0,-53.0,32.0,-47.0,31.0,6.0,22.0,-47.0,13.0,-59.0,11.0,-37.0,-48.0,17.0,-47.0,28.0,-48.0,22.0,-61.0,21.0,-43.0,11.0,-33.0,-41.0,20.0,-25.0,17.0,-24.0,18.0,17.0,-5.0,12.0,19.0,0.0,5.0,26.0,8.0,29.0,2.0,42.0,-72.0,21.0,-66.0,14.0,25.0,34.0,-74.0,37.0,-81.0,34.0,-84.0,-79.0,42.0,-64.0,39.0,-67.0,31.0,26.0,-36.0,31.0,-50.0,22.0,-29.0,26.0,-28.0,29.0,-22.0,14.0,-23.0,-6.0,-16.0,1.0,2.0,-5.0,-32.0,16.0,-18.0,22.0,-35.0,9.0,22.0,-28.0,2041.82
32.0,6.0,36.0,51.0,25.0,24.0,26.0,38.0,40.0,37.0,58.0,37.0,64.0,39.0,55.0,51.0,41.0,45.0,31.0,51.0,39.0,39.0,27.0,35.0,38.0,32.0,20.0,22.0,11.0,15.0,9.0,-5.0,9.0,-21.0,9.0,-18.0,-30.0,-12.0,-39.0,-1.0,-42.0,-10.0,-7.0,-74.0,0.0,-68.0,-80.0,-80.0,-19.0,-66.0,-16.0,-84.0,-20.0,-29.0,-70.0,-17.0,-66.0,-18.0,-69.0,-68.0,-25.0,-58.0,-27.0,-51.0,-14.0,-45.0,-13.0,-40.0,-17.0,-25.0,-9.0,-7.0,-7.0,-4.0,0.0,16.0,15.0,7.0,16.0,29.0,8.0,34.0,28.0,25.0,2041.82
-64.0,11.0,2.0,-62.0,1.0,-35.0,-13.0,8.0,0.0,-76.0,12.0,-53.0,13.0,-58.0,-63.0,-5.0,-56.0,-5.0,-59.0,10.0,-55.0,4.0,-40.0,6.0,-48.0,-31.0,4.0,-22.0,6.0,-24.0,4.0,19.0,1.0,16.0,15.0,18.0,18.0,20.0,17.0,32.0,22.0,41.0,-38.0,52.0,-43.0,59.0,54.0,71.0,-32.0,68.0,-45.0,73.0,-47.0,-45.0,67.0,-28.0,64.0,-27.0,63.0,51.0,-23.0,60.0,-22.0,46.0,-20.0,37.0,-11.0,36.0,-5.0,24.0,-4.0,-6.0,1.0,-9.0,1.0,9.0,-23.0,8.0,-38.0,-3.0,-49.0,16.0,7.0,-30.0,2041.83
-64.0,6.0,59.0,-17.0,43.0,-16.0,51.0,44.0,77.0,-31.0,72.0,-20.0,48.0,-21.0,-28.0,55.0,-21.0,49.0,-24.0,54.0,-23.0,38.0,-16.0,43.0,-9.0,-11.0,22.0,-10.0,22.0,-2.0,14.0,1.0,8.0,-11.0,10.0,-12.0,-21.0,21.0,-35.0,19.0,-35.0,21.0,-77.0,-10.0,-66.0,-7.0,-17.0,3.0,-77.0,1.0,-80.0,0.0,-82.0,-76.0,10.0,-79.0,1.0,-79.0,3.0,-4.0,-70.0,5.0,-41.0,0.0,-37.0,4.0,-39.0,-1.0,-27.0,7.0,-13.0,1.0,-4.0,-12.0,-5.0,22.0,-7.0,21.0,-14.0,29.0,4.0,33.0,41.0,-13.0,2041.83
-64.0,7.0,31.0,-36.0,48.0,-26.0,52.0,42.0,50.0,-29.0,66.0,-33.0,53.0,-31.0,-30.0,67.0,-22.0,50.0,-22.0,47.0,-22.0,53.0,-25.0,39.0,-9.0,-9.0,31.0,-5.0,26.0,9.0,17.0,1.0,10.0,-9.0,10.0,-8.0,-18.0,21.0,-27.0,14.0,-29.0,22.0,-72.0,12.0,-65.0,14.0,11.0,22.0,-83.0,16.0,-82.0,18.0,-71.0,-75.0,27.0,-69.0,20.0,-70.0,25.0,24.0,-51.0,16.0,-50.0,20.0,-41.0,10.0,-43.0,-1.0,-21.0,5.0,-9.0,9.0,14.0,2.0,1.0,7.0,8.0,26.0,-14.0,27.0,-10.0,26.0,36.0,-7.0,2041.84
0.0,8.0,-26.0,-18.0,-41.0,-51.0,-34.0,-36.0,-17.0,-43.0,-21.0,-62.0,-38.0,-49.0,-44.0,-27.0,-58.0,-34.0,-51.0,-24.0,-51.0,-15.0,-45.0,-7.0,-49.0,-38.0,-9.0,-27.0,6.0,-18.0,-2.0,10.0,-2.0,17.0,2.0,17.0,24.0,20.0,27.0,28.0,27.0,33.0,19.0,70.0,15.0,70.0,77.0,74.0,20.0,77.0,31.0,87.0,25.0,31.0,76.0,27.0,67.0,27.0,68.0,56.0,17.0,57.0,11.0,42.0,14.0,37.0,18.0,28.0,9.0,17.0,1.0,-1.0,-4.0,0.0,-4.0,-2.0,-14.0,-19.0,-16.0,-9.0,-30.0,1.0,-23.0,-53.0,2041.85
-48.0,12.0,-5.0,-59.0,23.0,-61.0,-2.0,20.0,20.0,-65.0,23.0,-59.0,14.0,-56.0,-52.0,16.0,-72.0,26.0,-64.0,11.0,-59.0,21.0,-46.0,4.0,-35.0,-34.0,17.0,-24.0,17.0,-8.0,3.0,24.0,3.0,0.0,11.0,5.0,2.0,30.0,3.0,33.0,-7.0,46.0,-47.0,50.0,-40.0,57.0,51.0,59.0,-46.0,62.0,-41.0,67.0,-45.0,-46.0,65.0,-43.0,59.0,-35.0,65.0,48.0,-34.0,51.0,-33.0,34.0,-22.0,42.0,-14.0,32.0,-21.0,24.0,-9.0,-5.0,1.0,-8.0,0.0,1.0,-25.0,-4.0,-9.0,12.0,-17.0,13.0,22.0,-43.0,2041.85
-63.0,23.0,8.0,0.0,8.0,4.0,-3.0,-3.0,-6.0,4.0,-2.0,19.0,-5.0,-2.0,24.0,-22.0,14.0,-16.0,6.0,-4.0,18.0,-8.0,15.0,-16.0,14.0,13.0,-12.0,24.0,-12.0,10.0,-10.0,-18.0,10.0,-8.0,11.0,-7.0,-4.0,10.0,-4.0,-8.0,-21.0,3.0,-7.0,-9.0,-5.0,3.0,-3.0,-2.0,14.0,5.0,17.0,-2.0,2.0,12.0,7.0,3.0,8.0,3.0,20.0,13.0,6.0,12.0,9.0,10.0,18.0,35.0,14.0,25.0,19.0,17.0,36.0,7.0,23.0,6.0,32.0,22.0,0.0,25.0,-1.0,16.0,-6.0,29.0,13.0,5.0,2041.86
-31.0,21.0,6.0,-8.0,-3.0,-7.0,6.0,5.0,-1.0,12.0,3.0,4.0,-14.0,4.0,6.0,-11.0,18.0,-6.0,5.0,-12.0,14.0,-1.0,20.0,-6.0,8.0,22.0,-3.0,30.0,0.0,13.0,-6.0,-10.0,19.0,-10.0,14.0,-14.0,-13.0,9.0,-10.0,5.0,-13.0,11.0,-5.0,-10.0,0.0,-3.0,3.0,-1.0,3.0,0.0,-4.0,-2.0,3.0,5.0,26.0,5.0,20.0,-9.0,13.0,25.0,3.0,20.0,-5.0,15.0,15.0,17.0,18.0,10.0,10.0,19.0,13.0,14.0,22.0,26.0,21.0,20.0,22.0,19.0,-2.0,16.0,9.0,17.0,6.0,3.0,2041.86
32.0,6.0,-4.0,7.0,-2.0,3.0,1.0,0.0,-3.0,-11.0,-1.0,-4.0,2.0,-22.0,-10.0,6.0,-17.0,4.0,-19.0,12.0,-25.0,5.0,-13.0,19.0,-26.0,-21.0,12.0,-13.0,13.0,-15.0,19.0,9.0,-14.0,14.0,-3.0,13.0,11.0,7.0,7.0,4.0,7.0,0.0,-2.0,-10.0,-5.0,-9.0,-1.0,3.0,-2.0,3.0,-7.0,5.0,-7.0,-14.0,7.0,-25.0,3.0,-17.0,5.0,2.0,-28.0,8.0,-16.0,18.0,-22.0,17.0,-27.0,17.0,-19.0,14.0,-20.0,15.0,-22.0,15.0,-19.0,-25.0,15.0,-30.0,21.0,-8.0,19.0,-6.0,-10.0,3.0,2041.87
32.0,6.0,12.0,-4.0,16.0,3.0,7.0,0.0,-5.0,4.0,-11.0,11.0,-1.0,12.0,12.0,-7.0,19.0,-1.0,20.0,0.0,12.0,-7.0,18.0,-10.0,20.0,13.0,-8.0,15.0,-15.0,20.0,-19.0,-11.0,10.0,-14.0,5.0,-13.0,-16.0,3.0,-12.0,-4.0,-13.0,-5.0,-6.0,-1.0,-9.0,-2.0,-1.0,8.0,4.0,9.0,9.0,6.0,11.0,11.0,10.0,6.0,6.0,18.0,11.0,7.0,22.0,8.0,22.0,6.0,24.0,5.0,25.0,17.0,26.0,5.0,23.0,2.0,25.0,3.0,20.0,21.0,3.0,23.0,-9.0,24.0,-4.0,19.0,11.0,-1.0,2041.87
32.0,6.0,4.0,-5.0,1.0,6.0,-1.0,2.0,1.0,2.0,6.0,13.0,1.0,19.0,16.0,-12.0,18.0,-10.0,15.0,-6.0,21.0,-19.0,18.0,-7.0,16.0,12.0,-15.0,16.0,-16.0,12.0,-11.0,-18.0,9.0,-9.0,0.0,-17.0,-6.0,-3.0,-14.0,-3.0,-19.0,-1.0,-6.0,0.0,-2.0,2.0,2.0,1.0,-6.0,12.0,-1.0,15.0,4.0,2.0,7.0,14.0,12.0,20.0,14.0,8.0,13.0,6.0,28.0,18.0,28.0,15.0,23.0,13.0,16.0,11.0,28.0,8.0,20.0,9.0,20.0,18.0,10.0,18.0,15.0,24.0,0.0,16.0,24.0,-5.0,2041.88
-32.0,13.0,9.0,30.0,4.0,22.0,2.0,7.0,11.0,24.0,7.0,22.0,9.0,23.0,21.0,6.0,22.0,14.0,22.0,10.0,20.0,7.0,19.0,0.0,18.0,13.0,-2.0,13.0,-1.0,12.0,-1.0,-4.0,4.0,-5.0,1.0,-10.0,-11.0,0.0,-13.0,-2.0,-16.0,-5.0,18.0,-27.0,18.0,-31.0,-32.0,-33.0,13.0,-32.0,11.0,-36.0,11.0,8.0,-34.0,8.0,-30.0,7.0,-30.0,-25.0,5.0,-25.0,6.0,-19.0,2.0,-14.0,5.0,-13.0,-1.0,-9.0,0.0,-1.0,-1.0,1.0,2.0,3.0,9.0,-1.0,14.0,3.0,8.0,12.0,8.0,13.0,2041.88
32.0,15.0,-23.0,12.0,-20.0,13.0,-20.0,-18.0,-21.0,13.0,-23.0,13.0,-20.0,12.0,12.0,-19.0,10.0,-22.0,11.0,-19.0,8.0,-19.0,9.0,-16.0,7.0,3.0,-16.0,5.0,-9.0,4.0,-9.0,-8.0,-4.0,-1.0,-8.0,-4.0,1.0,-10.0,2.0,-13.0,6.0,-15.0,32.0,2.0,31.0,0.0,0.0,-4.0,35.0,-3.0,36.0,-4.0,39.0,34.0,-5.0,33.0,-6.0,27.0,-7.0,-6.0,23.0,-5.0,22.0,-4.0,15.0,-5.0,10.0,0.0,8.0,-1.0,5.0,3.0,-2.0,3.0,-4.0,-6.0,4.0,-8.0,9.0,-12.0,8.0,-13.0,-13.0,7.0,2041.91
-95.0,20.0,-2.0,-61.0,-9.0,-52.0,-2.0,16.0,22.0,-59.0,-9.0,-40.0,6.0,-47.0,-59.0,-8.0,-57.0,-10.0,-61.0,-4.0,-50.0,-9.0,-55.0,-2.0,-38.0,-43.0,6.0,-21.0,9.0,-11.0,14.0,19.0,-14.0,17.0,12.0,24.0,32.0,20.0,30.0,22.0,26.0,29.0,-68.0,46.0,-62.0,48.0,52.0,63.0,-55.0,62.0,-65.0,68.0,-70.0,-55.0,66.0,-53.0,74.0,-58.0,55.0,52.0,-37.0,46.0,-27.0,33.0,-25.0,36.0,-23.0,27.0,-24.0,25.0,-18.0,2.0,4.0,-13.0,-6.0,3.0,-25.0,11.0,-27.0,11.0,-41.0,-16.0,-1.0,-49.0,2041.91
-63.0,23.0,10.0,62.0,9.0,66.0,7.0,3.0,3.0,68.0,12.0,47.0,16.0,64.0,61.0,17.0,67.0,19.0,60.0,-3.0,49.0,4.0,42.0,1.0,43.0,49.0,-11.0,35.0,-15.0,22.0,-8.0,-12.0,4.0,-27.0,-4.0,-25.0,-23.0,-13.0,-28.0,-22.0,-22.0,-35.0,38.0,-63.0,36.0,-69.0,-79.0,-81.0,35.0,-83.0,41.0,-91.0,31.0,20.0,-89.0,27.0,-79.0,23.0,-72.0,-66.0,15.0,-64.0,15.0,-45.0,27.0,-39.0,5.0,-28.0,1.0,-23.0,21.0,-7.0,8.0,12.0,-12.0,12.0,26.0,-3.0,44.0,-5.0,34.0,-4.0,3.0,40.0,2041.92
-31.0,21.0,-50.0,16.0,-79.0,10.0,-46.0,-54.0,-67.0,33.0,-69.0,5.0,-57.0,14.0,19.0,-58.0,16.0,-54.0,20.0,-41.0,17.0,-45.0,19.0,-43.0,11.0,7.0,-31.0,8.0,-18.0,1.0,-26.0,-16.0,-9.0,4.0,-20.0,-3.0,14.0,-26.0,10.0,-23.0,24.0,-38.0,58.0,45.0,64.0,43.0,45.0,45.0,82.0,33.0,80.0,36.0,75.0,79.0,30.0,77.0,29.0,73.0,24.0,29.0,57.0,23.0,42.0,17.0,44.0,14.0,33.0,8.0,19.0,27.0,5.0,6.0,3.0,7.0,1.0,-26.0,6.0,-25.0,8.0,-23.0,-3.0,-37.0,-50.0,9.0,2041.93
-32.0,5.0,49.0,40.0,50.0,31.0,35.0,31.0,39.0,36.0,42.0,41.0,21.0,33.0,47.0,49.0,38.0,39.0,45.0,40.0,38.0,33.0,36.0,30.0,22.0,34.0,5.0,23.0,6.0,19.0,-3.0,-4.0,12.0,-18.0,11.0,-17.0,-26.0,1.0,-36.0,1.0,-39.0,-7.0,-10.0,-76.0,-9.0,-77.0,-84.0,-87.0,-17.0,-89.0,-26.0,-89.0,-20.0,-29.0,-89.0,-17.0,-69.0,-28.0,-80.0,-66.0,-22.0,-58.0,-14.0,-56.0,-7.0,-44.0,-17.0,-40.0,-11.0,-31.0,0.0,-5.0,8.0,4.0,8.0,6.0,10.0,17.0,13.0,26.0,28.0,44.0,21.0,41.0,2041.93
-32.0,5.0,-3.0,52.0,0.0,56.0,-18.0,-33.0,-6.0,53.0,-11.0,52.0,0.0,45.0,68.0,1.0,71.0,2.0,49.0,-6.0,61.0,-8.0,42.0,-12.0,36.0,38.0,-24.0,30.0,-2.0,20.0,-13.0,-16.0,4.0,-22.0,-18.0,-16.0,-21.0,-23.0,-16.0,-31.0,-21.0,-38.0,67.0,-48.0,78.0,-49.0,-50.0,-53.0,67.0,-52.0,69.0,-60.0,61.0,66.0,-65.0,59.0,-56.0,55.0,-56.0,-57.0,37.0,-52.0,28.0,-44.0,33.0,-32.0,16.0,-30.0,12.0,-21.0,14.0,-5.0,6.0,4.0,-1.0,0.0,15.0,10.0,34.0,-17.0,44.0,-10.0,-8.0,42.0,2041.94
0.0,8.0,-55.0,24.0,-44.0,13.0,-60.0,-50.0,-33.0,15.0,-41.0,39.0,-47.0,35.0,47.0,-42.0,37.0,-40.0,30.0,-48.0,25.0,-35.0,26.0,-48.0,20.0,14.0,-32.0,20.0,-23.0,12.0,-15.0,-19.0,-3.0,-5.0,-17.0,-6.0,-2.0,-27.0,8.0,-32.0,5.0,-34.0,75.0,15.0,80.0,13.0,17.0,8.0,87.0,6.0,96.0,7.0,88.0,87.0,9.0,76.0,0.0,79.0,-2.0,-12.0,66.0,-6.0,68.0,4.0,54.0,-1.0,38.0,1.0,39.0,0.0,16.0,9.0,3.0,3.0,-5.0,-13.0,18.0,-10.0,23.0,-19.0,14.0,-37.0,-40.0,18.0,2041.94
