subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_54,subcarrier_55,subcarrier_56,subcarrier_57,subcarrier_58,subcarrier_59,subcarrier_60,subcarrier_61,subcarrier_62,subcarrier_63,subcarrier_64,subcarrier_65,subcarrier_66,subcarrier_67,subcarrier_68,subcarrier_69,subcarrier_70,subcarrier_71,subcarrier_72,subcarrier_73,subcarrier_74,subcarrier_75,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-126.0,32.0,8.0,0.0,15.0,-20.0,15.0,-20.0,15.0,-20.0,14.0,-21.0,13.0,-21.0,13.0,-22.0,13.0,-21.0,12.0,-22.0,12.0,-23.0,12.0,-23.0,11.0,-22.0,11.0,-22.0,11.0,-22.0,10.0,-23.0,11.0,-22.0,11.0,-22.0,11.0,-22.0,11.0,-22.0,12.0,-21.0,11.0,-20.0,11.0,-19.0,12.0,-17.0,12.0,-17.0,13.0,-16.0,13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-10.0,8.0,-10.0,9.0,-10.0,10.0,-10.0,11.0,-11.0,12.0,-11.0,12.0,-11.0,13.0,-11.0,14.0,-12.0,15.0,-11.0,16.0,-11.0,16.0,-11.0,17.0,-11.0,17.0,-12.0,17.0,-12.0,17.0,-13.0,16.0,-13.0,17.0,-14.0,16.0,-15.0,16.0,-15.0,16.0,-16.0,16.0,-17.0,16.0,-17.0,16.0,-17.0,16.0,-17.0,17.0,-18.0,1332.9
118.0,96.0,7.0,0.0,-18.0,-17.0,-20.0,-17.0,-19.0,-16.0,-20.0,-16.0,-20.0,-14.0,-21.0,-15.0,-20.0,-14.0,-21.0,-14.0,-21.0,-13.0,-22.0,-13.0,-22.0,-12.0,-22.0,-13.0,-22.0,-13.0,-22.0,-12.0,-22.0,-13.0,-21.0,-12.0,-21.0,-13.0,-21.0,-13.0,-20.0,-13.0,-19.0,-13.0,-18.0,-13.0,-17.0,-12.0,-16.0,-14.0,-15.0,-14.0,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-9.0,-10.0,-10.0,-9.0,-10.0,-10.0,-12.0,-10.0,-12.0,-11.0,-13.0,-11.0,-14.0,-11.0,-14.0,-11.0,-15.0,-11.0,-15.0,-11.0,-17.0,-11.0,-17.0,-11.0,-17.0,-11.0,-18.0,-12.0,-18.0,-12.0,-18.0,-13.0,-18.0,-13.0,-17.0,-14.0,-18.0,-14.0,-17.0,-15.0,-17.0,-16.0,-17.0,-16.0,-17.0,-17.0,-18.0,-18.0,-17.0,-18.0,-17.0,1333.29
119.0,112.0,7.0,0.0,21.0,16.0,23.0,16.0,22.0,15.0,22.0,15.0,23.0,14.0,23.0,14.0,23.0,13.0,24.0,13.0,24.0,12.0,25.0,11.0,24.0,11.0,24.0,11.0,25.0,11.0,25.0,11.0,24.0,11.0,24.0,11.0,24.0,12.0,23.0,12.0,22.0,12.0,21.0,12.0,20.0,12.0,19.0,12.0,18.0,13.0,17.0,13.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,11.0,9.0,11.0,10.0,11.0,11.0,11.0,11.0,12.0,13.0,12.0,13.0,13.0,14.0,13.0,15.0,13.0,15.0,13.0,17.0,13.0,17.0,13.0,17.0,14.0,17.0,14.0,18.0,14.0,18.0,15.0,18.0,16.0,18.0,16.0,17.0,16.0,18.0,17.0,17.0,18.0,17.0,19.0,17.0,19.0,17.0,20.0,17.0,20.0,17.0,1333.55
-126.0,32.0,8.0,0.0,-26.0,-15.0,-27.0,-15.0,-26.0,-14.0,-27.0,-14.0,-27.0,-14.0,-28.0,-13.0,-27.0,-12.0,-28.0,-12.0,-28.0,-12.0,-28.0,-11.0,-28.0,-10.0,-29.0,-10.0,-29.0,-10.0,-28.0,-10.0,-28.0,-11.0,-27.0,-10.0,-28.0,-11.0,-27.0,-12.0,-25.0,-12.0,-24.0,-12.0,-23.0,-13.0,-22.0,-12.0,-21.0,-13.0,-21.0,-14.0,-19.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,-7.0,-14.0,-8.0,-14.0,-10.0,-15.0,-11.0,-15.0,-11.0,-16.0,-12.0,-16.0,-13.0,-16.0,-14.0,-17.0,-15.0,-17.0,-15.0,-17.0,-17.0,-17.0,-17.0,-18.0,-17.0,-18.0,-17.0,-18.0,-17.0,-19.0,-18.0,-20.0,-17.0,-20.0,-17.0,-21.0,-17.0,-20.0,-17.0,-22.0,-17.0,-22.0,-17.0,-23.0,-16.0,-24.0,-16.0,-24.0,-17.0,-26.0,-17.0,1333.65
116.0,64.0,7.0,0.0,3.0,-27.0,2.0,-28.0,2.0,-27.0,2.0,-27.0,1.0,-27.0,1.0,-27.0,1.0,-27.0,0.0,-28.0,-1.0,-27.0,-1.0,-28.0,-2.0,-27.0,-2.0,-27.0,-2.0,-27.0,-1.0,-27.0,-1.0,-27.0,-1.0,-26.0,0.0,-26.0,0.0,-26.0,1.0,-25.0,1.0,-25.0,2.0,-24.0,3.0,-23.0,4.0,-22.0,5.0,-22.0,6.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-15.0,0.0,-16.0,1.0,-16.0,2.0,-17.0,2.0,-17.0,3.0,-18.0,4.0,-18.0,4.0,-20.0,5.0,-20.0,5.0,-20.0,6.0,-21.0,7.0,-21.0,7.0,-22.0,7.0,-22.0,7.0,-22.0,7.0,-22.0,6.0,-23.0,6.0,-23.0,6.0,-23.0,6.0,-23.0,5.0,-24.0,5.0,-25.0,5.0,-25.0,5.0,-25.0,4.0,-27.0,3.0,-28.0,1333.76
-126.0,32.0,8.0,0.0,-22.0,17.0,-21.0,17.0,-21.0,17.0,-20.0,17.0,-20.0,18.0,-20.0,19.0,-19.0,19.0,-19.0,19.0,-18.0,20.0,-18.0,20.0,-17.0,21.0,-17.0,21.0,-17.0,21.0,-17.0,21.0,-17.0,20.0,-17.0,20.0,-17.0,19.0,-17.0,19.0,-17.0,18.0,-17.0,17.0,-17.0,16.0,-17.0,15.0,-17.0,14.0,-17.0,13.0,-18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,8.0,-13.0,8.0,-13.0,7.0,-14.0,7.0,-15.0,7.0,-16.0,8.0,-17.0,7.0,-18.0,8.0,-19.0,8.0,-19.0,7.0,-20.0,7.0,-21.0,7.0,-21.0,8.0,-21.0,8.0,-21.0,8.0,-22.0,9.0,-22.0,9.0,-21.0,10.0,-21.0,10.0,-21.0,11.0,-21.0,12.0,-22.0,12.0,-21.0,13.0,-22.0,13.0,-22.0,14.0,-22.0,14.0,1333.92
110.0,-32.0,6.0,0.0,-27.0,6.0,-28.0,7.0,-26.0,7.0,-26.0,7.0,-26.0,9.0,-26.0,9.0,-25.0,9.0,-25.0,10.0,-24.0,10.0,-25.0,11.0,-24.0,12.0,-25.0,12.0,-25.0,12.0,-24.0,11.0,-25.0,11.0,-23.0,11.0,-24.0,11.0,-24.0,10.0,-23.0,9.0,-23.0,9.0,-23.0,7.0,-21.0,7.0,-22.0,6.0,-22.0,5.0,-22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.0,3.0,-15.0,3.0,-15.0,2.0,-16.0,1.0,-17.0,1.0,-18.0,1.0,-19.0,0.0,-20.0,0.0,-20.0,0.0,-20.0,0.0,-22.0,-1.0,-22.0,0.0,-22.0,0.0,-22.0,0.0,-23.0,-1.0,-23.0,-1.0,-24.0,0.0,-24.0,1.0,-25.0,1.0,-24.0,1.0,-24.0,3.0,-25.0,2.0,-24.0,4.0,-25.0,4.0,-26.0,4.0,-27.0,5.0,1333.93
114.0,32.0,7.0,0.0,16.0,-22.0,16.0,-22.0,16.0,-22.0,15.0,-22.0,14.0,-22.0,14.0,-23.0,14.0,-23.0,13.0,-24.0,13.0,-24.0,13.0,-24.0,12.0,-24.0,12.0,-24.0,12.0,-23.0,12.0,-24.0,12.0,-24.0,12.0,-23.0,13.0,-22.0,13.0,-22.0,13.0,-21.0,13.0,-20.0,13.0,-19.0,13.0,-18.0,14.0,-17.0,14.0,-16.0,15.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-12.0,8.0,-12.0,10.0,-12.0,10.0,-12.0,11.0,-12.0,12.0,-13.0,13.0,-13.0,14.0,-13.0,14.0,-13.0,15.0,-13.0,17.0,-13.0,17.0,-13.0,17.0,-13.0,17.0,-14.0,17.0,-14.0,18.0,-15.0,17.0,-15.0,18.0,-16.0,17.0,-16.0,17.0,-16.0,17.0,-17.0,17.0,-18.0,17.0,-18.0,17.0,-19.0,17.0,-19.0,18.0,-19.0,1334.29
