subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_40,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_46,subcarrier_47,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_79,subcarrier_80,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_99,subcarrier_100,subcarrier_102,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
98.0,32.0,6.0,6.0,-14.0,-2.0,-11.0,-6.0,-2.0,-7.0,-1.0,-11.0,4.0,-17.0,4.0,-15.0,0.0,-19.0,-3.0,-19.0,4.0,-20.0,-19.0,-16.0,7.0,-25.0,9.0,-25.0,13.0,-26.0,10.0,22.0,13.0,-16.0,19.0,11.0,-9.0,17.0,0.0,16.0,4.0,-17.0,-19.0,-7.0,-9.0,-12.0,-10.0,-16.0,-12.0,-16.0,-20.0,-23.0,-14.0,-18.0,-25.0,-17.0,-24.0,-20.0,-15.0,-34.0,-34.0,-27.0,-12.0,-25.0,-10.0,-31.0,1.0,-33.0,1.0,-32.0,-5.0,-28.0,3.0,-26.0,6.0,-21.0,-28.0,2.0,-13.0,3.0,-16.0,4.0,-21.0,-3.0,1987.18
98.0,32.0,6.0,10.0,-6.0,1.0,-7.0,-3.0,-9.0,-1.0,-11.0,-5.0,-11.0,-2.0,-10.0,-12.0,-16.0,-9.0,-15.0,-11.0,-21.0,-5.0,-15.0,-19.0,-12.0,-15.0,-16.0,-14.0,-9.0,-20.0,-9.0,-8.0,-3.0,-21.0,1.0,-2.0,-18.0,8.0,-18.0,7.0,-11.0,-4.0,-3.0,-15.0,-18.0,-2.0,-15.0,-20.0,5.0,-19.0,11.0,-24.0,13.0,-24.0,-27.0,12.0,-27.0,14.0,17.0,-22.0,-20.0,-19.0,22.0,-27.0,28.0,-14.0,18.0,-20.0,25.0,-11.0,25.0,-11.0,23.0,-13.0,23.0,-7.0,-14.0,19.0,-6.0,15.0,-2.0,10.0,-4.0,9.0,1987.19
98.0,32.0,6.0,0.0,-7.0,4.0,-4.0,-5.0,3.0,-6.0,-5.0,-6.0,13.0,-19.0,1.0,-17.0,7.0,-19.0,6.0,-20.0,3.0,-17.0,-16.0,-19.0,8.0,-16.0,13.0,-17.0,19.0,-18.0,7.0,17.0,16.0,-4.0,13.0,19.0,3.0,14.0,3.0,13.0,-6.0,-11.0,-9.0,-6.0,-13.0,-5.0,-15.0,-17.0,-15.0,-22.0,-8.0,-20.0,-7.0,-22.0,-29.0,-4.0,-25.0,-8.0,-11.0,-36.0,-31.0,-33.0,-5.0,-29.0,1.0,-27.0,-4.0,-35.0,0.0,-25.0,0.0,-26.0,2.0,-26.0,8.0,-32.0,-18.0,1.0,-15.0,8.0,-12.0,9.0,-14.0,-3.0,1987.2
-108.0,64.0,9.0,-3.0,6.0,-6.0,3.0,-3.0,6.0,5.0,8.0,-4.0,17.0,-4.0,13.0,1.0,18.0,-2.0,11.0,4.0,23.0,2.0,-1.0,5.0,20.0,3.0,19.0,4.0,12.0,11.0,17.0,11.0,10.0,14.0,6.0,2.0,18.0,2.0,18.0,0.0,7.0,-7.0,-8.0,10.0,8.0,-10.0,8.0,12.0,-22.0,7.0,-20.0,8.0,-25.0,9.0,2.0,-26.0,7.0,-27.0,-21.0,1.0,2.0,-2.0,-27.0,-1.0,-32.0,-8.0,-30.0,-5.0,-25.0,-9.0,-29.0,-9.0,-26.0,-11.0,-27.0,-2.0,-7.0,-18.0,-7.0,-13.0,-6.0,-17.0,-2.0,-17.0,1987.2
-55.0,-111.0,28.0,6.0,-6.0,-6.0,-5.0,0.0,-7.0,-3.0,-6.0,-9.0,-7.0,-10.0,-14.0,-8.0,-8.0,-12.0,-13.0,-6.0,-13.0,-12.0,-14.0,-15.0,-8.0,-22.0,-10.0,-16.0,-1.0,-19.0,-4.0,2.0,-2.0,-20.0,4.0,2.0,-16.0,9.0,-17.0,10.0,-11.0,-8.0,-10.0,-10.0,-15.0,-7.0,-15.0,-20.0,-2.0,-14.0,0.0,-24.0,6.0,-19.0,-26.0,3.0,-25.0,5.0,9.0,-28.0,-27.0,-25.0,17.0,-21.0,14.0,-25.0,14.0,-21.0,21.0,-20.0,24.0,-11.0,14.0,-12.0,11.0,-9.0,-14.0,12.0,-3.0,17.0,-12.0,7.0,-2.0,4.0,1987.21
74.0,-95.0,20.0,-1.0,3.0,1.0,-3.0,5.0,4.0,9.0,8.0,4.0,1.0,15.0,-5.0,19.0,-5.0,18.0,1.0,16.0,-12.0,13.0,27.0,20.0,-1.0,23.0,-14.0,22.0,-11.0,22.0,-23.0,-21.0,-22.0,12.0,-21.0,-23.0,1.0,-23.0,-2.0,-17.0,7.0,9.0,18.0,7.0,5.0,12.0,11.0,17.0,14.0,21.0,15.0,23.0,11.0,26.0,27.0,5.0,22.0,10.0,7.0,28.0,32.0,31.0,2.0,33.0,2.0,42.0,5.0,31.0,-1.0,25.0,1.0,28.0,-4.0,32.0,-1.0,23.0,12.0,-4.0,27.0,-9.0,21.0,-6.0,15.0,-13.0,1987.21
94.0,-31.0,21.0,9.0,-3.0,0.0,-5.0,8.0,-6.0,4.0,-9.0,3.0,-14.0,-1.0,-17.0,2.0,-18.0,4.0,-20.0,3.0,-19.0,7.0,5.0,3.0,-30.0,10.0,-30.0,-2.0,-27.0,0.0,-22.0,-17.0,-15.0,-11.0,-13.0,-12.0,-18.0,-9.0,-18.0,-3.0,-4.0,9.0,13.0,-10.0,-8.0,13.0,-4.0,-1.0,17.0,-2.0,23.0,4.0,25.0,5.0,6.0,29.0,8.0,35.0,32.0,7.0,11.0,6.0,31.0,20.0,26.0,15.0,34.0,17.0,29.0,12.0,23.0,15.0,30.0,17.0,19.0,23.0,15.0,9.0,19.0,13.0,6.0,10.0,14.0,-2.0,1987.22
-107.0,81.0,25.0,-3.0,-2.0,-4.0,-5.0,0.0,14.0,-1.0,9.0,-1.0,9.0,0.0,17.0,4.0,18.0,3.0,20.0,7.0,18.0,3.0,9.0,12.0,14.0,15.0,15.0,7.0,14.0,15.0,4.0,12.0,10.0,19.0,-2.0,0.0,16.0,-3.0,16.0,-13.0,12.0,-4.0,-3.0,12.0,9.0,-3.0,8.0,8.0,-21.0,18.0,-16.0,13.0,-25.0,16.0,10.0,-27.0,11.0,-25.0,-32.0,10.0,14.0,-3.0,-30.0,-1.0,-28.0,1.0,-27.0,1.0,-22.0,0.0,-23.0,0.0,-26.0,-8.0,-23.0,0.0,-8.0,-21.0,-5.0,-21.0,-6.0,-18.0,-10.0,-16.0,1987.22
-87.0,-111.0,26.0,4.0,-3.0,14.0,-8.0,-3.0,2.0,11.0,-16.0,4.0,-11.0,7.0,-15.0,17.0,-14.0,8.0,-11.0,2.0,-20.0,10.0,12.0,6.0,-21.0,5.0,-23.0,3.0,-24.0,3.0,-21.0,-19.0,-16.0,-6.0,-10.0,-15.0,-7.0,-13.0,-17.0,-5.0,-12.0,14.0,7.0,-12.0,-7.0,23.0,-9.0,-3.0,17.0,-2.0,24.0,0.0,26.0,0.0,2.0,26.0,5.0,26.0,27.0,1.0,12.0,15.0,25.0,17.0,32.0,15.0,23.0,19.0,28.0,17.0,18.0,17.0,19.0,5.0,14.0,18.0,13.0,15.0,16.0,19.0,5.0,13.0,12.0,4.0,1987.23
-126.0,32.0,8.0,10.0,-6.0,0.0,-6.0,-4.0,-4.0,-3.0,-13.0,-14.0,-2.0,-7.0,-9.0,-16.0,-12.0,-21.0,-5.0,-20.0,-4.0,-17.0,-17.0,-24.0,-8.0,-29.0,-5.0,-26.0,0.0,-24.0,6.0,11.0,10.0,-18.0,11.0,17.0,-16.0,21.0,-8.0,15.0,-14.0,-3.0,2.0,-10.0,-18.0,0.0,-18.0,-21.0,10.0,-17.0,12.0,-22.0,20.0,-28.0,-22.0,17.0,-27.0,21.0,25.0,-23.0,-26.0,-20.0,35.0,-24.0,31.0,-18.0,33.0,-18.0,32.0,-13.0,24.0,-12.0,30.0,-11.0,25.0,-10.0,-7.0,21.0,-9.0,12.0,-8.0,16.0,3.0,18.0,1987.23
-126.0,32.0,8.0,-6.0,2.0,-10.0,4.0,-3.0,5.0,3.0,4.0,2.0,8.0,6.0,12.0,10.0,10.0,7.0,13.0,13.0,13.0,13.0,12.0,18.0,11.0,10.0,4.0,21.0,14.0,21.0,1.0,0.0,-3.0,20.0,-5.0,-5.0,14.0,-12.0,10.0,-14.0,12.0,-6.0,-6.0,15.0,18.0,-7.0,14.0,15.0,-16.0,11.0,-13.0,11.0,-17.0,10.0,12.0,-25.0,15.0,-23.0,-30.0,8.0,12.0,17.0,-33.0,16.0,-23.0,5.0,-28.0,7.0,-29.0,6.0,-26.0,1.0,-25.0,6.0,-21.0,5.0,3.0,-26.0,-3.0,-20.0,1.0,-18.0,-4.0,-23.0,1987.24
-6.0,-96.0,15.0,2.0,-7.0,-7.0,-1.0,-2.0,1.0,-7.0,3.0,-13.0,2.0,-14.0,-1.0,-25.0,4.0,-23.0,-4.0,-16.0,8.0,-27.0,-25.0,-30.0,13.0,-30.0,11.0,-21.0,16.0,-21.0,10.0,19.0,14.0,-10.0,18.0,18.0,-5.0,19.0,1.0,14.0,-12.0,-14.0,-10.0,-10.0,-19.0,-8.0,-20.0,-23.0,-2.0,-19.0,-3.0,-27.0,3.0,-27.0,-27.0,7.0,-34.0,5.0,2.0,-38.0,-33.0,-37.0,11.0,-32.0,9.0,-40.0,11.0,-28.0,13.0,-34.0,15.0,-26.0,16.0,-30.0,21.0,-23.0,-27.0,16.0,-17.0,15.0,-13.0,14.0,-15.0,11.0,1987.25
94.0,-32.0,5.0,-7.0,14.0,-13.0,21.0,-14.0,17.0,-14.0,19.0,-17.0,16.0,-19.0,20.0,-20.0,18.0,-20.0,16.0,-23.0,15.0,-19.0,-24.0,-31.0,24.0,-20.0,17.0,-22.0,13.0,-22.0,12.0,11.0,9.0,-13.0,8.0,2.0,-7.0,3.0,-2.0,0.0,-7.0,26.0,26.0,-3.0,-5.0,26.0,-5.0,-6.0,26.0,-9.0,26.0,-3.0,27.0,-7.0,-7.0,21.0,-7.0,20.0,18.0,-7.0,-4.0,-3.0,11.0,-7.0,6.0,-4.0,4.0,-4.0,8.0,2.0,7.0,-3.0,7.0,-5.0,1.0,-1.0,1.0,1.0,-1.0,4.0,6.0,-3.0,5.0,-7.0,1987.25
-126.0,32.0,8.0,30.0,10.0,22.0,3.0,25.0,1.0,35.0,4.0,54.0,32.0,60.0,15.0,66.0,24.0,64.0,28.0,75.0,25.0,84.0,69.0,61.0,45.0,74.0,17.0,71.0,26.0,48.0,15.0,14.0,14.0,33.0,15.0,13.0,17.0,-10.0,-1.0,-2.0,-63.0,-19.0,-20.0,-60.0,-70.0,-14.0,-68.0,-53.0,-20.0,-69.0,-22.0,-57.0,-19.0,-49.0,-53.0,-27.0,-50.0,-24.0,-25.0,-48.0,-33.0,-27.0,-21.0,-24.0,-17.0,-22.0,-13.0,-6.0,-10.0,-14.0,-7.0,-15.0,0.0,-1.0,-9.0,-18.0,1.0,-6.0,0.0,10.0,3.0,5.0,2.0,26.0,1987.26
94.0,-32.0,5.0,-14.0,23.0,8.0,56.0,-23.0,55.0,-23.0,69.0,-18.0,46.0,-27.0,47.0,-42.0,54.0,-26.0,69.0,-37.0,72.0,-49.0,-61.0,-36.0,60.0,-36.0,66.0,-35.0,58.0,-24.0,50.0,49.0,39.0,-17.0,33.0,23.0,-10.0,0.0,2.0,-6.0,26.0,60.0,50.0,20.0,23.0,61.0,21.0,22.0,60.0,11.0,64.0,13.0,68.0,5.0,8.0,61.0,6.0,51.0,48.0,-5.0,-6.0,-1.0,27.0,-7.0,20.0,-20.0,16.0,-1.0,25.0,-2.0,6.0,-7.0,13.0,6.0,18.0,1.0,8.0,-6.0,28.0,8.0,24.0,-10.0,14.0,-8.0,1987.26
94.0,-32.0,5.0,32.0,20.0,33.0,42.0,34.0,57.0,8.0,51.0,39.0,47.0,44.0,67.0,50.0,59.0,30.0,91.0,18.0,79.0,32.0,18.0,42.0,68.0,28.0,74.0,31.0,63.0,30.0,43.0,44.0,36.0,23.0,26.0,18.0,13.0,-1.0,1.0,-4.0,-52.0,34.0,27.0,-57.0,-67.0,31.0,-59.0,-64.0,25.0,-61.0,21.0,-52.0,21.0,-59.0,-63.0,15.0,-57.0,12.0,7.0,-51.0,-47.0,-32.0,8.0,-37.0,2.0,-21.0,4.0,-21.0,8.0,-19.0,-11.0,-15.0,0.0,-10.0,7.0,8.0,-3.0,13.0,3.0,6.0,-13.0,12.0,2.0,16.0,1987.27
-55.0,-111.0,28.0,-9.0,10.0,-14.0,8.0,-14.0,12.0,-23.0,14.0,-23.0,10.0,-24.0,9.0,-28.0,14.0,-30.0,8.0,-33.0,11.0,-35.0,-34.0,-36.0,12.0,-30.0,5.0,-32.0,8.0,-27.0,4.0,9.0,4.0,-17.0,6.0,3.0,-9.0,2.0,-2.0,-1.0,5.0,27.0,29.0,5.0,7.0,26.0,8.0,8.0,29.0,7.0,28.0,3.0,28.0,2.0,2.0,25.0,2.0,24.0,21.0,-1.0,-2.0,-2.0,13.0,-4.0,7.0,-4.0,8.0,-4.0,8.0,0.0,5.0,-2.0,5.0,-1.0,3.0,0.0,4.0,-3.0,2.0,-3.0,0.0,-2.0,3.0,-4.0,1987.27
-2.0,-32.0,15.0,1.0,-5.0,11.0,-15.0,-2.0,-15.0,-8.0,-15.0,-2.0,-12.0,-12.0,-3.0,-18.0,-7.0,-10.0,0.0,-21.0,-1.0,-9.0,-30.0,-17.0,-17.0,-20.0,0.0,-18.0,3.0,-17.0,-1.0,10.0,6.0,-21.0,12.0,4.0,-15.0,11.0,-6.0,13.0,-3.0,-12.0,-12.0,-7.0,-11.0,-20.0,-17.0,-20.0,-18.0,-21.0,-20.0,-16.0,-14.0,-27.0,-27.0,-15.0,-22.0,16.0,0.0,-27.0,-19.0,-30.0,8.0,-15.0,1.0,-32.0,6.0,-27.0,-3.0,-15.0,10.0,-27.0,8.0,-16.0,4.0,-17.0,-17.0,6.0,-7.0,16.0,-25.0,19.0,-10.0,16.0,1987.28
-5.0,-80.0,15.0,5.0,-6.0,1.0,-11.0,-1.0,-8.0,1.0,-13.0,-11.0,-7.0,-10.0,-4.0,-13.0,-7.0,-16.0,-13.0,-21.0,-13.0,-27.0,-25.0,-25.0,-6.0,-23.0,-11.0,-25.0,-7.0,-31.0,-1.0,7.0,8.0,-21.0,13.0,16.0,-15.0,17.0,-10.0,8.0,-9.0,-9.0,-14.0,-12.0,-10.0,-10.0,-17.0,-15.0,-10.0,-14.0,-3.0,-26.0,-5.0,-23.0,-24.0,-1.0,-28.0,-5.0,2.0,-27.0,-26.0,-28.0,10.0,-27.0,15.0,-20.0,10.0,-28.0,18.0,-23.0,18.0,-22.0,13.0,-19.0,20.0,-18.0,-18.0,22.0,-8.0,19.0,-10.0,13.0,-13.0,5.0,1987.31
-67.0,-48.0,11.0,21.0,-1.0,12.0,4.0,22.0,6.0,17.0,2.0,20.0,6.0,29.0,7.0,21.0,13.0,31.0,16.0,22.0,14.0,31.0,28.0,33.0,12.0,29.0,9.0,25.0,11.0,22.0,8.0,4.0,4.0,18.0,0.0,-1.0,7.0,-3.0,1.0,-6.0,-24.0,-10.0,-11.0,-26.0,-25.0,-10.0,-23.0,-25.0,-9.0,-25.0,-10.0,-24.0,-15.0,-24.0,-25.0,-10.0,-21.0,-11.0,-13.0,-16.0,-15.0,-13.0,-9.0,-10.0,-5.0,-7.0,-6.0,-9.0,-2.0,-8.0,0.0,-1.0,-1.0,-4.0,-4.0,1.0,3.0,-1.0,2.0,1.0,-5.0,7.0,7.0,4.0,1987.33
108.0,-64.0,6.0,-19.0,-38.0,-48.0,-16.0,-45.0,-12.0,-46.0,-41.0,-63.0,-19.0,-58.0,-46.0,-69.0,-21.0,-67.0,-44.0,-81.0,-54.0,-68.0,-84.0,-64.0,-46.0,-54.0,-30.0,-74.0,-36.0,-55.0,-23.0,-21.0,-15.0,-29.0,-18.0,-9.0,-27.0,7.0,2.0,1.0,61.0,16.0,4.0,57.0,64.0,20.0,62.0,59.0,12.0,69.0,19.0,57.0,13.0,60.0,55.0,18.0,56.0,12.0,19.0,43.0,37.0,37.0,7.0,34.0,9.0,19.0,9.0,22.0,19.0,20.0,8.0,12.0,-5.0,15.0,6.0,6.0,-8.0,-3.0,-21.0,0.0,7.0,-24.0,6.0,-20.0,1987.33
-6.0,-96.0,15.0,-26.0,-29.0,-29.0,-8.0,-52.0,-6.0,-33.0,-6.0,-77.0,2.0,-62.0,-8.0,-86.0,-20.0,-87.0,-21.0,-94.0,-14.0,-81.0,-87.0,-67.0,-15.0,-69.0,-4.0,-86.0,-14.0,-53.0,-7.0,0.0,-6.0,-37.0,8.0,3.0,-26.0,11.0,1.0,2.0,58.0,32.0,22.0,64.0,65.0,30.0,65.0,57.0,24.0,57.0,42.0,50.0,25.0,46.0,46.0,35.0,41.0,38.0,35.0,44.0,38.0,29.0,27.0,19.0,27.0,25.0,32.0,23.0,13.0,13.0,-2.0,17.0,2.0,21.0,-6.0,2.0,1.0,4.0,21.0,3.0,26.0,-6.0,3.0,-11.0,1987.34
-108.0,64.0,9.0,-30.0,-16.0,-32.0,-31.0,-31.0,-50.0,-32.0,-76.0,-32.0,-53.0,-32.0,-54.0,-22.0,-53.0,-21.0,-80.0,-28.0,-86.0,-27.0,-33.0,-17.0,-80.0,-24.0,-81.0,-17.0,-61.0,-21.0,-45.0,-44.0,-29.0,-11.0,-26.0,-25.0,-9.0,4.0,-10.0,6.0,67.0,-5.0,-6.0,56.0,69.0,-1.0,72.0,70.0,2.0,71.0,-1.0,67.0,-4.0,63.0,56.0,3.0,60.0,2.0,7.0,48.0,47.0,37.0,4.0,33.0,-1.0,23.0,0.0,17.0,-5.0,9.0,10.0,13.0,-7.0,20.0,-16.0,12.0,1.0,2.0,6.0,2.0,-17.0,-16.0,-21.0,-13.0,1987.34
-126.0,32.0,8.0,2.0,15.0,-12.0,57.0,-1.0,57.0,-9.0,60.0,-16.0,50.0,-11.0,61.0,-33.0,97.0,-17.0,73.0,-27.0,69.0,-35.0,-44.0,-19.0,79.0,-29.0,63.0,-18.0,58.0,-18.0,53.0,43.0,34.0,-4.0,21.0,15.0,-3.0,-9.0,3.0,-5.0,-45.0,52.0,44.0,-41.0,-44.0,57.0,-56.0,-41.0,45.0,-43.0,51.0,-38.0,51.0,-47.0,-45.0,43.0,-41.0,39.0,32.0,-44.0,-32.0,-36.0,22.0,-33.0,26.0,-15.0,16.0,-7.0,18.0,-14.0,-1.0,-8.0,8.0,-18.0,5.0,0.0,9.0,2.0,3.0,-13.0,19.0,10.0,10.0,1.0,1987.35
-2.0,-32.0,15.0,-36.0,-32.0,-37.0,-22.0,-54.0,-6.0,-60.0,-17.0,-52.0,2.0,-71.0,-46.0,-75.0,-33.0,-74.0,-19.0,-72.0,-24.0,-63.0,-74.0,-77.0,-24.0,-64.0,-42.0,-73.0,-20.0,-58.0,-18.0,-17.0,-15.0,-39.0,-5.0,-9.0,-19.0,3.0,-6.0,8.0,61.0,2.0,-3.0,63.0,60.0,3.0,70.0,58.0,6.0,70.0,6.0,63.0,17.0,57.0,57.0,12.0,62.0,16.0,18.0,45.0,41.0,39.0,15.0,47.0,18.0,26.0,10.0,16.0,3.0,25.0,-5.0,15.0,8.0,16.0,1.0,14.0,4.0,-2.0,10.0,5.0,6.0,-34.0,-7.0,-23.0,1987.36
-108.0,64.0,9.0,3.0,14.0,3.0,16.0,-1.0,19.0,-1.0,25.0,-1.0,30.0,1.0,28.0,-1.0,31.0,-3.0,39.0,-4.0,33.0,-6.0,-5.0,-7.0,33.0,-2.0,30.0,-5.0,25.0,-4.0,22.0,20.0,15.0,-2.0,11.0,10.0,0.0,3.0,2.0,0.0,-24.0,12.0,13.0,-27.0,-28.0,13.0,-26.0,-26.0,14.0,-27.0,15.0,-24.0,16.0,-24.0,-24.0,12.0,-23.0,11.0,8.0,-18.0,-17.0,-15.0,4.0,-13.0,6.0,-13.0,-1.0,-9.0,4.0,-7.0,7.0,-8.0,1.0,-2.0,-2.0,-1.0,-2.0,-2.0,0.0,2.0,-1.0,1.0,9.0,0.0,1987.36
94.0,-32.0,5.0,-1.0,-22.0,-2.0,-21.0,-1.0,-24.0,-3.0,-28.0,2.0,-25.0,7.0,-32.0,3.0,-32.0,7.0,-33.0,5.0,-36.0,10.0,5.0,10.0,-32.0,6.0,-33.0,5.0,-28.0,9.0,-25.0,-21.0,-19.0,2.0,-16.0,-11.0,-2.0,-3.0,-3.0,0.0,15.0,-20.0,-25.0,21.0,19.0,-23.0,21.0,21.0,-25.0,22.0,-21.0,21.0,-22.0,20.0,21.0,-19.0,17.0,-19.0,-15.0,17.0,14.0,13.0,-9.0,13.0,-7.0,9.0,-8.0,4.0,-7.0,6.0,-8.0,6.0,-4.0,-1.0,-4.0,2.0,3.0,-4.0,-3.0,-3.0,-6.0,-4.0,-6.0,-3.0,1987.37
-5.0,-80.0,15.0,-17.0,-6.0,-16.0,-12.0,-17.0,-11.0,-22.0,-14.0,-24.0,-12.0,-23.0,-16.0,-22.0,-18.0,-28.0,-21.0,-28.0,-21.0,-25.0,-25.0,-27.0,-22.0,-26.0,-22.0,-24.0,-17.0,-18.0,-16.0,-13.0,-8.0,-12.0,-7.0,-3.0,-8.0,0.0,-2.0,5.0,27.0,10.0,8.0,27.0,29.0,10.0,26.0,26.0,11.0,28.0,13.0,26.0,12.0,26.0,23.0,11.0,16.0,12.0,9.0,20.0,16.0,15.0,9.0,13.0,10.0,10.0,6.0,9.0,6.0,4.0,1.0,6.0,1.0,2.0,-2.0,1.0,-2.0,-5.0,-2.0,-1.0,-3.0,-6.0,1.0,-8.0,1987.37
124.0,-64.0,7.0,6.0,-2.0,10.0,-2.0,5.0,-8.0,5.0,-7.0,14.0,-12.0,9.0,-18.0,4.0,-14.0,9.0,-17.0,12.0,-24.0,17.0,17.0,12.0,-22.0,13.0,-23.0,12.0,-20.0,9.0,-25.0,-20.0,-19.0,-9.0,-12.0,-19.0,-12.0,-9.0,-12.0,-10.0,-13.0,8.0,11.0,-9.0,-9.0,14.0,-5.0,-1.0,20.0,-4.0,21.0,-1.0,19.0,2.0,1.0,23.0,5.0,21.0,22.0,9.0,11.0,9.0,26.0,17.0,20.0,18.0,20.0,17.0,14.0,17.0,20.0,14.0,16.0,11.0,21.0,21.0,18.0,9.0,10.0,6.0,9.0,13.0,15.0,4.0,1987.39
22.0,98.0,33.0,-4.0,14.0,-9.0,17.0,-7.0,17.0,-8.0,24.0,-11.0,21.0,-13.0,23.0,-14.0,24.0,-16.0,24.0,-17.0,23.0,-17.0,-18.0,-19.0,23.0,-16.0,23.0,-15.0,18.0,-17.0,18.0,15.0,14.0,-11.0,9.0,6.0,0.0,5.0,4.0,1.0,-16.0,21.0,19.0,-18.0,-17.0,24.0,-18.0,-15.0,21.0,-16.0,23.0,-14.0,21.0,-18.0,-17.0,21.0,-17.0,20.0,17.0,-11.0,-14.0,-14.0,12.0,-11.0,9.0,-10.0,5.0,-4.0,8.0,-3.0,3.0,-2.0,5.0,-3.0,1.0,0.0,-1.0,-1.0,1.0,0.0,6.0,-2.0,4.0,-1.0,1987.43
-66.0,-32.0,11.0,-10.0,-13.0,-11.0,-15.0,-12.0,-17.0,-17.0,-20.0,-14.0,-21.0,-15.0,-25.0,-16.0,-24.0,-16.0,-26.0,-14.0,-27.0,-14.0,-15.0,-14.0,-27.0,-14.0,-25.0,-14.0,-22.0,-10.0,-19.0,-15.0,-14.0,-8.0,-10.0,-8.0,-8.0,-1.0,-5.0,2.0,25.0,5.0,6.0,26.0,28.0,4.0,27.0,28.0,6.0,28.0,5.0,28.0,6.0,26.0,26.0,8.0,20.0,4.0,8.0,21.0,15.0,15.0,7.0,10.0,5.0,8.0,3.0,7.0,1.0,7.0,2.0,2.0,1.0,4.0,2.0,3.0,-1.0,-1.0,-2.0,-4.0,-5.0,-4.0,-4.0,-4.0,1987.44
94.0,-32.0,5.0,10.0,-15.0,8.0,-16.0,15.0,-20.0,12.0,-21.0,20.0,-23.0,15.0,-23.0,19.0,-23.0,22.0,-21.0,22.0,-23.0,25.0,23.0,24.0,-23.0,20.0,-20.0,25.0,-17.0,19.0,-19.0,-17.0,-14.0,10.0,-12.0,-10.0,3.0,-8.0,-3.0,-5.0,10.0,-26.0,-26.0,6.0,9.0,-30.0,10.0,7.0,-30.0,7.0,-29.0,10.0,-31.0,11.0,11.0,-27.0,8.0,-26.0,-24.0,8.0,8.0,10.0,-15.0,6.0,-14.0,7.0,-12.0,5.0,-12.0,5.0,-5.0,1.0,-7.0,-1.0,-2.0,0.0,-2.0,1.0,-6.0,3.0,-4.0,4.0,-8.0,0.0,1987.44
-46.0,32.0,13.0,-17.0,-7.0,-19.0,-9.0,-16.0,-11.0,-21.0,-17.0,-21.0,-21.0,-21.0,-21.0,-24.0,-18.0,-27.0,-21.0,-27.0,-24.0,-25.0,-26.0,-25.0,-24.0,-25.0,-22.0,-22.0,-20.0,-21.0,-14.0,-12.0,-8.0,-13.0,-3.0,-3.0,-12.0,1.0,-6.0,4.0,25.0,11.0,13.0,25.0,28.0,10.0,29.0,28.0,10.0,28.0,10.0,28.0,11.0,31.0,25.0,11.0,23.0,12.0,14.0,19.0,15.0,11.0,7.0,9.0,2.0,10.0,7.0,7.0,5.0,4.0,8.0,9.0,0.0,8.0,0.0,4.0,-1.0,-1.0,1.0,-4.0,-3.0,-7.0,-2.0,-8.0,1987.45
124.0,-64.0,7.0,16.0,9.0,19.0,11.0,16.0,13.0,16.0,14.0,25.0,16.0,22.0,19.0,21.0,22.0,18.0,26.0,19.0,23.0,19.0,23.0,19.0,26.0,17.0,22.0,19.0,18.0,14.0,17.0,11.0,10.0,12.0,6.0,4.0,8.0,-3.0,4.0,-6.0,-25.0,-13.0,-15.0,-26.0,-31.0,-14.0,-26.0,-28.0,-11.0,-27.0,-12.0,-29.0,-14.0,-26.0,-22.0,-14.0,-23.0,-13.0,-7.0,-24.0,-18.0,-16.0,-11.0,-15.0,-9.0,-11.0,-4.0,-11.0,-6.0,-7.0,-2.0,-4.0,-3.0,-7.0,3.0,-5.0,-5.0,-2.0,1.0,7.0,5.0,7.0,1.0,6.0,1987.45
