subcarrier_0,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_50,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_117,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_126,timestamp
-128.0,18.0,-25.0,23.0,-29.0,47.0,-15.0,-13.0,45.0,10.0,41.0,2.0,45.0,2.0,50.0,66.0,-2.0,49.0,-1.0,35.0,-23.0,54.0,-9.0,55.0,-11.0,51.0,-18.0,41.0,-15.0,54.0,-11.0,54.0,-10.0,-6.0,51.0,-14.0,36.0,33.0,-21.0,28.0,-16.0,30.0,12.0,17.0,-5.0,-32.0,11.0,9.0,-23.0,18.0,-28.0,-22.0,25.0,-31.0,37.0,-21.0,40.0,-27.0,37.0,-36.0,42.0,43.0,-40.0,47.0,-41.0,54.0,33.0,-45.0,50.0,-40.0,50.0,-47.0,-35.0,37.0,-37.0,16.0,-31.0,12.0,-28.0,-25.0,-18.0,14.0,-1.0,39.0,18.0,3322.7
-128.0,25.0,49.0,11.0,47.0,15.0,35.0,48.0,28.0,43.0,27.0,23.0,42.0,50.0,32.0,26.0,33.0,46.0,39.0,14.0,30.0,21.0,33.0,29.0,42.0,17.0,49.0,11.0,59.0,27.0,50.0,18.0,50.0,55.0,13.0,40.0,16.0,13.0,28.0,16.0,37.0,15.0,13.0,3.0,24.0,-13.0,21.0,26.0,-2.0,21.0,-5.0,14.0,41.0,20.0,45.0,11.0,44.0,16.0,45.0,19.0,54.0,63.0,16.0,60.0,26.0,67.0,65.0,12.0,62.0,15.0,45.0,24.0,16.0,47.0,9.0,56.0,-9.0,41.0,8.0,-7.0,-17.0,30.0,12.0,4.0,5.0,3322.71
-128.0,-7.0,-10.0,-16.0,-14.0,-13.0,-22.0,-21.0,-12.0,-16.0,-6.0,-16.0,-12.0,-17.0,-10.0,-4.0,-12.0,-13.0,-9.0,-16.0,-22.0,-6.0,-25.0,-6.0,-24.0,-8.0,-30.0,-14.0,-32.0,-9.0,-16.0,-4.0,-21.0,-27.0,-13.0,-17.0,-1.0,-13.0,-24.0,-12.0,-9.0,-6.0,-7.0,-2.0,-6.0,7.0,-3.0,-10.0,-3.0,-9.0,0.0,9.0,-22.0,3.0,-22.0,-1.0,-25.0,-10.0,-26.0,4.0,-28.0,-20.0,-1.0,-30.0,-9.0,-37.0,-29.0,4.0,-26.0,5.0,-18.0,-3.0,-2.0,-34.0,-3.0,-24.0,-1.0,-12.0,-5.0,6.0,-5.0,-17.0,-3.0,-16.0,-12.0,3322.71
94.0,23.0,-24.0,-15.0,-26.0,11.0,-43.0,-26.0,29.0,-28.0,2.0,-28.0,-7.0,-47.0,26.0,18.0,-32.0,-2.0,-51.0,-5.0,-53.0,4.0,-39.0,-3.0,-44.0,17.0,-56.0,0.0,-69.0,1.0,-45.0,-1.0,-55.0,-53.0,-1.0,-47.0,-7.0,-7.0,-36.0,-7.0,-35.0,-9.0,-3.0,-10.0,-19.0,-18.0,-19.0,-7.0,-21.0,-10.0,-33.0,-37.0,-3.0,-44.0,-6.0,-47.0,-11.0,-51.0,-1.0,-50.0,-2.0,-8.0,-61.0,-16.0,-66.0,-18.0,-24.0,-65.0,-26.0,-59.0,-17.0,-66.0,-48.0,-12.0,-39.0,-18.0,-46.0,-36.0,-26.0,-41.0,-17.0,-16.0,-19.0,-5.0,-5.0,3322.72
-6.0,48.0,-21.0,40.0,8.0,32.0,-11.0,-6.0,63.0,-28.0,57.0,-3.0,36.0,-9.0,66.0,59.0,-8.0,53.0,-3.0,39.0,-15.0,56.0,-2.0,50.0,-1.0,60.0,-22.0,55.0,-16.0,51.0,-10.0,50.0,-18.0,-15.0,47.0,-18.0,42.0,27.0,-15.0,24.0,-8.0,29.0,17.0,5.0,5.0,-22.0,16.0,20.0,-23.0,30.0,-28.0,-26.0,31.0,-17.0,44.0,-23.0,52.0,-18.0,46.0,-23.0,51.0,57.0,-32.0,59.0,-41.0,56.0,52.0,-37.0,41.0,-45.0,34.0,-45.0,-50.0,27.0,-51.0,28.0,-34.0,38.0,-35.0,-6.0,-28.0,24.0,-16.0,26.0,8.0,3322.73
-84.0,13.0,-48.0,21.0,-47.0,25.0,-51.0,-43.0,18.0,-21.0,-7.0,-36.0,15.0,-33.0,8.0,6.0,-32.0,30.0,-48.0,31.0,-39.0,11.0,-41.0,21.0,-35.0,19.0,-54.0,35.0,-58.0,20.0,-43.0,19.0,-47.0,-50.0,16.0,-41.0,9.0,18.0,-43.0,11.0,-35.0,4.0,-1.0,-2.0,-15.0,-30.0,-12.0,-9.0,-31.0,-1.0,-30.0,-40.0,11.0,-43.0,14.0,-42.0,9.0,-55.0,18.0,-56.0,12.0,1.0,-61.0,9.0,-62.0,7.0,-10.0,-57.0,-12.0,-71.0,-3.0,-51.0,-59.0,-7.0,-53.0,0.0,-41.0,-5.0,-19.0,-29.0,-31.0,-23.0,-9.0,10.0,14.0,3322.73
-64.0,-4.0,-31.0,5.0,-38.0,7.0,-61.0,-60.0,11.0,-31.0,-5.0,-34.0,22.0,-42.0,19.0,6.0,-37.0,22.0,-50.0,17.0,-26.0,23.0,-53.0,22.0,-47.0,43.0,-44.0,31.0,-52.0,39.0,-37.0,34.0,-40.0,-43.0,17.0,-41.0,19.0,18.0,-28.0,18.0,-21.0,20.0,9.0,0.0,-33.0,0.0,-18.0,-21.0,-11.0,-21.0,-19.0,-26.0,-22.0,-32.0,-20.0,-47.0,-21.0,-40.0,-21.0,-47.0,-30.0,-23.0,-53.0,-25.0,-45.0,-19.0,-25.0,-66.0,-34.0,-51.0,-36.0,-44.0,-55.0,-43.0,-36.0,-20.0,-39.0,-15.0,-18.0,-24.0,-31.0,-30.0,-7.0,7.0,11.0,3322.74
-128.0,-3.0,-9.0,-10.0,-10.0,-9.0,-14.0,-10.0,-10.0,-15.0,-8.0,-22.0,0.0,-24.0,-3.0,1.0,-13.0,6.0,-27.0,-15.0,-22.0,-1.0,-12.0,-1.0,-21.0,-3.0,-17.0,-2.0,-21.0,2.0,-20.0,7.0,-22.0,-23.0,11.0,-23.0,12.0,20.0,-18.0,16.0,-17.0,21.0,14.0,17.0,11.0,-5.0,7.0,15.0,-12.0,14.0,-11.0,-12.0,10.0,-6.0,7.0,-15.0,7.0,-23.0,4.0,-21.0,6.0,3.0,-19.0,7.0,-20.0,1.0,-3.0,-26.0,-7.0,-23.0,-14.0,-23.0,-23.0,-10.0,-18.0,-14.0,-28.0,-6.0,-18.0,-18.0,-18.0,-17.0,-16.0,-14.0,-15.0,3322.74
98.0,-15.0,2.0,-19.0,5.0,-15.0,3.0,3.0,-12.0,5.0,-16.0,2.0,-19.0,-5.0,-14.0,-22.0,2.0,-21.0,2.0,-19.0,-1.0,-15.0,-2.0,-28.0,-1.0,-13.0,-9.0,-19.0,-4.0,-20.0,-14.0,-19.0,-8.0,-15.0,-14.0,-21.0,-15.0,-14.0,-22.0,-10.0,-16.0,-5.0,-9.0,-8.0,4.0,-13.0,3.0,-2.0,-11.0,-1.0,-14.0,-13.0,-15.0,-16.0,-7.0,-28.0,-9.0,-21.0,-15.0,-9.0,-11.0,-20.0,-7.0,-25.0,-3.0,-23.0,-32.0,-2.0,-30.0,-2.0,-16.0,10.0,8.0,-22.0,-1.0,-14.0,11.0,-22.0,14.0,12.0,16.0,-14.0,2.0,-21.0,-16.0,3322.75
-128.0,5.0,-18.0,1.0,-4.0,3.0,-21.0,-17.0,9.0,-17.0,8.0,-21.0,8.0,-18.0,5.0,3.0,-15.0,9.0,-17.0,2.0,-19.0,5.0,-23.0,13.0,-13.0,8.0,-18.0,20.0,-15.0,19.0,-18.0,22.0,-11.0,-13.0,20.0,-5.0,18.0,19.0,-2.0,19.0,-7.0,21.0,19.0,18.0,9.0,4.0,11.0,15.0,-2.0,15.0,-6.0,-5.0,13.0,-12.0,16.0,-9.0,16.0,-7.0,14.0,-17.0,9.0,12.0,-20.0,13.0,-24.0,7.0,1.0,-15.0,-1.0,-16.0,-1.0,-21.0,-34.0,-7.0,-15.0,-2.0,-15.0,-6.0,-17.0,-27.0,-25.0,-8.0,-26.0,-7.0,-7.0,3322.76
31.0,12.0,-7.0,16.0,-10.0,19.0,-9.0,-7.0,20.0,3.0,22.0,-4.0,24.0,-1.0,19.0,18.0,3.0,21.0,8.0,12.0,-6.0,23.0,5.0,19.0,-2.0,16.0,9.0,11.0,7.0,21.0,8.0,19.0,11.0,10.0,19.0,11.0,11.0,6.0,21.0,2.0,13.0,10.0,4.0,-2.0,3.0,7.0,-1.0,8.0,10.0,8.0,10.0,10.0,11.0,9.0,19.0,11.0,20.0,4.0,20.0,5.0,29.0,19.0,4.0,18.0,2.0,26.0,18.0,-7.0,23.0,-1.0,23.0,-10.0,-7.0,21.0,-15.0,21.0,-17.0,10.0,-21.0,-8.0,-11.0,15.0,-13.0,11.0,6.0,3322.77
-68.0,-12.0,12.0,-13.0,14.0,-18.0,2.0,10.0,-2.0,7.0,0.0,13.0,-8.0,-1.0,-25.0,-18.0,-23.0,-19.0,-6.0,-19.0,7.0,-34.0,8.0,-10.0,-3.0,-21.0,-5.0,-16.0,-10.0,-15.0,-9.0,-13.0,-1.0,-9.0,-16.0,-21.0,-12.0,-4.0,-14.0,-4.0,-23.0,-4.0,-4.0,-16.0,-9.0,-9.0,-4.0,-10.0,-13.0,-16.0,-5.0,-18.0,-22.0,4.0,-22.0,6.0,-17.0,1.0,-28.0,8.0,-23.0,-19.0,7.0,-23.0,6.0,-18.0,-27.0,24.0,-14.0,10.0,-23.0,17.0,14.0,-22.0,15.0,-10.0,16.0,-9.0,25.0,28.0,13.0,-18.0,32.0,-9.0,-13.0,3322.77
98.0,-15.0,-8.0,-9.0,-12.0,-2.0,-14.0,-15.0,2.0,-17.0,-7.0,-26.0,5.0,-21.0,0.0,-1.0,-8.0,1.0,-16.0,7.0,-9.0,3.0,-17.0,6.0,-19.0,7.0,-21.0,10.0,-23.0,6.0,-13.0,17.0,-18.0,-13.0,16.0,-10.0,17.0,21.0,-1.0,24.0,-6.0,22.0,22.0,25.0,3.0,-8.0,7.0,5.0,-18.0,2.0,-20.0,-14.0,0.0,-17.0,-4.0,-19.0,-7.0,-11.0,-4.0,-18.0,-5.0,-12.0,-12.0,-9.0,-24.0,-24.0,-22.0,-10.0,-22.0,-13.0,-19.0,-9.0,-7.0,-26.0,-18.0,-24.0,-9.0,-13.0,-16.0,-16.0,-12.0,-13.0,-10.0,-24.0,-9.0,3322.78
108.0,-18.0,-13.0,-8.0,2.0,-3.0,-8.0,-1.0,-8.0,-16.0,-10.0,-26.0,-12.0,-11.0,-13.0,-13.0,-11.0,-11.0,-6.0,-9.0,-12.0,-18.0,-15.0,-15.0,-21.0,-5.0,-20.0,-5.0,-16.0,-11.0,-17.0,-2.0,-17.0,-22.0,0.0,-20.0,8.0,17.0,-19.0,4.0,-18.0,18.0,21.0,16.0,5.0,-17.0,2.0,-1.0,-17.0,1.0,-19.0,-23.0,-7.0,-13.0,-9.0,-18.0,-11.0,-13.0,-13.0,-26.0,-14.0,-23.0,-7.0,-25.0,-14.0,-20.0,-22.0,-18.0,-28.0,-4.0,-16.0,-4.0,3.0,-18.0,-10.0,-29.0,0.0,-17.0,-10.0,3.0,13.0,-12.0,-5.0,-20.0,-24.0,3322.78
-128.0,6.0,16.0,-7.0,23.0,5.0,5.0,19.0,-4.0,17.0,-17.0,16.0,-12.0,30.0,-17.0,-4.0,13.0,-12.0,14.0,-4.0,16.0,-17.0,14.0,-8.0,12.0,-13.0,13.0,-16.0,16.0,-17.0,6.0,-19.0,7.0,-2.0,-21.0,3.0,-26.0,-28.0,-4.0,-21.0,-3.0,-13.0,-16.0,-25.0,-12.0,-7.0,-19.0,-10.0,-2.0,-8.0,3.0,8.0,-21.0,3.0,-20.0,12.0,-10.0,8.0,-16.0,12.0,-16.0,-19.0,10.0,-12.0,19.0,-13.0,-7.0,20.0,-12.0,26.0,-9.0,21.0,16.0,-3.0,23.0,-4.0,14.0,3.0,23.0,28.0,23.0,10.0,31.0,8.0,-5.0,3322.79
-128.0,13.0,-1.0,17.0,-9.0,17.0,9.0,-4.0,11.0,4.0,18.0,2.0,6.0,5.0,13.0,11.0,8.0,9.0,-2.0,13.0,5.0,12.0,2.0,14.0,8.0,17.0,13.0,8.0,11.0,15.0,13.0,10.0,8.0,14.0,2.0,13.0,4.0,1.0,18.0,-5.0,17.0,-3.0,-1.0,-7.0,3.0,11.0,2.0,3.0,6.0,7.0,14.0,14.0,5.0,7.0,8.0,13.0,21.0,2.0,21.0,10.0,16.0,23.0,3.0,12.0,-3.0,13.0,14.0,-6.0,15.0,-4.0,22.0,2.0,-6.0,22.0,-9.0,17.0,-15.0,15.0,-14.0,-12.0,-9.0,15.0,-15.0,16.0,11.0,3322.79
-61.0,-16.0,-21.0,-19.0,-27.0,-14.0,-24.0,-30.0,-16.0,-31.0,-9.0,-27.0,-18.0,-21.0,-10.0,-21.0,-28.0,-18.0,-29.0,-19.0,-32.0,-18.0,-34.0,-14.0,-34.0,-12.0,-31.0,-12.0,-32.0,-10.0,-35.0,-11.0,-30.0,-29.0,-12.0,-32.0,-11.0,-15.0,-20.0,-13.0,-20.0,-7.0,-5.0,-8.0,-22.0,-4.0,-19.0,-15.0,-10.0,-18.0,-13.0,-16.0,-16.0,-24.0,-21.0,-21.0,-21.0,-28.0,-28.0,-26.0,-26.0,-31.0,-27.0,-35.0,-24.0,-34.0,-29.0,-19.0,-33.0,-19.0,-36.0,-17.0,-14.0,-29.0,-13.0,-24.0,-11.0,-18.0,-9.0,-20.0,-8.0,-10.0,-14.0,-7.0,-13.0,3322.8
-41.0,21.0,1.0,19.0,-1.0,29.0,-4.0,-1.0,25.0,-3.0,26.0,0.0,26.0,-8.0,25.0,22.0,-3.0,21.0,-1.0,23.0,-5.0,22.0,-1.0,25.0,4.0,21.0,2.0,31.0,-2.0,27.0,4.0,29.0,3.0,6.0,24.0,1.0,20.0,16.0,-1.0,16.0,-4.0,14.0,9.0,8.0,9.0,-13.0,12.0,15.0,-10.0,17.0,-4.0,-2.0,22.0,-2.0,22.0,-6.0,23.0,0.0,30.0,-5.0,29.0,30.0,-7.0,29.0,-9.0,31.0,30.0,-12.0,24.0,-12.0,29.0,-16.0,-16.0,19.0,-10.0,17.0,-13.0,20.0,-7.0,-11.0,-8.0,16.0,-1.0,12.0,11.0,3322.81
-88.0,20.0,2.0,18.0,5.0,21.0,1.0,2.0,21.0,3.0,21.0,1.0,22.0,5.0,24.0,22.0,6.0,22.0,5.0,20.0,5.0,20.0,3.0,22.0,7.0,20.0,7.0,21.0,8.0,23.0,7.0,23.0,6.0,6.0,18.0,9.0,20.0,16.0,4.0,17.0,3.0,12.0,10.0,6.0,9.0,-10.0,14.0,12.0,-5.0,13.0,-4.0,-3.0,18.0,0.0,19.0,1.0,23.0,0.0,25.0,0.0,27.0,28.0,-3.0,27.0,-6.0,28.0,27.0,-7.0,27.0,-8.0,23.0,-11.0,-11.0,19.0,-10.0,17.0,-10.0,17.0,-5.0,-8.0,-7.0,8.0,-6.0,10.0,10.0,3322.81
-68.0,44.0,29.0,47.0,38.0,30.0,29.0,24.0,32.0,27.0,39.0,33.0,29.0,15.0,34.0,28.0,31.0,30.0,30.0,38.0,40.0,33.0,24.0,29.0,39.0,18.0,51.0,29.0,37.0,27.0,40.0,35.0,40.0,48.0,29.0,39.0,35.0,26.0,33.0,24.0,25.0,22.0,21.0,17.0,20.0,-16.0,27.0,27.0,-7.0,41.0,-1.0,12.0,32.0,6.0,46.0,8.0,48.0,23.0,52.0,12.0,61.0,56.0,20.0,81.0,18.0,49.0,68.0,19.0,69.0,-4.0,29.0,-4.0,-16.0,64.0,-13.0,63.0,9.0,49.0,-9.0,17.0,-6.0,27.0,-11.0,12.0,34.0,3322.82
-128.0,-27.0,32.0,-21.0,11.0,-39.0,36.0,29.0,-54.0,35.0,-45.0,34.0,-36.0,20.0,-42.0,-46.0,15.0,-36.0,27.0,-37.0,33.0,-48.0,23.0,-44.0,23.0,-41.0,28.0,-39.0,29.0,-40.0,33.0,-34.0,19.0,33.0,-26.0,29.0,-32.0,-27.0,31.0,-26.0,31.0,-15.0,-12.0,-7.0,-10.0,30.0,-8.0,-14.0,28.0,-18.0,22.0,31.0,-24.0,26.0,-35.0,21.0,-39.0,54.0,-28.0,34.0,-50.0,-37.0,34.0,-29.0,42.0,-37.0,-17.0,22.0,-33.0,37.0,-37.0,47.0,58.0,-38.0,60.0,-2.0,46.0,-7.0,38.0,8.0,20.0,3.0,17.0,4.0,-22.0,3322.82
94.0,-40.0,-25.0,-27.0,-31.0,-31.0,-51.0,-31.0,-43.0,-28.0,-33.0,-16.0,-28.0,-30.0,-43.0,-21.0,-30.0,-20.0,-38.0,-25.0,-36.0,-36.0,-35.0,-26.0,-46.0,-34.0,-47.0,-28.0,-44.0,-28.0,-47.0,-29.0,-48.0,-47.0,-27.0,-34.0,-20.0,-33.0,-28.0,-23.0,-26.0,-26.0,-21.0,5.0,-29.0,16.0,-23.0,-30.0,-4.0,-29.0,-3.0,-5.0,-41.0,-6.0,-36.0,-17.0,-55.0,-8.0,-50.0,-26.0,-52.0,-58.0,-30.0,-73.0,-30.0,-54.0,-74.0,-22.0,-63.0,-30.0,-50.0,-6.0,1.0,-45.0,-32.0,-33.0,-6.0,-39.0,3.0,17.0,-4.0,-34.0,-7.0,-35.0,-18.0,3322.83
-128.0,16.0,-4.0,22.0,-3.0,25.0,-5.0,-6.0,25.0,-6.0,26.0,-10.0,22.0,-6.0,22.0,21.0,-3.0,24.0,-6.0,23.0,-4.0,25.0,0.0,24.0,-3.0,27.0,3.0,24.0,4.0,23.0,2.0,24.0,2.0,1.0,26.0,5.0,24.0,18.0,-3.0,14.0,-6.0,16.0,9.0,7.0,6.0,-15.0,9.0,10.0,-11.0,13.0,-12.0,-9.0,18.0,-11.0,22.0,-14.0,24.0,-10.0,24.0,-11.0,24.0,27.0,-18.0,25.0,-17.0,29.0,21.0,-21.0,23.0,-20.0,21.0,-20.0,-21.0,15.0,-16.0,15.0,-15.0,11.0,-13.0,-12.0,-7.0,11.0,-10.0,12.0,12.0,3322.83
31.0,8.0,19.0,9.0,19.0,13.0,23.0,19.0,9.0,22.0,15.0,21.0,12.0,18.0,9.0,10.0,22.0,8.0,21.0,5.0,23.0,9.0,23.0,8.0,25.0,7.0,27.0,4.0,25.0,7.0,24.0,7.0,25.0,21.0,8.0,22.0,8.0,8.0,18.0,7.0,15.0,7.0,6.0,5.0,15.0,-2.0,13.0,17.0,3.0,18.0,4.0,8.0,19.0,10.0,19.0,11.0,24.0,14.0,27.0,17.0,24.0,31.0,13.0,29.0,13.0,27.0,31.0,12.0,27.0,13.0,29.0,15.0,8.0,23.0,4.0,18.0,6.0,18.0,4.0,7.0,7.0,10.0,11.0,10.0,12.0,3322.84
108.0,20.0,-11.0,19.0,-10.0,19.0,-10.0,-9.0,26.0,-9.0,25.0,-14.0,20.0,-11.0,21.0,22.0,-11.0,20.0,-10.0,24.0,-8.0,21.0,-6.0,26.0,-10.0,21.0,-8.0,23.0,-6.0,26.0,-7.0,27.0,-6.0,-6.0,24.0,-8.0,22.0,18.0,-4.0,15.0,-10.0,10.0,6.0,5.0,-1.0,-14.0,1.0,5.0,-15.0,5.0,-15.0,-16.0,16.0,-20.0,12.0,-18.0,20.0,-21.0,16.0,-22.0,16.0,18.0,-23.0,19.0,-30.0,17.0,15.0,-26.0,14.0,-30.0,14.0,-24.0,-25.0,8.0,-24.0,9.0,-22.0,10.0,-14.0,-15.0,-14.0,8.0,-14.0,9.0,8.0,3322.84
-128.0,13.0,-10.0,18.0,-9.0,16.0,-14.0,-9.0,17.0,-9.0,17.0,-11.0,21.0,-6.0,16.0,15.0,-7.0,20.0,-9.0,18.0,-9.0,19.0,-4.0,19.0,-6.0,23.0,-9.0,22.0,-5.0,24.0,-5.0,22.0,-3.0,-6.0,23.0,-4.0,20.0,17.0,-7.0,14.0,-9.0,12.0,10.0,5.0,0.0,-14.0,2.0,5.0,-14.0,7.0,-13.0,-13.0,15.0,-11.0,14.0,-13.0,14.0,-16.0,22.0,-18.0,19.0,20.0,-19.0,14.0,-21.0,20.0,19.0,-26.0,12.0,-23.0,12.0,-21.0,-24.0,10.0,-22.0,7.0,-17.0,4.0,-14.0,-15.0,-10.0,6.0,-7.0,7.0,10.0,3322.85
98.0,-5.0,14.0,-6.0,15.0,-6.0,20.0,16.0,-9.0,26.0,5.0,21.0,0.0,22.0,-4.0,-8.0,22.0,-5.0,21.0,4.0,13.0,4.0,17.0,-3.0,16.0,-6.0,27.0,-10.0,27.0,-5.0,13.0,-14.0,15.0,8.0,-20.0,16.0,-19.0,-20.0,11.0,-25.0,5.0,-23.0,-26.0,-23.0,-13.0,-10.0,-12.0,-15.0,3.0,-20.0,6.0,18.0,-27.0,7.0,-19.0,7.0,-21.0,5.0,-8.0,11.0,-17.0,-2.0,12.0,-8.0,28.0,-2.0,-5.0,25.0,4.0,18.0,-3.0,25.0,25.0,7.0,24.0,11.0,21.0,8.0,23.0,18.0,12.0,14.0,20.0,13.0,3.0,3322.86
98.0,-2.0,20.0,3.0,15.0,-1.0,12.0,16.0,-5.0,16.0,-5.0,17.0,-7.0,20.0,-7.0,-8.0,14.0,-6.0,24.0,-7.0,18.0,-7.0,21.0,-15.0,18.0,-13.0,17.0,-12.0,16.0,-13.0,17.0,-21.0,16.0,12.0,-21.0,8.0,-21.0,-17.0,6.0,-22.0,0.0,-23.0,-17.0,-22.0,-11.0,-3.0,-13.0,-15.0,0.0,-15.0,4.0,8.0,-15.0,8.0,-14.0,10.0,-12.0,11.0,-19.0,11.0,-7.0,-13.0,20.0,-6.0,24.0,-2.0,0.0,23.0,0.0,21.0,6.0,20.0,23.0,3.0,18.0,10.0,18.0,13.0,26.0,15.0,25.0,11.0,20.0,10.0,2.0,3322.88
-115.0,-22.0,0.0,-22.0,1.0,-13.0,-5.0,-4.0,-23.0,-4.0,-10.0,-1.0,-14.0,-2.0,-15.0,-19.0,-1.0,-21.0,-8.0,-22.0,-2.0,-22.0,-7.0,-25.0,0.0,-22.0,-8.0,-13.0,-7.0,-14.0,-13.0,-18.0,-8.0,-12.0,-18.0,-15.0,-12.0,-17.0,-14.0,-17.0,-17.0,-12.0,-11.0,-9.0,13.0,-7.0,15.0,4.0,-13.0,6.0,-10.0,-22.0,4.0,-15.0,0.0,-12.0,0.0,-19.0,-9.0,-15.0,-7.0,-7.0,-24.0,-7.0,-18.0,-11.0,-18.0,-8.0,-19.0,-5.0,-19.0,-3.0,0.0,-25.0,-11.0,-25.0,1.0,-25.0,4.0,5.0,5.0,-21.0,2.0,-23.0,-11.0,3322.88
-95.0,-13.0,4.0,-23.0,-2.0,-14.0,-10.0,-2.0,-20.0,4.0,-18.0,-7.0,-21.0,0.0,-22.0,-20.0,-3.0,-24.0,3.0,-12.0,-6.0,-20.0,-6.0,-27.0,4.0,-23.0,-8.0,-23.0,-9.0,-24.0,-8.0,-22.0,-12.0,-13.0,-18.0,-15.0,-13.0,-9.0,-22.0,-11.0,-18.0,-13.0,-15.0,-10.0,13.0,-13.0,10.0,6.0,-8.0,3.0,-18.0,-10.0,-1.0,-19.0,-1.0,-18.0,-6.0,-21.0,-8.0,-15.0,-11.0,-12.0,-12.0,-17.0,-16.0,-23.0,-23.0,-12.0,-19.0,-5.0,-18.0,1.0,0.0,-23.0,9.0,-25.0,7.0,-30.0,5.0,5.0,12.0,-16.0,8.0,-19.0,-17.0,3322.89
124.0,-27.0,-13.0,-6.0,-52.0,-4.0,-25.0,-40.0,4.0,-52.0,-12.0,-39.0,-22.0,-51.0,-8.0,0.0,-32.0,-17.0,-18.0,0.0,-41.0,-9.0,-53.0,6.0,-57.0,16.0,-29.0,5.0,-41.0,2.0,-56.0,-2.0,-49.0,-46.0,2.0,-43.0,10.0,3.0,-33.0,-3.0,-29.0,2.0,-4.0,-1.0,-24.0,20.0,-25.0,-34.0,-1.0,-43.0,-3.0,-3.0,-51.0,-12.0,-55.0,-6.0,-63.0,-5.0,-57.0,-12.0,-72.0,-75.0,0.0,-87.0,-7.0,-65.0,-68.0,-1.0,-60.0,1.0,-65.0,5.0,13.0,-45.0,0.0,-53.0,10.0,-32.0,6.0,8.0,-12.0,-18.0,-4.0,-13.0,-21.0,3322.89
94.0,-41.0,9.0,-40.0,15.0,-30.0,1.0,51.0,-39.0,19.0,-37.0,10.0,-24.0,-27.0,-45.0,-49.0,11.0,-65.0,9.0,-34.0,15.0,-39.0,7.0,-26.0,19.0,-38.0,12.0,-36.0,11.0,-56.0,5.0,-44.0,3.0,7.0,-37.0,10.0,-54.0,-30.0,-3.0,-31.0,10.0,-23.0,-18.0,-13.0,9.0,28.0,2.0,-7.0,40.0,-2.0,27.0,33.0,-17.0,45.0,-22.0,58.0,-23.0,63.0,-25.0,69.0,-21.0,-26.0,65.0,-12.0,67.0,-20.0,-13.0,66.0,-14.0,60.0,-5.0,70.0,47.0,-2.0,58.0,-27.0,52.0,-1.0,39.0,31.0,24.0,-1.0,14.0,-11.0,-9.0,3322.9
-115.0,5.0,-8.0,-3.0,-44.0,-27.0,-35.0,-53.0,-5.0,-34.0,-18.0,-29.0,-31.0,-50.0,-31.0,-35.0,-25.0,-40.0,-36.0,-17.0,-35.0,-14.0,-44.0,-16.0,-34.0,-6.0,-37.0,3.0,-51.0,-12.0,-41.0,-11.0,-43.0,-37.0,-12.0,-40.0,-13.0,-4.0,-32.0,-9.0,-31.0,-12.0,-7.0,-6.0,-11.0,25.0,-25.0,-31.0,19.0,-33.0,12.0,12.0,-47.0,14.0,-60.0,13.0,-57.0,21.0,-66.0,15.0,-75.0,-72.0,28.0,-65.0,24.0,-67.0,-51.0,22.0,-55.0,17.0,-65.0,27.0,25.0,-41.0,16.0,-21.0,16.0,-26.0,8.0,-6.0,-9.0,-31.0,1.0,1.0,-6.0,3322.91
