subcarrier_0,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_50,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_117,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_126,timestamp
9.0,-13.0,30.0,-42.0,29.0,-49.0,24.0,-4.0,-63.0,19.0,-53.0,12.0,-69.0,-10.0,-31.0,-54.0,0.0,-72.0,12.0,-56.0,6.0,-59.0,29.0,-49.0,28.0,-55.0,24.0,-59.0,19.0,-56.0,6.0,-55.0,9.0,19.0,-56.0,6.0,-43.0,-39.0,14.0,-37.0,7.0,-23.0,-19.0,-22.0,20.0,7.0,12.0,2.0,9.0,-6.0,15.0,20.0,-7.0,23.0,-15.0,26.0,-18.0,23.0,-34.0,29.0,-22.0,-30.0,32.0,-17.0,55.0,-37.0,-32.0,54.0,-18.0,52.0,-28.0,51.0,68.0,-12.0,60.0,7.0,51.0,-9.0,50.0,50.0,12.0,7.0,21.0,-16.0,5.0,3318.29
94.0,14.0,10.0,7.0,10.0,4.0,12.0,15.0,4.0,20.0,2.0,12.0,3.0,18.0,1.0,2.0,17.0,1.0,22.0,0.0,21.0,0.0,23.0,-5.0,32.0,-11.0,23.0,0.0,19.0,5.0,29.0,-2.0,18.0,22.0,7.0,27.0,-5.0,-4.0,17.0,4.0,18.0,5.0,5.0,2.0,4.0,-7.0,-5.0,3.0,-5.0,8.0,-6.0,-3.0,5.0,-3.0,17.0,-3.0,9.0,-1.0,14.0,3.0,23.0,18.0,-6.0,27.0,6.0,15.0,17.0,3.0,24.0,-9.0,20.0,0.0,-2.0,21.0,-4.0,14.0,-10.0,20.0,-2.0,-5.0,-4.0,8.0,-10.0,5.0,4.0,3318.3
-98.0,-11.0,6.0,-12.0,-4.0,-15.0,1.0,-2.0,-10.0,-8.0,-24.0,-4.0,-14.0,-1.0,-21.0,-17.0,-6.0,-25.0,-5.0,-21.0,-1.0,-20.0,-11.0,-30.0,-12.0,-26.0,1.0,-24.0,-5.0,-26.0,-12.0,-17.0,-6.0,-14.0,-12.0,-12.0,-10.0,-18.0,-8.0,-4.0,-6.0,-11.0,-15.0,-1.0,6.0,-6.0,8.0,6.0,-1.0,7.0,6.0,5.0,-1.0,3.0,6.0,9.0,-2.0,15.0,7.0,14.0,8.0,7.0,29.0,6.0,28.0,7.0,7.0,29.0,12.0,28.0,14.0,20.0,19.0,5.0,18.0,6.0,28.0,7.0,12.0,13.0,11.0,4.0,6.0,1.0,2.0,3318.3
94.0,-16.0,-5.0,-2.0,-20.0,-4.0,-9.0,-12.0,-11.0,-6.0,-9.0,-25.0,-14.0,-12.0,-6.0,-19.0,-25.0,-14.0,-25.0,-10.0,-27.0,-18.0,-22.0,-15.0,-27.0,-12.0,-21.0,-13.0,-33.0,-12.0,-27.0,-10.0,-27.0,-19.0,-12.0,-18.0,-14.0,-12.0,-16.0,-9.0,-15.0,-9.0,-10.0,-11.0,1.0,11.0,-2.0,-4.0,5.0,-8.0,1.0,0.0,-11.0,-1.0,-17.0,0.0,-19.0,-4.0,-19.0,-6.0,-21.0,-24.0,0.0,-28.0,-3.0,-28.0,-26.0,1.0,-30.0,-1.0,-24.0,6.0,9.0,-29.0,9.0,-23.0,5.0,-23.0,12.0,4.0,6.0,-14.0,2.0,-22.0,-6.0,3318.31
-98.0,-14.0,2.0,-4.0,-50.0,-15.0,-16.0,-18.0,21.0,-35.0,23.0,-50.0,12.0,-47.0,26.0,18.0,-45.0,8.0,-49.0,38.0,-44.0,34.0,-56.0,13.0,-52.0,1.0,-56.0,27.0,-58.0,17.0,-45.0,23.0,-47.0,-49.0,27.0,-50.0,26.0,13.0,-40.0,19.0,-27.0,14.0,9.0,9.0,-5.0,21.0,-4.0,-9.0,9.0,-18.0,5.0,-3.0,-20.0,-10.0,-23.0,-9.0,-41.0,-19.0,-41.0,-26.0,-38.0,-51.0,-26.0,-59.0,-20.0,-46.0,-64.0,-21.0,-71.0,-18.0,-63.0,-16.0,-27.0,-58.0,0.0,-39.0,-6.0,-45.0,-8.0,-5.0,-7.0,-46.0,-12.0,-16.0,-1.0,3318.32
-128.0,-46.0,3.0,-14.0,3.0,-35.0,-30.0,-13.0,-67.0,-27.0,-58.0,-18.0,-41.0,-14.0,-62.0,-41.0,-6.0,-50.0,-43.0,-43.0,-25.0,-41.0,-22.0,-51.0,-36.0,-36.0,-45.0,-56.0,-40.0,-45.0,-51.0,-27.0,-48.0,-50.0,-37.0,-39.0,-43.0,-33.0,-29.0,-25.0,-28.0,-28.0,-19.0,-19.0,23.0,9.0,16.0,5.0,9.0,-2.0,10.0,22.0,-19.0,18.0,-5.0,28.0,-23.0,29.0,-29.0,35.0,-27.0,-34.0,38.0,-33.0,52.0,-31.0,-42.0,52.0,-39.0,50.0,-29.0,63.0,50.0,-28.0,36.0,-17.0,53.0,-13.0,54.0,54.0,29.0,-23.0,38.0,-27.0,2.0,3318.32
-128.0,8.0,-37.0,-17.0,-7.0,-2.0,-42.0,-26.0,36.0,-49.0,8.0,-53.0,6.0,-32.0,20.0,-6.0,-54.0,12.0,-60.0,11.0,-56.0,-1.0,-43.0,11.0,-65.0,29.0,-43.0,39.0,-66.0,34.0,-54.0,27.0,-44.0,-47.0,17.0,-54.0,16.0,24.0,-38.0,16.0,-36.0,13.0,1.0,-4.0,-6.0,24.0,-10.0,-12.0,11.0,-18.0,-2.0,-5.0,-23.0,-5.0,-25.0,-17.0,-30.0,-11.0,-32.0,-18.0,-34.0,-52.0,-32.0,-57.0,-15.0,-54.0,-69.0,-32.0,-64.0,-13.0,-50.0,-23.0,-21.0,-55.0,-12.0,-50.0,-18.0,-47.0,-9.0,-1.0,-16.0,-33.0,-5.0,-45.0,-14.0,3318.33
-54.0,25.0,19.0,20.0,17.0,19.0,7.0,21.0,69.0,15.0,75.0,8.0,44.0,16.0,62.0,72.0,1.0,74.0,20.0,46.0,3.0,60.0,17.0,60.0,21.0,59.0,28.0,60.0,24.0,47.0,34.0,52.0,28.0,19.0,41.0,25.0,35.0,29.0,29.0,31.0,21.0,23.0,31.0,21.0,-23.0,-1.0,-13.0,-5.0,-13.0,-9.0,-13.0,-21.0,-2.0,-24.0,2.0,-26.0,0.0,-28.0,-1.0,-40.0,10.0,17.0,-48.0,5.0,-59.0,-1.0,16.0,-56.0,4.0,-70.0,8.0,-68.0,-72.0,-6.0,-69.0,-6.0,-53.0,-17.0,-37.0,-24.0,-34.0,-15.0,-29.0,14.0,19.0,3318.33
94.0,13.0,-3.0,11.0,-14.0,24.0,1.0,-2.0,34.0,-1.0,10.0,1.0,15.0,-2.0,32.0,22.0,-4.0,24.0,-11.0,31.0,9.0,34.0,1.0,30.0,3.0,23.0,6.0,37.0,2.0,32.0,-9.0,28.0,4.0,-6.0,19.0,7.0,23.0,22.0,1.0,12.0,5.0,16.0,10.0,18.0,-8.0,3.0,-11.0,-4.0,-3.0,-11.0,-10.0,-11.0,0.0,-9.0,3.0,-11.0,-8.0,-23.0,-8.0,-18.0,7.0,-1.0,-30.0,-2.0,-40.0,5.0,-7.0,-37.0,-16.0,-29.0,-3.0,-37.0,-42.0,-8.0,-33.0,-7.0,-33.0,-10.0,-23.0,-19.0,-21.0,-5.0,-15.0,-6.0,2.0,3318.34
94.0,6.0,7.0,5.0,5.0,10.0,15.0,18.0,4.0,16.0,5.0,16.0,6.0,16.0,17.0,20.0,15.0,14.0,26.0,13.0,16.0,11.0,14.0,14.0,16.0,20.0,18.0,7.0,20.0,6.0,21.0,5.0,15.0,26.0,7.0,23.0,11.0,11.0,12.0,10.0,18.0,6.0,-1.0,5.0,-9.0,-8.0,-5.0,-1.0,-2.0,0.0,-4.0,-1.0,8.0,0.0,13.0,-3.0,15.0,0.0,20.0,-4.0,22.0,20.0,-6.0,24.0,-4.0,16.0,18.0,-18.0,16.0,-7.0,13.0,-12.0,-13.0,20.0,-15.0,12.0,-9.0,13.0,-12.0,-8.0,-14.0,11.0,-11.0,7.0,12.0,3318.39
94.0,-6.0,3.0,2.0,12.0,-10.0,9.0,9.0,-15.0,12.0,-6.0,15.0,-11.0,12.0,-19.0,-16.0,20.0,-13.0,19.0,-17.0,14.0,-11.0,21.0,-10.0,20.0,-7.0,21.0,-15.0,16.0,-15.0,11.0,-6.0,17.0,16.0,-15.0,5.0,-19.0,-18.0,1.0,-6.0,7.0,-9.0,-2.0,-4.0,2.0,-15.0,4.0,-1.0,-3.0,0.0,-3.0,-5.0,6.0,2.0,8.0,6.0,1.0,10.0,13.0,16.0,11.0,21.0,14.0,5.0,16.0,15.0,13.0,13.0,25.0,16.0,19.0,4.0,10.0,18.0,9.0,12.0,1.0,18.0,5.0,3.0,4.0,17.0,5.0,10.0,-3.0,3318.39
-68.0,-12.0,6.0,-19.0,14.0,-18.0,7.0,4.0,-20.0,6.0,-20.0,9.0,-24.0,6.0,-29.0,-36.0,-3.0,-34.0,-1.0,-40.0,5.0,-34.0,2.0,-29.0,6.0,-24.0,1.0,-35.0,2.0,-25.0,5.0,-23.0,-9.0,-11.0,-24.0,-5.0,-30.0,-19.0,-5.0,-17.0,8.0,-13.0,-16.0,-10.0,5.0,-9.0,9.0,-3.0,0.0,7.0,1.0,5.0,7.0,10.0,-3.0,7.0,-2.0,10.0,6.0,17.0,11.0,-6.0,25.0,0.0,21.0,14.0,12.0,35.0,8.0,35.0,19.0,16.0,12.0,5.0,21.0,26.0,23.0,13.0,20.0,14.0,9.0,4.0,12.0,-4.0,3.0,3318.4
-51.0,-8.0,-29.0,20.0,22.0,48.0,-33.0,-47.0,61.0,-34.0,33.0,-47.0,45.0,-41.0,47.0,20.0,-28.0,55.0,-43.0,35.0,-47.0,31.0,-45.0,51.0,-37.0,43.0,-22.0,53.0,-18.0,43.0,-26.0,51.0,-23.0,-17.0,50.0,-18.0,51.0,46.0,-16.0,32.0,-9.0,27.0,27.0,18.0,3.0,14.0,-10.0,-4.0,7.0,-8.0,0.0,-8.0,-3.0,-17.0,-13.0,-12.0,-33.0,-14.0,-23.0,-28.0,-35.0,-38.0,-19.0,-47.0,-33.0,-45.0,-56.0,-34.0,-52.0,-55.0,-43.0,-47.0,-24.0,-41.0,-22.0,-53.0,-22.0,-43.0,-32.0,-17.0,-12.0,-37.0,-31.0,5.0,-4.0,3318.4
86.0,25.0,-30.0,10.0,-53.0,20.0,-31.0,-6.0,28.0,-42.0,41.0,-36.0,31.0,-13.0,42.0,42.0,-43.0,29.0,-38.0,48.0,-34.0,55.0,-25.0,39.0,-37.0,47.0,-33.0,56.0,-27.0,45.0,-14.0,40.0,-24.0,-17.0,42.0,-20.0,35.0,42.0,-15.0,29.0,-12.0,29.0,20.0,19.0,4.0,18.0,-3.0,-4.0,5.0,-6.0,-2.0,-13.0,-10.0,-17.0,-1.0,-23.0,-15.0,-23.0,-20.0,-25.0,-27.0,-26.0,-29.0,-23.0,-37.0,-41.0,-36.0,-54.0,-37.0,-39.0,-37.0,-47.0,-44.0,-35.0,-36.0,-45.0,-44.0,-26.0,-20.0,5.0,-38.0,-19.0,-19.0,5.0,-17.0,3318.41
98.0,-8.0,-3.0,-19.0,-2.0,-13.0,-7.0,-7.0,-13.0,-11.0,-20.0,-10.0,-21.0,-8.0,-20.0,-20.0,-5.0,-19.0,-13.0,-21.0,-10.0,-21.0,-15.0,-21.0,-17.0,-13.0,-4.0,-5.0,-20.0,-10.0,-14.0,-11.0,-20.0,-25.0,-8.0,-23.0,1.0,3.0,-24.0,3.0,-22.0,6.0,6.0,9.0,1.0,-16.0,2.0,3.0,-8.0,-5.0,-12.0,-11.0,-6.0,-17.0,-9.0,-14.0,-8.0,-15.0,-19.0,-18.0,-17.0,-12.0,-13.0,-25.0,-13.0,-21.0,-18.0,-5.0,-18.0,-3.0,-19.0,4.0,7.0,-24.0,-5.0,-18.0,4.0,-17.0,11.0,9.0,2.0,-26.0,10.0,-10.0,-22.0,3318.49
-128.0,14.0,10.0,13.0,12.0,8.0,9.0,12.0,8.0,13.0,9.0,8.0,11.0,9.0,14.0,19.0,12.0,14.0,15.0,11.0,13.0,20.0,14.0,10.0,12.0,21.0,15.0,13.0,19.0,1.0,20.0,7.0,23.0,19.0,5.0,24.0,7.0,1.0,23.0,-1.0,22.0,-1.0,-6.0,-10.0,-17.0,4.0,-16.0,-19.0,10.0,-14.0,6.0,11.0,-7.0,7.0,-15.0,20.0,-8.0,21.0,-4.0,23.0,-7.0,2.0,17.0,11.0,16.0,5.0,6.0,22.0,10.0,10.0,20.0,9.0,5.0,21.0,9.0,22.0,14.0,24.0,9.0,3.0,14.0,22.0,0.0,25.0,14.0,3318.59
98.0,-2.0,17.0,-1.0,10.0,-6.0,13.0,21.0,-9.0,30.0,-4.0,19.0,-9.0,16.0,-7.0,-10.0,22.0,-11.0,25.0,-13.0,22.0,-13.0,21.0,-15.0,18.0,-7.0,24.0,-18.0,16.0,-21.0,13.0,-24.0,6.0,11.0,-19.0,3.0,-26.0,-23.0,-1.0,-20.0,-3.0,-24.0,-20.0,-19.0,-11.0,-5.0,-16.0,-16.0,-1.0,-13.0,2.0,3.0,-18.0,2.0,-14.0,8.0,-10.0,15.0,-12.0,15.0,-14.0,-8.0,17.0,-2.0,14.0,-4.0,-5.0,20.0,4.0,24.0,-4.0,23.0,24.0,7.0,22.0,7.0,23.0,15.0,17.0,19.0,14.0,7.0,21.0,9.0,4.0,3318.6
-91.0,-8.0,18.0,-5.0,15.0,-2.0,9.0,11.0,-12.0,18.0,-16.0,18.0,-12.0,7.0,-10.0,-6.0,37.0,-12.0,17.0,-13.0,10.0,-16.0,13.0,-16.0,31.0,-19.0,13.0,-23.0,22.0,-17.0,11.0,-14.0,18.0,7.0,-21.0,3.0,-22.0,-26.0,4.0,-28.0,-6.0,-16.0,-25.0,-23.0,-10.0,-7.0,-17.0,-9.0,-10.0,-22.0,-2.0,-5.0,-15.0,3.0,-20.0,7.0,-13.0,4.0,-12.0,5.0,-14.0,-8.0,6.0,-16.0,15.0,-24.0,-3.0,22.0,-5.0,26.0,-4.0,23.0,25.0,1.0,20.0,2.0,19.0,7.0,24.0,18.0,20.0,8.0,17.0,10.0,-5.0,3318.6
-71.0,-16.0,-14.0,-22.0,-3.0,-6.0,-13.0,-10.0,-21.0,-5.0,-24.0,-11.0,-18.0,-6.0,-15.0,-14.0,-10.0,-22.0,-9.0,-17.0,-16.0,-22.0,-17.0,-28.0,-14.0,-25.0,-13.0,-19.0,-14.0,-20.0,-5.0,-14.0,-5.0,-23.0,-12.0,-14.0,-15.0,-12.0,-28.0,-15.0,-22.0,-14.0,-10.0,-3.0,14.0,10.0,12.0,14.0,0.0,14.0,6.0,-6.0,0.0,-11.0,15.0,-14.0,17.0,-7.0,15.0,-16.0,7.0,10.0,-10.0,5.0,-24.0,-1.0,-8.0,-21.0,-21.0,-34.0,-11.0,-21.0,-28.0,-16.0,-2.0,-32.0,-17.0,-18.0,-33.0,-13.0,-14.0,-21.0,-4.0,-15.0,-22.0,3318.61
-128.0,6.0,12.0,-2.0,14.0,1.0,19.0,18.0,-2.0,16.0,-5.0,22.0,-4.0,18.0,-6.0,-6.0,21.0,-11.0,26.0,-7.0,22.0,-7.0,27.0,-7.0,27.0,-9.0,24.0,-11.0,25.0,-9.0,24.0,-14.0,23.0,22.0,-10.0,24.0,-9.0,-8.0,18.0,-9.0,18.0,-5.0,-5.0,-2.0,4.0,-12.0,5.0,3.0,-5.0,7.0,-1.0,3.0,10.0,6.0,10.0,8.0,9.0,12.0,14.0,11.0,15.0,19.0,13.0,24.0,13.0,25.0,25.0,16.0,27.0,17.0,30.0,13.0,10.0,26.0,9.0,25.0,7.0,22.0,6.0,3.0,2.0,18.0,4.0,17.0,13.0,3318.62
94.0,-6.0,11.0,-13.0,3.0,-15.0,4.0,4.0,-14.0,9.0,-22.0,8.0,-23.0,10.0,-28.0,-24.0,8.0,-21.0,7.0,-25.0,11.0,-22.0,6.0,-27.0,8.0,-27.0,9.0,-28.0,6.0,-27.0,4.0,-27.0,4.0,3.0,-26.0,2.0,-23.0,-19.0,1.0,-19.0,5.0,-17.0,-15.0,-11.0,9.0,-7.0,8.0,4.0,-4.0,7.0,1.0,4.0,1.0,9.0,-4.0,11.0,1.0,16.0,-2.0,18.0,-1.0,-1.0,22.0,2.0,26.0,4.0,2.0,33.0,7.0,31.0,8.0,29.0,30.0,10.0,27.0,12.0,28.0,8.0,24.0,24.0,15.0,10.0,18.0,7.0,0.0,3318.62
-91.0,-21.0,-7.0,-15.0,-15.0,-11.0,-15.0,-14.0,-12.0,-12.0,-19.0,-16.0,-12.0,-20.0,-16.0,-18.0,-12.0,-17.0,-20.0,-17.0,-23.0,-19.0,-25.0,-19.0,-24.0,-18.0,-24.0,-15.0,-23.0,-15.0,-24.0,-18.0,-19.0,-23.0,-13.0,-22.0,-13.0,-10.0,-18.0,-11.0,-17.0,-9.0,-12.0,-8.0,7.0,9.0,5.0,0.0,5.0,1.0,7.0,3.0,-11.0,-1.0,-12.0,1.0,-16.0,5.0,-18.0,3.0,-27.0,-27.0,7.0,-25.0,5.0,-26.0,-28.0,14.0,-32.0,13.0,-29.0,13.0,18.0,-24.0,13.0,-27.0,14.0,-11.0,19.0,14.0,16.0,-12.0,12.0,-7.0,-14.0,3318.63
-71.0,-21.0,19.0,-26.0,29.0,-37.0,18.0,30.0,-25.0,34.0,-38.0,25.0,-45.0,38.0,-42.0,-35.0,32.0,-48.0,33.0,-48.0,29.0,-56.0,28.0,-49.0,35.0,-47.0,25.0,-56.0,25.0,-50.0,22.0,-49.0,21.0,23.0,-40.0,17.0,-40.0,-41.0,18.0,-39.0,23.0,-33.0,-26.0,-24.0,13.0,-20.0,10.0,7.0,-1.0,7.0,-2.0,9.0,13.0,22.0,1.0,26.0,9.0,24.0,6.0,41.0,9.0,5.0,55.0,16.0,64.0,22.0,25.0,57.0,32.0,65.0,33.0,68.0,72.0,27.0,51.0,35.0,56.0,21.0,40.0,40.0,39.0,29.0,33.0,24.0,1.0,3318.63
-92.0,2.0,12.0,6.0,15.0,1.0,14.0,15.0,0.0,21.0,-3.0,21.0,-3.0,20.0,2.0,0.0,18.0,2.0,23.0,0.0,25.0,1.0,24.0,-4.0,23.0,1.0,24.0,0.0,28.0,-1.0,22.0,-3.0,24.0,20.0,-3.0,23.0,-4.0,-6.0,17.0,-1.0,17.0,-4.0,-2.0,2.0,-3.0,-12.0,0.0,4.0,-4.0,3.0,-3.0,0.0,7.0,2.0,10.0,2.0,10.0,8.0,12.0,8.0,12.0,22.0,7.0,22.0,6.0,20.0,26.0,7.0,29.0,6.0,25.0,7.0,8.0,29.0,-1.0,25.0,3.0,22.0,5.0,0.0,2.0,13.0,-2.0,14.0,7.0,3318.64
-72.0,3.0,-11.0,10.0,-9.0,11.0,-19.0,-13.0,16.0,-17.0,17.0,-15.0,17.0,-12.0,20.0,14.0,-18.0,19.0,-17.0,20.0,-14.0,19.0,-15.0,20.0,-16.0,22.0,-18.0,22.0,-13.0,25.0,-15.0,22.0,-13.0,-11.0,24.0,-7.0,18.0,19.0,-8.0,15.0,-9.0,15.0,12.0,8.0,-9.0,10.0,-4.0,-4.0,0.0,-5.0,1.0,-2.0,0.0,-5.0,-9.0,-9.0,-10.0,-11.0,-3.0,-17.0,-10.0,-11.0,-20.0,-16.0,-26.0,-12.0,-22.0,-29.0,-20.0,-30.0,-22.0,-25.0,-25.0,-24.0,-18.0,-20.0,-21.0,-19.0,-16.0,-17.0,-15.0,-15.0,-15.0,-17.0,-5.0,3318.64
74.0,-5.0,-11.0,0.0,-16.0,2.0,-18.0,-16.0,-1.0,-21.0,0.0,-22.0,5.0,-27.0,2.0,2.0,-27.0,4.0,-29.0,2.0,-28.0,2.0,-23.0,4.0,-28.0,7.0,-25.0,5.0,-27.0,5.0,-26.0,8.0,-25.0,-24.0,6.0,-21.0,5.0,9.0,-23.0,3.0,-15.0,3.0,3.0,-1.0,0.0,10.0,0.0,1.0,7.0,-2.0,5.0,0.0,-5.0,-4.0,-10.0,-8.0,-15.0,-7.0,-13.0,-8.0,-22.0,-25.0,-10.0,-26.0,-12.0,-26.0,-28.0,-6.0,-30.0,-9.0,-29.0,-9.0,-10.0,-34.0,-5.0,-31.0,-3.0,-26.0,-7.0,-3.0,0.0,-16.0,-3.0,-17.0,-12.0,3318.65
94.0,-11.0,28.0,-16.0,17.0,-19.0,23.0,25.0,-26.0,24.0,-23.0,25.0,-28.0,27.0,-25.0,-26.0,22.0,-31.0,26.0,-37.0,26.0,-39.0,22.0,-37.0,21.0,-40.0,27.0,-41.0,22.0,-37.0,22.0,-39.0,20.0,21.0,-33.0,16.0,-31.0,-33.0,14.0,-26.0,12.0,-20.0,-18.0,-15.0,11.0,-13.0,9.0,9.0,-8.0,10.0,2.0,5.0,5.0,16.0,0.0,17.0,2.0,22.0,9.0,26.0,2.0,11.0,44.0,14.0,39.0,19.0,22.0,40.0,23.0,50.0,27.0,40.0,42.0,28.0,37.0,27.0,42.0,29.0,35.0,32.0,25.0,18.0,17.0,10.0,13.0,3318.66
-92.0,12.0,-7.0,14.0,-3.0,13.0,1.0,-8.0,12.0,-4.0,22.0,-1.0,17.0,-2.0,26.0,20.0,0.0,15.0,-5.0,17.0,3.0,15.0,4.0,15.0,0.0,21.0,8.0,24.0,9.0,19.0,14.0,18.0,7.0,14.0,14.0,13.0,10.0,8.0,18.0,6.0,30.0,4.0,0.0,4.0,9.0,13.0,5.0,8.0,13.0,10.0,13.0,10.0,12.0,2.0,19.0,8.0,12.0,7.0,21.0,3.0,17.0,16.0,-7.0,17.0,1.0,18.0,18.0,-4.0,17.0,-11.0,16.0,-10.0,-17.0,18.0,-15.0,18.0,-18.0,14.0,-23.0,-26.0,-17.0,7.0,-19.0,9.0,9.0,3318.66
-72.0,14.0,1.0,9.0,-4.0,21.0,-3.0,2.0,18.0,2.0,16.0,2.0,17.0,-4.0,16.0,25.0,-2.0,19.0,6.0,22.0,3.0,28.0,2.0,23.0,0.0,23.0,0.0,23.0,11.0,24.0,10.0,15.0,3.0,11.0,21.0,10.0,12.0,12.0,18.0,20.0,20.0,12.0,16.0,4.0,-3.0,14.0,-5.0,2.0,12.0,1.0,19.0,14.0,1.0,20.0,10.0,15.0,10.0,12.0,17.0,16.0,13.0,20.0,3.0,20.0,8.0,20.0,22.0,-2.0,17.0,-3.0,13.0,-9.0,-13.0,21.0,-13.0,21.0,-16.0,13.0,-16.0,-12.0,-7.0,21.0,-21.0,22.0,14.0,3318.67
74.0,15.0,-2.0,14.0,-2.0,16.0,10.0,6.0,10.0,6.0,16.0,12.0,21.0,15.0,12.0,13.0,15.0,15.0,8.0,12.0,20.0,14.0,17.0,9.0,20.0,14.0,20.0,3.0,17.0,11.0,19.0,8.0,20.0,22.0,-3.0,28.0,1.0,-8.0,14.0,-18.0,21.0,-4.0,-17.0,-11.0,3.0,10.0,8.0,2.0,10.0,11.0,15.0,9.0,17.0,11.0,14.0,13.0,12.0,10.0,17.0,0.0,11.0,20.0,5.0,21.0,-6.0,23.0,13.0,-4.0,18.0,2.0,24.0,-12.0,-15.0,16.0,-6.0,24.0,-11.0,29.0,-10.0,3.0,-3.0,19.0,-11.0,18.0,9.0,3318.67
94.0,8.0,3.0,10.0,16.0,18.0,7.0,17.0,13.0,16.0,15.0,14.0,6.0,8.0,7.0,5.0,19.0,9.0,23.0,10.0,12.0,13.0,18.0,12.0,4.0,20.0,12.0,3.0,22.0,7.0,22.0,13.0,10.0,24.0,-3.0,22.0,4.0,4.0,20.0,-2.0,23.0,-7.0,-3.0,-7.0,-23.0,7.0,-17.0,-14.0,4.0,-17.0,12.0,11.0,-9.0,15.0,-11.0,15.0,-9.0,13.0,-6.0,17.0,-11.0,1.0,18.0,5.0,17.0,1.0,18.0,21.0,8.0,25.0,-1.0,15.0,16.0,24.0,13.0,17.0,12.0,20.0,-4.0,4.0,10.0,20.0,8.0,16.0,8.0,3318.68
-128.0,6.0,16.0,-4.0,5.0,0.0,20.0,17.0,-5.0,22.0,4.0,16.0,-7.0,21.0,-3.0,9.0,20.0,0.0,18.0,2.0,19.0,0.0,23.0,4.0,22.0,9.0,22.0,-3.0,21.0,-7.0,16.0,-3.0,23.0,24.0,-11.0,17.0,-10.0,-12.0,13.0,-10.0,9.0,-19.0,-20.0,-19.0,-11.0,0.0,-16.0,-16.0,-1.0,-14.0,2.0,-9.0,-17.0,2.0,-16.0,4.0,-18.0,12.0,-9.0,11.0,-10.0,-9.0,13.0,-10.0,17.0,5.0,-7.0,21.0,1.0,16.0,-1.0,21.0,13.0,14.0,18.0,20.0,14.0,16.0,15.0,16.0,9.0,11.0,19.0,14.0,5.0,3318.68
94.0,4.0,3.0,19.0,12.0,7.0,7.0,12.0,1.0,20.0,15.0,18.0,9.0,14.0,17.0,9.0,10.0,10.0,20.0,7.0,20.0,5.0,22.0,11.0,21.0,10.0,22.0,7.0,21.0,5.0,20.0,6.0,21.0,22.0,1.0,21.0,3.0,4.0,18.0,1.0,15.0,2.0,0.0,2.0,-6.0,-9.0,-4.0,-2.0,-7.0,-1.0,-5.0,-6.0,7.0,-5.0,11.0,-5.0,13.0,-9.0,15.0,-6.0,18.0,20.0,-7.0,19.0,-9.0,23.0,23.0,-15.0,23.0,-13.0,21.0,-11.0,-17.0,16.0,-13.0,16.0,-12.0,22.0,-14.0,-20.0,-14.0,16.0,-12.0,22.0,9.0,3318.9
-128.0,14.0,10.0,-8.0,29.0,-12.0,11.0,50.0,-17.0,49.0,-14.0,54.0,-7.0,46.0,-20.0,-29.0,45.0,-27.0,53.0,-38.0,68.0,-46.0,55.0,-31.0,61.0,-64.0,49.0,-48.0,52.0,-34.0,60.0,-50.0,47.0,49.0,-50.0,40.0,-38.0,-30.0,38.0,-30.0,27.0,-23.0,-26.0,-22.0,19.0,-20.0,13.0,5.0,-7.0,16.0,6.0,14.0,15.0,17.0,15.0,26.0,21.0,31.0,24.0,40.0,22.0,27.0,47.0,25.0,53.0,34.0,41.0,62.0,40.0,67.0,50.0,56.0,53.0,61.0,53.0,34.0,37.0,38.0,44.0,44.0,29.0,28.0,51.0,46.0,1.0,3318.9
