subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_12,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_28,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_126,subcarrier_127,timestamp
-108.0,64.0,9.0,12.0,3.0,0.0,21.0,2.0,18.0,18.0,-1.0,17.0,0.0,19.0,-13.0,12.0,-4.0,9.0,25.0,-12.0,-2.0,20.0,-8.0,4.0,-2.0,15.0,-7.0,6.0,11.0,-2.0,8.0,2.0,4.0,-9.0,4.0,-5.0,-4.0,0.0,-7.0,-1.0,-10.0,0.0,-1.0,1.0,-8.0,0.0,-22.0,6.0,-30.0,6.0,-29.0,4.0,-28.0,4.0,-32.0,4.0,-31.0,2.0,4.0,-26.0,1.0,-30.0,3.0,-24.0,6.0,2.0,-28.0,-1.0,-11.0,4.0,-15.0,0.0,-11.0,3.0,-6.0,1.0,0.0,4.0,-1.0,-4.0,-3.0,-10.0,9.0,6.0,1.0,-7.0,3.0,-6.0,15.0,-4.0,12.0,8.0,-5.0,1960.21
124.0,-64.0,7.0,-2.0,-18.0,-21.0,-6.0,-18.0,-11.0,-12.0,-17.0,-10.0,-20.0,-5.0,-25.0,-11.0,-21.0,-7.0,-9.0,-17.0,-15.0,-10.0,-15.0,-9.0,-15.0,-8.0,-13.0,-7.0,-9.0,-9.0,-5.0,-9.0,-3.0,-3.0,-4.0,-3.0,-1.0,0.0,0.0,1.0,3.0,4.0,4.0,6.0,4.0,8.0,10.0,29.0,10.0,31.0,8.0,33.0,9.0,36.0,11.0,34.0,11.0,36.0,35.0,4.0,39.0,4.0,35.0,7.0,29.0,27.0,5.0,31.0,5.0,27.0,3.0,20.0,2.0,18.0,3.0,14.0,8.0,-2.0,10.0,-3.0,2.0,1.0,1.0,-6.0,1.0,-2.0,-3.0,-10.0,2.0,-11.0,-9.0,2.0,-13.0,1960.22
84.0,65.0,21.0,-39.0,19.0,11.0,-46.0,34.0,-45.0,-41.0,36.0,-45.0,40.0,-40.0,35.0,-46.0,29.0,-38.0,-38.0,41.0,33.0,-22.0,34.0,-29.0,23.0,-27.0,29.0,-18.0,-18.0,22.0,-11.0,14.0,-8.0,14.0,-6.0,8.0,5.0,-1.0,8.0,-4.0,7.0,-7.0,18.0,-7.0,21.0,-11.0,69.0,-28.0,69.0,-36.0,77.0,-37.0,81.0,-31.0,83.0,-34.0,68.0,-34.0,-30.0,83.0,-26.0,70.0,-17.0,76.0,-20.0,-27.0,65.0,-15.0,60.0,-17.0,48.0,-12.0,48.0,-5.0,35.0,-3.0,-4.0,19.0,-6.0,9.0,3.0,0.0,-3.0,-8.0,-14.0,-6.0,-11.0,-11.0,-21.0,11.0,-24.0,-26.0,7.0,1960.22
-126.0,32.0,8.0,29.0,-32.0,-34.0,39.0,-29.0,36.0,24.0,-33.0,35.0,-41.0,45.0,-54.0,30.0,-53.0,27.0,28.0,-46.0,-38.0,25.0,-40.0,27.0,-34.0,24.0,-31.0,14.0,10.0,-20.0,12.0,-19.0,1.0,-14.0,-4.0,-6.0,2.0,1.0,-3.0,11.0,-5.0,5.0,-16.0,8.0,-19.0,16.0,-49.0,53.0,-60.0,52.0,-60.0,57.0,-67.0,58.0,-67.0,52.0,-68.0,51.0,54.0,-67.0,54.0,-70.0,47.0,-64.0,43.0,36.0,-61.0,37.0,-55.0,39.0,-38.0,26.0,-31.0,30.0,-25.0,18.0,9.0,-15.0,10.0,-7.0,8.0,-9.0,1.0,-9.0,12.0,-9.0,6.0,-5.0,25.0,-22.0,16.0,18.0,-25.0,1960.23
-126.0,32.0,8.0,-32.0,-1.0,6.0,-55.0,0.0,-54.0,-54.0,6.0,-51.0,7.0,-51.0,9.0,-53.0,20.0,-47.0,-45.0,7.0,15.0,-48.0,11.0,-41.0,13.0,-36.0,19.0,-26.0,-19.0,9.0,-18.0,8.0,-16.0,9.0,-7.0,9.0,2.0,-1.0,0.0,-3.0,14.0,-4.0,19.0,-4.0,20.0,0.0,72.0,5.0,76.0,3.0,82.0,7.0,78.0,1.0,79.0,15.0,84.0,9.0,14.0,83.0,10.0,83.0,11.0,78.0,11.0,13.0,63.0,10.0,58.0,20.0,46.0,11.0,45.0,12.0,31.0,11.0,8.0,14.0,-2.0,14.0,4.0,5.0,-4.0,8.0,-16.0,9.0,-3.0,-5.0,-27.0,-1.0,-22.0,-23.0,-12.0,1960.23
-126.0,32.0,8.0,16.0,30.0,27.0,16.0,28.0,13.0,22.0,31.0,27.0,38.0,23.0,26.0,19.0,29.0,32.0,25.0,14.0,14.0,25.0,20.0,25.0,11.0,22.0,16.0,16.0,10.0,10.0,9.0,10.0,5.0,10.0,6.0,3.0,1.0,-1.0,-3.0,-5.0,-5.0,-6.0,-7.0,-9.0,-7.0,-12.0,-29.0,-41.0,-28.0,-42.0,-31.0,-42.0,-27.0,-48.0,-26.0,-46.0,-36.0,-47.0,-51.0,-30.0,-53.0,-24.0,-48.0,-20.0,-47.0,-40.0,-21.0,-40.0,-16.0,-40.0,-16.0,-35.0,-11.0,-27.0,-8.0,-19.0,-13.0,2.0,-8.0,-10.0,-8.0,-5.0,-3.0,2.0,2.0,22.0,8.0,14.0,6.0,11.0,14.0,9.0,24.0,1960.24
94.0,-32.0,5.0,20.0,-31.0,-36.0,37.0,-37.0,34.0,28.0,-45.0,19.0,-49.0,26.0,-44.0,26.0,-40.0,25.0,28.0,-34.0,-42.0,28.0,-40.0,13.0,-36.0,17.0,-36.0,8.0,4.0,-23.0,13.0,-26.0,9.0,-16.0,4.0,-15.0,-2.0,-6.0,-4.0,-5.0,-4.0,8.0,-14.0,10.0,-13.0,18.0,-51.0,48.0,-52.0,50.0,-62.0,50.0,-67.0,52.0,-56.0,61.0,-64.0,57.0,53.0,-66.0,44.0,-74.0,54.0,-62.0,47.0,45.0,-62.0,39.0,-58.0,33.0,-49.0,38.0,-45.0,26.0,-26.0,16.0,3.0,-21.0,15.0,-2.0,10.0,8.0,12.0,-11.0,18.0,-4.0,16.0,-8.0,19.0,-14.0,19.0,16.0,-22.0,1960.25
124.0,-64.0,7.0,10.0,20.0,20.0,4.0,12.0,5.0,-13.0,-1.0,-13.0,-12.0,-24.0,5.0,-17.0,2.0,-30.0,-22.0,-8.0,7.0,-20.0,8.0,-32.0,8.0,-33.0,9.0,-38.0,-23.0,3.0,-26.0,-9.0,-22.0,-5.0,-26.0,-8.0,-16.0,-16.0,-12.0,-15.0,-7.0,-13.0,-13.0,-15.0,-4.0,-18.0,-9.0,0.0,-9.0,0.0,-16.0,-5.0,-7.0,11.0,-13.0,4.0,-6.0,8.0,15.0,-3.0,10.0,-3.0,11.0,-7.0,22.0,28.0,3.0,27.0,7.0,25.0,9.0,22.0,9.0,31.0,4.0,32.0,22.0,15.0,26.0,3.0,16.0,15.0,5.0,21.0,17.0,29.0,6.0,14.0,14.0,15.0,22.0,20.0,14.0,1960.25
-107.0,81.0,25.0,-8.0,6.0,6.0,-13.0,-2.0,-9.0,2.0,-17.0,-9.0,-14.0,0.0,-21.0,-4.0,-16.0,-2.0,-3.0,-24.0,-18.0,-13.0,-31.0,-7.0,-31.0,-4.0,-27.0,-5.0,7.0,-31.0,1.0,-27.0,-1.0,-32.0,12.0,-19.0,16.0,-30.0,8.0,-20.0,21.0,-18.0,14.0,-8.0,16.0,-12.0,4.0,-18.0,5.0,-13.0,-3.0,-10.0,-2.0,-9.0,-6.0,-13.0,-6.0,-6.0,-18.0,-5.0,-15.0,-18.0,-11.0,-18.0,-9.0,-2.0,-40.0,-8.0,-31.0,-2.0,-30.0,0.0,-29.0,4.0,-24.0,-1.0,6.0,-22.0,11.0,-31.0,13.0,13.0,-22.0,9.0,-28.0,14.0,-15.0,12.0,-22.0,23.0,-11.0,-33.0,17.0,1960.26
-73.0,112.0,11.0,14.0,11.0,19.0,17.0,14.0,14.0,15.0,11.0,19.0,12.0,19.0,14.0,19.0,10.0,19.0,24.0,7.0,7.0,19.0,6.0,18.0,6.0,13.0,6.0,13.0,7.0,2.0,7.0,1.0,7.0,3.0,2.0,-1.0,-2.0,-1.0,-1.0,-1.0,-5.0,-2.0,-8.0,-5.0,-8.0,-5.0,-31.0,-18.0,-32.0,-15.0,-31.0,-19.0,-34.0,-17.0,-30.0,-17.0,-31.0,-20.0,-20.0,-32.0,-21.0,-29.0,-17.0,-30.0,-19.0,-20.0,-20.0,-18.0,-22.0,-16.0,-18.0,-16.0,-15.0,-12.0,-12.0,-10.0,-8.0,-6.0,-8.0,-4.0,-1.0,-2.0,-3.0,5.0,2.0,5.0,3.0,7.0,4.0,6.0,5.0,8.0,7.0,1960.29
-2.0,-32.0,15.0,-18.0,-2.0,3.0,-21.0,3.0,-23.0,-19.0,0.0,-20.0,3.0,-23.0,3.0,-23.0,4.0,-24.0,-23.0,1.0,6.0,-21.0,6.0,-20.0,6.0,-15.0,7.0,-12.0,-10.0,2.0,-12.0,5.0,-8.0,3.0,-5.0,-1.0,-1.0,-1.0,4.0,-1.0,6.0,0.0,10.0,-1.0,7.0,0.0,31.0,-6.0,35.0,-7.0,35.0,-9.0,34.0,-10.0,37.0,-8.0,36.0,-6.0,-6.0,38.0,-7.0,36.0,-4.0,36.0,-7.0,-2.0,25.0,-3.0,23.0,0.0,21.0,-1.0,18.0,1.0,16.0,1.0,-2.0,8.0,-1.0,2.0,1.0,-3.0,-4.0,-1.0,-6.0,-3.0,-7.0,1.0,-9.0,-2.0,-13.0,-16.0,-1.0,1960.3
108.0,-64.0,6.0,1.0,-15.0,-18.0,1.0,-25.0,1.0,0.0,-23.0,-3.0,-26.0,-4.0,-25.0,-5.0,-25.0,-4.0,-2.0,-21.0,-20.0,-3.0,-19.0,-3.0,-18.0,-4.0,-14.0,-3.0,-4.0,-14.0,-3.0,-8.0,-3.0,-7.0,0.0,-4.0,1.0,-1.0,1.0,5.0,0.0,8.0,3.0,3.0,2.0,11.0,-2.0,34.0,-3.0,34.0,-1.0,32.0,-6.0,38.0,-7.0,33.0,-4.0,40.0,36.0,-4.0,35.0,-4.0,35.0,-10.0,28.0,29.0,-9.0,27.0,-8.0,22.0,-4.0,20.0,-3.0,15.0,-1.0,15.0,10.0,0.0,7.0,2.0,1.0,-3.0,5.0,-2.0,3.0,-4.0,2.0,-9.0,3.0,-10.0,1.0,3.0,-15.0,1960.3
124.0,-64.0,7.0,7.0,-20.0,-19.0,8.0,-22.0,5.0,6.0,-19.0,3.0,-24.0,3.0,-26.0,3.0,-23.0,1.0,1.0,-23.0,-19.0,2.0,-23.0,-1.0,-16.0,-1.0,-19.0,0.0,3.0,-11.0,1.0,-8.0,0.0,-7.0,1.0,-3.0,-2.0,-2.0,-4.0,4.0,-4.0,4.0,-2.0,3.0,-4.0,11.0,-1.0,31.0,-1.0,35.0,-3.0,32.0,-2.0,34.0,-3.0,39.0,-5.0,37.0,39.0,-3.0,34.0,-3.0,34.0,-6.0,32.0,28.0,-6.0,25.0,-6.0,24.0,-6.0,23.0,-4.0,18.0,-5.0,13.0,9.0,0.0,5.0,0.0,1.0,-1.0,3.0,-5.0,4.0,-4.0,5.0,-8.0,4.0,-13.0,7.0,6.0,-14.0,1960.31
94.0,-32.0,5.0,-19.0,-7.0,-9.0,-18.0,-9.0,-17.0,-20.0,-5.0,-17.0,-16.0,-14.0,-9.0,-20.0,-10.0,-11.0,-14.0,-17.0,-16.0,-16.0,-9.0,-16.0,-17.0,-10.0,-5.0,-3.0,-10.0,-11.0,-4.0,-5.0,-1.0,1.0,-6.0,-6.0,-1.0,3.0,0.0,3.0,2.0,2.0,-7.0,-3.0,-3.0,16.0,1.0,-27.0,-1.0,-30.0,4.0,-34.0,8.0,-36.0,5.0,-31.0,7.0,-33.0,-35.0,-12.0,-2.0,25.0,-26.0,11.0,-21.0,-21.0,22.0,-17.0,17.0,-18.0,20.0,-6.0,12.0,-3.0,6.0,-7.0,-2.0,12.0,-1.0,1.0,-6.0,0.0,-7.0,7.0,-2.0,4.0,-7.0,-1.0,-9.0,4.0,-13.0,-18.0,-7.0,1960.31
124.0,-63.0,23.0,1.0,-23.0,-26.0,-1.0,-26.0,1.0,-6.0,-26.0,-5.0,-24.0,-7.0,-25.0,-6.0,-23.0,-5.0,-10.0,-24.0,-20.0,-10.0,-25.0,-8.0,-19.0,-8.0,-15.0,-10.0,-4.0,-13.0,-4.0,-14.0,2.0,-8.0,-3.0,-5.0,-5.0,-1.0,1.0,1.0,0.0,8.0,4.0,11.0,7.0,14.0,4.0,37.0,11.0,35.0,9.0,36.0,7.0,38.0,11.0,37.0,6.0,37.0,41.0,6.0,39.0,7.0,41.0,6.0,37.0,34.0,4.0,30.0,3.0,30.0,0.0,24.0,-1.0,22.0,-1.0,14.0,8.0,-2.0,1.0,0.0,0.0,-2.0,0.0,-8.0,6.0,-8.0,1.0,-11.0,2.0,-6.0,0.0,0.0,-18.0,1960.32
-107.0,81.0,25.0,15.0,8.0,6.0,20.0,9.0,19.0,20.0,6.0,23.0,6.0,22.0,4.0,23.0,4.0,20.0,20.0,4.0,-1.0,17.0,2.0,18.0,0.0,17.0,-2.0,13.0,11.0,-1.0,8.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,-2.0,-5.0,-1.0,-6.0,-3.0,-9.0,-3.0,-31.0,-6.0,-33.0,-5.0,-34.0,-7.0,-37.0,-8.0,-36.0,-7.0,-35.0,-10.0,-11.0,-35.0,-13.0,-34.0,-9.0,-39.0,-13.0,-7.0,-24.0,-10.0,-25.0,-7.0,-19.0,-10.0,-17.0,-7.0,-15.0,-6.0,-3.0,-7.0,-1.0,-4.0,-2.0,-1.0,3.0,-1.0,7.0,2.0,6.0,3.0,9.0,2.0,12.0,14.0,9.0,1960.32
-87.0,-111.0,26.0,18.0,4.0,6.0,21.0,5.0,23.0,22.0,2.0,23.0,4.0,21.0,-1.0,22.0,0.0,21.0,24.0,-2.0,-6.0,19.0,-2.0,17.0,-6.0,19.0,-1.0,11.0,9.0,-6.0,7.0,-4.0,6.0,-2.0,3.0,-5.0,-3.0,-1.0,-1.0,1.0,-3.0,-1.0,-6.0,-3.0,-12.0,-2.0,-32.0,3.0,-34.0,2.0,-35.0,2.0,-37.0,4.0,-35.0,3.0,-40.0,3.0,2.0,-39.0,-3.0,-35.0,0.0,-32.0,0.0,-2.0,-32.0,-4.0,-24.0,-3.0,-22.0,-1.0,-19.0,-1.0,-15.0,-7.0,-3.0,-6.0,0.0,-2.0,-3.0,1.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,2.0,12.0,10.0,3.0,1960.33
108.0,-64.0,6.0,5.0,16.0,21.0,7.0,18.0,7.0,9.0,22.0,14.0,20.0,13.0,18.0,15.0,19.0,14.0,16.0,16.0,17.0,15.0,12.0,11.0,13.0,13.0,11.0,9.0,8.0,10.0,6.0,8.0,4.0,3.0,5.0,0.0,0.0,1.0,-3.0,-4.0,-3.0,-5.0,-7.0,-7.0,-6.0,-10.0,-15.0,-26.0,-15.0,-31.0,-15.0,-31.0,-14.0,-31.0,-15.0,-35.0,-14.0,-36.0,-35.0,-18.0,-34.0,-14.0,-33.0,-8.0,-30.0,-32.0,-7.0,-32.0,-8.0,-23.0,-9.0,-25.0,-3.0,-19.0,-7.0,-14.0,-12.0,-3.0,-7.0,0.0,-4.0,-1.0,-3.0,4.0,0.0,5.0,2.0,11.0,-4.0,11.0,3.0,4.0,15.0,1960.34
108.0,-64.0,6.0,3.0,19.0,20.0,3.0,24.0,4.0,6.0,22.0,11.0,22.0,9.0,19.0,7.0,22.0,9.0,9.0,21.0,17.0,8.0,17.0,13.0,15.0,7.0,13.0,5.0,5.0,8.0,5.0,8.0,3.0,6.0,0.0,3.0,2.0,0.0,0.0,-6.0,0.0,-7.0,-5.0,-5.0,-1.0,-12.0,-12.0,-31.0,-10.0,-32.0,-12.0,-33.0,-9.0,-37.0,-12.0,-38.0,-13.0,-35.0,-38.0,-7.0,-36.0,-10.0,-37.0,-9.0,-28.0,-27.0,-3.0,-28.0,-2.0,-25.0,-3.0,-21.0,-4.0,-19.0,-4.0,-14.0,-9.0,1.0,-6.0,-2.0,1.0,-2.0,0.0,4.0,-2.0,2.0,0.0,9.0,2.0,13.0,1.0,-1.0,13.0,1960.34
-12.0,66.0,47.0,6.0,5.0,3.0,-1.0,5.0,0.0,-6.0,13.0,-6.0,8.0,-13.0,8.0,-18.0,6.0,-17.0,-23.0,14.0,14.0,-33.0,5.0,-31.0,8.0,-29.0,14.0,-28.0,-25.0,-5.0,-27.0,3.0,-21.0,-7.0,-26.0,-2.0,-19.0,-8.0,-13.0,-12.0,-12.0,-14.0,-9.0,-15.0,-12.0,-16.0,-10.0,2.0,-12.0,1.0,-12.0,5.0,-6.0,6.0,-9.0,8.0,-2.0,15.0,14.0,0.0,14.0,-1.0,13.0,5.0,24.0,20.0,7.0,19.0,4.0,26.0,8.0,20.0,13.0,22.0,14.0,27.0,19.0,16.0,18.0,15.0,17.0,18.0,29.0,14.0,15.0,11.0,20.0,13.0,18.0,10.0,18.0,12.0,3.0,1960.37
-126.0,32.0,8.0,-9.0,8.0,-5.0,-7.0,-9.0,-1.0,-4.0,-3.0,1.0,-15.0,4.0,-17.0,4.0,-20.0,7.0,7.0,-24.0,-25.0,13.0,-23.0,16.0,-20.0,17.0,-30.0,16.0,12.0,-22.0,18.0,-14.0,17.0,-5.0,26.0,-12.0,16.0,-5.0,17.0,-5.0,22.0,0.0,19.0,5.0,14.0,5.0,12.0,-11.0,6.0,-10.0,3.0,-9.0,2.0,-10.0,0.0,-11.0,-3.0,-10.0,-12.0,-10.0,-16.0,-13.0,-13.0,-12.0,-13.0,-18.0,-12.0,-16.0,-23.0,-13.0,-27.0,-15.0,-29.0,-18.0,-32.0,-13.0,-6.0,-27.0,-5.0,-24.0,-5.0,-6.0,-32.0,1.0,-20.0,0.0,-29.0,1.0,-26.0,7.0,-25.0,-18.0,-1.0,1960.39
94.0,-32.0,5.0,15.0,2.0,3.0,20.0,3.0,19.0,20.0,1.0,22.0,0.0,22.0,0.0,18.0,-4.0,23.0,22.0,-5.0,-5.0,18.0,-3.0,19.0,-4.0,18.0,-2.0,12.0,9.0,-2.0,9.0,-2.0,4.0,0.0,1.0,-3.0,-1.0,-2.0,-2.0,3.0,-7.0,1.0,-8.0,0.0,-8.0,1.0,-30.0,-5.0,-33.0,-5.0,-34.0,-6.0,-37.0,-4.0,-37.0,-3.0,-38.0,-7.0,-7.0,-36.0,-8.0,-34.0,-9.0,-33.0,-9.0,-6.0,-27.0,-7.0,-27.0,-6.0,-24.0,-8.0,-16.0,-3.0,-17.0,-7.0,-5.0,-7.0,-2.0,-5.0,0.0,-2.0,1.0,1.0,3.0,-1.0,6.0,5.0,6.0,0.0,11.0,12.0,1.0,1960.39
-12.0,66.0,47.0,-6.0,21.0,21.0,-5.0,22.0,-3.0,-4.0,17.0,12.0,23.0,8.0,21.0,0.0,27.0,7.0,10.0,21.0,16.0,12.0,14.0,16.0,26.0,-1.0,7.0,12.0,6.0,8.0,8.0,17.0,4.0,9.0,-6.0,1.0,0.0,-1.0,5.0,0.0,-8.0,5.0,-6.0,2.0,-5.0,-4.0,35.0,-10.0,32.0,-10.0,30.0,-12.0,29.0,-12.0,34.0,-15.0,27.0,-16.0,-12.0,26.0,-17.0,27.0,-17.0,29.0,-17.0,-9.0,25.0,-10.0,9.0,-12.0,19.0,-6.0,14.0,-7.0,15.0,-9.0,0.0,-5.0,-8.0,7.0,-11.0,-8.0,2.0,8.0,-13.0,8.0,-6.0,9.0,-3.0,4.0,-11.0,-7.0,12.0,1960.4
86.0,96.0,5.0,-31.0,31.0,20.0,-33.0,38.0,-46.0,-29.0,35.0,-34.0,51.0,-36.0,35.0,-38.0,50.0,-23.0,-29.0,46.0,46.0,-25.0,42.0,-17.0,38.0,-22.0,42.0,-15.0,-15.0,27.0,-10.0,26.0,-8.0,20.0,-6.0,16.0,-2.0,8.0,-4.0,-1.0,12.0,-13.0,11.0,-10.0,14.0,-16.0,50.0,-40.0,57.0,-48.0,57.0,-46.0,73.0,-51.0,70.0,-47.0,68.0,-56.0,-50.0,69.0,-41.0,68.0,-51.0,66.0,-42.0,-45.0,51.0,-40.0,51.0,-37.0,46.0,-20.0,39.0,-18.0,29.0,-21.0,-3.0,13.0,-10.0,13.0,-15.0,9.0,-1.0,4.0,-25.0,11.0,-18.0,14.0,-21.0,15.0,-13.0,-18.0,19.0,1960.41
-126.0,32.0,8.0,-6.0,19.0,17.0,0.0,22.0,-2.0,7.0,19.0,1.0,22.0,1.0,23.0,1.0,26.0,2.0,5.0,21.0,21.0,6.0,22.0,3.0,17.0,5.0,15.0,7.0,2.0,12.0,2.0,10.0,3.0,5.0,-3.0,3.0,-2.0,-2.0,1.0,-1.0,-3.0,-3.0,-1.0,-8.0,0.0,-10.0,5.0,-32.0,7.0,-33.0,5.0,-33.0,8.0,-35.0,7.0,-35.0,7.0,-33.0,-36.0,8.0,-37.0,6.0,-33.0,9.0,-32.0,-29.0,9.0,-26.0,8.0,-27.0,7.0,-18.0,5.0,-20.0,6.0,-14.0,-9.0,2.0,-8.0,-1.0,-1.0,-2.0,-5.0,0.0,-3.0,0.0,-4.0,8.0,0.0,12.0,-6.0,-6.0,16.0,1960.41
-128.0,0.0,8.0,34.0,-31.0,-40.0,38.0,-21.0,32.0,39.0,-44.0,35.0,-32.0,42.0,-36.0,30.0,-42.0,27.0,24.0,-46.0,-40.0,31.0,-42.0,23.0,-39.0,30.0,-26.0,15.0,14.0,-30.0,13.0,-26.0,5.0,-20.0,7.0,-13.0,1.0,-1.0,-6.0,7.0,-6.0,5.0,-15.0,8.0,-10.0,15.0,-56.0,42.0,-65.0,44.0,-65.0,44.0,-70.0,45.0,-71.0,51.0,-75.0,44.0,42.0,-69.0,39.0,-74.0,40.0,-72.0,33.0,40.0,-59.0,35.0,-53.0,26.0,-44.0,14.0,-44.0,12.0,-25.0,7.0,8.0,-15.0,6.0,-8.0,6.0,7.0,-5.0,-13.0,10.0,8.0,25.0,-6.0,29.0,-21.0,28.0,36.0,-12.0,1960.42
120.0,-128.0,7.0,-6.0,-16.0,-17.0,-7.0,-20.0,-3.0,-7.0,-25.0,-5.0,-20.0,-5.0,-18.0,-10.0,-28.0,-10.0,-11.0,-22.0,-21.0,-13.0,-22.0,-8.0,-17.0,-10.0,-17.0,-9.0,-9.0,-13.0,-5.0,-16.0,-6.0,-9.0,-1.0,-4.0,-3.0,-4.0,0.0,-1.0,1.0,2.0,2.0,3.0,2.0,8.0,-6.0,34.0,-4.0,36.0,-4.0,32.0,-5.0,34.0,-6.0,38.0,-6.0,39.0,39.0,-6.0,38.0,-10.0,35.0,-3.0,32.0,30.0,-5.0,29.0,-4.0,24.0,-7.0,22.0,-3.0,19.0,-1.0,15.0,11.0,-2.0,6.0,-9.0,2.0,-1.0,0.0,1.0,-1.0,-2.0,-7.0,-6.0,-3.0,-13.0,-1.0,-1.0,-13.0,1960.5
72.0,-127.0,20.0,-30.0,-13.0,-7.0,-41.0,10.0,-55.0,-58.0,-1.0,-29.0,30.0,-28.0,24.0,-46.0,66.0,-42.0,-36.0,47.0,25.0,-3.0,24.0,23.0,34.0,23.0,46.0,10.0,-3.0,42.0,-18.0,14.0,6.0,-10.0,18.0,-7.0,21.0,-3.0,15.0,24.0,-6.0,20.0,-25.0,4.0,-26.0,-16.0,-46.0,-67.0,-53.0,-71.0,-51.0,-65.0,-61.0,-59.0,-69.0,-40.0,-71.0,-21.0,-12.0,-95.0,-3.0,-103.0,2.0,-91.0,-11.0,-10.0,-70.0,-6.0,-46.0,3.0,-22.0,31.0,-13.0,38.0,-36.0,50.0,41.0,-46.0,17.0,-39.0,-14.0,-16.0,14.0,-27.0,15.0,-13.0,26.0,4.0,-15.0,12.0,-31.0,-42.0,-16.0,1960.5
92.0,-63.0,21.0,5.0,13.0,20.0,9.0,15.0,5.0,12.0,17.0,7.0,15.0,10.0,18.0,17.0,9.0,15.0,12.0,20.0,13.0,1.0,10.0,7.0,20.0,11.0,11.0,5.0,7.0,12.0,4.0,13.0,-4.0,2.0,-5.0,8.0,2.0,-6.0,-1.0,-8.0,-2.0,-14.0,-3.0,-10.0,-2.0,-3.0,-19.0,-26.0,-14.0,-25.0,-17.0,-33.0,-12.0,-29.0,-16.0,-26.0,-14.0,-33.0,-36.0,-11.0,-31.0,-7.0,-24.0,-11.0,-28.0,-22.0,-6.0,-23.0,-10.0,-25.0,-3.0,-30.0,-8.0,-18.0,-8.0,-17.0,-11.0,6.0,-14.0,-3.0,-8.0,-10.0,-6.0,1.0,-7.0,3.0,3.0,7.0,4.0,3.0,7.0,-6.0,6.0,1960.51
86.0,96.0,5.0,-13.0,-3.0,-3.0,-20.0,2.0,-18.0,-19.0,-6.0,-14.0,-3.0,-19.0,0.0,-18.0,-6.0,-28.0,-19.0,-6.0,-11.0,-22.0,1.0,-16.0,-1.0,-6.0,-6.0,-23.0,-14.0,8.0,-6.0,3.0,-6.0,0.0,0.0,-7.0,6.0,-1.0,6.0,2.0,1.0,7.0,8.0,7.0,5.0,1.0,34.0,-10.0,29.0,-9.0,31.0,-9.0,33.0,-11.0,29.0,-4.0,32.0,-3.0,-3.0,34.0,-1.0,23.0,-2.0,24.0,2.0,1.0,31.0,6.0,21.0,1.0,20.0,3.0,18.0,2.0,5.0,-2.0,-1.0,10.0,-4.0,2.0,15.0,7.0,-7.0,-9.0,-5.0,-7.0,-4.0,-3.0,-17.0,4.0,-13.0,-17.0,2.0,1960.52
98.0,32.0,6.0,-13.0,8.0,4.0,-18.0,7.0,-14.0,-18.0,11.0,-17.0,12.0,-20.0,18.0,-14.0,9.0,-17.0,-12.0,8.0,0.0,-19.0,17.0,-7.0,16.0,-7.0,8.0,-4.0,-9.0,14.0,-13.0,-2.0,6.0,-3.0,-11.0,9.0,-5.0,-1.0,3.0,-7.0,2.0,-4.0,2.0,3.0,9.0,3.0,29.0,-18.0,26.0,-17.0,26.0,-24.0,25.0,-20.0,28.0,-14.0,26.0,-17.0,-20.0,32.0,-17.0,24.0,-16.0,31.0,-13.0,-4.0,25.0,-6.0,34.0,-10.0,17.0,-1.0,20.0,5.0,18.0,-4.0,-3.0,15.0,-16.0,-14.0,-1.0,-2.0,2.0,-1.0,0.0,7.0,2.0,5.0,-4.0,-6.0,-14.0,-12.0,3.0,1960.52
