subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_5,subcarrier_8,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_35,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_41,subcarrier_42,subcarrier_44,subcarrier_46,subcarrier_47,subcarrier_49,subcarrier_50,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_79,subcarrier_80,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-128.0,0.0,8.0,-24.0,-38.0,-56.0,-19.0,-26.0,-26.0,-54.0,-27.0,-27.0,-23.0,-43.0,-24.0,-54.0,-21.0,-66.0,-16.0,-42.0,-15.0,-52.0,-6.0,-1.0,6.0,-32.0,-8.0,-7.0,-6.0,-15.0,1.0,2.0,15.0,13.0,27.0,54.0,-12.0,-17.0,65.0,62.0,-14.0,70.0,-15.0,65.0,-9.0,53.0,-11.0,58.0,-9.0,55.0,-6.0,51.0,-3.0,42.0,-7.0,9.0,28.0,11.0,24.0,2.0,30.0,-7.0,9.0,12.0,6.0,6.0,5.0,-8.0,9.0,4.0,-28.0,6.0,-30.0,-37.0,-6.0,-35.0,-5.0,-28.0,-7.0,2560.81
-128.0,0.0,8.0,-56.0,-10.0,-4.0,-70.0,-55.0,-77.0,-17.0,-52.0,9.0,-53.0,-10.0,-57.0,-15.0,-51.0,-24.0,-53.0,0.0,-38.0,-4.0,-48.0,-41.0,-35.0,-7.0,-10.0,-12.0,-6.0,-2.0,-6.0,1.0,10.0,-11.0,23.0,51.0,11.0,10.0,51.0,67.0,20.0,53.0,17.0,59.0,17.0,48.0,36.0,49.0,24.0,40.0,26.0,29.0,20.0,41.0,23.0,14.0,18.0,26.0,14.0,1.0,14.0,2.0,10.0,1.0,-6.0,11.0,6.0,10.0,-15.0,-20.0,6.0,-8.0,-39.0,6.0,-11.0,10.0,-49.0,1.0,-41.0,2560.81
98.0,32.0,6.0,-10.0,7.0,5.0,-4.0,-8.0,-8.0,10.0,-13.0,14.0,-14.0,12.0,-10.0,17.0,-14.0,21.0,-10.0,20.0,-11.0,17.0,-9.0,-7.0,-8.0,23.0,-5.0,-2.0,13.0,18.0,14.0,-1.0,7.0,10.0,8.0,11.0,-5.0,1.0,10.0,9.0,-14.0,6.0,-9.0,7.0,-16.0,4.0,-17.0,2.0,-17.0,0.0,-21.0,-4.0,-16.0,-2.0,-20.0,-29.0,-8.0,-27.0,-13.0,-24.0,-10.0,-25.0,-15.0,-25.0,-13.0,-20.0,-13.0,-18.0,-14.0,-19.0,-23.0,-15.0,-17.0,-19.0,-9.0,-16.0,-8.0,-13.0,-16.0,2560.87
-79.0,16.0,11.0,-11.0,-5.0,15.0,-2.0,-3.0,-13.0,-16.0,-19.0,-8.0,-10.0,-10.0,-18.0,0.0,-14.0,-3.0,-21.0,-8.0,-27.0,-3.0,-21.0,-24.0,-17.0,4.0,-21.0,-26.0,3.0,10.0,9.0,-13.0,-9.0,13.0,-12.0,9.0,-3.0,-9.0,7.0,-1.0,-12.0,-1.0,-13.0,-1.0,-10.0,-1.0,-20.0,-6.0,-16.0,-12.0,-13.0,-22.0,-18.0,-19.0,-15.0,-12.0,-18.0,-10.0,-26.0,-9.0,-19.0,-11.0,-34.0,-8.0,-29.0,-6.0,-28.0,-24.0,0.0,9.0,-35.0,-26.0,5.0,-18.0,6.0,-9.0,10.0,-20.0,-3.0,2560.89
-98.0,-32.0,9.0,-12.0,2.0,5.0,-6.0,-6.0,-1.0,23.0,2.0,23.0,1.0,13.0,3.0,15.0,3.0,19.0,13.0,17.0,10.0,24.0,12.0,14.0,26.0,15.0,17.0,15.0,6.0,1.0,-1.0,12.0,18.0,4.0,12.0,15.0,5.0,-4.0,9.0,9.0,-9.0,8.0,-2.0,11.0,-9.0,9.0,-13.0,6.0,-15.0,10.0,-30.0,2.0,-6.0,7.0,-16.0,-25.0,0.0,-21.0,2.0,-19.0,-2.0,-23.0,-8.0,-32.0,-12.0,-28.0,-11.0,-10.0,-23.0,-28.0,-8.0,-11.0,-25.0,-8.0,-20.0,-2.0,-17.0,-6.0,-15.0,2560.95
98.0,32.0,6.0,15.0,-13.0,-10.0,5.0,-4.0,-3.0,-15.0,-4.0,-15.0,-6.0,-21.0,-2.0,-20.0,-4.0,-26.0,-7.0,-28.0,-9.0,-24.0,-14.0,-11.0,-12.0,-27.0,-16.0,-19.0,-15.0,-17.0,-12.0,-16.0,-23.0,-6.0,-21.0,-9.0,-7.0,-10.0,-8.0,-11.0,-6.0,-12.0,-2.0,-23.0,-2.0,-18.0,3.0,-24.0,5.0,-21.0,5.0,-20.0,11.0,-19.0,12.0,21.0,-14.0,21.0,-17.0,25.0,-9.0,30.0,-12.0,29.0,-15.0,29.0,-5.0,-5.0,31.0,33.0,-3.0,-7.0,20.0,-1.0,23.0,0.0,25.0,-1.0,12.0,2560.99
-54.0,-96.0,12.0,-2.0,3.0,0.0,-9.0,-11.0,-12.0,7.0,-9.0,12.0,-15.0,9.0,-17.0,9.0,-18.0,13.0,-19.0,12.0,-19.0,21.0,-21.0,-18.0,-9.0,17.0,-7.0,-9.0,17.0,21.0,18.0,0.0,2.0,16.0,7.0,9.0,-4.0,-8.0,5.0,5.0,-11.0,0.0,-13.0,1.0,-15.0,-2.0,-15.0,-4.0,-18.0,-9.0,-18.0,-7.0,-16.0,-15.0,-22.0,-22.0,-18.0,-14.0,-18.0,-17.0,-22.0,-19.0,-24.0,-15.0,-29.0,-9.0,-27.0,-26.0,-11.0,0.0,-26.0,-28.0,-6.0,-21.0,-9.0,-20.0,-7.0,-19.0,-8.0,2561.01
115.0,48.0,7.0,11.0,-6.0,-17.0,4.0,4.0,-5.0,-21.0,5.0,-16.0,4.0,-21.0,-9.0,-24.0,1.0,-22.0,5.0,-26.0,-5.0,-22.0,-1.0,-10.0,-9.0,-19.0,-12.0,-14.0,-11.0,-14.0,-10.0,-14.0,-16.0,-4.0,-16.0,-14.0,-2.0,1.0,-12.0,-9.0,4.0,-18.0,10.0,-13.0,8.0,-9.0,15.0,-7.0,15.0,-6.0,26.0,-15.0,20.0,-6.0,21.0,22.0,-3.0,24.0,1.0,29.0,7.0,27.0,5.0,29.0,5.0,30.0,9.0,11.0,21.0,31.0,18.0,11.0,19.0,-4.0,23.0,16.0,20.0,3.0,16.0,2561.01
-126.0,32.0,8.0,-4.0,12.0,2.0,3.0,8.0,-3.0,9.0,5.0,25.0,17.0,15.0,15.0,18.0,12.0,14.0,15.0,23.0,20.0,18.0,16.0,20.0,15.0,13.0,17.0,19.0,11.0,7.0,5.0,14.0,15.0,-6.0,12.0,5.0,10.0,7.0,9.0,10.0,3.0,7.0,2.0,11.0,1.0,17.0,-8.0,18.0,-9.0,20.0,-11.0,12.0,-13.0,23.0,-12.0,-13.0,14.0,-23.0,14.0,-21.0,18.0,-25.0,20.0,-37.0,16.0,-21.0,4.0,12.0,-22.0,-28.0,0.0,8.0,-22.0,9.0,-25.0,-2.0,-19.0,4.0,-20.0,2561.04
98.0,32.0,6.0,0.0,-1.0,-6.0,-4.0,-12.0,-8.0,-1.0,-12.0,-8.0,-17.0,-1.0,-17.0,0.0,-21.0,3.0,-21.0,0.0,-23.0,4.0,-20.0,-21.0,-18.0,15.0,-18.0,-14.0,16.0,17.0,14.0,-4.0,-1.0,19.0,0.0,1.0,-15.0,-12.0,-15.0,-13.0,-5.0,-10.0,-10.0,-15.0,-11.0,-17.0,-11.0,-20.0,-9.0,-18.0,-10.0,-21.0,-3.0,-25.0,0.0,-1.0,-32.0,-3.0,-27.0,9.0,-30.0,12.0,-29.0,5.0,-26.0,15.0,-20.0,-26.0,10.0,14.0,-22.0,-28.0,18.0,-17.0,9.0,-19.0,5.0,-11.0,4.0,2561.07
105.0,-111.0,22.0,-2.0,-29.0,-29.0,-5.0,1.0,2.0,-31.0,4.0,-28.0,8.0,-28.0,9.0,-18.0,2.0,-26.0,13.0,-25.0,5.0,-17.0,9.0,-3.0,7.0,-14.0,0.0,13.0,0.0,-5.0,-3.0,2.0,3.0,13.0,5.0,26.0,-4.0,-6.0,29.0,24.0,-2.0,26.0,-9.0,30.0,-3.0,21.0,-5.0,27.0,-9.0,29.0,-5.0,11.0,6.0,26.0,-3.0,-4.0,23.0,1.0,13.0,-2.0,8.0,11.0,9.0,3.0,10.0,-7.0,17.0,-2.0,11.0,-5.0,-6.0,-5.0,-6.0,2.0,-2.0,-13.0,-4.0,-17.0,-14.0,2561.1
-67.0,-47.0,27.0,14.0,21.0,22.0,15.0,16.0,12.0,26.0,11.0,26.0,15.0,24.0,10.0,25.0,11.0,26.0,7.0,20.0,8.0,18.0,4.0,7.0,4.0,6.0,-1.0,1.0,3.0,-1.0,-4.0,-5.0,-7.0,-8.0,-7.0,-31.0,3.0,2.0,-32.0,-32.0,2.0,-31.0,-1.0,-31.0,-1.0,-30.0,-2.0,-31.0,-4.0,-28.0,-4.0,-25.0,-6.0,-24.0,-6.0,-3.0,-19.0,-6.0,-13.0,-3.0,-9.0,-2.0,-8.0,-2.0,-2.0,1.0,1.0,0.0,1.0,5.0,4.0,7.0,7.0,11.0,8.0,12.0,8.0,15.0,11.0,2561.11
124.0,-63.0,23.0,6.0,-6.0,2.0,6.0,4.0,16.0,-15.0,12.0,-10.0,14.0,-12.0,12.0,-17.0,17.0,-13.0,11.0,-16.0,16.0,-15.0,13.0,6.0,6.0,-18.0,6.0,9.0,-19.0,-17.0,-15.0,-2.0,-3.0,-16.0,-13.0,-12.0,2.0,6.0,-11.0,-5.0,11.0,-2.0,12.0,2.0,6.0,-4.0,12.0,-1.0,15.0,-6.0,18.0,9.0,19.0,9.0,16.0,16.0,8.0,19.0,11.0,20.0,19.0,14.0,18.0,19.0,19.0,11.0,18.0,17.0,11.0,11.0,20.0,22.0,8.0,9.0,11.0,10.0,5.0,16.0,4.0,2561.15
98.0,32.0,6.0,5.0,7.0,-4.0,6.0,13.0,11.0,-7.0,19.0,-9.0,21.0,-7.0,23.0,-7.0,26.0,-8.0,25.0,-6.0,27.0,-14.0,28.0,25.0,22.0,-20.0,24.0,19.0,-19.0,-19.0,-18.0,7.0,0.0,-12.0,-4.0,-3.0,12.0,6.0,-7.0,-1.0,7.0,-6.0,18.0,0.0,17.0,2.0,14.0,5.0,12.0,11.0,16.0,12.0,22.0,16.0,15.0,14.0,19.0,14.0,26.0,17.0,28.0,11.0,26.0,14.0,31.0,11.0,27.0,30.0,8.0,1.0,26.0,22.0,4.0,26.0,0.0,17.0,5.0,18.0,1.0,2561.18
98.0,32.0,6.0,-5.0,-3.0,6.0,-6.0,-18.0,-13.0,6.0,-18.0,19.0,-13.0,14.0,-12.0,18.0,-19.0,22.0,-15.0,26.0,-9.0,32.0,-8.0,-12.0,-10.0,24.0,-2.0,-2.0,19.0,24.0,12.0,6.0,15.0,12.0,16.0,11.0,-8.0,-8.0,5.0,4.0,-13.0,2.0,-12.0,5.0,-18.0,3.0,-24.0,0.0,-19.0,-7.0,-27.0,-7.0,-27.0,-8.0,-20.0,-23.0,-14.0,-12.0,-17.0,-28.0,-24.0,-22.0,-27.0,-23.0,-21.0,-20.0,-17.0,-26.0,-17.0,-29.0,-28.0,-21.0,-17.0,-17.0,-21.0,-17.0,-5.0,-22.0,-11.0,2561.19
98.0,32.0,6.0,8.0,-8.0,-9.0,2.0,4.0,-1.0,-15.0,-4.0,-24.0,-2.0,-14.0,-9.0,-22.0,-10.0,-18.0,4.0,-25.0,-18.0,-28.0,-11.0,-13.0,-20.0,-23.0,-13.0,-18.0,-13.0,-11.0,-9.0,-19.0,-17.0,-1.0,-18.0,-10.0,-8.0,-14.0,-11.0,-10.0,-3.0,-10.0,-7.0,-12.0,-1.0,-13.0,-3.0,-25.0,7.0,-23.0,13.0,-20.0,11.0,-19.0,12.0,10.0,-14.0,14.0,-14.0,18.0,-13.0,21.0,-8.0,20.0,-9.0,23.0,4.0,-8.0,21.0,34.0,-3.0,-9.0,27.0,-4.0,24.0,-4.0,14.0,-5.0,8.0,2561.19
125.0,-48.0,7.0,-2.0,9.0,7.0,5.0,8.0,9.0,4.0,12.0,17.0,14.0,7.0,18.0,11.0,22.0,12.0,24.0,14.0,27.0,6.0,26.0,31.0,27.0,-2.0,25.0,20.0,-4.0,-12.0,-13.0,16.0,10.0,-15.0,7.0,-1.0,14.0,10.0,0.0,9.0,12.0,5.0,10.0,7.0,13.0,14.0,10.0,13.0,11.0,20.0,7.0,23.0,1.0,25.0,7.0,8.0,30.0,-4.0,34.0,-5.0,29.0,-9.0,32.0,-8.0,30.0,-9.0,27.0,22.0,-12.0,-15.0,25.0,14.0,-18.0,14.0,-15.0,22.0,-15.0,14.0,-10.0,2561.2
-111.0,16.0,9.0,14.0,-20.0,-15.0,-4.0,-5.0,-1.0,-10.0,-12.0,-23.0,-3.0,-20.0,-14.0,-21.0,-9.0,-20.0,0.0,-31.0,-13.0,-29.0,-16.0,-6.0,-12.0,-26.0,-13.0,-16.0,-9.0,-11.0,-9.0,-15.0,-11.0,-7.0,-17.0,-9.0,-5.0,-9.0,-7.0,-9.0,-3.0,-6.0,-9.0,-12.0,4.0,-12.0,10.0,-22.0,2.0,-15.0,11.0,-23.0,12.0,-17.0,11.0,10.0,-19.0,13.0,-12.0,22.0,-12.0,25.0,-14.0,22.0,-8.0,28.0,-10.0,0.0,30.0,20.0,-1.0,0.0,20.0,-5.0,23.0,-13.0,29.0,3.0,14.0,2561.21
-51.0,-48.0,12.0,13.0,-9.0,-10.0,9.0,3.0,7.0,-23.0,-1.0,-23.0,6.0,-29.0,-4.0,-23.0,-2.0,-24.0,0.0,-30.0,-3.0,-31.0,-7.0,-12.0,-8.0,-27.0,-18.0,-19.0,-11.0,-18.0,-13.0,-19.0,-17.0,-10.0,-21.0,-16.0,-12.0,-8.0,-11.0,-9.0,-5.0,-9.0,-6.0,-16.0,0.0,-19.0,7.0,-21.0,11.0,-19.0,19.0,-22.0,12.0,-21.0,15.0,25.0,-18.0,20.0,-6.0,22.0,-14.0,26.0,-6.0,24.0,-11.0,27.0,-8.0,-6.0,32.0,36.0,-2.0,-1.0,23.0,3.0,31.0,-4.0,23.0,7.0,18.0,2561.21
120.0,-128.0,7.0,15.0,-9.0,-25.0,26.0,19.0,19.0,-19.0,36.0,-12.0,22.0,-12.0,16.0,-17.0,30.0,-9.0,23.0,-7.0,26.0,-3.0,22.0,21.0,16.0,-1.0,11.0,7.0,1.0,5.0,4.0,-1.0,-1.0,7.0,-6.0,-20.0,-26.0,-27.0,-20.0,-18.0,-30.0,-19.0,-31.0,-17.0,-34.0,-13.0,-31.0,-13.0,-33.0,-12.0,-31.0,-4.0,-27.0,-7.0,-23.0,-24.0,0.0,-23.0,0.0,-19.0,0.0,-16.0,-4.0,-3.0,1.0,-2.0,-3.0,-3.0,-1.0,3.0,1.0,0.0,11.0,-5.0,21.0,2.0,14.0,-10.0,17.0,2561.22
124.0,-63.0,23.0,41.0,50.0,68.0,47.0,32.0,22.0,73.0,49.0,41.0,24.0,49.0,34.0,69.0,46.0,53.0,24.0,60.0,10.0,48.0,18.0,9.0,1.0,18.0,-5.0,1.0,6.0,0.0,3.0,-12.0,-18.0,-2.0,-25.0,-53.0,48.0,51.0,-57.0,-61.0,48.0,-58.0,40.0,-58.0,41.0,-65.0,40.0,-63.0,34.0,-67.0,16.0,-57.0,17.0,-55.0,11.0,4.0,-43.0,6.0,-42.0,-3.0,-18.0,14.0,-16.0,-3.0,-13.0,-5.0,-17.0,-7.0,14.0,21.0,5.0,7.0,22.0,31.0,3.0,17.0,18.0,55.0,18.0,2561.22
-123.0,80.0,8.0,35.0,-66.0,-64.0,39.0,29.0,28.0,-67.0,28.0,-39.0,51.0,-49.0,32.0,-56.0,25.0,-44.0,42.0,-35.0,42.0,-30.0,18.0,31.0,32.0,-23.0,20.0,15.0,-10.0,5.0,20.0,4.0,4.0,19.0,2.0,-2.0,-68.0,-66.0,2.0,8.0,-69.0,15.0,-76.0,12.0,-71.0,12.0,-75.0,23.0,-73.0,23.0,-57.0,28.0,-60.0,30.0,-55.0,-53.0,20.0,-36.0,7.0,-40.0,16.0,-21.0,18.0,-13.0,12.0,-18.0,6.0,-26.0,3.0,2.0,-9.0,-43.0,3.0,-32.0,34.0,-21.0,14.0,-33.0,22.0,2561.23
113.0,16.0,7.0,-29.0,-84.0,-43.0,6.0,-21.0,4.0,-56.0,12.0,-72.0,8.0,-59.0,-13.0,-72.0,5.0,-49.0,-8.0,-46.0,2.0,-37.0,7.0,18.0,7.0,-23.0,10.0,9.0,-11.0,7.0,14.0,14.0,15.0,18.0,22.0,15.0,-63.0,-66.0,25.0,29.0,-67.0,31.0,-73.0,31.0,-59.0,36.0,-65.0,45.0,-61.0,40.0,-56.0,38.0,-52.0,42.0,-35.0,-34.0,35.0,-21.0,20.0,-25.0,14.0,-11.0,10.0,-4.0,-3.0,-17.0,3.0,-10.0,-16.0,-2.0,-29.0,-42.0,-15.0,-46.0,-2.0,-31.0,-24.0,-30.0,11.0,2561.23
98.0,32.0,6.0,10.0,1.0,-8.0,13.0,7.0,13.0,-10.0,15.0,-20.0,18.0,-14.0,8.0,-19.0,7.0,-19.0,7.0,-26.0,15.0,-24.0,13.0,16.0,9.0,-23.0,6.0,7.0,-28.0,-14.0,-21.0,-13.0,-9.0,-14.0,-11.0,-18.0,-2.0,-3.0,-11.0,-6.0,8.0,-13.0,12.0,-9.0,14.0,-3.0,16.0,-9.0,15.0,2.0,19.0,0.0,18.0,2.0,16.0,24.0,15.0,18.0,10.0,29.0,19.0,24.0,26.0,28.0,18.0,20.0,26.0,22.0,16.0,25.0,24.0,24.0,19.0,18.0,14.0,24.0,18.0,9.0,5.0,2561.24
98.0,32.0,6.0,-1.0,2.0,5.0,-12.0,-18.0,-14.0,-2.0,-14.0,8.0,-16.0,0.0,-21.0,5.0,-22.0,5.0,-24.0,5.0,-26.0,12.0,-34.0,-25.0,-26.0,9.0,-23.0,-20.0,10.0,20.0,20.0,-9.0,-10.0,19.0,2.0,4.0,-11.0,-9.0,-4.0,-4.0,-14.0,-5.0,-12.0,-7.0,-12.0,-9.0,-13.0,-10.0,-14.0,-19.0,-10.0,-19.0,-14.0,-21.0,-9.0,-11.0,-25.0,-9.0,-27.0,-4.0,-36.0,0.0,-35.0,-3.0,-30.0,4.0,-34.0,-34.0,2.0,6.0,-29.0,-28.0,7.0,-24.0,8.0,-21.0,14.0,-19.0,3.0,2561.28
-10.0,96.0,15.0,-10.0,10.0,10.0,5.0,9.0,8.0,18.0,14.0,13.0,15.0,15.0,14.0,17.0,19.0,20.0,23.0,24.0,20.0,16.0,19.0,22.0,21.0,11.0,25.0,16.0,4.0,-3.0,-2.0,21.0,22.0,-9.0,18.0,3.0,17.0,13.0,10.0,9.0,6.0,13.0,6.0,16.0,2.0,17.0,-5.0,17.0,0.0,24.0,-6.0,22.0,-13.0,25.0,-9.0,-14.0,19.0,-18.0,25.0,-21.0,20.0,-19.0,23.0,-23.0,16.0,-29.0,20.0,16.0,-24.0,-29.0,14.0,16.0,-25.0,3.0,-25.0,11.0,-23.0,4.0,-11.0,2561.29
-128.0,0.0,8.0,-2.0,-8.0,-4.0,-8.0,-7.0,-15.0,-4.0,-17.0,-4.0,-16.0,-4.0,-23.0,-7.0,-21.0,-1.0,-23.0,-6.0,-24.0,1.0,-34.0,-19.0,-29.0,5.0,-24.0,-25.0,7.0,10.0,10.0,-18.0,-10.0,15.0,-7.0,2.0,-9.0,-8.0,0.0,-2.0,-10.0,-7.0,-10.0,-10.0,-12.0,-9.0,-13.0,-11.0,-10.0,-22.0,-7.0,-18.0,-8.0,-26.0,-10.0,-9.0,-25.0,0.0,-25.0,4.0,-26.0,4.0,-24.0,3.0,-25.0,9.0,-32.0,-26.0,10.0,8.0,-24.0,-21.0,11.0,-18.0,9.0,-18.0,8.0,-23.0,8.0,2561.3
98.0,32.0,6.0,12.0,-6.0,-4.0,4.0,-3.0,-5.0,-12.0,-6.0,-16.0,-2.0,-18.0,-12.0,-16.0,-5.0,-21.0,-14.0,-22.0,-14.0,-18.0,-12.0,-17.0,-18.0,-10.0,-17.0,-14.0,-11.0,-6.0,-7.0,-15.0,-16.0,-1.0,-13.0,-9.0,-9.0,-6.0,-12.0,-7.0,-6.0,-14.0,1.0,-13.0,-2.0,-14.0,1.0,-19.0,6.0,-20.0,7.0,-24.0,14.0,-24.0,10.0,13.0,-13.0,23.0,-16.0,19.0,-17.0,23.0,-11.0,31.0,-10.0,31.0,-6.0,-8.0,25.0,24.0,-6.0,-1.0,23.0,-6.0,26.0,6.0,15.0,-12.0,12.0,2561.34
98.0,32.0,6.0,1.0,5.0,5.0,7.0,11.0,10.0,9.0,17.0,3.0,21.0,5.0,20.0,8.0,20.0,3.0,18.0,4.0,28.0,-2.0,23.0,25.0,30.0,1.0,21.0,21.0,-12.0,-8.0,-11.0,17.0,11.0,-15.0,3.0,-1.0,4.0,10.0,-3.0,-3.0,8.0,6.0,11.0,2.0,11.0,15.0,8.0,11.0,16.0,17.0,4.0,16.0,7.0,25.0,2.0,2.0,20.0,-2.0,28.0,-4.0,32.0,-4.0,28.0,-9.0,29.0,-6.0,28.0,24.0,-14.0,-16.0,23.0,22.0,-5.0,21.0,-21.0,26.0,-12.0,13.0,-11.0,2561.37
98.0,32.0,6.0,0.0,5.0,10.0,-8.0,-4.0,1.0,13.0,-8.0,14.0,-3.0,25.0,-3.0,16.0,-5.0,21.0,-1.0,20.0,-2.0,28.0,2.0,-1.0,6.0,16.0,5.0,15.0,11.0,13.0,15.0,18.0,15.0,4.0,17.0,6.0,-4.0,-6.0,10.0,11.0,-13.0,3.0,-15.0,2.0,-12.0,1.0,-21.0,-1.0,-20.0,-2.0,-21.0,7.0,-23.0,-8.0,-26.0,-25.0,-11.0,-27.0,-13.0,-25.0,-16.0,-21.0,-17.0,-26.0,-21.0,-28.0,-23.0,-21.0,-17.0,-20.0,-20.0,-20.0,-20.0,-22.0,-14.0,-18.0,-16.0,-18.0,-19.0,2561.39
98.0,32.0,6.0,-9.0,13.0,13.0,0.0,8.0,0.0,14.0,2.0,16.0,9.0,22.0,10.0,20.0,15.0,21.0,9.0,26.0,13.0,19.0,21.0,14.0,17.0,15.0,18.0,20.0,12.0,8.0,4.0,25.0,15.0,-4.0,17.0,7.0,9.0,7.0,10.0,14.0,-2.0,11.0,0.0,12.0,-4.0,10.0,-5.0,13.0,-10.0,14.0,-13.0,20.0,-15.0,18.0,-19.0,-24.0,15.0,-28.0,11.0,-27.0,7.0,-22.0,9.0,-29.0,7.0,-33.0,8.0,2.0,-31.0,-26.0,4.0,-4.0,-29.0,0.0,-25.0,-4.0,-25.0,2.0,-24.0,2561.4
124.0,-64.0,7.0,11.0,-10.0,-13.0,1.0,3.0,-4.0,-13.0,-4.0,-18.0,-7.0,-11.0,-8.0,-20.0,-16.0,-20.0,-11.0,-20.0,-15.0,-10.0,-17.0,-23.0,-20.0,-10.0,-21.0,-26.0,-9.0,3.0,6.0,-16.0,-13.0,7.0,-14.0,-15.0,1.0,5.0,-13.0,-5.0,13.0,-16.0,7.0,-9.0,8.0,-14.0,8.0,-4.0,15.0,-7.0,22.0,-10.0,13.0,-2.0,24.0,26.0,-1.0,22.0,4.0,25.0,-2.0,20.0,-4.0,29.0,2.0,27.0,6.0,7.0,26.0,24.0,7.0,8.0,22.0,4.0,21.0,0.0,23.0,5.0,10.0,2561.43
-51.0,-48.0,12.0,3.0,-10.0,-14.0,-1.0,-7.0,-15.0,-19.0,-5.0,-23.0,-11.0,-22.0,-14.0,-18.0,-19.0,-24.0,-8.0,-24.0,-19.0,-22.0,-18.0,-26.0,-21.0,-16.0,-23.0,-25.0,-8.0,-5.0,-2.0,-16.0,-29.0,7.0,-16.0,-10.0,-9.0,-5.0,-12.0,-14.0,-1.0,-19.0,-2.0,-18.0,-2.0,-21.0,2.0,-19.0,2.0,-26.0,11.0,-23.0,16.0,-25.0,17.0,20.0,-25.0,21.0,-27.0,33.0,-19.0,28.0,-20.0,28.0,-11.0,27.0,-16.0,-12.0,38.0,29.0,-4.0,-3.0,31.0,-2.0,30.0,-13.0,18.0,-9.0,19.0,2561.44
124.0,-64.0,7.0,6.0,-3.0,-5.0,-1.0,5.0,-4.0,-17.0,-4.0,-19.0,-3.0,-12.0,-4.0,-26.0,-9.0,-23.0,-12.0,-23.0,-16.0,-21.0,-11.0,-13.0,-16.0,-17.0,-10.0,-19.0,-10.0,-10.0,-5.0,-19.0,-19.0,-2.0,-17.0,-10.0,-7.0,-5.0,-9.0,-3.0,-2.0,-17.0,-2.0,-14.0,10.0,-12.0,7.0,-16.0,10.0,-12.0,12.0,-11.0,11.0,-12.0,20.0,19.0,-11.0,21.0,-13.0,24.0,-12.0,30.0,-8.0,25.0,-8.0,25.0,-3.0,-6.0,31.0,23.0,4.0,5.0,32.0,-4.0,20.0,3.0,27.0,-5.0,22.0,2561.46
124.0,-64.0,7.0,-11.0,-1.0,15.0,3.0,-2.0,2.0,5.0,9.0,7.0,15.0,8.0,4.0,15.0,12.0,21.0,17.0,12.0,11.0,11.0,20.0,17.0,17.0,11.0,15.0,18.0,1.0,6.0,0.0,17.0,8.0,-13.0,16.0,8.0,16.0,7.0,5.0,12.0,3.0,12.0,5.0,10.0,8.0,8.0,-1.0,13.0,-4.0,15.0,-8.0,13.0,-9.0,18.0,-16.0,-17.0,20.0,-20.0,12.0,-22.0,19.0,-23.0,13.0,-29.0,24.0,-33.0,11.0,17.0,-21.0,-26.0,2.0,11.0,-24.0,7.0,-22.0,3.0,-26.0,4.0,-15.0,2561.46
98.0,32.0,6.0,-9.0,7.0,8.0,2.0,-4.0,0.0,18.0,-1.0,15.0,1.0,20.0,-1.0,25.0,7.0,17.0,11.0,20.0,11.0,19.0,13.0,11.0,11.0,17.0,14.0,17.0,11.0,7.0,7.0,18.0,14.0,2.0,22.0,9.0,4.0,8.0,9.0,13.0,1.0,10.0,-2.0,12.0,0.0,11.0,-8.0,19.0,-7.0,14.0,-16.0,14.0,-18.0,13.0,-17.0,-21.0,11.0,-21.0,9.0,-26.0,5.0,-27.0,1.0,-23.0,2.0,-34.0,-3.0,-3.0,-25.0,-28.0,-7.0,2.0,-21.0,-3.0,-20.0,-1.0,-19.0,4.0,-17.0,2561.5
