subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_46,subcarrier_48,subcarrier_49,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_86,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_122,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-2.0,-32.0,15.0,36.0,-12.0,43.0,-4.0,41.0,8.0,11.0,36.0,-2.0,45.0,7.0,68.0,22.0,42.0,6.0,42.0,-1.0,27.0,40.0,1.0,44.0,17.0,41.0,3.0,26.0,13.0,34.0,22.0,11.0,21.0,18.0,13.0,11.0,22.0,28.0,1.0,9.0,6.0,25.0,13.0,1.0,14.0,3.0,1.0,-1.0,-6.0,-3.0,-8.0,-15.0,-31.0,1.0,-23.0,11.0,-25.0,5.0,-26.0,2.0,-26.0,11.0,11.0,-31.0,11.0,-26.0,-26.0,13.0,-15.0,17.0,-10.0,12.0,-14.0,14.0,13.0,-1.0,-4.0,13.0,7.0,14.0,22.0,9.0,21.0,21.0,25.0,17.0,5.0,3456.55
-34.0,-30.0,45.0,-25.0,22.0,-22.0,48.0,-35.0,30.0,12.0,-9.0,29.0,-26.0,48.0,-5.0,59.0,-24.0,29.0,-27.0,51.0,-47.0,-31.0,29.0,-22.0,12.0,-41.0,19.0,-25.0,11.0,-26.0,7.0,-23.0,9.0,-29.0,-8.0,-33.0,-10.0,1.0,-19.0,-22.0,-15.0,-16.0,-18.0,-24.0,-9.0,7.0,0.0,0.0,1.0,1.0,-2.0,-10.0,0.0,-26.0,-6.0,-33.0,-9.0,-27.0,-12.0,-32.0,-5.0,-23.0,-32.0,0.0,-25.0,-6.0,-20.0,-23.0,-20.0,-30.0,-5.0,-18.0,-2.0,-13.0,-36.0,-10.0,-22.0,-12.0,-6.0,-3.0,-9.0,-27.0,-14.0,-2.0,19.0,-13.0,15.0,3456.55
126.0,-31.0,23.0,-45.0,7.0,-26.0,8.0,-19.0,26.0,5.0,-21.0,13.0,-12.0,6.0,-44.0,18.0,-57.0,42.0,-33.0,0.0,-55.0,-25.0,21.0,-37.0,-12.0,-26.0,-10.0,-42.0,-10.0,-19.0,-12.0,-33.0,-1.0,-34.0,-22.0,-23.0,-18.0,-22.0,-17.0,-7.0,-10.0,-24.0,-12.0,-16.0,-15.0,-1.0,-5.0,2.0,3.0,-3.0,0.0,4.0,16.0,-20.0,19.0,-15.0,20.0,-19.0,11.0,-36.0,35.0,-21.0,-32.0,23.0,-24.0,15.0,12.0,-19.0,14.0,-18.0,11.0,-21.0,4.0,-28.0,15.0,-18.0,-6.0,-25.0,-16.0,-3.0,-20.0,-4.0,-11.0,-26.0,-15.0,-41.0,3.0,3456.56
86.0,96.0,5.0,-7.0,46.0,8.0,40.0,-10.0,47.0,12.0,8.0,50.0,3.0,46.0,38.0,60.0,6.0,44.0,-3.0,54.0,-24.0,8.0,30.0,-1.0,33.0,-6.0,30.0,-10.0,27.0,-5.0,26.0,-17.0,22.0,-16.0,22.0,-10.0,-22.0,21.0,-19.0,-16.0,-11.0,13.0,18.0,-13.0,19.0,-5.0,2.0,0.0,-1.0,-8.0,-1.0,-2.0,7.0,-27.0,10.0,-26.0,-5.0,-29.0,14.0,-29.0,3.0,-35.0,-35.0,-9.0,-32.0,-5.0,-4.0,-28.0,3.0,-18.0,-9.0,-20.0,-12.0,-25.0,6.0,-11.0,-11.0,-15.0,-16.0,-2.0,-42.0,23.0,-20.0,-19.0,7.0,-13.0,19.0,3456.56
-66.0,-32.0,11.0,5.0,5.0,9.0,5.0,5.0,16.0,17.0,6.0,10.0,9.0,8.0,8.0,11.0,11.0,10.0,10.0,15.0,4.0,3.0,11.0,3.0,15.0,-3.0,8.0,10.0,11.0,-3.0,12.0,0.0,5.0,4.0,10.0,-8.0,3.0,4.0,1.0,-1.0,-11.0,20.0,22.0,-11.0,10.0,-3.0,-9.0,-9.0,-7.0,-8.0,-4.0,-12.0,-17.0,-5.0,-24.0,-12.0,-13.0,5.0,-9.0,-5.0,-10.0,3.0,8.0,-14.0,10.0,-8.0,-10.0,4.0,-3.0,7.0,-4.0,7.0,5.0,14.0,7.0,15.0,5.0,17.0,2.0,9.0,8.0,14.0,4.0,9.0,3.0,-3.0,5.0,3456.57
-68.0,-64.0,11.0,-25.0,8.0,-37.0,10.0,-22.0,8.0,15.0,-32.0,17.0,-33.0,10.0,-32.0,11.0,-38.0,18.0,-25.0,2.0,-36.0,-34.0,2.0,-26.0,-6.0,-28.0,-6.0,-23.0,-3.0,-24.0,-11.0,-12.0,-4.0,-4.0,-5.0,-15.0,-10.0,-16.0,-5.0,4.0,-4.0,-3.0,-21.0,-9.0,1.0,-3.0,-7.0,-9.0,-2.0,-7.0,-2.0,-4.0,9.0,-12.0,-1.0,-25.0,12.0,-20.0,14.0,-25.0,6.0,-22.0,-23.0,2.0,-23.0,12.0,7.0,-16.0,9.0,-21.0,0.0,-19.0,5.0,-24.0,-2.0,-9.0,-8.0,-3.0,-1.0,-12.0,-25.0,-8.0,-6.0,-25.0,4.0,-30.0,2.0,3456.63
-89.0,113.0,26.0,-46.0,-45.0,-44.0,-40.0,-44.0,-61.0,-52.0,-37.0,-27.0,-50.0,-38.0,-47.0,-35.0,-35.0,-29.0,-50.0,-35.0,-26.0,-25.0,-21.0,-38.0,-28.0,-9.0,-38.0,-16.0,-20.0,-8.0,-31.0,-8.0,-27.0,-5.0,-27.0,-2.0,0.0,-18.0,3.0,3.0,-1.0,-23.0,-18.0,6.0,-19.0,-3.0,-5.0,9.0,6.0,7.0,6.0,16.0,12.0,18.0,13.0,25.0,19.0,31.0,21.0,27.0,15.0,36.0,27.0,26.0,23.0,23.0,22.0,6.0,33.0,20.0,32.0,14.0,26.0,7.0,15.0,11.0,6.0,-10.0,16.0,-18.0,24.0,-12.0,-6.0,-12.0,-30.0,-2.0,-35.0,3456.64
-34.0,-30.0,45.0,-56.0,-29.0,-60.0,3.0,-60.0,7.0,5.0,-73.0,3.0,-77.0,-16.0,-44.0,2.0,-27.0,-18.0,-44.0,-26.0,-48.0,-39.0,-7.0,-41.0,-13.0,-50.0,-15.0,-25.0,-12.0,-28.0,-23.0,-11.0,-10.0,-13.0,-12.0,-3.0,-6.0,-22.0,-3.0,0.0,-2.0,-15.0,-9.0,3.0,-15.0,-4.0,5.0,1.0,4.0,-5.0,10.0,12.0,23.0,-27.0,19.0,-19.0,26.0,-22.0,24.0,-29.0,16.0,-28.0,-24.0,27.0,-19.0,31.0,22.0,-25.0,21.0,-25.0,20.0,-29.0,14.0,-31.0,11.0,-16.0,-4.0,-25.0,-15.0,-26.0,2.0,-24.0,-16.0,-37.0,-20.0,-35.0,-17.0,3456.64
86.0,96.0,5.0,-14.0,-21.0,-12.0,-19.0,-9.0,-19.0,-28.0,-15.0,-24.0,-16.0,-28.0,-13.0,-33.0,-13.0,-25.0,-20.0,-20.0,-10.0,-12.0,-24.0,-9.0,-23.0,-5.0,-25.0,-3.0,-21.0,-2.0,-23.0,-3.0,-13.0,8.0,-14.0,8.0,7.0,-3.0,12.0,8.0,15.0,4.0,-2.0,15.0,1.0,1.0,-5.0,0.0,9.0,7.0,5.0,6.0,21.0,-7.0,21.0,-10.0,13.0,1.0,18.0,5.0,17.0,-7.0,2.0,31.0,-6.0,19.0,19.0,4.0,27.0,-5.0,12.0,-3.0,15.0,-10.0,13.0,-8.0,7.0,-17.0,5.0,-9.0,6.0,-18.0,-1.0,1.0,-16.0,-10.0,-17.0,3456.65
98.0,32.0,6.0,-8.0,-30.0,-14.0,-25.0,7.0,-36.0,-32.0,-3.0,-44.0,-7.0,-29.0,6.0,-34.0,-6.0,-30.0,3.0,-35.0,0.0,4.0,-28.0,3.0,-26.0,13.0,-19.0,4.0,-17.0,21.0,-6.0,11.0,-7.0,13.0,-7.0,13.0,4.0,0.0,5.0,10.0,1.0,16.0,11.0,16.0,11.0,-8.0,6.0,-2.0,1.0,-1.0,12.0,11.0,7.0,-8.0,14.0,-11.0,8.0,1.0,20.0,4.0,22.0,1.0,-11.0,24.0,-1.0,15.0,18.0,-1.0,13.0,6.0,24.0,-8.0,9.0,-2.0,16.0,2.0,21.0,-11.0,11.0,-16.0,10.0,-13.0,10.0,-2.0,-19.0,0.0,-12.0,3456.66
98.0,32.0,6.0,10.0,5.0,10.0,0.0,11.0,2.0,7.0,13.0,4.0,12.0,-2.0,8.0,1.0,13.0,2.0,10.0,6.0,8.0,15.0,1.0,9.0,5.0,6.0,5.0,0.0,10.0,14.0,10.0,5.0,11.0,2.0,7.0,1.0,7.0,20.0,-6.0,-1.0,0.0,15.0,14.0,-3.0,10.0,-9.0,4.0,-7.0,-9.0,6.0,-8.0,-5.0,-7.0,15.0,0.0,12.0,5.0,13.0,-4.0,9.0,-5.0,17.0,6.0,7.0,7.0,-1.0,7.0,7.0,12.0,8.0,6.0,11.0,12.0,3.0,12.0,5.0,9.0,11.0,11.0,2.0,16.0,5.0,9.0,7.0,7.0,12.0,-3.0,3456.66
-34.0,-30.0,45.0,-19.0,4.0,-24.0,10.0,-22.0,12.0,13.0,-28.0,16.0,-24.0,13.0,-32.0,13.0,-30.0,14.0,-29.0,14.0,-25.0,-30.0,9.0,-29.0,10.0,-25.0,4.0,-21.0,3.0,-17.0,-1.0,-19.0,-3.0,-16.0,-4.0,-13.0,-14.0,-11.0,-7.0,-11.0,-11.0,-4.0,-5.0,-8.0,-5.0,1.0,-3.0,1.0,4.0,-5.0,2.0,11.0,10.0,-18.0,9.0,-14.0,11.0,-14.0,11.0,-16.0,14.0,-17.0,-16.0,11.0,-21.0,11.0,9.0,-20.0,10.0,-17.0,6.0,-22.0,9.0,-16.0,4.0,-20.0,0.0,-14.0,-6.0,-11.0,-5.0,-12.0,-8.0,-10.0,-7.0,-12.0,-7.0,3456.76
-98.0,-32.0,9.0,-24.0,11.0,-21.0,3.0,-28.0,8.0,19.0,-28.0,9.0,-35.0,20.0,-31.0,6.0,-28.0,11.0,-27.0,12.0,-29.0,-33.0,12.0,-26.0,14.0,-23.0,11.0,-21.0,3.0,-23.0,0.0,-14.0,1.0,-24.0,2.0,-17.0,-11.0,-9.0,-13.0,-15.0,-9.0,-13.0,-10.0,-4.0,4.0,-1.0,-3.0,7.0,-2.0,-4.0,15.0,11.0,18.0,5.0,22.0,0.0,26.0,-2.0,26.0,-6.0,18.0,3.0,-2.0,21.0,-10.0,28.0,15.0,-11.0,25.0,-17.0,10.0,-5.0,6.0,-5.0,7.0,-8.0,-7.0,-14.0,11.0,-9.0,-12.0,-9.0,0.0,-4.0,-1.0,-12.0,-15.0,3456.76
124.0,-64.0,7.0,-11.0,21.0,-16.0,25.0,-12.0,23.0,26.0,-20.0,28.0,-21.0,26.0,-23.0,31.0,-14.0,34.0,-23.0,24.0,-21.0,-24.0,19.0,-21.0,14.0,-23.0,9.0,-13.0,12.0,-29.0,7.0,-9.0,4.0,-8.0,-6.0,-6.0,-5.0,-9.0,-16.0,-25.0,-11.0,-4.0,-10.0,-18.0,-7.0,-9.0,-2.0,-8.0,-11.0,-4.0,-6.0,-3.0,-5.0,-11.0,-19.0,-17.0,-5.0,-15.0,5.0,-31.0,-11.0,-18.0,-31.0,-6.0,-30.0,-3.0,-18.0,-19.0,-17.0,-24.0,1.0,-19.0,-16.0,-26.0,-10.0,4.0,-8.0,-2.0,-15.0,-7.0,-21.0,-12.0,-8.0,-12.0,-4.0,-7.0,-1.0,3456.77
124.0,-63.0,23.0,9.0,22.0,3.0,21.0,-2.0,27.0,31.0,-5.0,32.0,4.0,35.0,5.0,30.0,2.0,37.0,4.0,27.0,-4.0,5.0,23.0,-6.0,21.0,-3.0,25.0,1.0,21.0,-8.0,20.0,-7.0,9.0,-12.0,15.0,-11.0,0.0,0.0,-11.0,-9.0,-10.0,10.0,8.0,-11.0,4.0,-2.0,10.0,-8.0,-3.0,-4.0,1.0,-10.0,-12.0,-7.0,-9.0,-9.0,-16.0,-21.0,-13.0,-10.0,-14.0,-15.0,-15.0,-15.0,-13.0,-22.0,-23.0,-13.0,-20.0,-13.0,-14.0,-9.0,-19.0,-10.0,-22.0,-1.0,-17.0,-9.0,-13.0,8.0,-18.0,-7.0,-7.0,-10.0,11.0,-5.0,14.0,3456.77
100.0,64.0,6.0,-7.0,-14.0,-16.0,-20.0,-16.0,-22.0,-17.0,-28.0,-30.0,-16.0,-27.0,-21.0,-34.0,-21.0,-24.0,-18.0,-30.0,-24.0,-12.0,-32.0,-15.0,-28.0,-18.0,-28.0,-13.0,-30.0,0.0,-28.0,2.0,-7.0,-7.0,-21.0,-12.0,-7.0,-19.0,1.0,-4.0,0.0,-7.0,-1.0,4.0,-15.0,-2.0,-1.0,4.0,6.0,4.0,0.0,2.0,10.0,5.0,15.0,24.0,12.0,9.0,16.0,28.0,14.0,17.0,19.0,16.0,17.0,13.0,23.0,20.0,31.0,5.0,13.0,12.0,13.0,12.0,15.0,6.0,9.0,3.0,14.0,-1.0,14.0,-11.0,-1.0,7.0,-3.0,12.0,-17.0,3456.78
-128.0,0.0,8.0,15.0,-21.0,16.0,-29.0,19.0,-32.0,-26.0,6.0,-39.0,10.0,-29.0,15.0,-32.0,18.0,-28.0,12.0,-41.0,17.0,21.0,-34.0,13.0,-21.0,11.0,-31.0,9.0,-22.0,21.0,-23.0,25.0,-18.0,9.0,-20.0,14.0,15.0,-7.0,19.0,3.0,7.0,-1.0,4.0,0.0,-16.0,-8.0,1.0,-6.0,-3.0,2.0,-3.0,-16.0,-15.0,14.0,-14.0,14.0,-13.0,18.0,-9.0,29.0,-12.0,21.0,15.0,-5.0,17.0,2.0,1.0,28.0,-5.0,29.0,-19.0,25.0,-13.0,21.0,4.0,17.0,12.0,7.0,-4.0,17.0,15.0,1.0,10.0,8.0,3.0,19.0,-5.0,3456.79
-126.0,32.0,8.0,21.0,-5.0,25.0,-3.0,26.0,-4.0,-3.0,29.0,-8.0,28.0,-9.0,27.0,-16.0,28.0,-13.0,29.0,-1.0,35.0,21.0,-6.0,28.0,-4.0,19.0,0.0,19.0,4.0,18.0,-2.0,10.0,1.0,18.0,3.0,12.0,3.0,11.0,5.0,12.0,-1.0,17.0,13.0,-4.0,1.0,2.0,7.0,-5.0,-13.0,4.0,-10.0,-10.0,-13.0,13.0,-24.0,5.0,-17.0,18.0,-17.0,5.0,-19.0,12.0,8.0,-21.0,13.0,-11.0,-18.0,8.0,-16.0,20.0,-11.0,15.0,-3.0,20.0,-18.0,9.0,-13.0,19.0,1.0,10.0,-8.0,12.0,2.0,2.0,2.0,11.0,-2.0,3456.79
-108.0,64.0,9.0,-10.0,-31.0,4.0,-27.0,-2.0,-22.0,-25.0,-9.0,-28.0,-4.0,-28.0,1.0,-34.0,-6.0,-42.0,1.0,-32.0,-6.0,-5.0,-27.0,4.0,-22.0,-2.0,-28.0,0.0,-18.0,3.0,-23.0,14.0,-11.0,5.0,-14.0,14.0,19.0,-11.0,13.0,19.0,15.0,-10.0,-6.0,1.0,-3.0,4.0,2.0,-3.0,-1.0,-1.0,2.0,11.0,8.0,14.0,6.0,14.0,8.0,19.0,17.0,17.0,8.0,17.0,25.0,15.0,23.0,9.0,21.0,18.0,13.0,20.0,21.0,9.0,10.0,10.0,17.0,11.0,8.0,15.0,12.0,-8.0,3.0,4.0,15.0,2.0,-9.0,4.0,-17.0,3456.8
94.0,-32.0,5.0,11.0,17.0,16.0,10.0,21.0,29.0,23.0,20.0,19.0,20.0,22.0,19.0,34.0,21.0,32.0,29.0,30.0,25.0,29.0,34.0,15.0,28.0,16.0,27.0,16.0,14.0,16.0,22.0,3.0,19.0,3.0,16.0,-11.0,-3.0,23.0,-4.0,3.0,4.0,13.0,2.0,1.0,0.0,-2.0,7.0,-7.0,-7.0,-4.0,-2.0,-13.0,-27.0,-2.0,-27.0,-5.0,-20.0,-25.0,-29.0,-1.0,-19.0,5.0,-12.0,-23.0,-12.0,-27.0,-31.0,-8.0,-32.0,-6.0,-26.0,0.0,-15.0,2.0,-20.0,12.0,-14.0,3.0,-16.0,5.0,-15.0,7.0,-4.0,-7.0,10.0,-2.0,9.0,3456.8
-128.0,0.0,8.0,-21.0,3.0,-19.0,9.0,-22.0,21.0,18.0,-16.0,17.0,-21.0,15.0,-27.0,19.0,-18.0,9.0,-27.0,19.0,-23.0,-25.0,12.0,-23.0,11.0,-17.0,11.0,-21.0,12.0,-17.0,2.0,-15.0,-3.0,-22.0,-5.0,-11.0,-4.0,-8.0,-11.0,-9.0,-20.0,-6.0,5.0,-2.0,0.0,-7.0,2.0,-5.0,0.0,-12.0,3.0,11.0,7.0,-16.0,7.0,-13.0,11.0,-20.0,8.0,-18.0,9.0,-25.0,-23.0,8.0,-15.0,1.0,8.0,-20.0,11.0,-15.0,-2.0,-16.0,0.0,-20.0,-1.0,-21.0,-3.0,-18.0,-2.0,-15.0,-11.0,-4.0,-7.0,-11.0,-4.0,-5.0,-1.0,3456.81
-128.0,0.0,8.0,-1.0,6.0,-10.0,28.0,1.0,16.0,19.0,-17.0,22.0,-18.0,32.0,-12.0,29.0,-14.0,28.0,-15.0,31.0,-8.0,-18.0,36.0,-16.0,22.0,-18.0,17.0,-13.0,13.0,-16.0,18.0,-15.0,11.0,-12.0,16.0,-13.0,-9.0,6.0,-11.0,-13.0,-7.0,6.0,8.0,-8.0,2.0,0.0,0.0,1.0,5.0,-4.0,3.0,8.0,8.0,-15.0,8.0,-15.0,13.0,-17.0,12.0,-17.0,11.0,-19.0,-25.0,9.0,-16.0,8.0,5.0,-19.0,5.0,-21.0,11.0,-15.0,2.0,-18.0,1.0,-19.0,1.0,-14.0,-4.0,-4.0,-4.0,-2.0,-14.0,2.0,4.0,-11.0,-1.0,3456.84
86.0,96.0,5.0,3.0,-25.0,-31.0,-21.0,-26.0,-23.0,-42.0,-40.0,-56.0,-48.0,-38.0,-24.0,-40.0,-41.0,-47.0,-19.0,-42.0,-15.0,-20.0,-55.0,-21.0,-31.0,5.0,-46.0,-9.0,-35.0,0.0,-38.0,7.0,-37.0,0.0,-29.0,2.0,5.0,-22.0,10.0,12.0,2.0,-18.0,-20.0,8.0,-17.0,-7.0,1.0,6.0,4.0,-2.0,11.0,25.0,28.0,2.0,29.0,3.0,33.0,-3.0,38.0,4.0,35.0,4.0,-4.0,43.0,3.0,34.0,33.0,0.0,32.0,3.0,26.0,-7.0,35.0,7.0,36.0,8.0,17.0,-15.0,11.0,0.0,25.0,4.0,5.0,12.0,-1.0,-5.0,-32.0,3456.84
80.0,0.0,5.0,-18.0,33.0,-53.0,27.0,-34.0,-7.0,31.0,-36.0,8.0,-33.0,32.0,-60.0,45.0,-70.0,17.0,-52.0,5.0,-56.0,-27.0,19.0,-51.0,13.0,-44.0,29.0,-34.0,13.0,-27.0,13.0,-42.0,10.0,-22.0,17.0,-23.0,-21.0,2.0,-26.0,-30.0,-19.0,-1.0,4.0,-10.0,10.0,-2.0,-7.0,3.0,8.0,-5.0,11.0,14.0,23.0,5.0,24.0,8.0,38.0,3.0,31.0,-5.0,28.0,7.0,4.0,42.0,9.0,43.0,58.0,-11.0,36.0,-17.0,26.0,-11.0,25.0,-21.0,13.0,-5.0,15.0,-24.0,21.0,-20.0,4.0,-9.0,-8.0,-13.0,-12.0,-12.0,-19.0,3456.85
94.0,-32.0,5.0,-16.0,18.0,-20.0,51.0,-34.0,28.0,28.0,-34.0,15.0,-17.0,29.0,-27.0,41.0,-48.0,30.0,-43.0,26.0,-32.0,-23.0,43.0,-42.0,33.0,-31.0,46.0,-27.0,37.0,-18.0,23.0,-27.0,28.0,-23.0,11.0,-15.0,-16.0,14.0,-24.0,-20.0,-19.0,10.0,9.0,-16.0,12.0,1.0,0.0,4.0,9.0,5.0,14.0,15.0,23.0,-11.0,30.0,-16.0,33.0,-15.0,33.0,-10.0,36.0,-17.0,-23.0,39.0,-15.0,32.0,25.0,-22.0,27.0,-21.0,25.0,-3.0,23.0,-14.0,21.0,-17.0,-1.0,-12.0,-20.0,-34.0,-4.0,-2.0,6.0,-19.0,0.0,-21.0,-1.0,3456.85
94.0,-32.0,5.0,-22.0,-61.0,-16.0,-28.0,-46.0,-41.0,-42.0,-48.0,-50.0,-9.0,-54.0,-25.0,-27.0,-39.0,-40.0,-38.0,-55.0,-34.0,4.0,-55.0,-20.0,-55.0,-23.0,-32.0,-15.0,-34.0,3.0,-37.0,-8.0,-31.0,-2.0,-28.0,1.0,-4.0,-20.0,11.0,2.0,7.0,-16.0,-14.0,-1.0,-16.0,2.0,-2.0,4.0,4.0,9.0,12.0,11.0,17.0,25.0,21.0,22.0,16.0,18.0,24.0,24.0,22.0,23.0,30.0,29.0,45.0,18.0,38.0,19.0,30.0,20.0,30.0,13.0,31.0,9.0,20.0,-3.0,28.0,5.0,11.0,10.0,34.0,-11.0,17.0,15.0,-9.0,-19.0,-8.0,3456.86
-128.0,0.0,8.0,17.0,-26.0,12.0,-62.0,26.0,-38.0,-44.0,21.0,-34.0,25.0,-34.0,20.0,-42.0,31.0,-41.0,22.0,-54.0,26.0,14.0,-36.0,31.0,-41.0,24.0,-31.0,18.0,-8.0,26.0,-27.0,23.0,-23.0,38.0,-23.0,22.0,12.0,-13.0,14.0,15.0,18.0,-13.0,-9.0,14.0,-10.0,3.0,4.0,-1.0,-6.0,6.0,-14.0,-21.0,-20.0,17.0,-24.0,15.0,-27.0,24.0,-32.0,18.0,-39.0,13.0,23.0,-27.0,25.0,-34.0,-26.0,33.0,-19.0,34.0,-20.0,28.0,-15.0,27.0,-10.0,19.0,-2.0,26.0,2.0,14.0,3.0,18.0,-2.0,1.0,-4.0,4.0,-3.0,3456.86
108.0,-64.0,6.0,-17.0,27.0,11.0,28.0,4.0,66.0,32.0,-32.0,30.0,-16.0,46.0,7.0,67.0,-19.0,50.0,-40.0,48.0,-31.0,-16.0,46.0,-40.0,33.0,-46.0,32.0,-28.0,22.0,-28.0,29.0,-27.0,19.0,-29.0,7.0,-19.0,-31.0,8.0,-28.0,-21.0,-13.0,1.0,0.0,-19.0,6.0,3.0,1.0,-2.0,-4.0,-1.0,-7.0,-7.0,-15.0,-20.0,-10.0,-27.0,-17.0,-20.0,-13.0,-23.0,-15.0,-32.0,-30.0,-18.0,-36.0,-23.0,-18.0,-32.0,-17.0,-33.0,-11.0,-19.0,-11.0,-17.0,4.0,-25.0,-27.0,-26.0,-22.0,-1.0,4.0,6.0,-5.0,-30.0,23.0,8.0,19.0,3456.87
94.0,-32.0,5.0,6.0,41.0,-1.0,3.0,-18.0,46.0,32.0,-40.0,53.0,-19.0,50.0,-13.0,35.0,-44.0,44.0,-32.0,48.0,-35.0,-47.0,28.0,-58.0,19.0,-46.0,25.0,-22.0,19.0,-32.0,12.0,-34.0,-5.0,-24.0,-7.0,-20.0,-27.0,-9.0,-25.0,-21.0,-9.0,-11.0,-12.0,-12.0,-8.0,0.0,-2.0,-4.0,-8.0,-5.0,-13.0,-23.0,-28.0,-8.0,-29.0,-8.0,-28.0,-19.0,-35.0,-30.0,-26.0,-24.0,-27.0,-34.0,-26.0,-25.0,-28.0,-36.0,-22.0,-23.0,-29.0,-32.0,-24.0,-24.0,-29.0,-25.0,-15.0,-2.0,13.0,-8.0,-12.0,-13.0,-18.0,-18.0,18.0,-19.0,23.0,3456.88
94.0,-32.0,5.0,-25.0,20.0,-34.0,24.0,-45.0,19.0,25.0,-53.0,16.0,-43.0,27.0,-49.0,29.0,-39.0,20.0,-47.0,25.0,-44.0,-47.0,18.0,-49.0,21.0,-40.0,3.0,-52.0,8.0,-33.0,-2.0,-35.0,1.0,-21.0,7.0,-24.0,-26.0,-6.0,-20.0,-27.0,-7.0,-6.0,-6.0,-15.0,5.0,-2.0,3.0,-4.0,3.0,-5.0,14.0,22.0,32.0,-5.0,28.0,-6.0,33.0,-11.0,25.0,-20.0,31.0,-13.0,-26.0,36.0,-23.0,37.0,26.0,-43.0,38.0,-17.0,28.0,-19.0,20.0,-13.0,24.0,-24.0,16.0,-12.0,11.0,-19.0,-6.0,-9.0,-4.0,-15.0,1.0,-21.0,-11.0,3456.88
-128.0,0.0,8.0,-13.0,-16.0,-17.0,-18.0,-31.0,-27.0,-27.0,-25.0,-26.0,-19.0,-34.0,-30.0,-33.0,-8.0,-33.0,-34.0,-32.0,-32.0,-28.0,-29.0,-25.0,-31.0,-14.0,-34.0,-20.0,-27.0,-4.0,-32.0,-10.0,-18.0,6.0,-18.0,-8.0,7.0,-28.0,2.0,6.0,1.0,-17.0,-21.0,1.0,-13.0,-3.0,-3.0,11.0,1.0,8.0,1.0,8.0,11.0,9.0,13.0,25.0,12.0,15.0,18.0,26.0,19.0,32.0,26.0,27.0,31.0,14.0,19.0,19.0,21.0,14.0,14.0,6.0,18.0,5.0,15.0,5.0,19.0,-6.0,1.0,0.0,10.0,-16.0,15.0,2.0,-8.0,2.0,-13.0,3456.89
-128.0,0.0,8.0,-6.0,-20.0,-8.0,-18.0,-19.0,-19.0,-25.0,-19.0,-27.0,-13.0,-31.0,-24.0,-15.0,-27.0,-32.0,-16.0,-34.0,-23.0,-19.0,-25.0,-29.0,-16.0,-10.0,-31.0,-14.0,-21.0,-5.0,-23.0,-1.0,-28.0,-4.0,-15.0,-7.0,2.0,-17.0,-2.0,-9.0,-5.0,-10.0,-20.0,6.0,-8.0,3.0,-2.0,2.0,-9.0,4.0,0.0,-5.0,-8.0,0.0,-9.0,11.0,-3.0,16.0,2.0,20.0,-6.0,19.0,23.0,-1.0,22.0,-5.0,9.0,20.0,10.0,17.0,6.0,18.0,8.0,16.0,0.0,7.0,11.0,16.0,7.0,21.0,4.0,0.0,-2.0,2.0,-4.0,7.0,-1.0,3456.94
94.0,-32.0,5.0,14.0,-17.0,15.0,-22.0,16.0,-23.0,-31.0,19.0,-30.0,14.0,-30.0,15.0,-31.0,15.0,-28.0,15.0,-25.0,12.0,9.0,-26.0,12.0,-24.0,18.0,-21.0,14.0,-17.0,11.0,-20.0,17.0,-17.0,14.0,-15.0,15.0,18.0,-7.0,14.0,11.0,9.0,-7.0,-7.0,5.0,-12.0,1.0,4.0,-2.0,-4.0,4.0,-6.0,-13.0,-19.0,8.0,-24.0,4.0,-24.0,5.0,-25.0,5.0,-25.0,7.0,10.0,-27.0,9.0,-28.0,-22.0,15.0,-21.0,13.0,-20.0,7.0,-16.0,7.0,-12.0,6.0,-6.0,8.0,-9.0,5.0,0.0,7.0,7.0,6.0,-2.0,4.0,-10.0,3457.04
