Subcarrier,Lag,Cross-Correlation
1,-75,1.667479331736648e-05
1,-74,-0.00029998418324141964
1,-73,-0.0013229710135344932
1,-72,0.00030347429314119147
1,-71,0.002441457462763797
1,-70,0.008177021857900734
1,-69,-0.0014919100066998002
1,-68,0.0032828554352072915
1,-67,-0.010505916533134013
1,-66,0.004511263040146954
1,-65,-0.0037562211385256173
1,-64,0.027133974953070163
1,-63,0.008716183196613238
1,-62,0.0006397641430137791
1,-61,-0.0010276210369284508
1,-60,-0.0005060919771336733
1,-59,-0.01006318038212187
1,-58,0.017968025143168552
1,-57,0.01646948713957174
1,-56,0.011335496453380127
1,-55,-0.0029466450176923696
1,-54,-0.013209796447588476
1,-53,0.0027910213430936207
1,-52,0.005949045149049133
1,-51,0.019965362965021466
1,-50,0.007532430709213357
1,-49,0.004953264037255377
1,-48,-0.004957860720484551
1,-47,-0.009679910556914076
1,-46,-0.011800946787350285
1,-45,0.00026041422078047066
1,-44,0.025846398416684912
1,-43,0.009173569103727615
1,-42,0.006456967252104652
1,-41,-0.015521727047875732
1,-40,-0.006230550917255842
1,-39,-0.005282353039528148
1,-38,0.02605966389658881
1,-37,0.006814502422416521
1,-36,0.014923096796643498
1,-35,-0.009992005656215455
1,-34,0.01535166457589139
1,-33,-0.014249710967402593
1,-32,0.004675039126347851
1,-31,-0.07493762948543707
1,-30,0.01173985472914969
1,-29,-0.005682365210982395
1,-28,-0.004367899190273973
1,-27,0.006597279115632381
1,-26,0.016789092931823204
1,-25,-0.04179753196988612
1,-24,-0.0635408689147506
1,-23,-0.0928237674203254
1,-22,-0.11077558551726065
1,-21,0.015130988312899501
1,-20,0.038799520887761146
1,-19,0.016833383248867143
1,-18,0.04201502258151925
1,-17,0.0759493902089691
1,-16,-0.04133506463887138
1,-15,-0.09369495205744276
1,-14,-0.13506411725620107
1,-13,-0.08221760260424898
1,-12,0.045396943252991484
1,-11,-0.00164868229467194
1,-10,0.014976672620332617
1,-9,-0.04588025325041118
1,-8,0.019412896186150823
1,-7,-0.07524494887474033
1,-6,-0.03260507829227116
1,-5,-0.018570883202149023
1,-4,-0.06355765848737929
1,-3,0.06356618261255131
1,-2,0.0007096170845634269
1,-1,0.0335543200310021
1,0,0.08066285844341806
1,1,0.2786580219227013
1,2,0.06692783387928011
1,3,0.050430482235252934
1,4,-0.143851228254208
1,5,-0.00029020519217136034
1,6,-0.07279667993288044
1,7,0.06552634682761029
1,8,0.07491273631700096
1,9,0.05687585695745412
1,10,0.1285562343672986
1,11,0.013091781822894572
1,12,0.07457064704870082
1,13,-0.1942110104745532
1,14,0.13828203062504937
1,15,-0.016690883678195788
1,16,0.04985689033059372
1,17,-0.05909360582858322
1,18,0.029145900824069097
1,19,-0.009253496355251987
1,20,0.009865832345291401
1,21,0.2274041286979212
1,22,-0.16467157659519782
1,23,0.14793063414290525
1,24,-0.1674928057942113
1,25,0.026706303358895775
1,26,-0.09197090144629518
1,27,0.20262946679378147
1,28,-0.008386421909126323
1,29,-0.12256408082222715
1,30,0.07084166146805483
1,31,-0.06706253158603348
1,32,0.14311351472336123
1,33,-0.14969077412014317
1,34,-0.02613648694275715
1,35,-0.1361854271817482
1,36,0.20686380951898864
1,37,0.0608904567355174
1,38,-0.19185624692948303
1,39,0.17271336405228227
1,40,-0.26616391599990996
1,41,0.05219284972805403
1,42,-0.1841286757989335
1,43,0.09433100125123015
1,44,-0.20985539321341304
1,45,0.15047839743261301
1,46,0.04237033034207974
1,47,-0.15382434031361653
1,48,0.12247433360089273
1,49,-0.03288264442465163
1,50,0.14607973580745143
1,51,-0.08297192199669877
1,52,-0.07115908168102925
1,53,-0.02465670965457124
1,54,0.13606314150927756
1,55,0.14547115579948208
1,56,-0.16626314604821027
1,57,-0.07213237945309704
1,58,-0.07807467115172358
1,59,0.09196746252736077
1,60,0.011502545132025812
1,61,0.024568249272236477
1,62,-0.07340604491639711
1,63,0.007007230587730883
1,64,0.09610835900439683
1,65,0.015409111799998983
1,66,0.08378660927502088
1,67,-0.1514296941233358
1,68,-0.0002719242834771857
1,69,-0.00795721465760721
1,70,0.006087299176406055
1,71,-0.010580032587051735
1,72,0.0117041514674746
1,73,0.005868481305551333
1,74,0.007648067681494502
1,75,0.033757857574292525
2,-75,0.0
2,-74,0.0
2,-73,0.0
2,-72,0.0
2,-71,0.0
2,-70,0.0
2,-69,0.0
2,-68,0.0
2,-67,0.0
2,-66,0.0
2,-65,0.0
2,-64,0.0
2,-63,0.0
2,-62,0.0
2,-61,0.0
2,-60,0.0
2,-59,0.0
2,-58,0.0
2,-57,0.0
2,-56,0.0
2,-55,0.0
2,-54,0.0
2,-53,0.0
2,-52,0.0
2,-51,0.0
2,-50,0.0
2,-49,0.0
2,-48,0.0
2,-47,0.0
2,-46,0.0
2,-45,0.0
2,-44,0.0
2,-43,0.0
2,-42,0.0
2,-41,0.0
2,-40,0.0
2,-39,0.0
2,-38,0.0
2,-37,0.0
2,-36,0.0
2,-35,0.0
2,-34,0.0
2,-33,0.0
2,-32,0.0
2,-31,0.0
2,-30,0.0
2,-29,0.0
2,-28,0.0
2,-27,0.0
2,-26,0.0
2,-25,0.0
2,-24,0.0
2,-23,0.0
2,-22,0.0
2,-21,0.0
2,-20,0.0
2,-19,0.0
2,-18,0.0
2,-17,0.0
2,-16,0.0
2,-15,0.0
2,-14,0.0
2,-13,0.0
2,-12,0.0
2,-11,0.0
2,-10,0.0
2,-9,0.0
2,-8,0.0
2,-7,0.0
2,-6,0.0
2,-5,0.0
2,-4,0.0
2,-3,0.0
2,-2,0.0
2,-1,0.0
2,0,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.0
2,30,0.0
2,31,0.0
2,32,0.0
2,33,0.0
2,34,0.0
2,35,0.0
2,36,0.0
2,37,0.0
2,38,0.0
2,39,0.0
2,40,0.0
2,41,0.0
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0
2,46,0.0
2,47,0.0
2,48,0.0
2,49,0.0
2,50,0.0
2,51,0.0
2,52,0.0
2,53,0.0
2,54,0.0
2,55,0.0
2,56,0.0
2,57,0.0
2,58,0.0
2,59,0.0
2,60,0.0
2,61,0.0
2,62,0.0
2,63,0.0
2,64,0.0
2,65,0.0
2,66,0.0
2,67,0.0
2,68,0.0
2,69,0.0
2,70,0.0
2,71,0.0
2,72,0.0
2,73,0.0
2,74,0.0
2,75,0.0
3,-75,-0.00041018465503639526
3,-74,-0.0010473125757524179
3,-73,0.002029415471915156
3,-72,0.0018702419595393437
3,-71,0.006156772986450641
3,-70,-0.0010066381603722363
3,-69,0.006329601193247598
3,-68,-0.005720896680982699
3,-67,0.006913363502971439
3,-66,-0.0030811574084858603
3,-65,0.0029610065385347727
3,-64,-0.0050297440266988255
3,-63,0.0031963585551623803
3,-62,0.001828074780601616
3,-61,0.00914599086481042
3,-60,0.002564326235912933
3,-59,-0.010883589545146207
3,-58,0.004071838494210469
3,-57,0.0006432074389007759
3,-56,-3.850133747413079e-05
3,-55,-0.005902901848197893
3,-54,0.011185353811544693
3,-53,-0.0030704929757385487
3,-52,-0.015662576614257014
3,-51,0.0035130979293788627
3,-50,0.0013690150866400863
3,-49,-0.0021862399024025073
3,-48,0.009243554572150064
3,-47,0.0023094013745683303
3,-46,-0.011586817066139593
3,-45,-0.012228350750569028
3,-44,0.004344193093024794
3,-43,0.001923075346759855
3,-42,-0.0031096493206397196
3,-41,-0.00593256287972847
3,-40,-0.0010689569291950527
3,-39,-0.011939071213910682
3,-38,-0.0010525842281771526
3,-37,-0.01286865243293928
3,-36,0.001223005157284942
3,-35,0.026507152955512262
3,-34,-0.05840657437288971
3,-33,-0.013407792062128195
3,-32,-0.05964353816807529
3,-31,-0.010230393213374557
3,-30,-0.03549357826640644
3,-29,-0.032547166409158
3,-28,-0.04805564814668442
3,-27,0.005252568524018466
3,-26,0.07722542886920322
3,-25,0.01702590188231317
3,-24,0.01580774707066667
3,-23,-0.05179093975525843
3,-22,0.0061708635599263
3,-21,-0.08626461014289698
3,-20,-0.014611771197347441
3,-19,-0.04997229029445612
3,-18,0.031752650620278454
3,-17,0.0865468676766937
3,-16,-0.0376861283324074
3,-15,-0.060737576191276836
3,-14,-0.06928938297571742
3,-13,-0.007253614483060276
3,-12,-0.09721444879290891
3,-11,-0.00893073820597733
3,-10,-0.0011139101300616145
3,-9,0.0476848487408313
3,-8,0.20761939554478803
3,-7,0.0572023156594946
3,-6,0.04495849671075916
3,-5,-0.05940333463974486
3,-4,0.18767031859852215
3,-3,-0.08606095733347723
3,-2,0.06350353174252465
3,-1,-0.048942828563892427
3,0,-0.06425919703463301
3,1,0.16042538088038205
3,2,-0.043066767079732664
3,3,0.014693097054208425
3,4,0.018469144226692234
3,5,0.2000828384901002
3,6,-0.11244596544582386
3,7,0.0712409314844924
3,8,0.0323537588768752
3,9,-0.08457455500168785
3,10,0.17274196436860528
3,11,0.05422597197039752
3,12,-0.002753286537172159
3,13,-0.01465214268076185
3,14,0.26850470841896457
3,15,0.0881587131108228
3,16,-0.007051917467650576
3,17,-0.03291763097551861
3,18,-0.06244948803548687
3,19,-0.03049826803587394
3,20,-0.16457841801061707
3,21,0.007014407542347834
3,22,0.12674305037246567
3,23,0.1539766790539429
3,24,-0.15868804068214903
3,25,0.026418451776605078
3,26,0.03443537380456103
3,27,-0.06392242385620812
3,28,0.05507081410389174
3,29,-0.19815192785711488
3,30,-0.07272484378327994
3,31,-0.056584634941024184
3,32,0.01394366122372255
3,33,0.0016123574077184515
3,34,-0.07840377406498013
3,35,-0.08023835113399795
3,36,-0.06508638396911458
3,37,0.03072171104700958
3,38,-0.2672698328246042
3,39,-0.048845516216115825
3,40,0.14068425121363284
3,41,0.0398500944799861
3,42,-0.11708168496776505
3,43,0.034636874498351046
3,44,0.03796943199022828
3,45,-0.05812594039066783
3,46,0.06304363224652203
3,47,-0.11305044012644928
3,48,-0.1424012402291596
3,49,0.13993659815841422
3,50,0.09401667179562437
3,51,-0.03536860999191679
3,52,-0.10851358097223497
3,53,0.06295384553478545
3,54,0.07408396340726824
3,55,0.10200193399373152
3,56,-0.03365432926548227
3,57,0.08843882804263083
3,58,-0.14546056509878916
3,59,0.12368018590155436
3,60,0.07144411011945496
3,61,-0.08677420978029333
3,62,0.07983059843040796
3,63,-0.14374503853086193
3,64,0.12508464888236942
3,65,-0.06556513514880542
3,66,0.06532915419190909
3,67,-0.014391569180964339
3,68,0.018450681921062115
3,69,-3.432773781013287e-05
3,70,-0.0005335229614283202
3,71,0.011902369998036655
3,72,-0.02745996748774172
3,73,0.004809152195000579
3,74,-0.011080000087851177
3,75,-0.0034413949431046026
4,-75,-0.00045215544586389006
4,-74,-0.001164358348700596
4,-73,0.002175645912579894
4,-72,0.0019191702867795467
4,-71,0.006430671884118968
4,-70,-0.001780069815225604
4,-69,0.00657159985307969
4,-68,-0.006738784281149544
4,-67,0.00771637401114795
4,-66,-0.0036225383488749353
4,-65,0.0035632348372420784
4,-64,-0.006094409870085377
4,-63,0.0027931715872761757
4,-62,0.0022809629507725884
4,-61,0.008715812570046454
4,-60,0.002415945508421914
4,-59,-0.01169709117648034
4,-58,0.0032914143002744957
4,-57,0.0014319795803505357
4,-56,-0.0019596103852709905
4,-55,-0.006319114570712476
4,-54,0.010701834624476039
4,-53,-0.003805501465344287
4,-52,-0.016695569619035712
4,-51,0.0016186556467639595
4,-50,0.001274387559759222
4,-49,-0.0021633591661832136
4,-48,0.007308662849930827
4,-47,0.0006458230459477559
4,-46,-0.01355592817935885
4,-45,-0.013870467194558315
4,-44,0.006299580543847089
4,-43,0.010272748060509014
4,-42,-0.003376835259228395
4,-41,-0.0034940427140286896
4,-40,-0.01359491517505713
4,-39,-0.004444689006111395
4,-38,-0.016339914012331674
4,-37,0.011214421471952956
4,-36,0.006840418938634397
4,-35,0.015876662621163252
4,-34,-0.0586373743247605
4,-33,-0.010448043974441145
4,-32,-0.059491145587132664
4,-31,0.0013039073611737688
4,-30,-0.036023682352534746
4,-29,-0.024902771952547507
4,-28,-0.04660443073405655
4,-27,-0.0002388449567911981
4,-26,0.08425075921509856
4,-25,0.011502195167584493
4,-24,0.019267455106639932
4,-23,-0.05254755780424521
4,-22,0.013288571006896847
4,-21,-0.08448641229984698
4,-20,-0.015267562292217915
4,-19,-0.04591550390854173
4,-18,0.0400771970844033
4,-17,0.09915839445225004
4,-16,-0.0409841467539685
4,-15,-0.055712203264417365
4,-14,-0.06279835561291987
4,-13,0.009516672300903957
4,-12,-0.08939266796662973
4,-11,-0.004627798128347642
4,-10,0.011181879556203889
4,-9,0.05329466227387277
4,-8,0.2187084647645189
4,-7,0.0697620163790452
4,-6,0.0467919360578155
4,-5,-0.04072089008977991
4,-4,0.07832971708249019
4,-3,-0.0928847273633046
4,-2,0.06224503641922347
4,-1,-0.039564079303384944
4,0,-0.060531605679838445
4,1,0.18193025356325182
4,2,-0.018015275235179377
4,3,0.054036905732890265
4,4,0.06898007206595036
4,5,0.03330959925206135
4,6,-0.11353151454183115
4,7,0.061974680820047215
4,8,0.04364535338765349
4,9,-0.0812182053491484
4,10,0.1782686050901393
4,11,0.050349274648936126
