subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7
-1.9175569123735496,-0.8475193640454065,1.4062850844400079,-2.228162716466175,2.4545476441625254,1.5703701646207524,3.4513875856295413,-0.06605052743912113
-2.4532129216800596,-0.6550237595663229,1.3182190930000104,-1.0100572102741947,-2.168516548760385,-3.3035574675390174,0.4954933854662932,-0.7554960635498075
-2.6637275483248724,-3.0878371140097425,0.8342565518496958,-1.3806711358982025,1.3806078130922983,1.9329405310281775,2.0102841780924727,0.15869931634296347
1.5807725645337496,0.09459435685527984,-2.009260397126721,-0.3412168972241212,-1.9852785144707041,0.2873266245547035,0.9544273704576902,2.184238195293554
0.5774862093443562,2.4712797684435692,0.038387325689205554,0.5773209833777015,3.1363741493192845,2.420537026528841,-0.32904515763288167,3.561334914861107
2.0146415441963397,-1.2926334891674702,2.9393922985541456,2.9301397216488887,0.739739717763797,2.8096941336957775,-3.2280011200317063,2.396805410713267
2.8861888735831593,3.602208803441318,-0.5971965582248722,0.8629254239287284,4.042409972635072,4.721073623578448,1.9161548754127389,1.7086899182836728
2.284935681767211,2.7292513375908203,-3.309836937079483,-1.4175497181170413,2.736527208133198,4.46060899066455,0.2024884862173617,4.749725236030999
3.316574122431193,0.5325811261883697,1.5468357545685933,4.281183463120766,-0.4453926899934144,4.694191095351037,0.40037695779983795,1.375374824027401
2.108060297135282,1.9640655949441261,1.9636097615647436,0.5729446023897418,5.096380333774308,5.134465507952298,1.2491503576615972,4.308963546353635
0.11779016616103233,5.688420558054588,2.7629037756019397,2.3743360885632643,5.59426747562798,3.0745349124044132,5.981499756019509,1.9156513460699642
4.850477203800516,4.201944469170655,4.191886129187996,3.6279218560403463,4.499421827357355,2.7992190162326027,7.544523926666869,3.5968947581807096
1.7979621568628532,2.993753732221403,4.251398046887524,3.3754072592306725,1.4530106923526673,4.721820588781776,3.410602297481909,2.749061292844204
1.3444440405201081,2.7402700041229915,3.733176248532803,5.4039957330879105,2.6036087293301424,4.679798540911005,2.2861021902215044,3.103932272739338
3.0972118887660294,3.606265781278145,5.8441104165482445,4.411053927160344,3.7439020751863445,2.8349151668983055,1.098594805472405,2.698274605450406
1.8626470353561082,2.6647417580645274,0.6503293123225049,1.9656497145549183,2.2808480752862677,4.49791569156567,4.625349197041272,6.377976936310523
3.0862904079771027,-0.288347839482062,4.930314800910748,8.27827551993929,7.305844316882377,3.8509582383867786,7.486962372086255,2.455299095738897
4.839654693958921,8.23590267190145,5.404623577505872,4.540213777508455,4.440199794284061,2.4436810339118757,3.6568660767816743,2.671082345734571
5.0759932824090255,4.689959802315574,1.9001852317562924,4.084629350673759,-1.027386290297943,6.960231286669471,-0.378682277589677,8.62129693560699
