subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,timestamp
-116.0,-64.0,8.0,-6.0,-15.0,-8.0,-20.0,-9.0,1932.08
100.0,64.0,6.0,-8.0,11.0,-2.0,5.0,-6.0,1932.09
94.0,-31.0,21.0,2.0,-13.0,0.0,-9.0,1.0,1932.09
74.0,-95.0,20.0,-3.0,3.0,-5.0,9.0,-11.0,1932.1
-98.0,-32.0,9.0,-6.0,5.0,-10.0,6.0,-9.0,1932.11
98.0,32.0,6.0,-1.0,14.0,-7.0,7.0,-6.0,1932.12
-85.0,-80.0,10.0,17.0,15.0,15.0,15.0,21.0,1932.13
-65.0,-16.0,11.0,-19.0,-6.0,-17.0,-1.0,-20.0,1932.14
94.0,-32.0,5.0,-20.0,14.0,-26.0,9.0,-24.0,1932.14
124.0,-64.0,7.0,-17.0,-16.0,-20.0,-17.0,-21.0,1932.15
-92.0,64.0,10.0,-21.0,-1.0,-22.0,-3.0,-24.0,1932.15
-72.0,-128.0,11.0,15.0,17.0,13.0,18.0,13.0,1932.16
74.0,-95.0,20.0,17.0,-1.0,27.0,4.0,20.0,1932.16
94.0,-31.0,21.0,-16.0,-13.0,-17.0,-15.0,-18.0,1932.17
-98.0,-32.0,9.0,-24.0,7.0,-26.0,3.0,-25.0,1932.17
94.0,-32.0,5.0,9.0,20.0,12.0,23.0,12.0,1932.18
98.0,32.0,6.0,17.0,-8.0,9.0,4.0,7.0,1932.18
98.0,32.0,6.0,-1.0,6.0,-4.0,9.0,-5.0,1932.19
-34.0,-32.0,13.0,-15.0,-7.0,-19.0,-6.0,2.0,1932.2
98.0,32.0,6.0,5.0,7.0,-12.0,10.0,-10.0,1932.2
-39.0,-112.0,13.0,6.0,10.0,6.0,4.0,-3.0,1932.21
55.0,113.0,19.0,2.0,2.0,6.0,14.0,1.0,1932.21
75.0,-79.0,20.0,9.0,10.0,5.0,3.0,-13.0,1932.22
-34.0,-32.0,13.0,11.0,15.0,18.0,15.0,17.0,1932.22
-14.0,32.0,15.0,-28.0,-8.0,-22.0,-3.0,-24.0,1932.25
108.0,-64.0,6.0,10.0,-20.0,13.0,-22.0,7.0,1932.25
2.0,34.0,32.0,22.0,-18.0,25.0,-19.0,25.0,1932.26
22.0,98.0,33.0,-5.0,-21.0,-9.0,-25.0,-6.0,1932.26
-107.0,81.0,25.0,4.0,22.0,0.0,23.0,0.0,1932.27
-87.0,-111.0,26.0,-1.0,23.0,0.0,21.0,1.0,1932.27
98.0,32.0,6.0,-21.0,10.0,-19.0,10.0,-22.0,1932.28
-91.0,80.0,10.0,2.0,-23.0,3.0,-26.0,-1.0,1932.28
-91.0,80.0,10.0,-4.0,-4.0,5.0,-1.0,7.0,1932.29
-128.0,0.0,8.0,-12.0,-6.0,-1.0,-4.0,5.0,1932.29
108.0,-64.0,6.0,-9.0,9.0,-6.0,3.0,-3.0,1932.3
-98.0,-32.0,9.0,11.0,-8.0,4.0,-11.0,-2.0,1932.3
-87.0,-109.0,58.0,-8.0,-11.0,-3.0,-10.0,-4.0,1932.31
95.0,-15.0,21.0,-3.0,16.0,-8.0,17.0,-5.0,1932.32
-68.0,-64.0,11.0,35.0,30.0,35.0,38.0,35.0,1932.34
-128.0,0.0,8.0,-15.0,13.0,-20.0,13.0,-11.0,1932.34
-128.0,0.0,8.0,-19.0,0.0,-20.0,-5.0,-22.0,1932.35
-3.0,-48.0,15.0,-2.0,-14.0,-3.0,-20.0,-1.0,1932.35
17.0,17.0,17.0,10.0,-6.0,17.0,-11.0,12.0,1932.36
124.0,-64.0,7.0,16.0,3.0,19.0,4.0,26.0,1932.36
94.0,-32.0,5.0,9.0,-10.0,9.0,-13.0,14.0,1932.37
108.0,-64.0,6.0,17.0,-2.0,22.0,-3.0,23.0,1932.37
-128.0,0.0,8.0,14.0,-17.0,16.0,-11.0,23.0,1932.38
-67.0,-45.0,59.0,13.0,10.0,19.0,11.0,14.0,1932.39
94.0,-32.0,5.0,8.0,-1.0,16.0,8.0,1.0,1932.39
94.0,-32.0,5.0,5.0,-4.0,0.0,6.0,6.0,1932.4
98.0,32.0,6.0,6.0,6.0,1.0,1.0,-6.0,1932.4
94.0,-32.0,5.0,-12.0,20.0,-10.0,18.0,-14.0,1932.43
-72.0,-128.0,11.0,-22.0,-3.0,-23.0,-1.0,-17.0,1932.44
-25.0,113.0,30.0,-11.0,19.0,-12.0,15.0,-12.0,1932.44
-5.0,-79.0,31.0,21.0,5.0,21.0,4.0,20.0,1932.45
94.0,-32.0,5.0,-22.0,0.0,-22.0,2.0,-19.0,1932.45
-98.0,-32.0,9.0,-15.0,-16.0,-7.0,-16.0,-8.0,1932.46
-1.0,-16.0,15.0,-16.0,9.0,-18.0,12.0,-21.0,1932.47
94.0,-32.0,5.0,-10.0,-17.0,-14.0,-17.0,-13.0,1932.47
-34.0,-30.0,45.0,10.0,-16.0,7.0,-17.0,12.0,1932.48
108.0,-64.0,6.0,8.0,-16.0,11.0,-20.0,11.0,1932.48
-3.0,-48.0,15.0,-2.0,-2.0,-12.0,5.0,-2.0,1932.49
17.0,17.0,17.0,3.0,7.0,5.0,0.0,-2.0,1932.52
-39.0,-112.0,13.0,14.0,-2.0,-1.0,-4.0,-1.0,1932.53
-128.0,0.0,8.0,15.0,16.0,17.0,15.0,14.0,1932.53
100.0,64.0,6.0,-14.0,16.0,-12.0,17.0,-10.0,1932.54
-98.0,-32.0,9.0,-18.0,13.0,-22.0,11.0,-16.0,1932.55
-3.0,-48.0,15.0,12.0,14.0,12.0,15.0,16.0,1932.55
17.0,17.0,17.0,-16.0,-5.0,-6.0,-17.0,-15.0,1932.56
-98.0,-32.0,9.0,-12.0,14.0,-10.0,19.0,-11.0,1932.56
-39.0,-112.0,13.0,13.0,17.0,12.0,16.0,14.0,1932.57
-116.0,-63.0,24.0,22.0,-2.0,20.0,-2.0,22.0,1932.57
-98.0,-32.0,9.0,-16.0,-10.0,-20.0,-12.0,-20.0,1932.58
-98.0,-32.0,9.0,-52.0,-1.0,-53.0,1.0,-55.0,1932.59
-39.0,-112.0,13.0,-20.0,-7.0,-16.0,-4.0,-18.0,1932.59
74.0,-95.0,20.0,1.0,19.0,-5.0,15.0,-6.0,1932.64
94.0,-31.0,21.0,13.0,2.0,15.0,1.0,20.0,1932.65
-66.0,-32.0,11.0,-2.0,-18.0,1.0,-22.0,-3.0,1932.65
-46.0,32.0,13.0,-19.0,4.0,-22.0,5.0,-19.0,1932.66
86.0,96.0,5.0,15.0,-10.0,17.0,-10.0,15.0,1932.66
-54.0,-96.0,12.0,3.0,-20.0,2.0,-16.0,3.0,1932.67
94.0,-32.0,5.0,-9.0,16.0,-7.0,19.0,-7.0,1932.68
124.0,-64.0,7.0,-20.0,-5.0,-20.0,-4.0,-18.0,1932.68
102.0,96.0,6.0,-4.0,18.0,-3.0,18.0,-4.0,1932.69
86.0,96.0,5.0,0.0,18.0,-1.0,18.0,-3.0,1932.69
-126.0,32.0,8.0,17.0,4.0,18.0,8.0,17.0,1932.75
94.0,-32.0,5.0,-5.0,-9.0,-7.0,-13.0,-9.0,1932.75
-2.0,-32.0,15.0,9.0,-15.0,7.0,-20.0,13.0,1932.76
94.0,-32.0,5.0,18.0,11.0,19.0,11.0,16.0,1932.76
94.0,-32.0,5.0,-8.0,18.0,-7.0,20.0,-9.0,1932.77
-71.0,-112.0,11.0,-16.0,3.0,-19.0,4.0,-17.0,1932.77
-91.0,80.0,10.0,-11.0,14.0,-13.0,15.0,-16.0,1932.78
