subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_3,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7
0.9934283060224653,1.8523550950632828,2.7987108731720043,1.5567221523332755,-1.350356549948763,1.141225994439062,-3.815615115754782,2.3612818249042893
-0.02472414514098409,4.070637738141646,2.1010718230269227,-0.8505669754556816,-0.03723288422965043,2.1881737782671076,-1.4689655643576187,-1.0028224347012205
1.7988263074516724,-2.293685916387995,0.6227099710906356,-1.132948535594327,-1.0813906107496352,-0.15916753511635806,-0.3237618355930011,0.5938946492502525
3.800834453074205,1.880713213639296,-0.5390988151529934,0.7480258254362503,0.13885168098007383,-0.4696987287573462,4.530150054938535,0.8571705440203251
0.5373148553534071,-0.2956635334435749,2.4020682320272586,0.6652523597502221,-2.7816077291074923,-1.1646794483155172,2.118727853867595,0.0020532191770150643
0.7875568350877589,0.2815799814567279,2.042801519829619,0.34937465033156967,1.682418163731997,-0.39499031097179027,-1.4151323892136627,-1.4891003467820816
4.663669132354916,0.32045565286239497,3.295629941395598,2.8980183962535637,1.5076544520645818,7.4034323519575835,2.4773160801754073,2.1511925085754697
3.2885711537279616,0.02572015606251199,3.024045298786083,3.6643121125631657,0.11952443328576279,4.243060856895718,-1.340906282454587,1.631693751711377
1.062098998260541,2.0980910260200996,4.100153200769116,2.1778615427141403,3.3195391069952556,-0.7011009622855973,4.1664298779045925,3.001528709003585
3.33224495679175,0.5852246367977454,1.176654446498685,5.202185031730345,4.122265144872937,-0.39779104386731934,1.3048755659840636,1.1799242567414872
1.564941557147597,3.032690594332199,5.126565074041173,0.2083987145055115,-0.7233427859654267,3.4555090662095047,2.30450456529418,4.933419540398617
1.8033893350184096,2.6343726232606497,3.1300480515437226,2.3475299235994873,1.209399285026495,3.8293784369148574,5.386442137243304,0.9813012797352338
3.4601109655571753,2.4982903286922875,7.126708167675638,1.5425417812194973,1.4379017228505107,4.073954093059836,0.4018592852566072,6.400266990460892
-0.6109238512706359,1.4005093139617641,1.8372610018658242,-0.51743659610116,1.3358304358272306,2.705725050937564,0.42140026781897744,-0.27963638161156323
0.0032119753487602765,2.2995049792381606,6.9249752467053245,3.2876862686894275,5.111997324238323,3.2021391203690253,2.285848987682816,4.322587769488608
2.5636938154671887,5.199051325600646,4.08409044087443,3.4447738571825672,3.3006165964035272,4.344027922267849,5.7650265759877675,4.639130239002381
1.8954889312871197,4.922985547204728,2.6183151647270706,6.948050658440229,3.3921214893347456,4.092937184542628,0.8824590210022825,2.3300370360742026
4.780041516022536,2.196436361234886,3.1837751827233447,5.413170219941543,0.14382212201848077,-0.2870538946630825,-1.51276434538915,5.000334726554013
2.56326165287435,4.577974414775223,3.738615187528131,2.3309361552583616,5.650145864335224,3.919710542766384,3.476992087098774,6.938347143437089
1.7796881914365525,6.107069840850714,5.452627486910968,8.312480726775512,2.1257788044001904,2.9014827255865083,5.707777193928976,0.17065791539900665
7.757659083295803,1.4875509832099514,5.872032521523694,7.268428936503401,4.946226805985352,5.176784383269719,7.226885044930354,5.831851160434324
4.5938142326615266,6.132087218394468,3.8979668257574405,6.20956224057183,5.600120709550982,11.01588483884142,4.1190441094638,0.05882519297444322
5.396228984645862,3.9359250573783218,5.2124633907480495,4.808204377570351,7.982489766947317,5.9961359062186235,4.43831936103801,3.329842968223599
2.624145543558874,6.614839253172106,9.758182633209515,3.554763442538828,2.8560011177475633,4.8465825436409915,7.7814433844972815,8.731974645787677
4.593874668155008,4.15612180412034,9.137726457406796,4.9382265650632675,-0.3563841944362771,7.526243121159878,1.9431567178145324,4.5190760504212655
6.109879821013757,2.2782704402649863,6.760681980942088,8.065531881002396,6.255733731101414,6.85341041601245,5.110993091228006,3.540274712776079
3.7877080822634617,2.834610361341742,6.165702193444468,9.858867848977285,9.690717600129775,6.9298842180117495,6.470543016958183,5.693819779138703
7.038890056286272,6.383663912917692,6.527556673031451,9.373981076139305,8.765386725473803,7.50119520602627,7.185931462164996,10.423306695922033
5.280028174053951,7.000750557334524,7.708341499352394,5.503606710319013,6.900624384440812,10.594392683550645,5.461692167509796,2.8179410594795087
6.087619433783276,4.862373683161012,4.625421802973019,4.431772066791807,5.687734562105735,4.409230062717999,6.739888956781512,4.568387110091141
5.653064633419616,8.133662775433159,6.34172478303172,7.138250351700818,8.47072305115303,7.803742011501319,1.879823151052431,9.851341224237663
10.742157079049656,3.7145605854938606,3.7004325622766014,3.500721978906077,5.090508310622843,5.184838450068703,5.721103885364084,10.753005397107245
7.187266180322041,7.082101032503276,8.012706875008467,7.860596058167472,8.166976168510347,8.325285922482406,8.121278054906844,7.007398181217342
5.270923729425578,4.964313187812466,8.680737466742862,7.091140414740042,8.397285905670632,5.54897256436519,5.42175751882802,4.908240182284095
9.19883627825408,6.250074238443384,6.5873735294489535,6.621673450311217,9.674166269045461,6.719012826837533,7.671714897226897,11.74543345766602
5.2746697718257645,7.811154414400637,10.864330598347875,4.5269509372342185,13.235677149589964,7.1261772432919965,8.610102073373206,10.905241855266203
8.291801510108339,6.153247589530924,5.422542994094146,8.901274533238261,8.658906254456362,9.825707758788246,7.188975918383298,9.231968295623295
4.107457934038882,7.257687093338783,5.0980484213787935,6.961396502474611,7.008870930383436,9.863707069683262,8.367725723791576,6.401993483923594
5.518059708410462,10.187017424636204,8.623335443327267,5.834598134786747,8.123283181823334,5.682997053314555,6.248966675638099,8.07637312453125
8.710604042405826,7.163097831621282,10.411078175891888,2.5723571441042807,4.778729760889343,8.426749792667277,7.9036590112754865,7.996161408577918
9.930990299884812,10.125441364024274,11.821912522809727,8.399027329792718,7.064630877715874,7.034897430395645,9.674489479072435,9.115759749125147
8.92860808564059,6.326457813945414,7.6681029975227695,12.130374716600137,7.767306647034442,6.068861701909981,8.899817445197518,11.487874399523323
8.480944565190052,9.771849485797098,10.869602796829124,12.034759559062273,7.664064334097347,8.278207029117791,7.539178590838661,10.471075212241338
8.230878430866479,11.716223063360857,8.756068883043643,7.918893308872513,9.137795566112501,8.216120245133418,9.281518630626643,6.67833366807554
5.991284984449147,4.0050399649294235,8.603074365302362,7.743904844460441,7.3034891004196005,13.801761937875046,10.377548546457238,11.701321865223077
7.61820906053415,7.464106966382614,10.825217352296912,9.995445989473616,11.29995881197251,9.923817128044961,4.958014920168612,9.684161757349878
8.24044433308219,10.315866129362846,10.466367631828604,7.1649509966251825,9.162136004838159,6.406486873493291,11.479870004913561,10.535853466719598
