subcarrier_0,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,timestamp
-98.0,-12.0,14.0,-15.0,15.0,-18.0,17.0,-15.0,1904.38
-128.0,18.0,4.0,25.0,8.0,22.0,5.0,21.0,1904.38
126.0,13.0,16.0,13.0,17.0,15.0,21.0,11.0,1904.39
86.0,3.0,-22.0,-1.0,-18.0,4.0,-20.0,3.0,1904.4
94.0,-25.0,-1.0,-22.0,-2.0,-19.0,-4.0,-27.0,1904.4
-98.0,-14.0,-22.0,-19.0,-19.0,-12.0,-22.0,-11.0,1904.41
86.0,-16.0,15.0,-17.0,9.0,-21.0,14.0,-21.0,1904.41
94.0,9.0,12.0,8.0,13.0,13.0,16.0,10.0,1904.42
94.0,-3.0,21.0,-1.0,21.0,-2.0,21.0,-8.0,1904.42
94.0,-17.0,10.0,-15.0,11.0,-17.0,8.0,-18.0,1904.43
94.0,13.0,-11.0,18.0,-15.0,21.0,-9.0,16.0,1904.48
-98.0,18.0,12.0,18.0,9.0,17.0,8.0,21.0,1904.49
94.0,-18.0,-58.0,-23.0,-46.0,4.0,-54.0,4.0,1904.49
94.0,10.0,-3.0,2.0,-3.0,0.0,2.0,6.0,1904.51
-57.0,-8.0,-2.0,-8.0,-8.0,0.0,-4.0,-3.0,1904.53
107.0,8.0,-6.0,8.0,-4.0,5.0,-7.0,6.0,1904.58
-126.0,17.0,10.0,18.0,7.0,19.0,10.0,19.0,1904.58
94.0,-1.0,17.0,-1.0,24.0,-1.0,21.0,-2.0,1904.59
-57.0,-20.0,6.0,-16.0,8.0,-18.0,6.0,-19.0,1904.6
-115.0,-13.0,13.0,-16.0,14.0,-12.0,17.0,-16.0,1904.6
94.0,2.0,21.0,3.0,17.0,5.0,18.0,6.0,1904.61
116.0,-18.0,5.0,-19.0,3.0,-18.0,5.0,-20.0,1904.61
-95.0,1.0,-18.0,-4.0,-23.0,6.0,-22.0,6.0,1904.62
87.0,9.0,-11.0,14.0,-12.0,14.0,-11.0,18.0,1904.62
107.0,2.0,15.0,1.0,20.0,6.0,20.0,2.0,1904.63
31.0,-8.0,-22.0,-6.0,-22.0,-3.0,-23.0,-5.0,1904.63
90.0,1.0,3.0,2.0,5.0,-5.0,8.0,-8.0,1904.64
-51.0,1.0,-24.0,0.0,-26.0,2.0,-26.0,2.0,1904.69
98.0,7.0,8.0,12.0,7.0,0.0,7.0,-7.0,1904.7
98.0,-1.0,14.0,0.0,6.0,-14.0,4.0,-10.0,1904.71
-128.0,-8.0,0.0,-6.0,-5.0,1.0,-1.0,-2.0,1904.71
-128.0,-12.0,-7.0,-7.0,-10.0,-3.0,-7.0,3.0,1904.75
-20.0,-17.0,-20.0,-15.0,-18.0,-19.0,-22.0,-11.0,1904.79
94.0,-8.0,-34.0,-8.0,-29.0,-9.0,-29.0,-8.0,1904.8
108.0,11.0,-18.0,10.0,-20.0,17.0,-26.0,17.0,1904.8
98.0,-5.0,-28.0,-5.0,-32.0,1.0,-20.0,-8.0,1904.81
98.0,-33.0,55.0,-37.0,56.0,-29.0,42.0,-38.0,1904.81
-128.0,29.0,5.0,26.0,-2.0,23.0,1.0,18.0,1904.82
98.0,28.0,4.0,24.0,5.0,22.0,7.0,24.0,1904.82
-107.0,-16.0,-18.0,-19.0,-18.0,-20.0,-19.0,-22.0,1904.83
-87.0,-23.0,-12.0,-29.0,-12.0,-30.0,-9.0,-32.0,1904.83
2.0,-27.0,-15.0,-29.0,-13.0,-22.0,-9.0,-25.0,1904.84
-124.0,-15.0,18.0,-14.0,15.0,-17.0,21.0,-20.0,1904.85
94.0,-19.0,-13.0,-21.0,-15.0,-21.0,-14.0,-19.0,1904.89
94.0,-11.0,-21.0,-4.0,-22.0,-8.0,-23.0,-8.0,1904.9
94.0,19.0,-10.0,18.0,-11.0,25.0,-15.0,23.0,1904.9
-128.0,19.0,0.0,24.0,1.0,24.0,-6.0,26.0,1904.91
-118.0,17.0,13.0,23.0,17.0,16.0,15.0,17.0,1904.91
-98.0,-14.0,-15.0,-22.0,-15.0,-20.0,-13.0,-21.0,1904.92
-128.0,-5.0,25.0,-5.0,27.0,-7.0,28.0,-12.0,1904.93
94.0,-19.0,11.0,-13.0,12.0,-17.0,13.0,-24.0,1904.93
-51.0,-19.0,-19.0,-21.0,-13.0,-20.0,-10.0,-20.0,1904.94
-88.0,-25.0,4.0,-29.0,1.0,-26.0,3.0,-25.0,1904.94
-46.0,10.0,3.0,4.0,-2.0,9.0,3.0,-4.0,1904.95
120.0,7.0,7.0,-5.0,0.0,-2.0,10.0,-8.0,1904.95
-116.0,-9.0,2.0,-10.0,-5.0,-2.0,-1.0,1.0,1904.96
108.0,10.0,13.0,7.0,2.0,3.0,1.0,-1.0,1904.96
98.0,-4.0,-8.0,-4.0,-2.0,0.0,-12.0,6.0,1904.97
98.0,2.0,-3.0,2.0,9.0,0.0,-1.0,-3.0,1904.97
-66.0,-5.0,-20.0,-4.0,-18.0,-3.0,-21.0,-3.0,1904.99
-46.0,-18.0,9.0,-22.0,13.0,-20.0,9.0,-25.0,1905.0
120.0,3.0,-24.0,6.0,-10.0,11.0,-25.0,9.0,1905.01
-116.0,-19.0,-1.0,-20.0,3.0,-20.0,1.0,-27.0,1905.01
120.0,-20.0,5.0,-24.0,8.0,-27.0,11.0,-25.0,1905.02
-115.0,0.0,16.0,1.0,27.0,0.0,23.0,1.0,1905.02
-128.0,15.0,5.0,13.0,9.0,17.0,9.0,12.0,1905.03
-95.0,9.0,13.0,10.0,24.0,11.0,18.0,8.0,1905.03
-66.0,-18.0,7.0,-21.0,2.0,-22.0,6.0,-22.0,1905.04
-46.0,15.0,14.0,15.0,18.0,10.0,18.0,15.0,1905.04
-126.0,-2.0,15.0,-11.0,4.0,-5.0,10.0,-7.0,1905.05
73.0,-4.0,0.0,-3.0,3.0,-8.0,-6.0,-7.0,1905.06
93.0,-8.0,1.0,-11.0,-4.0,-12.0,-3.0,-13.0,1905.07
124.0,1.0,-2.0,4.0,-7.0,5.0,-4.0,8.0,1905.07
125.0,5.0,-4.0,5.0,-11.0,1.0,1.0,4.0,1905.1
-111.0,-12.0,12.0,-1.0,5.0,-10.0,-5.0,-8.0,1905.1
-126.0,-25.0,3.0,-25.0,5.0,-26.0,6.0,-27.0,1905.12
-126.0,17.0,12.0,19.0,16.0,20.0,15.0,19.0,1905.12
-126.0,0.0,-27.0,-9.0,-21.0,-6.0,-25.0,-7.0,1905.13
-126.0,-8.0,24.0,0.0,20.0,-3.0,23.0,-6.0,1905.14
124.0,-20.0,20.0,-20.0,17.0,-22.0,16.0,-18.0,1905.14
93.0,18.0,10.0,21.0,10.0,25.0,7.0,23.0,1905.15
125.0,0.0,-19.0,2.0,-29.0,4.0,-27.0,5.0,1905.15
-111.0,-29.0,4.0,-25.0,3.0,-26.0,9.0,-19.0,1905.16
-10.0,-5.0,3.0,-4.0,-2.0,-12.0,-8.0,-10.0,1905.16
98.0,2.0,-1.0,-8.0,6.0,-5.0,-4.0,-11.0,1905.17
90.0,5.0,9.0,-4.0,4.0,-6.0,3.0,-9.0,1905.17
90.0,6.0,-2.0,2.0,-4.0,8.0,0.0,2.0,1905.18
98.0,-2.0,-4.0,3.0,-9.0,6.0,1.0,1.0,1905.19
124.0,11.0,15.0,10.0,16.0,10.0,16.0,9.0,1905.2
86.0,-22.0,-13.0,-25.0,-11.0,-23.0,-12.0,-27.0,1905.2
86.0,-15.0,14.0,-20.0,15.0,-18.0,20.0,-18.0,1905.21
107.0,-2.0,-13.0,4.0,1.0,-5.0,-4.0,7.0,1905.23
127.0,2.0,4.0,1.0,1.0,0.0,-1.0,-1.0,1905.24
