Subcarrier,Lag,Cross-Correlation
1,-77,0.0
1,-76,0.0
1,-75,0.020709793091963045
1,-74,0.06890933501596475
1,-73,0.05445738777485297
1,-72,0.012515691701702528
1,-71,0.012515691701702528
1,-70,0.012515691701702528
1,-69,0.07609928473172578
1,-68,0.13107878239580312
1,-67,-0.005497996923481959
1,-66,-0.015317584158405933
1,-65,0.08412113118444584
1,-64,0.14839810619422278
1,-63,0.13633247657215486
1,-62,0.05006276680681012
1,-61,0.030423592336962173
1,-60,0.12827688993909972
1,-59,0.17790565032908298
1,-58,0.13355995211936134
1,-57,0.07521498044989318
1,-56,0.08616293892840879
1,-55,0.07713694080118924
1,-54,0.10830195048635344
1,-53,0.10944200521632759
1,-52,0.07188706999008015
1,-51,0.18931010595420655
1,-50,0.1132841654442251
1,-49,-0.03729788836595125
1,-48,0.10812369451766815
1,-47,0.09671737980254953
1,-46,0.1188545455978249
1,-45,0.08416631906579236
1,-44,0.0036690240366095694
1,-43,0.15955225804107134
1,-42,0.1865453814029102
1,-41,0.07699184562441416
1,-40,0.04087251700740509
1,-39,0.05443215670132928
1,-38,0.05021962839454019
1,-37,0.1407644253004044
1,-36,0.10569619359982739
1,-35,0.09164333937233629
1,-34,-0.041368512586120884
1,-33,0.0813434078571909
1,-32,-0.026335508588257766
1,-31,0.01830329182063395
1,-30,0.014186279755426714
1,-29,0.06992144644676106
1,-28,0.1425886584169759
1,-27,-0.009890646234557003
1,-26,-0.008663309168926955
1,-25,0.13121977465143272
1,-24,0.0146740836199829
1,-23,-0.07229110908875544
1,-22,0.040737651905183775
1,-21,0.05842161443494045
1,-20,-0.04736367921691692
1,-19,-0.07197919123947055
1,-18,-0.11825288140887545
1,-17,-0.051585688712549684
1,-16,-0.16870849031377375
1,-15,-0.10775996946159201
1,-14,-0.26087062390701804
1,-13,-0.1448367159102073
1,-12,-0.04756371485459921
1,-11,-0.10910994444527863
1,-10,-0.043694488849514775
1,-9,-0.14817810134503506
1,-8,-0.1690930928218038
1,-7,-0.12042327734755208
1,-6,-0.01835907975401291
1,-5,-0.23370191137326798
1,-4,-0.012476790721151806
1,-3,-0.07404876777502417
1,-2,-0.18439884629580502
1,-1,-0.3491556474117542
1,0,-0.20201716454874635
1,1,0.02569498063593547
1,2,-0.12628193646611652
1,3,-0.19126310069904576
1,4,-0.10742013297646306
1,5,-0.09546862749530549
1,6,-0.0551463059317512
1,7,-0.07497936781011448
1,8,-0.047803902590440615
1,9,-0.1704668007007731
1,10,0.06549076448826582
1,11,0.26535349256918356
1,12,0.04803660927378812
1,13,-0.08578129146253494
1,14,0.03341697807139467
1,15,-0.015567111752901961
1,16,-0.03871792768882107
1,17,-0.013333529035919516
1,18,0.03070392643214441
1,19,0.11599392172644088
1,20,-0.07128322208698612
1,21,-0.014139678829946935
1,22,0.03454705323953413
1,23,0.09774585071958283
