(108-64j),(6+0j),(-21+14j),(-22+16j),(-22+19j),(-21+21j),(-20+21j),(-18+21j),(-16+20j),(-13+18j),(-11+16j),(-10+12j),(-8+9j),(-9+3j),(-9-2j),(-10-6j),(-12-11j),(-13-15j),(-14-17j),(-15-20j),(-16-21j),(-15-22j),(-15-22j),(-14-21j),(-13-19j),(-11-18j),(-8-16j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(11-21j),(10-20j),(10-19j),(8-16j),(7-13j),(6-10j),(5-6j),(6+0j),(5+5j),(6+10j),(7+14j),(9+19j),(11+21j),(13+23j),(15+23j),(16+23j),(18+21j),(19+18j),(17+16j),(15+13j),(13+11j),(9+8j),(5+6j),6j,(-5+6j),(-10+7j)
(120-128j),(7+0j),(-7-26j),(-8-28j),(-10-28j),(-12-27j),(-13-25j),(-13-23j),(-13-20j),(-10-18j),(-9-16j),(-6-15j),(-4-14j),-14j,(4-14j),(8-16j),(10-18j),(13-19j),(13-19j),(14-20j),(14-20j),(14-19j),(13-17j),(13-15j),(13-13j),(11-10j),(11-8j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-10+23j),(-9+23j),(-8+21j),(-7+18j),(-6+15j),(-6+10j),(-7+6j),(-9+1j),(-11-4j),(-15-9j),(-18-12j),(-21-14j),(-24-15j),(-28-15j),(-30-13j),(-30-11j),(-30-8j),(-28-5j),(-26-3j),(-22-3j),(-18-2j),(-15-4j),(-10-5j),(-7-9j),(-5-14j),(-5-18j)
(94-32j),(5+0j),(-24-10j),(-26-10j),(-26-7j),(-27-5j),(-26-3j),(-25-1j),(-23-1j),(-20-1j),(-17-2j),(-15-3j),(-13-5j),(-11-9j),(-10-11j),(-9-14j),(-9-18j),(-8-20j),(-10-22j),(-9-21j),(-9-22j),(-9-21j),(-7-20j),(-7-18j),(-6-17j),(-3-15j),-14j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(12+21j),(12+19j),(11+17j),(9+16j),(8+12j),(4+9j),(1+8j),(-4+6j),(-10+5j),(-14+6j),(-18+6j),(-22+8j),(-24+10j),(-27+12j),(-27+15j),(-25+16j),(-23+18j),(-19+18j),(-16+17j),(-14+16j),(-11+12j),(-11+9j),(-9+4j),(-11+1j),(-13-2j),(-16-6j)
(94-32j),(5+0j),(25-4j),(25-7j),(26-9j),(25-10j),(23-11j),(22-12j),(19-12j),(16-10j),(15-7j),(13-4j),(12-2j),(12+2j),(12+5j),(13+9j),(14+11j),(16+13j),(17+15j),(17+16j),(16+15j),(16+15j),(15+14j),(12+13j),(10+13j),(7+12j),(3+11j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-24-8j),(-23-7j),(-22-6j),(-19-5j),(-16-4j),(-12-4j),(-6-5j),(-2-7j),(3-10j),(7-13j),(11-17j),(13-20j),(14-24j),(12-26j),(11-28j),(9-29j),(7-28j),(3-28j),(2-24j),(1-21j),-17j,(2-14j),(4-9j),(8-7j),(11-4j),(15-3j)
(94-32j),(5+0j),(4-27j),(3-30j),(1-32j),(-1-31j),(-4-31j),(-5-29j),(-5-26j),(-6-23j),(-5-21j),(-3-18j),-16j,(3-13j),(7-11j),(12-11j),(16-11j),(19-10j),(22-11j),(24-12j),(25-12j),(24-12j),(23-11j),(21-11j),(20-8j),(18-7j),(16-5j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-18+17j),(-17+18j),(-16+17j),(-14+16j),(-12+13j),(-11+10j),(-10+6j),(-9+1j),(-9-4j),(-11-10j),(-12-15j),(-14-18j),(-17-21j),(-20-21j),(-23-21j),(-24-20j),(-25-17j),(-26-14j),(-24-12j),(-22-10j),(-18-9j),(-15-8j),(-10-8j),(-6-10j),(-3-13j),-17j
(94-32j),(5+0j),(2+26j),(3+29j),(5+30j),(7+30j),(10+29j),(10+27j),(11+23j),(10+21j),(9+17j),(6+16j),(3+14j),(-1+12j),(-6+12j),(-10+13j),(-14+14j),(-17+14j),(-19+17j),(-20+17j),(-21+17j),(-21+17j),(-21+17j),(-19+16j),(-18+13j),(-16+11j),(-16+8j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(13-21j),(12-21j),(12-21j),(10-19j),(8-16j),(7-12j),(7-8j),(8-4j),(9+1j),(11+6j),(14+10j),(17+13j),(20+15j),(23+16j),(27+15j),(26+13j),(28+11j),(27+8j),(26+6j),(23+4j),(19+3j),(15+4j),(11+5j),(8+8j),(4+11j),(2+16j)
(124-64j),(7+0j),(-28+1j),(-31+3j),(-31+6j),(-31+7j),(-30+9j),(-28+10j),(-25+9j),(-22+8j),(-19+6j),(-17+4j),(-15+0j),(-14-4j),(-14-8j),(-14-12j),(-14-15j),(-16-18j),(-16-20j),(-16-21j),(-16-21j),(-15-21j),(-13-21j),(-12-19j),(-9-19j),(-7-17j),(-4-16j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(28+7j),(27+5j),(25+4j),(22+3j),(17+2j),(13+3j),(8+4j),(2+7j),(-4+9j),(-8+13j),(-13+17j),(-16+21j),(-17+26j),(-17+29j),(-15+31j),(-13+32j),(-11+32j),(-6+30j),(-4+28j),(-3+24j),(-3+20j),(-4+16j),(-6+10j),(-9+7j),(-15+4j),(-18+3j)
(94-32j),(5+0j),(24+5j),(27+4j),(27+2j),(29+0j),(28-1j),(26-3j),(23-4j),(20-3j),(17-2j),(15+0j),(13+3j),(10+6j),(10+10j),(9+13j),(9+16j),(8+18j),(9+21j),(8+21j),(9+22j),(7+21j),(6+20j),(5+18j),(4+18j),(1+16j),(-1+14j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-23-14j),(-24-13j),(-21-12j),(-19-10j),(-14-8j),(-11-7j),(-6-7j),-7j,(5-9j),(10-10j),(16-13j),(19-16j),(21-19j),(22-21j),(21-25j),(18-25j),(17-26j),(12-25j),(10-25j),(9-22j),(7-18j),(7-14j),(7-8j),(9-5j),(13-1j),(16+1j)
(30-32j),(1+0j),(7+1j),(11+19j),(17+23j),(9+21j),(16+14j),(-5+23j),(17+9j),(14+16j),(7+7j),(16+28j),(1+15j),(4+13j),(10+5j),(24+13j),(15+3j),(20+15j),(9-1j),(9-1j),(8+7j),(4+3j),(11-1j),4j,(12+14j),(10+3j),(2+7j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4+4j),(7+25j),(4+15j),(11+15j),(9+8j),(-7+9j),(10+23j),15j,(10+23j),(-1+22j),(-11+25j),(2+20j),(-3+13j),(5+11j),(-4+9j),(3+16j),(15+14j),(11+26j),18j,10j,23j,(6+9j),(-1+18j),(6+19j),(-7+8j),(-4+14j)
(30-32j),(1+0j),(-10+9j),(-7+29j),(17+10j),(3+18j),(-7+35j),(-1+17j),(6+27j),(-17+14j),(5+20j),(21+20j),(5+16j),(-5+8j),(3+23j),(3+10j),(6+3j),(17+9j),(12+8j),19j,(-1+9j),(6+10j),(-2+19j),(4+4j),(-1+9j),(-2+12j),(9+11j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,17j,(-9+7j),(-12+14j),(-14+3j),12j,14j,(-9+25j),(-10+31j),(-15+14j),(-7+21j),(-12+20j),(-8+14j),(-5+22j),(-8+16j),(-13+36j),(-12+17j),(-6+14j),(-8+18j),(-10+18j),(-5+24j),(-8+22j),(-12+9j),(3+22j),(5+32j),(3+13j),(9+13j)
(94-32j),(5+0j),(8+25j),(10+25j),(12+27j),(14+27j),(15+25j),(14+24j),(14+20j),(12+18j),(11+15j),(8+14j),(5+12j),(1+13j),(-3+12j),(-8+13j),(-10+14j),(-15+15j),(-16+15j),(-18+15j),(-19+15j),(-19+14j),(-19+13j),(-19+11j),(-17+9j),(-17+7j),(-16+4j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-12-27j),(-13-25j),(-12-23j),(-11-20j),(-9-16j),(-6-11j),(-2-8j),(4-4j),(10+0j),(15+2j),(21+2j),(26+3j),(30+3j),(33+0j),(34-2j),(33-4j),(32-6j),(30-8j),(26-9j),(23-8j),(18-7j),(14-5j),(10-2j),(7+2j),(6+8j),(6+14j)
(94-32j),(5+0j),(-23+15j),(-23+17j),(-23+20j),(-21+20j),(-20+21j),(-18+22j),(-16+20j),(-14+18j),(-12+16j),(-12+12j),(-12+9j),(-13+5j),(-14+2j),(-16-2j),(-17-4j),(-19-7j),(-21-9j),(-22-11j),(-22-11j),(-21-11j),(-21-12j),(-20-13j),(-16-12j),(-14-12j),(-11-12j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(25-14j),(22-14j),(21-14j),(17-12j),(14-10j),(10-6j),(7-2j),(5+3j),(2+9j),(1+15j),(-1+21j),26j,(1+29j),(3+32j),(6+32j),(9+32j),(11+30j),(13+28j),(13+24j),(12+20j),(10+17j),(7+13j),(3+10j),(-3+9j),(-7+9j),(-11+10j)
(94-32j),(5+0j),(2+26j),(2+27j),(4+30j),(7+28j),(9+28j),(9+26j),(9+23j),(9+21j),(8+17j),(4+16j),(2+13j),(-2+13j),(-6+11j),(-10+13j),(-13+12j),(-17+13j),(-18+13j),(-20+13j),(-21+14j),(-21+12j),(-21+11j),(-21+9j),(-20+7j),(-18+5j),(-17+3j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1-29j),-27j,(-1-25j),(-1-22j),(-1-18j),-13j,(2-7j),(5-2j),(10+2j),(13+7j),(18+11j),(22+12j),(27+14j),(30+12j),(32+10j),(32+9j),(31+6j),(30+3j),(27+0j),(24-1j),(20-1j),(15+0j),(11+2j),(7+6j),(4+12j),(3+15j)
(94-32j),(5+0j),(2+24j),(3+28j),(5+29j),(8+29j),(10+28j),(10+26j),(10+23j),(9+20j),(8+18j),(6+16j),(2+15j),(-1+13j),(-5+13j),(-9+12j),(-13+13j),(-16+12j),(-18+14j),(-20+14j),(-21+13j),(-21+12j),(-21+11j),(-20+10j),(-19+8j),(-17+5j),(-18+3j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,-29j,-28j,-25j,(-1-22j),(-1-17j),-13j,(2-8j),(5-2j),(10+3j),(14+6j),(19+9j),(23+11j),(27+13j),(30+12j),(32+10j),(32+9j),(32+6j),(30+2j),(28+0j),(23-1j),(20-1j),(15+1j),(10+2j),(7+6j),(5+11j),(3+15j)
(94-32j),(5+0j),(10-23j),(10-24j),(9-26j),(7-27j),(5-27j),(4-26j),(2-24j),(2-21j),(1-19j),(3-16j),(4-13j),(6-11j),(9-8j),(12-7j),(15-6j),(17-4j),(19-3j),(20-3j),(21-3j),(21-2j),(20-1j),(19+0j),(18+1j),(16+2j),(14+3j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-16+20j),(-15+20j),(-13+18j),(-11+15j),(-9+13j),(-8+9j),(-7+4j),(-6-2j),(-7-7j),(-8-13j),(-9-18j),(-11-22j),(-14-25j),(-17-25j),(-20-25j),(-22-24j),(-22-21j),(-23-18j),(-21-15j),(-19-12j),(-17-10j),(-12-8j),(-8-8j),(-3-9j),(1-11j),(5-13j)
(94-32j),(5+0j),(11-22j),(13-25j),(11-27j),(10-30j),(9-30j),(7-30j),(5-28j),(4-25j),(3-23j),(4-19j),(5-15j),(7-12j),(10-8j),(13-4j),(17-1j),(20+2j),(23+3j),(25+6j),(26+7j),(26+8j),(25+8j),(24+9j),(22+9j),(19+9j),(15+10j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-11+26j),(-10+25j),(-9+24j),(-7+22j),(-5+19j),(-4+14j),(-4+9j),(-5+3j),(-6-3j),(-6-9j),(-10-14j),(-12-18j),(-16-21j),(-19-23j),(-22-23j),(-24-22j),(-26-20j),(-26-17j),(-25-14j),(-24-12j),(-20-8j),(-16-8j),(-11-6j),(-6-8j),(-2-10j),(2-12j)
(98+32j),(6+0j),(-17-18j),(-21-20j),(-23-19j),(-25-20j),(-25-18j),(-26-17j),(-25-15j),(-23-13j),(-20-11j),(-18-10j),(-14-10j),(-9-11j),(-4-13j),-15j,(5-18j),(8-19j),(11-22j),(14-22j),(14-24j),(16-24j),(16-22j),(16-21j),(15-20j),(15-17j),(14-13j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(21+17j),(22+17j),(20+15j),(19+13j),(15+9j),(12+7j),(8+6j),(1+4j),(-4+3j),(-10+4j),(-16+4j),(-21+6j),(-25+8j),(-27+11j),(-29+14j),(-27+15j),(-27+18j),(-23+18j),(-22+20j),(-19+18j),(-15+16j),(-13+13j),(-10+8j),(-9+4j),(-10-2j),(-12-7j)
(98+32j),(6+0j),(18+13j),(23+15j),(24+14j),(27+14j),(26+13j),(27+11j),(25+10j),(24+8j),(21+6j),(18+7j),(14+7j),(10+9j),(5+12j),(1+14j),(-2+17j),(-5+19j),(-8+23j),(-10+23j),(-11+25j),(-13+24j),(-13+23j),(-12+22j),(-12+20j),(-12+18j),(-13+14j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-25-15j),(-26-14j),(-23-12j),(-22-11j),(-18-8j),(-15-7j),(-9-5j),(-4-4j),(2-5j),(8-6j),(14-8j),(18-10j),(22-13j),(24-16j),(26-19j),(24-21j),(23-24j),(19-23j),(17-24j),(14-22j),(11-19j),(10-16j),(8-10j),(8-6j),(9-1j),(12+4j)
